subNum	 trialNo	 easySide	 targPresent	 targSide	 RT	 accuracy	 var	 con
7	 78	 x	 1	 right	 1.852	 1	 6	 full
7	 79	 x	 1	 right	 3.401	 0	 1.7	 full
7	 80	 x	 1	 left	 1.732	 1	 6	 full
7	 81	 x	 0	 x	 3.540	 1	 1.7	 full
7	 82	 R	 1	 left	 3.910	 0	 x	 half
7	 83	 L	 1	 left	 1.942	 1	 x	 half
7	 84	 x	 0	 x	 3.020	 1	 6	 full
7	 85	 L	 1	 right	 4.021	 0	 x	 half
7	 86	 x	 0	 x	 3.932	 1	 1.7	 full
7	 87	 x	 0	 x	 4.160	 1	 1.7	 full
7	 88	 L	 0	 x	 3.047	 1	 x	 half
7	 89	 x	 0	 x	 2.653	 1	 6	 full
7	 90	 x	 0	 x	 3.341	 1	 6	 full
7	 91	 x	 1	 left	 2.021	 1	 1.7	 full
7	 92	 x	 0	 x	 2.671	 0	 1.7	 full
7	 93	 x	 1	 right	 1.724	 1	 6	 full
7	 94	 x	 0	 x	 2.901	 1	 1.7	 full
7	 95	 R	 0	 x	 3.389	 1	 x	 half
7	 96	 x	 1	 right	 2.831	 1	 1.7	 full
7	 97	 R	 0	 x	 3.611	 1	 x	 half
7	 98	 L	 1	 left	 1.892	 1	 x	 half
7	 99	 x	 1	 right	 3.071	 1	 1.7	 full
7	 100	 x	 1	 right	 2.782	 1	 6	 full
7	 101	 x	 0	 x	 4.090	 1	 1.7	 full
7	 102	 x	 1	 right	 3.890	 0	 1.7	 full
7	 103	 x	 0	 x	 2.958	 1	 6	 full
7	 104	 L	 0	 x	 3.449	 1	 x	 half
7	 105	 x	 0	 x	 2.880	 1	 1.7	 full
7	 106	 R	 1	 right	 1.643	 1	 x	 half
7	 107	 x	 1	 left	 2.581	 1	 6	 full
7	 108	 x	 1	 left	 3.421	 0	 1.7	 full
7	 109	 x	 0	 x	 3.031	 1	 6	 full
7	 110	 x	 1	 left	 1.611	 1	 6	 full
7	 111	 x	 1	 right	 2.233	 1	 6	 full
7	 112	 R	 0	 x	 2.240	 1	 x	 half
7	 113	 x	 1	 left	 2.132	 1	 1.7	 full
7	 114	 x	 0	 x	 1.992	 1	 6	 full
7	 115	 x	 1	 right	 1.679	 1	 6	 full
7	 116	 x	 1	 left	 2.398	 1	 6	 full
7	 117	 x	 0	 x	 1.781	 0	 6	 full
7	 118	 L	 1	 left	 2.042	 1	 x	 half
7	 119	 R	 1	 left	 4.046	 0	 x	 half
7	 120	 x	 0	 x	 4.710	 1	 6	 full
7	 121	 x	 0	 x	 3.100	 1	 6	 full
7	 122	 x	 1	 right	 2.041	 1	 6	 full
7	 123	 R	 1	 right	 2.220	 1	 x	 half
7	 124	 x	 1	 right	 2.713	 0	 1.7	 full
7	 125	 x	 0	 x	 2.892	 1	 1.7	 full
7	 126	 L	 1	 right	 2.926	 0	 x	 half
7	 127	 x	 0	 x	 2.377	 1	 6	 full
7	 128	 x	 1	 left	 3.032	 0	 1.7	 full
7	 129	 x	 0	 x	 1.909	 0	 1.7	 full
7	 130	 x	 0	 x	 1.882	 1	 1.7	 full
7	 131	 x	 0	 x	 3.140	 1	 1.7	 full
7	 132	 x	 0	 x	 4.049	 1	 1.7	 full
7	 133	 x	 0	 x	 3.280	 1	 1.7	 full
7	 134	 x	 1	 left	 3.930	 0	 1.7	 full
7	 135	 L	 0	 x	 4.170	 1	 x	 half
7	 136	 x	 1	 right	 6.468	 0	 1.7	 full
7	 137	 x	 1	 left	 1.971	 1	 6	 full
7	 138	 L	 0	 x	 2.511	 1	 x	 half
7	 139	 x	 0	 x	 5.209	 1	 6	 full
7	 140	 x	 1	 left	 4.997	 0	 1.7	 full
7	 141	 x	 1	 right	 1.822	 1	 6	 full
7	 142	 R	 0	 x	 2.329	 1	 x	 half
7	 143	 R	 1	 right	 1.751	 1	 x	 half
7	 144	 x	 1	 right	 3.118	 0	 1.7	 full
7	 145	 x	 1	 left	 2.082	 1	 6	 full
7	 146	 x	 1	 right	 1.608	 1	 6	 full
7	 147	 x	 1	 left	 3.599	 1	 1.7	 full
7	 148	 x	 0	 x	 3.621	 1	 6	 full
7	 149	 L	 1	 left	 1.726	 1	 x	 half
7	 150	 L	 0	 x	 2.645	 1	 x	 half
7	 151	 x	 1	 left	 3.041	 0	 1.7	 full
7	 152	 x	 1	 left	 1.868	 0	 1.7	 full
7	 153	 L	 0	 x	 1.911	 1	 x	 half
7	 154	 R	 0	 x	 3.399	 1	 x	 half
7	 155	 x	 0	 x	 1.937	 1	 6	 full
7	 156	 x	 1	 left	 1.643	 1	 6	 full
7	 157	 L	 1	 left	 2.191	 1	 x	 half
7	 158	 L	 0	 x	 2.790	 1	 x	 half
7	 159	 x	 1	 right	 2.660	 0	 1.7	 full
7	 160	 x	 0	 x	 2.651	 1	 1.7	 full
7	 161	 x	 0	 x	 2.430	 1	 1.7	 full
7	 162	 x	 0	 x	 1.952	 1	 6	 full
7	 163	 x	 1	 right	 1.851	 0	 1.7	 full
7	 164	 x	 1	 right	 2.062	 0	 1.7	 full
7	 165	 x	 1	 left	 2.123	 1	 6	 full
7	 166	 R	 1	 right	 1.920	 1	 x	 half
7	 167	 x	 1	 right	 2.103	 0	 1.7	 full
7	 168	 x	 1	 right	 2.061	 0	 1.7	 full
7	 169	 R	 1	 right	 2.069	 1	 x	 half
7	 170	 x	 1	 right	 1.732	 1	 6	 full
7	 171	 x	 0	 x	 2.801	 1	 1.7	 full
7	 172	 L	 1	 right	 3.760	 0	 x	 half
7	 173	 x	 1	 left	 2.479	 0	 1.7	 full
7	 174	 L	 0	 x	 2.347	 1	 x	 half
7	 175	 x	 0	 x	 2.232	 1	 1.7	 full
7	 176	 x	 1	 left	 2.470	 0	 1.7	 full
7	 177	 R	 1	 right	 1.701	 1	 x	 half
7	 178	 x	 1	 left	 1.991	 1	 6	 full
7	 179	 x	 0	 x	 2.252	 1	 6	 full
7	 180	 L	 1	 left	 1.761	 1	 x	 half
7	 181	 x	 0	 x	 2.491	 1	 1.7	 full
7	 182	 L	 0	 x	 2.850	 1	 x	 half
7	 183	 L	 0	 x	 1.942	 1	 x	 half
7	 184	 R	 0	 x	 2.282	 1	 x	 half
7	 185	 x	 0	 x	 3.171	 1	 1.7	 full
7	 186	 x	 1	 right	 1.762	 1	 6	 full
7	 187	 x	 0	 x	 1.971	 1	 6	 full
7	 188	 R	 1	 left	 2.170	 0	 x	 half
7	 189	 x	 0	 x	 2.141	 1	 6	 full
7	 190	 x	 0	 x	 6.342	 1	 1.7	 full
7	 191	 x	 1	 left	 2.691	 0	 1.7	 full
7	 192	 L	 0	 x	 2.159	 1	 x	 half
7	 193	 L	 0	 x	 2.169	 1	 x	 half
7	 194	 x	 1	 left	 1.842	 1	 6	 full
7	 195	 x	 1	 right	 2.482	 0	 1.7	 full
7	 196	 x	 0	 x	 1.851	 1	 1.7	 full
7	 197	 x	 0	 x	 1.942	 0	 1.7	 full
7	 198	 x	 0	 x	 1.787	 1	 6	 full
7	 199	 x	 0	 x	 1.863	 1	 1.7	 full
7	 200	 x	 0	 x	 2.712	 1	 1.7	 full
7	 201	 L	 1	 right	 3.379	 1	 x	 half
7	 202	 x	 0	 x	 1.823	 1	 6	 full
7	 203	 x	 0	 x	 1.952	 1	 1.7	 full
7	 204	 R	 0	 x	 2.049	 1	 x	 half
7	 205	 x	 0	 x	 1.881	 1	 6	 full
7	 206	 x	 1	 right	 1.790	 0	 1.7	 full
7	 207	 x	 1	 left	 1.462	 1	 1.7	 full
7	 208	 x	 0	 x	 1.772	 1	 6	 full
7	 209	 x	 1	 right	 1.741	 0	 1.7	 full
7	 210	 x	 0	 x	 1.701	 1	 6	 full
7	 211	 L	 0	 x	 3.110	 1	 x	 half
7	 212	 R	 0	 x	 1.746	 1	 x	 half
7	 213	 x	 0	 x	 1.690	 1	 6	 full
7	 214	 x	 1	 right	 1.823	 0	 1.7	 full
7	 215	 R	 1	 left	 1.617	 0	 x	 half
7	 216	 x	 0	 x	 1.621	 1	 6	 full
7	 217	 x	 1	 right	 1.605	 1	 6	 full
7	 218	 x	 1	 right	 1.692	 0	 1.7	 full
7	 219	 L	 0	 x	 1.761	 1	 x	 half
7	 220	 x	 0	 x	 1.622	 1	 1.7	 full
7	 221	 L	 1	 left	 1.742	 0	 x	 half
7	 222	 R	 0	 x	 1.861	 1	 x	 half
7	 223	 x	 0	 x	 1.662	 1	 1.7	 full
7	 224	 x	 1	 left	 1.632	 1	 6	 full
7	 225	 R	 1	 right	 1.790	 1	 x	 half
7	 226	 x	 0	 x	 2.019	 1	 6	 full
7	 227	 x	 1	 left	 1.611	 1	 6	 full
7	 228	 x	 0	 x	 1.682	 1	 6	 full
7	 229	 L	 0	 x	 1.772	 1	 x	 half
7	 230	 L	 1	 left	 1.682	 0	 x	 half
7	 231	 R	 0	 x	 2.441	 1	 x	 half
7	 232	 x	 0	 x	 2.031	 1	 6	 full
7	 233	 x	 1	 left	 3.289	 0	 1.7	 full
7	 234	 x	 1	 left	 1.652	 1	 6	 full
7	 235	 x	 1	 right	 1.862	 0	 1.7	 full
7	 236	 x	 0	 x	 2.402	 1	 6	 full
7	 237	 R	 0	 x	 2.591	 1	 x	 half
7	 238	 R	 1	 right	 1.651	 1	 x	 half
7	 239	 x	 0	 x	 2.128	 1	 6	 full
7	 240	 L	 1	 right	 2.041	 0	 x	 half
8	 1	 L	 1	 left	 6.359	 1	 x	 half
8	 2	 x	 1	 right	 2.909	 1	 6	 full
8	 3	 x	 1	 left	 2.601	 1	 6	 full
8	 4	 R	 0	 x	 7.766	 0	 x	 half
8	 5	 R	 1	 right	 2.557	 1	 x	 half
8	 6	 x	 1	 right	 1.992	 1	 6	 full
8	 7	 R	 0	 x	 6.769	 1	 x	 half
8	 8	 x	 0	 x	 5.928	 1	 1.7	 full
8	 9	 x	 0	 x	 3.397	 0	 6	 full
8	 10	 x	 1	 right	 2.264	 1	 6	 full
8	 11	 x	 1	 left	 2.404	 1	 1.7	 full
8	 12	 x	 0	 x	 4.658	 1	 6	 full
8	 13	 x	 1	 left	 4.864	 1	 1.7	 full
8	 14	 x	 1	 right	 2.339	 1	 1.7	 full
8	 15	 x	 0	 x	 2.774	 0	 6	 full
8	 16	 x	 0	 x	 3.951	 1	 1.7	 full
8	 17	 x	 1	 right	 2.280	 1	 1.7	 full
8	 18	 L	 1	 left	 2.553	 1	 x	 half
8	 19	 x	 0	 x	 5.619	 1	 1.7	 full
8	 20	 x	 0	 x	 3.432	 0	 1.7	 full
8	 21	 x	 0	 x	 3.060	 0	 6	 full
8	 22	 x	 0	 x	 2.986	 1	 6	 full
8	 23	 x	 1	 right	 2.500	 1	 6	 full
8	 24	 x	 0	 x	 3.510	 1	 6	 full
8	 25	 R	 1	 left	 4.937	 1	 x	 half
8	 26	 L	 0	 x	 4.190	 0	 x	 half
8	 27	 x	 0	 x	 3.050	 0	 1.7	 full
8	 28	 x	 0	 x	 3.020	 0	 6	 full
8	 29	 x	 0	 x	 3.888	 0	 1.7	 full
8	 30	 L	 0	 x	 3.098	 0	 x	 half
8	 31	 x	 0	 x	 3.389	 1	 1.7	 full
8	 32	 x	 0	 x	 4.778	 1	 6	 full
8	 33	 x	 1	 left	 2.131	 1	 6	 full
8	 34	 x	 1	 left	 4.129	 1	 1.7	 full
8	 35	 x	 1	 left	 1.969	 1	 6	 full
8	 36	 x	 1	 left	 1.751	 1	 6	 full
8	 37	 x	 1	 right	 4.438	 1	 1.7	 full
8	 38	 L	 0	 x	 3.860	 0	 x	 half
8	 39	 x	 0	 x	 4.279	 1	 1.7	 full
8	 40	 x	 0	 x	 2.280	 0	 6	 full
8	 41	 L	 0	 x	 5.718	 1	 x	 half
8	 42	 L	 0	 x	 3.969	 1	 x	 half
8	 43	 x	 1	 right	 4.629	 0	 1.7	 full
8	 44	 x	 1	 right	 3.072	 1	 1.7	 full
8	 45	 x	 1	 left	 2.072	 1	 6	 full
8	 46	 L	 1	 right	 2.350	 1	 x	 half
8	 47	 L	 0	 x	 4.958	 1	 x	 half
8	 48	 R	 0	 x	 3.950	 1	 x	 half
8	 49	 x	 1	 right	 3.151	 1	 1.7	 full
8	 50	 R	 1	 left	 2.682	 1	 x	 half
8	 51	 x	 1	 right	 4.046	 0	 1.7	 full
8	 52	 x	 0	 x	 3.118	 0	 6	 full
8	 53	 x	 0	 x	 4.709	 0	 1.7	 full
8	 54	 x	 1	 left	 2.374	 1	 1.7	 full
8	 55	 R	 0	 x	 3.801	 1	 x	 half
8	 56	 x	 0	 x	 2.692	 1	 6	 full
8	 57	 L	 0	 x	 3.520	 1	 x	 half
8	 58	 x	 1	 right	 4.009	 0	 1.7	 full
8	 59	 x	 0	 x	 4.721	 1	 1.7	 full
8	 60	 x	 0	 x	 4.398	 0	 1.7	 full
8	 61	 x	 0	 x	 3.459	 1	 1.7	 full
8	 62	 x	 0	 x	 2.480	 1	 6	 full
8	 63	 R	 0	 x	 3.295	 0	 x	 half
8	 64	 x	 0	 x	 3.360	 1	 6	 full
8	 65	 R	 0	 x	 3.849	 1	 x	 half
8	 66	 L	 1	 left	 2.401	 1	 x	 half
8	 67	 L	 1	 left	 2.051	 1	 x	 half
8	 68	 x	 0	 x	 2.711	 1	 1.7	 full
8	 69	 x	 1	 left	 1.766	 1	 6	 full
8	 70	 x	 1	 right	 1.742	 1	 6	 full
8	 71	 x	 1	 left	 1.843	 1	 6	 full
8	 72	 R	 0	 x	 3.221	 1	 x	 half
8	 73	 x	 0	 x	 2.791	 1	 6	 full
8	 74	 x	 0	 x	 4.263	 1	 6	 full
8	 75	 x	 0	 x	 2.860	 1	 6	 full
8	 76	 L	 0	 x	 3.120	 0	 x	 half
8	 77	 R	 1	 left	 4.176	 0	 x	 half
8	 78	 x	 0	 x	 3.777	 1	 6	 full
8	 79	 L	 1	 right	 3.889	 0	 x	 half
8	 80	 x	 1	 left	 1.839	 1	 6	 full
8	 81	 x	 1	 right	 2.242	 1	 1.7	 full
8	 82	 L	 1	 right	 3.670	 0	 x	 half
8	 83	 L	 0	 x	 3.910	 1	 x	 half
8	 84	 L	 0	 x	 3.720	 1	 x	 half
8	 85	 x	 1	 left	 2.581	 1	 1.7	 full
8	 86	 x	 0	 x	 3.341	 1	 6	 full
8	 87	 x	 0	 x	 4.547	 1	 1.7	 full
8	 88	 x	 0	 x	 4.031	 1	 1.7	 full
8	 89	 x	 1	 left	 1.992	 1	 6	 full
8	 90	 x	 1	 right	 1.821	 1	 6	 full
8	 91	 x	 1	 left	 3.319	 0	 1.7	 full
8	 92	 x	 0	 x	 3.939	 1	 1.7	 full
8	 93	 x	 1	 right	 5.069	 1	 1.7	 full
8	 94	 x	 1	 left	 2.716	 0	 1.7	 full
8	 95	 x	 1	 left	 2.181	 1	 6	 full
8	 96	 R	 1	 right	 2.132	 1	 x	 half
8	 97	 x	 1	 right	 1.870	 1	 6	 full
8	 98	 L	 1	 left	 1.970	 1	 x	 half
8	 99	 x	 1	 right	 1.682	 1	 6	 full
8	 100	 x	 0	 x	 2.491	 1	 6	 full
8	 101	 x	 0	 x	 4.139	 1	 1.7	 full
8	 102	 R	 1	 right	 1.890	 1	 x	 half
8	 103	 x	 0	 x	 2.557	 1	 1.7	 full
8	 104	 x	 0	 x	 3.170	 1	 6	 full
8	 105	 x	 0	 x	 3.792	 1	 1.7	 full
8	 106	 x	 0	 x	 2.942	 1	 6	 full
8	 107	 x	 1	 right	 1.842	 1	 6	 full
8	 108	 x	 0	 x	 2.381	 1	 1.7	 full
8	 109	 L	 1	 left	 2.033	 1	 x	 half
8	 110	 x	 0	 x	 2.314	 1	 6	 full
8	 111	 x	 0	 x	 2.451	 1	 1.7	 full
8	 112	 R	 1	 right	 1.820	 1	 x	 half
8	 113	 x	 1	 left	 2.159	 0	 1.7	 full
8	 114	 x	 0	 x	 2.231	 1	 6	 full
8	 115	 R	 0	 x	 2.708	 1	 x	 half
8	 116	 x	 1	 left	 2.837	 1	 1.7	 full
8	 117	 L	 1	 right	 2.851	 0	 x	 half
8	 118	 x	 0	 x	 3.661	 1	 1.7	 full
8	 119	 L	 1	 left	 1.877	 1	 x	 half
8	 120	 x	 1	 right	 2.297	 0	 1.7	 full
8	 121	 x	 1	 right	 1.848	 1	 6	 full
8	 122	 x	 1	 left	 2.301	 1	 1.7	 full
8	 123	 x	 0	 x	 2.133	 1	 6	 full
8	 124	 x	 0	 x	 2.799	 1	 1.7	 full
8	 125	 x	 0	 x	 4.978	 1	 1.7	 full
8	 126	 x	 1	 right	 2.128	 1	 1.7	 full
8	 127	 x	 1	 right	 1.659	 1	 6	 full
8	 128	 L	 1	 left	 1.696	 1	 x	 half
8	 129	 x	 0	 x	 2.469	 1	 1.7	 full
8	 130	 L	 1	 left	 1.802	 1	 x	 half
8	 131	 x	 0	 x	 2.140	 1	 1.7	 full
8	 132	 L	 0	 x	 2.851	 1	 x	 half
8	 133	 L	 1	 left	 1.801	 1	 x	 half
8	 134	 x	 0	 x	 2.150	 1	 1.7	 full
8	 135	 R	 0	 x	 2.402	 1	 x	 half
8	 136	 x	 0	 x	 2.758	 1	 6	 full
8	 137	 L	 1	 left	 2.047	 1	 x	 half
8	 138	 x	 1	 left	 2.564	 0	 1.7	 full
8	 139	 x	 1	 left	 1.832	 1	 6	 full
8	 140	 x	 1	 left	 2.470	 1	 1.7	 full
8	 141	 x	 0	 x	 3.170	 1	 1.7	 full
8	 142	 x	 1	 left	 1.977	 1	 1.7	 full
8	 143	 x	 1	 left	 1.810	 1	 6	 full
8	 144	 x	 0	 x	 2.138	 1	 6	 full
8	 145	 L	 1	 right	 2.980	 0	 x	 half
8	 146	 x	 0	 x	 2.050	 1	 6	 full
8	 147	 x	 1	 left	 2.261	 1	 1.7	 full
8	 148	 R	 0	 x	 2.624	 1	 x	 half
8	 149	 x	 1	 right	 3.085	 1	 1.7	 full
8	 150	 x	 1	 right	 2.032	 1	 1.7	 full
8	 151	 x	 1	 right	 1.640	 1	 6	 full
8	 152	 R	 1	 right	 1.827	 1	 x	 half
8	 153	 x	 0	 x	 2.162	 1	 6	 full
8	 154	 x	 0	 x	 2.409	 1	 6	 full
8	 155	 L	 0	 x	 4.071	 1	 x	 half
8	 156	 x	 0	 x	 2.564	 0	 1.7	 full
8	 157	 R	 1	 left	 2.918	 1	 x	 half
8	 158	 R	 0	 x	 3.488	 1	 x	 half
8	 159	 L	 0	 x	 3.620	 1	 x	 half
8	 160	 R	 1	 right	 1.831	 1	 x	 half
8	 161	 x	 1	 left	 1.702	 1	 6	 full
8	 162	 L	 1	 left	 3.100	 1	 x	 half
8	 163	 x	 1	 left	 1.721	 1	 6	 full
8	 164	 x	 1	 left	 2.640	 1	 1.7	 full
8	 165	 x	 1	 left	 2.230	 1	 6	 full
8	 166	 x	 0	 x	 2.149	 1	 6	 full
8	 167	 x	 1	 left	 1.661	 1	 6	 full
8	 168	 R	 1	 left	 2.241	 1	 x	 half
8	 169	 x	 0	 x	 3.070	 1	 1.7	 full
8	 170	 x	 1	 right	 1.726	 1	 6	 full
8	 171	 x	 0	 x	 2.091	 1	 6	 full
8	 172	 x	 1	 right	 1.692	 0	 6	 full
8	 173	 L	 1	 right	 3.055	 0	 x	 half
8	 174	 x	 1	 right	 2.771	 1	 1.7	 full
8	 175	 x	 0	 x	 3.470	 1	 1.7	 full
8	 176	 R	 1	 right	 1.881	 1	 x	 half
8	 177	 R	 1	 right	 1.690	 1	 x	 half
8	 178	 x	 1	 left	 1.982	 1	 1.7	 full
8	 179	 x	 0	 x	 3.070	 1	 1.7	 full
8	 180	 x	 1	 right	 1.837	 1	 6	 full
8	 181	 L	 0	 x	 3.041	 1	 x	 half
8	 182	 R	 1	 right	 1.859	 1	 x	 half
8	 183	 x	 0	 x	 2.253	 1	 6	 full
8	 184	 x	 0	 x	 2.981	 1	 1.7	 full
8	 185	 x	 0	 x	 2.031	 1	 6	 full
8	 186	 x	 1	 left	 1.933	 1	 1.7	 full
8	 187	 L	 0	 x	 3.081	 1	 x	 half
8	 188	 x	 0	 x	 6.188	 1	 1.7	 full
8	 189	 R	 0	 x	 3.977	 1	 x	 half
8	 190	 x	 0	 x	 4.024	 1	 1.7	 full
8	 191	 R	 0	 x	 2.550	 1	 x	 half
8	 192	 L	 1	 left	 1.866	 1	 x	 half
8	 193	 x	 1	 right	 1.655	 1	 6	 full
8	 194	 x	 1	 right	 2.361	 0	 1.7	 full
8	 195	 x	 1	 left	 1.732	 1	 6	 full
8	 196	 L	 1	 right	 2.271	 1	 x	 half
8	 197	 L	 0	 x	 2.951	 1	 x	 half
8	 198	 x	 0	 x	 2.340	 1	 6	 full
8	 199	 x	 1	 right	 2.011	 1	 6	 full
8	 200	 x	 1	 right	 1.843	 1	 6	 full
8	 201	 x	 1	 right	 3.381	 0	 1.7	 full
8	 202	 x	 0	 x	 3.830	 1	 1.7	 full
8	 203	 x	 1	 right	 4.538	 0	 1.7	 full
8	 204	 R	 1	 left	 4.212	 0	 x	 half
8	 205	 R	 0	 x	 4.163	 1	 x	 half
8	 206	 L	 0	 x	 4.259	 1	 x	 half
8	 207	 R	 0	 x	 2.551	 1	 x	 half
8	 208	 x	 1	 right	 2.328	 1	 1.7	 full
8	 209	 x	 1	 right	 1.901	 1	 6	 full
8	 210	 x	 1	 left	 1.817	 1	 6	 full
8	 211	 x	 0	 x	 2.538	 1	 6	 full
8	 212	 L	 0	 x	 3.170	 1	 x	 half
8	 213	 x	 0	 x	 2.081	 1	 6	 full
8	 214	 x	 1	 left	 2.141	 1	 1.7	 full
8	 215	 L	 0	 x	 3.759	 1	 x	 half
8	 216	 x	 0	 x	 2.029	 1	 6	 full
8	 217	 x	 0	 x	 3.764	 1	 1.7	 full
8	 218	 L	 0	 x	 3.979	 1	 x	 half
8	 219	 x	 1	 left	 1.980	 1	 6	 full
8	 220	 R	 1	 right	 1.851	 1	 x	 half
8	 221	 R	 1	 right	 1.749	 1	 x	 half
8	 222	 L	 1	 right	 1.911	 1	 x	 half
8	 223	 x	 0	 x	 2.010	 1	 6	 full
8	 224	 x	 0	 x	 4.658	 1	 1.7	 full
8	 225	 x	 0	 x	 4.506	 1	 1.7	 full
8	 226	 x	 0	 x	 2.919	 1	 1.7	 full
8	 227	 R	 0	 x	 3.743	 1	 x	 half
8	 228	 L	 0	 x	 4.947	 1	 x	 half
8	 229	 x	 1	 left	 2.336	 1	 1.7	 full
8	 230	 x	 0	 x	 2.104	 1	 6	 full
8	 231	 R	 0	 x	 4.219	 1	 x	 half
8	 232	 x	 0	 x	 1.997	 1	 6	 full
8	 233	 L	 1	 right	 2.910	 0	 x	 half
8	 234	 L	 1	 left	 2.111	 1	 x	 half
8	 235	 x	 1	 left	 2.800	 1	 1.7	 full
8	 236	 x	 1	 right	 1.754	 1	 6	 full
8	 237	 R	 0	 x	 4.159	 1	 x	 half
8	 238	 x	 1	 left	 1.851	 1	 6	 full
8	 239	 x	 1	 right	 3.653	 1	 1.7	 full
8	 240	 R	 0	 x	 3.326	 1	 x	 half
9	 1	 x	 1	 left	 6.312	 1	 1.7	 full
9	 2	 x	 0	 x	 5.909	 1	 6	 full
9	 3	 x	 1	 right	 6.736	 0	 1.7	 full
9	 4	 x	 1	 right	 2.139	 1	 6	 full
9	 5	 x	 0	 x	 3.107	 1	 6	 full
9	 6	 R	 0	 x	 4.323	 1	 x	 half
9	 7	 R	 0	 x	 3.420	 1	 x	 half
9	 8	 x	 0	 x	 3.651	 1	 1.7	 full
9	 9	 x	 0	 x	 2.661	 1	 6	 full
9	 10	 x	 1	 right	 2.431	 0	 6	 full
9	 11	 L	 1	 left	 1.931	 1	 x	 half
9	 12	 x	 0	 x	 2.922	 1	 6	 full
9	 13	 x	 1	 left	 2.430	 1	 1.7	 full
9	 14	 x	 1	 right	 1.922	 1	 6	 full
9	 15	 x	 0	 x	 3.901	 1	 1.7	 full
9	 16	 x	 1	 left	 2.109	 1	 1.7	 full
9	 17	 R	 1	 left	 4.340	 0	 x	 half
9	 18	 L	 0	 x	 3.189	 1	 x	 half
9	 19	 L	 1	 right	 4.349	 0	 x	 half
9	 20	 R	 0	 x	 5.559	 1	 x	 half
9	 21	 L	 1	 right	 5.179	 0	 x	 half
9	 22	 x	 1	 right	 3.157	 1	 6	 full
9	 23	 x	 1	 left	 2.741	 1	 1.7	 full
9	 24	 x	 1	 right	 5.851	 1	 1.7	 full
9	 25	 R	 1	 right	 1.682	 1	 x	 half
9	 26	 x	 1	 right	 1.721	 1	 6	 full
9	 27	 x	 0	 x	 2.861	 1	 6	 full
9	 28	 L	 0	 x	 5.336	 1	 x	 half
9	 29	 x	 0	 x	 4.064	 1	 1.7	 full
9	 30	 x	 0	 x	 4.730	 1	 1.7	 full
9	 31	 R	 0	 x	 6.058	 1	 x	 half
9	 32	 x	 1	 right	 4.446	 1	 1.7	 full
9	 33	 x	 1	 right	 5.761	 0	 1.7	 full
9	 34	 x	 0	 x	 2.859	 1	 6	 full
9	 35	 R	 0	 x	 3.936	 1	 x	 half
9	 36	 L	 0	 x	 5.230	 1	 x	 half
9	 37	 L	 1	 left	 1.900	 1	 x	 half
9	 38	 x	 1	 right	 2.771	 1	 6	 full
9	 39	 x	 0	 x	 5.330	 1	 1.7	 full
9	 40	 L	 1	 right	 5.139	 0	 x	 half
9	 41	 x	 0	 x	 6.506	 1	 1.7	 full
9	 42	 x	 1	 left	 3.961	 0	 1.7	 full
9	 43	 R	 1	 right	 4.418	 1	 x	 half
9	 44	 R	 0	 x	 6.336	 1	 x	 half
9	 45	 x	 1	 left	 1.832	 1	 6	 full
9	 46	 L	 0	 x	 5.619	 1	 x	 half
9	 47	 x	 1	 left	 2.990	 1	 1.7	 full
9	 48	 L	 1	 right	 4.840	 0	 x	 half
9	 49	 x	 0	 x	 4.829	 1	 1.7	 full
9	 50	 x	 0	 x	 2.957	 1	 6	 full
9	 51	 x	 0	 x	 3.207	 1	 6	 full
9	 52	 x	 1	 right	 5.141	 0	 1.7	 full
9	 53	 x	 1	 left	 2.230	 1	 1.7	 full
9	 54	 x	 0	 x	 3.791	 1	 6	 full
9	 55	 x	 0	 x	 5.470	 1	 1.7	 full
9	 56	 x	 1	 right	 1.912	 1	 6	 full
9	 57	 x	 1	 right	 1.573	 1	 6	 full
9	 58	 x	 1	 right	 1.563	 1	 6	 full
9	 59	 L	 0	 x	 2.891	 1	 x	 half
9	 60	 x	 1	 right	 1.712	 1	 6	 full
9	 61	 L	 0	 x	 6.288	 1	 x	 half
9	 62	 L	 1	 left	 2.811	 1	 x	 half
9	 63	 x	 0	 x	 3.220	 1	 6	 full
9	 64	 x	 0	 x	 4.780	 1	 1.7	 full
9	 65	 x	 1	 left	 2.477	 0	 6	 full
9	 66	 L	 0	 x	 3.089	 1	 x	 half
9	 67	 x	 0	 x	 3.392	 1	 1.7	 full
9	 68	 x	 0	 x	 4.849	 1	 1.7	 full
9	 69	 x	 0	 x	 3.002	 1	 6	 full
9	 70	 x	 1	 left	 4.691	 0	 1.7	 full
9	 71	 x	 0	 x	 3.101	 1	 6	 full
9	 72	 R	 1	 left	 3.424	 0	 x	 half
9	 73	 R	 0	 x	 4.600	 1	 x	 half
9	 74	 x	 1	 left	 1.743	 1	 6	 full
9	 75	 R	 1	 right	 2.002	 1	 x	 half
9	 76	 L	 0	 x	 6.288	 1	 x	 half
9	 77	 x	 1	 left	 1.629	 1	 6	 full
9	 78	 x	 1	 right	 2.026	 1	 1.7	 full
9	 79	 x	 0	 x	 3.587	 1	 6	 full
9	 80	 x	 0	 x	 2.781	 1	 6	 full
9	 81	 x	 0	 x	 3.929	 1	 6	 full
9	 82	 x	 0	 x	 3.291	 1	 6	 full
9	 83	 R	 0	 x	 3.871	 1	 x	 half
