subNum,trialNo,easySide,targPresent,targSide,RT,accuracy,distractor_range,con,distractor_min,distractor_max,block_no
1,1,,0,,6881,1,30,full,-60,-30,1
1,2,,1,right,5339,1,106,full,-98,8,1
1,3,,0,,5698,1,106,full,-98,8,1
1,4,,1,left,4808,1,106,full,-98,8,1
1,5,,1,right,1799,1,30,full,-60,-30,1
1,6,,1,right,1923,1,106,full,-98,8,1
1,7,,0,,3204,1,30,full,-60,-30,1
1,8,L,1,left,1573,1,,half,,,1
1,9,,0,,3241,1,30,full,-60,-30,1
1,10,,1,right,1568,1,30,full,-60,-30,1
1,11,,1,right,1742,1,106,full,-98,8,1
1,12,,0,,1802,1,30,full,-60,-30,1
1,13,,1,right,2303,1,106,full,-98,8,1
1,14,,1,left,1502,1,30,full,-60,-30,1
1,15,L,0,,7126,1,,half,,,1
1,16,L,1,right,1722,1,,half,,,1
1,17,L,1,left,1513,1,,half,,,1
1,18,,0,,3118,1,30,full,-60,-30,1
1,19,L,1,left,1541,1,,half,,,1
1,20,R,0,,3989,1,,half,,,1
1,21,L,1,left,1511,1,,half,,,1
1,22,,1,right,1733,1,30,full,-60,-30,1
1,23,,0,,2982,1,106,full,-98,8,1
1,24,,0,,3502,1,106,full,-98,8,1
1,25,,0,,4209,1,106,full,-98,8,1
1,26,,1,right,2321,1,106,full,-98,8,1
1,27,,0,,3391,1,106,full,-98,8,1
1,28,L,0,,4694,1,,half,,,1
1,29,,0,,2292,1,30,full,-60,-30,1
1,30,,1,right,2991,1,106,full,-98,8,1
1,31,L,1,right,2132,1,,half,,,1
1,32,R,1,right,1582,1,,half,,,1
1,33,,1,right,1603,1,30,full,-60,-30,1
1,34,R,1,left,3657,1,,half,,,1
1,35,,1,right,1743,1,30,full,-60,-30,1
1,36,,1,right,1515,1,30,full,-60,-30,1
1,37,,1,right,1482,1,30,full,-60,-30,1
1,38,,0,,4045,1,106,full,-98,8,1
1,39,,0,,4220,1,106,full,-98,8,1
1,40,R,0,,4700,1,,half,,,1
1,41,R,0,,3520,1,,half,,,1
1,42,L,0,,6057,1,,half,,,1
1,43,,1,left,1561,1,30,full,-60,-30,1
1,44,,0,,2741,1,106,full,-98,8,1
1,45,R,0,,5768,1,,half,,,1
1,46,L,1,left,1841,1,,half,,,1
1,47,,0,,2623,1,30,full,-60,-30,1
1,48,,1,left,1982,1,106,full,-98,8,1
1,49,,1,left,1613,1,30,full,-60,-30,1
1,50,,1,right,1872,1,30,full,-60,-30,1
1,51,,1,left,2232,1,106,full,-98,8,1
1,52,,0,,5288,1,106,full,-98,8,1
1,53,,0,,3810,1,106,full,-98,8,1
1,54,L,1,left,1702,1,,half,,,1
1,55,,1,right,2132,1,106,full,-98,8,1
1,56,,1,right,1523,1,30,full,-60,-30,1
1,57,,1,left,2165,1,106,full,-98,8,1
1,58,R,1,left,1632,1,,half,,,1
1,59,,1,right,1493,1,30,full,-60,-30,1
1,60,L,1,right,2771,1,,half,,,1
1,61,,1,left,1759,1,106,full,-98,8,1
1,62,,0,,3721,1,106,full,-98,8,1
1,63,R,1,left,1538,1,,half,,,1
1,64,R,1,right,1551,1,,half,,,1
1,65,,1,right,2012,0,30,full,-60,-30,1
1,66,,0,,2871,1,30,full,-60,-30,1
1,67,R,1,left,1742,1,,half,,,1
1,68,,0,,2362,1,30,full,-60,-30,1
1,69,R,0,,4111,1,,half,,,1
1,70,R,1,right,1661,1,,half,,,1
1,71,,0,,3761,1,106,full,-98,8,1
1,72,,1,right,2501,1,106,full,-98,8,1
1,73,L,0,,4520,1,,half,,,1
1,74,L,0,,5046,1,,half,,,1
1,75,,0,,2312,1,30,full,-60,-30,1
1,76,,1,left,1833,1,30,full,-60,-30,1
1,77,R,1,right,1553,1,,half,,,1
1,78,,1,right,1872,1,106,full,-98,8,1
1,79,,0,,1992,1,30,full,-60,-30,1
1,80,R,1,right,1512,1,,half,,,1
1,81,,1,left,2575,1,106,full,-98,8,1
1,82,,1,right,1471,1,30,full,-60,-30,1
1,83,,0,,1743,1,30,full,-60,-30,1
1,84,R,0,,3240,1,,half,,,1
1,85,L,1,left,1521,1,,half,,,1
1,86,,0,,2221,1,30,full,-60,-30,1
1,87,R,0,,4660,1,,half,,,1
1,88,L,0,,4160,1,,half,,,1
1,89,,0,,2202,1,30,full,-60,-30,1
1,90,,0,,7697,1,106,full,-98,8,1
1,91,R,0,,3291,1,,half,,,1
1,92,,0,,3161,1,106,full,-98,8,1
1,93,,1,left,1721,1,30,full,-60,-30,1
1,94,L,0,,2923,1,,half,,,1
1,95,,1,right,3559,0,106,full,-98,8,1
1,96,,0,,5289,1,106,full,-98,8,1
1,97,,0,,1871,1,30,full,-60,-30,1
1,98,,0,,2001,1,30,full,-60,-30,1
1,99,,0,,1712,1,30,full,-60,-30,1
1,100,,0,,2431,1,30,full,-60,-30,1
1,101,R,1,right,2140,1,,half,,,1
1,102,,0,,3780,1,106,full,-98,8,1
1,103,R,1,right,1562,1,,half,,,1
1,104,L,0,,3850,1,,half,,,1
1,105,L,0,,3602,1,,half,,,1
1,106,L,1,right,4051,0,,half,,,1
1,107,,1,right,1671,1,30,full,-60,-30,1
1,108,,1,right,1902,1,106,full,-98,8,1
1,109,,0,,2421,1,30,full,-60,-30,1
1,110,,0,,2691,1,30,full,-60,-30,1
1,111,,0,,2513,1,30,full,-60,-30,1
1,112,,0,,2338,0,106,full,-98,8,1
1,113,,0,,2132,1,30,full,-60,-30,1
1,114,L,1,right,2431,1,,half,,,1
1,115,L,1,left,1531,1,,half,,,1
1,116,R,0,,3690,1,,half,,,1
1,117,L,0,,3831,1,,half,,,1
1,118,R,1,right,1493,1,,half,,,1
1,119,R,0,,5079,1,,half,,,1
1,120,,1,left,1601,1,30,full,-60,-30,1
1,121,,0,,2671,1,30,full,-60,-30,1
1,122,,1,right,1668,1,30,full,-60,-30,1
1,123,,1,left,1473,1,30,full,-60,-30,1
1,124,,1,left,3431,0,106,full,-98,8,1
1,125,R,0,,7987,1,,half,,,1
1,126,,1,left,1532,1,30,full,-60,-30,1
1,127,,0,,1762,1,30,full,-60,-30,1
1,128,,1,left,1612,1,106,full,-98,8,1
1,129,,0,,2122,1,30,full,-60,-30,1
1,130,,0,,5249,0,106,full,-98,8,1
1,131,,1,left,1646,1,30,full,-60,-30,1
1,132,R,0,,4301,1,,half,,,1
1,133,,0,,3590,1,106,full,-98,8,1
1,134,L,1,right,3480,0,,half,,,1
1,135,,0,,3940,0,106,full,-98,8,1
1,136,R,0,,5643,1,,half,,,1
1,137,R,0,,2811,1,,half,,,1
1,138,,1,left,1613,1,30,full,-60,-30,1
1,139,R,1,left,3221,1,,half,,,1
1,140,,0,,3021,0,106,full,-98,8,1
1,141,,0,,2083,1,30,full,-60,-30,1
1,142,R,0,,5450,1,,half,,,1
1,143,R,1,right,1624,1,,half,,,1
1,144,,0,,3710,1,106,full,-98,8,1
1,145,,0,,2880,1,106,full,-98,8,1
1,146,,1,left,1512,1,30,full,-60,-30,1
1,147,,1,left,1886,1,106,full,-98,8,1
1,148,,0,,3142,1,106,full,-98,8,1
1,149,,1,right,1703,1,30,full,-60,-30,1
1,150,,0,,2152,1,30,full,-60,-30,1
1,151,,1,left,1862,1,30,full,-60,-30,1
1,152,R,1,left,1771,1,,half,,,1
1,153,,0,,3412,1,106,full,-98,8,1
1,154,,0,,2991,1,106,full,-98,8,1
1,155,L,1,right,2862,0,,half,,,1
1,156,,0,,1814,1,30,full,-60,-30,1
1,157,,1,right,3330,1,106,full,-98,8,1
1,158,,1,left,6037,0,106,full,-98,8,1
1,159,,1,left,1543,1,30,full,-60,-30,1
1,160,R,0,,5679,1,,half,,,1
1,161,L,0,,3372,1,,half,,,1
1,162,,1,left,1872,1,30,full,-60,-30,1
1,163,,1,right,1782,1,30,full,-60,-30,1
1,164,,0,,4421,1,106,full,-98,8,1
1,165,,1,left,3790,1,106,full,-98,8,1
1,166,L,1,left,1589,1,,half,,,1
1,167,,1,right,2363,1,106,full,-98,8,1
1,168,,0,,4989,1,106,full,-98,8,1
1,169,,0,,2272,1,106,full,-98,8,1
1,170,L,0,,4479,1,,half,,,1
1,171,,0,,3281,1,106,full,-98,8,1
1,172,,0,,2761,1,106,full,-98,8,1
1,173,,0,,2792,1,106,full,-98,8,1
1,174,L,0,,2509,1,,half,,,1
1,175,,1,left,1702,1,106,full,-98,8,1
1,176,,1,right,2402,1,106,full,-98,8,1
1,177,R,1,right,1592,1,,half,,,1
1,178,,1,right,1623,1,30,full,-60,-30,1
1,179,,1,left,2002,1,106,full,-98,8,1
1,180,,1,left,1923,1,106,full,-98,8,1
1,181,L,1,left,1471,1,,half,,,1
1,182,,1,right,1742,1,106,full,-98,8,1
1,183,L,0,,3031,1,,half,,,1
1,184,L,0,,2931,1,,half,,,1
1,185,L,0,,2011,1,,half,,,1
1,186,,1,left,1502,1,30,full,-60,-30,1
1,187,,0,,2772,1,106,full,-98,8,1
1,188,L,1,left,1473,1,,half,,,1
1,189,,1,right,3041,1,106,full,-98,8,1
1,190,,0,,4849,1,106,full,-98,8,1
1,191,L,0,,1911,1,,half,,,1
1,192,,0,,1871,1,30,full,-60,-30,1
1,193,,1,left,1942,1,106,full,-98,8,1
1,194,L,0,,3251,1,,half,,,1
1,195,,1,left,2840,1,106,full,-98,8,1
1,196,,0,,4240,1,106,full,-98,8,1
1,197,,1,right,1813,1,106,full,-98,8,1
1,198,,1,left,2152,1,106,full,-98,8,1
1,199,,0,,2083,1,30,full,-60,-30,1
1,200,L,0,,1652,0,,half,,,1
1,201,,0,,1655,1,30,full,-60,-30,1
1,202,,0,,1772,1,30,full,-60,-30,1
1,203,,1,left,1518,1,30,full,-60,-30,1
1,204,L,1,left,1473,1,,half,,,1
1,205,,1,left,1522,1,30,full,-60,-30,1
1,206,,0,,3021,1,106,full,-98,8,1
1,207,,0,,1794,1,30,full,-60,-30,1
1,208,R,0,,2987,1,,half,,,1
1,209,,1,left,1561,1,30,full,-60,-30,1
1,210,,1,left,1422,1,30,full,-60,-30,1
1,211,,0,,1602,1,30,full,-60,-30,1
1,212,,0,,1983,0,106,full,-98,8,1
1,213,,1,right,1573,1,30,full,-60,-30,1
1,214,,1,right,1832,1,106,full,-98,8,1
1,215,,0,,1633,1,30,full,-60,-30,1
1,216,,1,right,1793,1,30,full,-60,-30,1
1,217,R,0,,1723,1,,half,,,1
1,218,L,1,left,1503,1,,half,,,1
1,219,,0,,1792,1,30,full,-60,-30,1
1,220,L,1,left,1512,1,,half,,,1
1,221,,1,right,1602,1,106,full,-98,8,1
1,222,,0,,1853,1,106,full,-98,8,1
1,223,,1,right,1693,1,106,full,-98,8,1
1,224,,0,,2202,0,106,full,-98,8,1
1,225,L,1,right,1482,1,,half,,,1
1,226,,0,,1672,1,30,full,-60,-30,1
1,227,,1,left,2202,0,106,full,-98,8,1
1,228,,1,right,1462,1,30,full,-60,-30,1
1,229,L,1,right,1822,0,,half,,,1
1,230,,1,left,2182,1,106,full,-98,8,1
1,231,R,0,,1762,1,,half,,,1
1,232,,0,,5529,1,106,full,-98,8,1
1,233,,1,left,2791,1,106,full,-98,8,1
1,234,,1,left,1472,1,30,full,-60,-30,1
1,235,L,0,,2222,1,,half,,,1
1,236,,0,,1791,1,30,full,-60,-30,1
1,237,R,1,right,1709,1,,half,,,1
1,238,,0,,1742,1,30,full,-60,-30,1
1,239,,0,,1783,1,30,full,-60,-30,1
1,240,L,0,,3451,1,,half,,,1
2,1,,1,left,10471,1,30,full,-60,-30,1
2,2,,0,,5259,1,30,full,-60,-30,1
2,3,L,1,right,7346,1,,half,,,1
2,4,,1,right,2261,1,30,full,-60,-30,1
2,5,L,1,right,10040,1,,half,,,1
2,6,,1,left,2640,1,30,full,-60,-30,1
2,7,,0,,19156,1,106,full,-98,8,1
2,8,,1,left,10535,1,106,full,-98,8,1
2,9,,1,right,7605,1,106,full,-98,8,1
2,10,R,0,,15698,1,,half,,,1
2,11,,1,right,17143,0,106,full,-98,8,1
2,12,,1,right,2910,1,106,full,-98,8,1
2,13,L,0,,10124,1,,half,,,1
2,14,,0,,6486,1,30,full,-60,-30,1
2,15,,1,right,8560,1,106,full,-98,8,1
2,16,,1,right,2370,1,30,full,-60,-30,1
2,17,,1,left,4570,1,106,full,-98,8,1
2,18,,0,,5068,1,30,full,-60,-30,1
2,19,,0,,4658,1,30,full,-60,-30,1
2,20,,1,right,2135,1,30,full,-60,-30,1
2,21,,0,,6128,1,30,full,-60,-30,1
2,22,,1,left,2179,1,30,full,-60,-30,1
2,23,,0,,5947,1,30,full,-60,-30,1
2,24,,1,right,2011,1,30,full,-60,-30,1
2,25,,1,left,13891,1,106,full,-98,8,1
2,26,,0,,19666,1,106,full,-98,8,1
2,27,,1,left,2151,1,30,full,-60,-30,1
2,28,R,0,,10884,1,,half,,,1
2,29,,0,,6770,1,30,full,-60,-30,1
2,30,,0,,5704,1,30,full,-60,-30,1
2,31,L,1,left,2271,1,,half,,,1
2,32,R,0,,15849,1,,half,,,1
2,33,,1,right,6147,1,106,full,-98,8,1
2,34,,0,,5798,1,30,full,-60,-30,1
2,35,,1,left,17244,0,106,full,-98,8,1
2,36,L,1,right,10983,1,,half,,,1
2,37,L,1,right,14731,1,,half,,,1
2,38,L,1,left,2226,1,,half,,,1
2,39,L,0,,9549,0,,half,,,1
2,40,,0,,8156,1,30,full,-60,-30,1
2,41,,0,,8625,1,30,full,-60,-30,1
2,42,L,0,,24756,1,,half,,,1
2,43,R,1,right,5677,1,,half,,,1
2,44,L,1,left,2121,1,,half,,,1
2,45,L,0,,15470,1,,half,,,1
2,46,L,0,,16409,1,,half,,,1
2,47,,1,right,1972,1,30,full,-60,-30,1
2,48,,1,left,1785,1,30,full,-60,-30,1
2,49,L,1,left,2021,1,,half,,,1
2,50,,1,left,1711,1,30,full,-60,-30,1
2,51,R,1,right,1882,1,,half,,,1
2,52,R,1,right,1860,1,,half,,,1
2,53,R,0,,18506,1,,half,,,1
2,54,,1,right,1941,1,30,full,-60,-30,1
2,55,,0,,10075,1,30,full,-60,-30,1
2,56,,0,,18986,1,106,full,-98,8,1
2,57,,0,,16685,1,106,full,-98,8,1
2,58,,0,,3200,1,30,full,-60,-30,1
2,59,,1,right,2210,0,30,full,-60,-30,1
2,60,,0,,3499,1,30,full,-60,-30,1
2,61,,0,,19070,0,106,full,-98,8,1
2,62,,1,left,18473,0,106,full,-98,8,1
2,63,,0,,10622,0,106,full,-98,8,1
2,64,,1,right,32334,0,106,full,-98,8,1
2,65,,1,right,1970,1,30,full,-60,-30,1
2,66,,1,left,25921,1,106,full,-98,8,1
2,67,,0,,40706,1,106,full,-98,8,1
2,68,,0,,27291,1,106,full,-98,8,1
2,69,L,0,,5864,0,,half,,,1
2,70,L,0,,22863,0,,half,,,1
2,71,,1,left,5706,1,106,full,-98,8,1
2,72,,1,right,2042,1,30,full,-60,-30,1
2,73,,1,right,3280,1,106,full,-98,8,1
2,74,L,1,left,2047,1,,half,,,1
2,75,,0,,23164,1,106,full,-98,8,1
2,76,,0,,14220,1,106,full,-98,8,1
2,77,,0,,4939,1,30,full,-60,-30,1
2,78,,1,left,17676,0,106,full,-98,8,1
2,79,,0,,2928,1,30,full,-60,-30,1
2,80,,1,left,9694,1,106,full,-98,8,1
2,81,,1,left,2061,1,30,full,-60,-30,1
2,82,L,1,left,1962,1,,half,,,1
2,83,,0,,19767,1,106,full,-98,8,1
2,84,R,1,left,4329,1,,half,,,1
2,85,L,0,,14620,1,,half,,,1
2,86,,0,,3429,1,30,full,-60,-30,1
2,87,,0,,20369,1,106,full,-98,8,1
2,88,,0,,3289,1,30,full,-60,-30,1
2,89,,0,,4010,1,30,full,-60,-30,1
2,90,R,1,right,2000,1,,half,,,1
2,91,,1,left,2191,1,30,full,-60,-30,1
2,92,,0,,3019,1,30,full,-60,-30,1
2,93,,1,right,1920,1,30,full,-60,-30,1
2,94,L,0,,11053,1,,half,,,1
2,95,R,1,left,6928,1,,half,,,1
2,96,,1,left,1991,1,30,full,-60,-30,1
2,97,,1,left,12202,0,106,full,-98,8,1
2,98,,1,right,26600,0,106,full,-98,8,1
2,99,R,1,right,2360,1,,half,,,1
2,100,R,1,right,1817,1,,half,,,1
2,101,,1,left,2367,1,30,full,-60,-30,1
2,102,L,0,,17488,0,,half,,,1
2,103,,0,,3159,0,106,full,-98,8,1
2,104,,0,,3310,1,30,full,-60,-30,1
2,105,R,0,,14727,0,,half,,,1
2,106,R,1,left,15121,1,,half,,,1
2,107,R,0,,25641,1,,half,,,1
2,108,,0,,10822,1,106,full,-98,8,1
2,109,L,1,left,2581,1,,half,,,1
2,110,R,1,left,17408,0,,half,,,1
2,111,R,1,right,1879,1,,half,,,1
2,112,L,1,left,1935,1,,half,,,1
2,113,,1,right,2104,1,30,full,-60,-30,1
2,114,,0,,29727,1,106,full,-98,8,1
2,115,,1,left,2062,1,30,full,-60,-30,1
2,116,,0,,11563,1,106,full,-98,8,1
2,117,,1,right,4400,1,106,full,-98,8,1
2,118,L,1,left,2101,1,,half,,,1
2,119,,1,left,1891,1,30,full,-60,-30,1
2,120,,0,,7726,0,106,full,-98,8,1
2,121,,0,,24792,1,106,full,-98,8,1
2,122,,1,left,15001,0,106,full,-98,8,1
2,123,,0,,3382,1,30,full,-60,-30,1
2,124,,0,,2851,1,30,full,-60,-30,1
2,125,L,0,,18916,1,,half,,,1
2,126,,0,,2071,1,30,full,-60,-30,1
2,127,,0,,10084,0,106,full,-98,8,1
2,128,,1,right,2034,1,30,full,-60,-30,1
2,129,,1,right,1902,1,30,full,-60,-30,1
2,130,,0,,2251,1,30,full,-60,-30,1
2,131,,0,,15219,1,106,full,-98,8,1
2,132,,0,,2370,1,30,full,-60,-30,1
2,133,,0,,13060,1,106,full,-98,8,1
2,134,L,0,,13232,1,,half,,,1
2,135,,0,,2012,1,30,full,-60,-30,1
2,136,,1,right,2701,1,106,full,-98,8,1
2,137,L,1,left,2075,1,,half,,,1
2,138,R,0,,20235,1,,half,,,1
2,139,,1,left,1877,1,30,full,-60,-30,1
2,140,R,0,,16318,1,,half,,,1
2,141,,0,,20430,1,106,full,-98,8,1
2,142,L,0,,12131,1,,half,,,1
2,143,,0,,2121,1,30,full,-60,-30,1
2,144,L,0,,14890,1,,half,,,1
2,145,L,0,,17137,1,,half,,,1
2,146,R,1,right,1932,1,,half,,,1
2,147,,0,,9726,1,106,full,-98,8,1
2,148,R,1,right,1981,1,,half,,,1
2,149,,0,,9684,1,106,full,-98,8,1
2,150,,1,left,15920,0,106,full,-98,8,1
2,151,,1,right,1932,1,30,full,-60,-30,1
2,152,,0,,2587,1,30,full,-60,-30,1
2,153,R,0,,10363,1,,half,,,1
2,154,R,0,,12502,1,,half,,,1
2,155,R,0,,14042,1,,half,,,1
2,156,,1,left,9175,0,106,full,-98,8,1
2,157,,1,left,1900,1,30,full,-60,-30,1
2,158,L,0,,11432,1,,half,,,1
2,159,,0,,17049,1,106,full,-98,8,1
2,160,,0,,12415,0,106,full,-98,8,1
2,161,R,1,left,8616,0,,half,,,1
2,162,,1,left,12682,1,106,full,-98,8,1
2,163,L,1,left,1982,1,,half,,,1
2,164,,0,,16798,1,106,full,-98,8,1
2,165,,0,,17076,1,106,full,-98,8,1
2,166,,1,right,12233,0,106,full,-98,8,1
2,167,,1,left,11592,1,106,full,-98,8,1
2,168,,1,left,20075,1,106,full,-98,8,1
2,169,,1,right,11043,0,106,full,-98,8,1
2,170,,1,right,3591,1,106,full,-98,8,1
2,171,R,0,,14652,1,,half,,,1
2,172,,0,,2012,1,30,full,-60,-30,1
2,173,,1,left,1920,1,30,full,-60,-30,1
2,174,,0,,17886,1,106,full,-98,8,1
2,175,,0,,2002,1,30,full,-60,-30,1
2,176,,1,right,12203,1,106,full,-98,8,1
2,177,,1,right,4402,1,106,full,-98,8,1
2,178,,1,left,1991,1,30,full,-60,-30,1
2,179,,1,left,1779,1,30,full,-60,-30,1
2,180,L,1,right,12642,0,,half,,,1
2,181,,1,left,1861,1,30,full,-60,-30,1
2,182,,0,,2161,1,30,full,-60,-30,1
2,183,R,0,,11832,1,,half,,,1
2,184,,0,,2002,1,30,full,-60,-30,1
2,185,,0,,2291,1,30,full,-60,-30,1
2,186,,1,right,18316,0,106,full,-98,8,1
2,187,,0,,12934,1,106,full,-98,8,1
2,188,,1,right,1880,1,30,full,-60,-30,1
2,189,,1,left,18177,0,106,full,-98,8,1
2,190,L,1,right,8732,0,,half,,,1
2,191,,1,right,1920,1,30,full,-60,-30,1
2,192,L,1,right,5208,1,,half,,,1
2,193,,0,,6926,0,106,full,-98,8,1
2,194,,0,,2560,1,30,full,-60,-30,1
2,195,,0,,19248,1,106,full,-98,8,1
2,196,,1,left,7288,1,106,full,-98,8,1
2,197,,1,left,1971,1,30,full,-60,-30,1
2,198,L,0,,6797,1,,half,,,1
2,199,,0,,1982,1,30,full,-60,-30,1
2,200,,1,right,1800,1,30,full,-60,-30,1
2,201,,1,right,1960,1,106,full,-98,8,1
2,202,L,1,left,1761,1,,half,,,1
2,203,L,0,,13271,0,,half,,,1
2,204,,1,right,2857,1,106,full,-98,8,1
2,205,R,0,,10485,1,,half,,,1
2,206,,1,left,11888,0,106,full,-98,8,1
2,207,,1,right,1812,1,30,full,-60,-30,1
2,208,,0,,19752,1,106,full,-98,8,1
2,209,R,1,right,1925,1,,half,,,1
2,210,,0,,18303,1,106,full,-98,8,1
2,211,R,0,,15129,1,,half,,,1
2,212,R,0,,13001,1,,half,,,1
2,213,L,1,right,8796,1,,half,,,1
2,214,R,0,,14015,1,,half,,,1
2,215,L,1,left,1795,1,,half,,,1
2,216,,0,,24459,1,106,full,-98,8,1
2,217,R,0,,17989,1,,half,,,1
2,218,L,0,,11983,1,,half,,,1
2,219,,0,,30178,1,106,full,-98,8,1
2,220,,1,left,1847,1,30,full,-60,-30,1
2,221,,0,,12172,1,106,full,-98,8,1
2,222,R,1,right,1891,1,,half,,,1
2,223,R,0,,12343,1,,half,,,1
2,224,L,0,,11803,1,,half,,,1
2,225,,0,,2122,1,30,full,-60,-30,1
2,226,L,1,left,1762,1,,half,,,1
2,227,,1,right,20036,0,106,full,-98,8,1
2,228,,1,left,16970,0,106,full,-98,8,1
2,229,L,0,,8859,1,,half,,,1
2,230,,1,right,1872,1,30,full,-60,-30,1
2,231,,0,,2181,1,30,full,-60,-30,1
2,232,,0,,1980,1,30,full,-60,-30,1
2,233,R,1,left,7516,1,,half,,,1
2,234,,0,,16808,1,106,full,-98,8,1
2,235,,0,,17978,1,106,full,-98,8,1
2,236,,1,right,1731,1,30,full,-60,-30,1
2,237,,1,right,10025,0,106,full,-98,8,1
2,238,,0,,1841,1,30,full,-60,-30,1
2,239,,0,,13392,1,106,full,-98,8,1
2,240,L,1,right,11094,0,,half,,,1
3,1,R,0,,8272,1,,half,,,1
3,2,,1,right,2470,1,106,full,-98,8,1
3,3,L,1,left,4478,1,,half,,,1
3,4,,0,,3131,1,30,full,-60,-30,1
3,5,L,1,right,4736,0,,half,,,1
3,6,,0,,8925,1,106,full,-98,8,1
3,7,,1,right,2300,1,30,full,-60,-30,1
3,8,,0,,3060,1,30,full,-60,-30,1
3,9,R,1,left,2281,1,,half,,,1
3,10,L,0,,8995,1,,half,,,1
3,11,,1,left,2245,1,106,full,-98,8,1
3,12,L,1,right,2071,1,,half,,,1
3,13,,1,right,2601,1,106,full,-98,8,1
3,14,L,1,right,2101,1,,half,,,1
3,15,R,1,left,2711,1,,half,,,1
3,16,,1,left,2880,1,106,full,-98,8,1
3,17,,1,right,5727,1,106,full,-98,8,1
3,18,L,1,left,3171,1,,half,,,1
3,19,,0,,7208,1,106,full,-98,8,1
3,20,,1,left,1992,1,106,full,-98,8,1
3,21,L,1,left,1721,1,,half,,,1
3,22,,1,right,1632,1,30,full,-60,-30,1
3,23,R,1,right,1721,1,,half,,,1
3,24,,0,,2560,1,30,full,-60,-30,1
3,25,R,0,,5068,1,,half,,,1
3,26,,1,right,1690,1,30,full,-60,-30,1
3,27,,1,right,1842,1,106,full,-98,8,1
3,28,,1,left,6047,0,106,full,-98,8,1
3,29,,1,left,1691,1,30,full,-60,-30,1
3,30,R,1,left,7156,0,,half,,,1
3,31,L,0,,9185,1,,half,,,1
3,32,L,0,,6766,1,,half,,,1
3,33,,1,left,8426,0,106,full,-98,8,1
3,34,,1,left,1780,1,30,full,-60,-30,1
3,35,L,0,,8766,1,,half,,,1
3,36,,1,right,8366,1,106,full,-98,8,1
3,37,,1,left,1687,1,30,full,-60,-30,1
3,38,L,0,,7358,1,,half,,,1
3,39,L,0,,8697,1,,half,,,1
3,40,,1,left,3793,1,106,full,-98,8,1
3,41,L,1,left,1621,1,,half,,,1
3,42,,1,right,1682,1,30,full,-60,-30,1
3,43,,0,,2272,1,30,full,-60,-30,1
3,44,,0,,2011,1,30,full,-60,-30,1
3,45,L,1,right,1943,1,,half,,,1
3,46,,0,,7367,1,106,full,-98,8,1
3,47,,1,left,1573,1,30,full,-60,-30,1
3,48,,1,left,5899,0,106,full,-98,8,1
3,49,R,1,right,1681,1,,half,,,1
3,50,L,1,left,1552,1,,half,,,1
3,51,R,1,left,5108,1,,half,,,1
3,52,,0,,1875,1,30,full,-60,-30,1
3,53,L,0,,7816,1,,half,,,1
3,54,R,1,right,1645,1,,half,,,1
3,55,,0,,6598,1,106,full,-98,8,1
3,56,,0,,7256,1,106,full,-98,8,1
3,57,L,1,right,1962,1,,half,,,1
3,58,,0,,5588,1,106,full,-98,8,1
3,59,L,0,,6998,1,,half,,,1
3,60,L,0,,7686,1,,half,,,1
3,61,,0,,7150,1,106,full,-98,8,1
3,62,R,1,right,1641,1,,half,,,1
3,63,R,0,,7297,1,,half,,,1
3,64,,1,right,1543,1,30,full,-60,-30,1
3,65,,0,,7237,1,106,full,-98,8,1
3,66,L,0,,5438,1,,half,,,1
3,67,,1,left,1650,1,30,full,-60,-30,1
3,68,,0,,1931,1,30,full,-60,-30,1
3,69,,1,right,1561,1,30,full,-60,-30,1
3,70,,0,,2111,1,30,full,-60,-30,1
3,71,,0,,13431,1,106,full,-98,8,1
3,72,,1,right,11253,0,106,full,-98,8,1
3,73,L,1,right,9934,0,,half,,,1
3,74,L,1,right,4009,1,,half,,,1
3,75,L,0,,8715,1,,half,,,1
3,76,,0,,7556,1,106,full,-98,8,1
3,77,,1,right,1832,1,106,full,-98,8,1
3,78,R,0,,7656,1,,half,,,1
3,79,,0,,7377,1,106,full,-98,8,1
3,80,,1,right,5318,0,106,full,-98,8,1
3,81,R,1,right,1601,1,,half,,,1
3,82,,1,left,1631,1,30,full,-60,-30,1
3,83,,1,left,1871,1,106,full,-98,8,1
3,84,R,1,right,1505,1,,half,,,1
3,85,,0,,1903,1,30,full,-60,-30,1
3,86,,0,,2571,1,30,full,-60,-30,1
3,87,,0,,10915,1,106,full,-98,8,1
3,88,,1,left,2451,1,106,full,-98,8,1
3,89,,0,,1791,1,30,full,-60,-30,1
3,90,L,1,left,1713,1,,half,,,1
3,91,,0,,8297,1,106,full,-98,8,1
3,92,,0,,8356,1,106,full,-98,8,1
3,93,,0,,1842,1,30,full,-60,-30,1
3,94,,1,left,3310,1,106,full,-98,8,1
3,95,,1,right,1921,1,106,full,-98,8,1
3,96,,0,,5388,1,106,full,-98,8,1
3,97,,0,,5988,1,106,full,-98,8,1
3,98,,1,left,5738,0,106,full,-98,8,1
3,99,R,0,,6088,1,,half,,,1
3,100,R,0,,5819,1,,half,,,1
3,101,,0,,1892,1,30,full,-60,-30,1
3,102,,1,right,1781,1,106,full,-98,8,1
3,103,R,1,left,4090,1,,half,,,1
3,104,,0,,1740,1,30,full,-60,-30,1
3,105,,1,right,1821,1,106,full,-98,8,1
3,106,R,1,right,1542,1,,half,,,1
