subNum,trialNo,easySide,targPresent,targSide,RT,accuracy,distractor_range,con,distractor_min,distractor_max,block_no
13,54,,0,,4579,1,106,full,-98,8,1
13,55,,1,left,2282,1,106,full,-98,8,1
13,56,R,0,,4968,1,,half,,,1
13,57,,0,,4499,1,106,full,-98,8,1
13,58,,0,,4690,1,106,full,-98,8,1
13,59,,1,right,4538,0,106,full,-98,8,1
13,60,R,0,,5792,1,,half,,,1
13,61,L,0,,4930,1,,half,,,1
13,62,,1,left,1701,0,30,full,-60,-30,1
13,63,,1,left,2226,1,106,full,-98,8,1
13,64,R,0,,4988,1,,half,,,1
13,65,,0,,5249,1,106,full,-98,8,1
13,66,,1,left,2331,1,106,full,-98,8,1
13,67,,0,,3830,1,30,full,-60,-30,1
13,68,,1,right,1802,1,106,full,-98,8,1
13,69,,1,left,1941,1,106,full,-98,8,1
13,70,,0,,4879,1,106,full,-98,8,1
13,71,L,1,right,2067,1,,half,,,1
13,72,,0,,3920,1,30,full,-60,-30,1
13,73,,0,,4590,1,106,full,-98,8,1
13,74,,0,,4379,1,30,full,-60,-30,1
13,75,R,1,right,1891,1,,half,,,1
13,76,,0,,5278,1,106,full,-98,8,1
13,77,,0,,3220,1,30,full,-60,-30,1
13,78,,1,right,1900,1,30,full,-60,-30,1
13,79,,0,,5019,1,106,full,-98,8,1
13,80,,1,left,1699,1,30,full,-60,-30,1
13,81,,1,left,1832,1,30,full,-60,-30,1
13,82,L,0,,4899,1,,half,,,1
13,83,L,0,,4770,1,,half,,,1
13,84,L,0,,4469,1,,half,,,1
13,85,,0,,5437,1,106,full,-98,8,1
13,86,R,0,,5049,1,,half,,,1
13,87,L,0,,5658,1,,half,,,1
13,88,,1,left,5993,0,106,full,-98,8,1
13,89,,0,,6587,1,30,full,-60,-30,1
13,90,,1,left,1776,1,30,full,-60,-30,1
13,91,,1,right,2815,1,106,full,-98,8,1
13,92,,1,left,2111,1,106,full,-98,8,1
13,93,R,0,,5274,1,,half,,,1
13,94,,0,,4509,1,30,full,-60,-30,1
13,95,,1,right,5588,0,106,full,-98,8,1
13,96,,1,left,2178,1,106,full,-98,8,1
13,97,,1,right,1850,1,30,full,-60,-30,1
13,98,R,1,right,1662,1,,half,,,1
13,99,,1,right,1708,1,30,full,-60,-30,1
13,100,,0,,4151,1,30,full,-60,-30,1
13,101,,0,,4280,1,30,full,-60,-30,1
13,102,L,1,left,1993,1,,half,,,1
13,103,,1,left,2720,1,106,full,-98,8,1
13,104,,0,,4878,1,106,full,-98,8,1
13,105,R,1,left,2011,1,,half,,,1
13,106,,0,,4899,1,106,full,-98,8,1
13,107,,1,right,5513,0,106,full,-98,8,1
13,108,,1,right,1722,1,30,full,-60,-30,1
13,109,,0,,4910,1,30,full,-60,-30,1
13,110,,0,,7679,1,106,full,-98,8,1
13,111,,1,left,1701,1,30,full,-60,-30,1
13,112,R,1,left,1810,1,,half,,,1
13,113,L,0,,5569,1,,half,,,1
13,114,,0,,5819,1,30,full,-60,-30,1
13,115,,1,right,2082,1,106,full,-98,8,1
13,116,,0,,5878,1,106,full,-98,8,1
13,117,,0,,4598,1,30,full,-60,-30,1
13,118,,1,left,1952,1,30,full,-60,-30,1
13,119,,1,left,5678,0,106,full,-98,8,1
13,120,R,0,,6697,1,,half,,,1
13,121,,1,left,1778,1,30,full,-60,-30,1
13,122,R,1,right,1732,1,,half,,,1
13,123,L,1,left,1786,1,,half,,,1
13,124,L,1,right,2157,1,,half,,,1
13,125,,0,,5939,1,106,full,-98,8,1
13,126,,0,,5312,1,30,full,-60,-30,1
13,127,L,1,right,5296,0,,half,,,1
13,128,,1,left,1862,1,30,full,-60,-30,1
13,129,,0,,5540,1,106,full,-98,8,1
13,130,R,1,right,1823,1,,half,,,1
13,131,,1,left,1681,1,30,full,-60,-30,1
13,132,L,1,right,2431,1,,half,,,1
13,133,L,0,,4968,1,,half,,,1
13,134,R,0,,5769,1,,half,,,1
13,135,R,1,left,5319,0,,half,,,1
13,136,,0,,8354,1,106,full,-98,8,1
13,137,,1,left,1741,1,30,full,-60,-30,1
13,138,L,1,left,1732,1,,half,,,1
13,139,,0,,5806,1,106,full,-98,8,1
13,140,,1,left,1682,1,30,full,-60,-30,1
13,141,L,0,,5254,1,,half,,,1
13,142,,1,left,1654,1,30,full,-60,-30,1
13,143,,1,right,1761,1,106,full,-98,8,1
13,144,,0,,5625,1,30,full,-60,-30,1
13,145,L,1,left,1757,1,,half,,,1
13,146,,0,,4748,1,30,full,-60,-30,1
13,147,,1,right,1564,1,30,full,-60,-30,1
13,148,R,0,,5888,1,,half,,,1
13,149,R,0,,5729,1,,half,,,1
13,150,R,0,,5289,1,,half,,,1
13,151,R,1,right,1662,1,,half,,,1
13,152,,1,right,1652,1,30,full,-60,-30,1
13,153,L,0,,4698,1,,half,,,1
13,154,,1,right,1612,1,30,full,-60,-30,1
13,155,,1,right,1732,1,106,full,-98,8,1
13,156,R,1,left,2047,1,,half,,,1
13,157,,1,right,2071,1,106,full,-98,8,1
13,158,,0,,4330,1,106,full,-98,8,1
13,159,,1,left,1632,1,30,full,-60,-30,1
13,160,R,0,,4308,1,,half,,,1
13,161,,0,,3992,1,30,full,-60,-30,1
13,162,,0,,4680,1,106,full,-98,8,1
13,163,,1,right,1851,1,106,full,-98,8,1
13,164,,0,,3490,1,106,full,-98,8,1
13,165,,1,left,2250,1,106,full,-98,8,1
13,166,,0,,3629,1,30,full,-60,-30,1
13,167,,0,,3170,1,30,full,-60,-30,1
13,168,R,0,,5608,1,,half,,,1
13,169,L,0,,4519,1,,half,,,1
13,170,L,0,,5165,1,,half,,,1
13,171,,0,,4289,1,30,full,-60,-30,1
13,172,L,1,right,1828,1,,half,,,1
13,173,L,1,left,1732,1,,half,,,1
13,174,L,0,,5428,1,,half,,,1
13,175,,1,right,4389,1,106,full,-98,8,1
13,176,,1,left,1961,1,30,full,-60,-30,1
13,177,,0,,4929,1,30,full,-60,-30,1
13,178,,0,,4089,1,30,full,-60,-30,1
13,179,,0,,4409,1,30,full,-60,-30,1
13,180,,1,right,1801,1,30,full,-60,-30,1
13,181,R,1,right,1671,1,,half,,,1
13,182,L,1,right,1697,1,,half,,,1
13,183,,1,left,3120,1,106,full,-98,8,1
13,184,R,1,left,1821,1,,half,,,1
13,185,L,1,left,1641,1,,half,,,1
13,186,R,0,,4869,1,,half,,,1
13,187,R,1,right,1621,1,,half,,,1
13,188,L,0,,4938,1,,half,,,1
13,189,,0,,5449,1,106,full,-98,8,1
13,190,,1,right,1811,1,106,full,-98,8,1
13,191,L,0,,5518,1,,half,,,1
13,192,,1,left,2011,1,106,full,-98,8,1
13,193,,0,,4757,1,106,full,-98,8,1
13,194,,1,right,1652,1,30,full,-60,-30,1
13,195,L,0,,4929,1,,half,,,1
13,196,,0,,5242,1,106,full,-98,8,1
13,197,L,0,,4779,1,,half,,,1
13,198,L,1,left,1653,1,,half,,,1
13,199,,0,,5247,1,106,full,-98,8,1
13,200,L,1,left,1612,1,,half,,,1
13,201,L,1,left,1535,1,,half,,,1
13,202,,1,left,1649,1,106,full,-98,8,1
13,203,,0,,3618,1,106,full,-98,8,1
13,204,,1,right,1651,1,30,full,-60,-30,1
13,205,,0,,4120,1,30,full,-60,-30,1
13,206,,0,,3920,1,30,full,-60,-30,1
13,207,,0,,4319,1,106,full,-98,8,1
13,208,,1,left,1611,1,30,full,-60,-30,1
13,209,,0,,4177,1,30,full,-60,-30,1
13,210,,1,left,1581,1,30,full,-60,-30,1
13,211,,0,,3760,1,30,full,-60,-30,1
13,212,,1,right,2340,1,106,full,-98,8,1
13,213,,0,,4125,1,30,full,-60,-30,1
13,214,,1,right,2071,1,106,full,-98,8,1
13,215,,0,,3021,1,30,full,-60,-30,1
13,216,,1,right,1582,1,30,full,-60,-30,1
13,217,L,1,right,1631,1,,half,,,1
13,218,,0,,3621,1,106,full,-98,8,1
13,219,,0,,4638,1,106,full,-98,8,1
13,220,,1,left,1515,1,30,full,-60,-30,1
13,221,,0,,5219,1,106,full,-98,8,1
13,222,,0,,3755,1,30,full,-60,-30,1
13,223,,1,left,1596,1,30,full,-60,-30,1
13,224,,1,left,1779,1,106,full,-98,8,1
13,225,,1,left,1640,1,106,full,-98,8,1
13,226,R,1,left,1752,1,,half,,,1
13,227,,1,right,3349,0,106,full,-98,8,1
13,228,,0,,4030,1,106,full,-98,8,1
13,229,L,1,right,2221,1,,half,,,1
13,230,,0,,4349,1,106,full,-98,8,1
13,231,,0,,4200,1,106,full,-98,8,1
13,232,R,0,,4179,1,,half,,,1
13,233,L,0,,4959,1,,half,,,1
13,234,R,1,right,3061,1,,half,,,1
13,235,L,0,,4570,1,,half,,,1
13,236,,0,,4449,1,106,full,-98,8,1
13,237,,0,,5328,1,106,full,-98,8,1
13,238,,1,left,4039,0,106,full,-98,8,1
13,239,,1,right,1581,1,30,full,-60,-30,1
13,240,,1,right,1683,1,30,full,-60,-30,1
14,1,,0,,14979,1,106,full,-98,8,1
14,2,,0,,4199,1,30,full,-60,-30,1
14,3,R,1,left,14081,1,,half,,,1
14,4,,0,,6308,1,30,full,-60,-30,1
14,5,,1,left,2131,1,30,full,-60,-30,1
14,6,,0,,7587,0,106,full,-98,8,1
14,7,,0,,8595,1,106,full,-98,8,1
14,8,L,0,,8027,1,,half,,,1
14,9,R,0,,7836,1,,half,,,1
14,10,,1,left,6458,0,106,full,-98,8,1
14,11,,1,right,2610,1,30,full,-60,-30,1
14,12,,1,right,1811,1,30,full,-60,-30,1
14,13,L,0,,11461,0,,half,,,1
14,14,,0,,10263,1,106,full,-98,8,1
14,15,L,0,,8455,1,,half,,,1
14,16,,1,right,11689,0,106,full,-98,8,1
14,17,,1,left,7056,0,106,full,-98,8,1
14,18,,0,,7784,1,106,full,-98,8,1
14,19,,1,left,10584,0,106,full,-98,8,1
14,20,,0,,20405,1,106,full,-98,8,1
14,21,,0,,6747,1,30,full,-60,-30,1
14,22,,0,,7176,1,30,full,-60,-30,1
14,23,,0,,6906,1,30,full,-60,-30,1
14,24,,1,left,12942,0,106,full,-98,8,1
14,25,,1,left,2579,1,30,full,-60,-30,1
14,26,R,0,,14450,1,,half,,,1
14,27,,0,,10843,1,106,full,-98,8,1
14,28,L,0,,10115,1,,half,,,1
14,29,,0,,8954,1,30,full,-60,-30,1
14,30,,0,,12862,1,106,full,-98,8,1
14,31,,1,left,1901,1,30,full,-60,-30,1
14,32,R,1,right,2890,0,,half,,,1
14,33,,0,,16378,1,106,full,-98,8,1
14,34,,0,,9466,1,30,full,-60,-30,1
14,35,L,1,right,14403,0,,half,,,1
14,36,,0,,5347,1,30,full,-60,-30,1
14,37,,0,,5758,1,30,full,-60,-30,1
14,38,,0,,16998,1,106,full,-98,8,1
14,39,L,0,,17997,1,,half,,,1
14,40,,0,,7665,1,30,full,-60,-30,1
14,41,,0,,17520,1,106,full,-98,8,1
14,42,,0,,8645,1,30,full,-60,-30,1
14,43,L,1,right,13831,0,,half,,,1
14,44,,1,left,2890,1,30,full,-60,-30,1
14,45,R,0,,20975,1,,half,,,1
14,46,,1,right,2371,1,30,full,-60,-30,1
14,47,,1,left,2191,1,30,full,-60,-30,1
14,48,R,0,,17629,1,,half,,,1
14,49,,1,left,32594,0,106,full,-98,8,1
14,50,,1,right,2360,1,30,full,-60,-30,1
14,51,R,0,,14221,1,,half,,,1
14,52,,0,,6417,1,30,full,-60,-30,1
14,53,,0,,16478,1,106,full,-98,8,1
14,54,L,1,right,10864,0,,half,,,1
14,55,,0,,15319,1,106,full,-98,8,1
14,56,,1,left,14159,0,106,full,-98,8,1
14,57,,1,left,1960,1,30,full,-60,-30,1
14,58,,1,left,15819,0,106,full,-98,8,1
14,59,L,1,left,2171,1,,half,,,1
14,60,,1,left,36913,0,106,full,-98,8,1
14,61,R,1,right,2161,1,,half,,,1
14,62,L,0,,17737,1,,half,,,1
14,63,,1,left,1761,1,30,full,-60,-30,1
14,64,,1,right,2091,1,30,full,-60,-30,1
14,65,,0,,5327,1,30,full,-60,-30,1
14,66,,0,,26290,1,106,full,-98,8,1
14,67,L,1,right,13662,0,,half,,,1
14,68,R,1,right,2011,1,,half,,,1
14,69,,1,left,9924,0,106,full,-98,8,1
14,70,L,1,left,1831,1,,half,,,1
14,71,,0,,30607,1,106,full,-98,8,1
14,72,L,0,,16029,1,,half,,,1
14,73,L,1,left,1971,1,,half,,,1
14,74,R,1,left,11652,0,,half,,,1
14,75,,1,right,7896,1,106,full,-98,8,1
14,76,,1,right,17538,1,106,full,-98,8,1
14,77,R,0,,13202,1,,half,,,1
14,78,,1,left,2040,1,30,full,-60,-30,1
14,79,,1,right,13881,0,106,full,-98,8,1
14,80,L,1,left,1842,1,,half,,,1
14,81,R,0,,10853,1,,half,,,1
14,82,,1,left,13571,1,106,full,-98,8,1
14,83,,1,right,2021,1,30,full,-60,-30,1
14,84,,1,right,2591,1,106,full,-98,8,1
14,85,L,1,left,2291,1,,half,,,1
14,86,R,1,right,1941,1,,half,,,1
14,87,,1,left,1653,1,30,full,-60,-30,1
14,88,,1,right,1711,1,30,full,-60,-30,1
14,89,R,1,right,1612,1,,half,,,1
14,90,R,0,,19318,1,,half,,,1
14,91,,1,left,1572,1,30,full,-60,-30,1
14,92,,0,,19246,1,106,full,-98,8,1
14,93,,1,right,23653,0,106,full,-98,8,1
14,94,R,1,left,12783,0,,half,,,1
14,95,L,0,,10423,1,,half,,,1
14,96,,0,,22994,1,106,full,-98,8,1
14,97,,0,,5778,1,30,full,-60,-30,1
14,98,,0,,19168,1,106,full,-98,8,1
14,99,,1,left,1692,1,30,full,-60,-30,1
14,100,,1,right,19258,0,106,full,-98,8,1
14,101,,1,left,25511,0,106,full,-98,8,1
14,102,,1,left,30207,1,106,full,-98,8,1
14,103,,1,right,2071,1,30,full,-60,-30,1
14,104,,0,,3181,1,30,full,-60,-30,1
14,105,L,1,right,2192,1,,half,,,1
14,106,L,0,,17759,1,,half,,,1
14,107,,0,,3820,1,30,full,-60,-30,1
14,108,,1,left,10493,1,106,full,-98,8,1
14,109,,1,right,9454,0,106,full,-98,8,1
14,110,,0,,31855,1,106,full,-98,8,1
14,111,,0,,2800,0,106,full,-98,8,1
14,112,L,0,,11182,1,,half,,,1
14,113,,1,right,1702,1,30,full,-60,-30,1
14,114,R,0,,21226,1,,half,,,1
14,115,L,1,left,1612,1,,half,,,1
14,116,L,1,right,10972,0,,half,,,1
14,117,L,0,,10835,1,,half,,,1
14,118,,1,left,1542,1,30,full,-60,-30,1
14,119,,0,,24043,1,106,full,-98,8,1
14,120,L,1,left,2139,1,,half,,,1
14,121,,1,right,1802,1,30,full,-60,-30,1
14,122,,1,right,22893,0,106,full,-98,8,1
14,123,R,0,,10725,1,,half,,,1
14,124,L,1,left,1742,1,,half,,,1
14,125,,0,,18866,1,106,full,-98,8,1
14,126,,1,left,1492,1,30,full,-60,-30,1
14,127,,0,,2620,1,30,full,-60,-30,1
14,128,,1,right,9255,1,106,full,-98,8,1
14,129,L,0,,14161,1,,half,,,1
14,130,,0,,2351,1,30,full,-60,-30,1
14,131,L,0,,11347,1,,half,,,1
14,132,,0,,23404,1,106,full,-98,8,1
14,133,,0,,20146,1,106,full,-98,8,1
14,134,,1,left,9895,1,106,full,-98,8,1
14,135,,1,left,1693,1,30,full,-60,-30,1
14,136,,0,,18158,1,106,full,-98,8,1
14,137,L,1,left,1482,1,,half,,,1
14,138,,0,,14232,1,106,full,-98,8,1
14,139,,1,right,20947,0,106,full,-98,8,1
14,140,L,1,right,10305,1,,half,,,1
14,141,R,1,left,14859,0,,half,,,1
14,142,L,0,,14427,0,,half,,,1
14,143,R,1,right,2262,1,,half,,,1
14,144,,1,right,23484,0,106,full,-98,8,1
14,145,R,0,,14341,1,,half,,,1
14,146,L,0,,11604,1,,half,,,1
14,147,,1,left,15310,0,106,full,-98,8,1
14,148,R,0,,8736,1,,half,,,1
14,149,L,1,left,1801,1,,half,,,1
14,150,L,1,left,1591,1,,half,,,1
14,151,R,1,left,9077,1,,half,,,1
14,152,L,1,left,1742,1,,half,,,1
14,153,R,1,right,1712,1,,half,,,1
14,154,,1,right,15010,0,106,full,-98,8,1
14,155,L,0,,13621,0,,half,,,1
14,156,,1,right,23340,0,106,full,-98,8,1
14,157,,0,,3189,1,30,full,-60,-30,1
14,158,,1,left,3479,1,106,full,-98,8,1
14,159,,0,,2710,1,30,full,-60,-30,1
14,160,,1,right,14291,0,106,full,-98,8,1
14,161,L,0,,6547,0,,half,,,1
14,162,R,1,right,1972,1,,half,,,1
14,163,,0,,3161,1,30,full,-60,-30,1
14,164,,0,,9765,1,106,full,-98,8,1
14,165,,0,,2539,1,30,full,-60,-30,1
14,166,,1,right,1671,1,30,full,-60,-30,1
14,167,,0,,2231,1,30,full,-60,-30,1
14,168,,0,,2491,1,30,full,-60,-30,1
14,169,,0,,26743,1,106,full,-98,8,1
14,170,,0,,11693,1,106,full,-98,8,1
14,171,L,0,,6157,0,,half,,,1
14,172,,1,left,14452,1,106,full,-98,8,1
14,173,,1,left,1680,1,30,full,-60,-30,1
14,174,,1,right,2630,1,106,full,-98,8,1
14,175,,0,,17275,1,106,full,-98,8,1
14,176,,1,right,1642,1,30,full,-60,-30,1
14,177,,0,,10584,1,106,full,-98,8,1
14,178,,1,right,8454,0,106,full,-98,8,1
14,179,,0,,2360,1,30,full,-60,-30,1
14,180,L,0,,8346,1,,half,,,1
14,181,,0,,1961,1,30,full,-60,-30,1
14,182,,1,left,4918,1,106,full,-98,8,1
14,183,,0,,16430,1,106,full,-98,8,1
14,184,,1,right,1931,1,30,full,-60,-30,1
14,185,,0,,2151,1,30,full,-60,-30,1
14,186,,0,,10933,1,106,full,-98,8,1
14,187,,1,left,1562,1,30,full,-60,-30,1
14,188,,0,,16378,1,106,full,-98,8,1
14,189,,0,,2142,1,30,full,-60,-30,1
14,190,,0,,2501,1,30,full,-60,-30,1
14,191,,1,left,1671,1,30,full,-60,-30,1
14,192,R,1,right,1920,1,,half,,,1
14,193,R,0,,12801,1,,half,,,1
14,194,,1,right,1741,1,30,full,-60,-30,1
14,195,,1,left,1622,1,30,full,-60,-30,1
14,196,L,1,left,1601,1,,half,,,1
14,197,,0,,2501,1,30,full,-60,-30,1
14,198,,0,,18007,1,106,full,-98,8,1
14,199,,1,right,1552,1,30,full,-60,-30,1
14,200,R,0,,15300,1,,half,,,1
14,201,,1,right,1623,1,30,full,-60,-30,1
14,202,R,0,,16339,1,,half,,,1
14,203,,0,,10934,1,106,full,-98,8,1
14,204,,1,right,9026,0,106,full,-98,8,1
14,205,L,0,,7128,1,,half,,,1
14,206,,0,,1911,1,30,full,-60,-30,1
14,207,,0,,10913,1,106,full,-98,8,1
14,208,L,1,right,2141,1,,half,,,1
14,209,R,1,right,2009,1,,half,,,1
14,210,,0,,2380,1,30,full,-60,-30,1
14,211,,0,,2731,1,30,full,-60,-30,1
14,212,,1,right,1631,1,30,full,-60,-30,1
14,213,L,1,right,8016,0,,half,,,1
14,214,,0,,2261,0,30,full,-60,-30,1
14,215,,1,left,1702,1,30,full,-60,-30,1
14,216,,0,,14052,1,106,full,-98,8,1
14,217,,0,,2272,1,30,full,-60,-30,1
14,218,R,0,,14211,1,,half,,,1
14,219,,0,,8926,1,106,full,-98,8,1
14,220,,0,,2082,1,30,full,-60,-30,1
14,221,R,1,left,10763,1,,half,,,1
14,222,,0,,2250,1,30,full,-60,-30,1
14,223,,0,,2450,1,30,full,-60,-30,1
14,224,R,0,,11981,1,,half,,,1
14,225,,1,right,7117,0,106,full,-98,8,1
14,226,,1,right,11234,0,106,full,-98,8,1
14,227,R,1,right,1751,0,,half,,,1
14,228,,1,left,19406,1,106,full,-98,8,1
14,229,,0,,20355,0,106,full,-98,8,1
14,230,,1,right,1974,1,30,full,-60,-30,1
14,231,,1,right,2111,1,30,full,-60,-30,1
14,232,,0,,2481,1,30,full,-60,-30,1
14,233,,1,left,1620,1,30,full,-60,-30,1
14,234,R,0,,12541,1,,half,,,1
14,235,,1,left,19817,0,106,full,-98,8,1
14,236,R,0,,6826,0,,half,,,1
14,237,L,0,,10584,1,,half,,,1
14,238,,1,right,1692,1,30,full,-60,-30,1
14,239,,0,,2641,1,30,full,-60,-30,1
14,240,L,1,left,1680,1,,half,,,1
