expName,subjectId,subjectGender,subjectAge,session,block,blockType,trial,setSize,targetOri,targetPos,distrMean,dtype,dsd,targetDist,t_dist_to_prev_d,answer,rt,correct,prev_correct,blockId,tid
set_size_experiment_1,1,f,27,2,0,prime,0,14,-175,10,-64,norm,15,-69,,j,943.78836453,1,,1,1
set_size_experiment_1,1,f,27,2,0,prime,1,14,-161,1,-64,norm,15,-83,,j,661.40660923,1,1,1,2
set_size_experiment_1,1,f,27,2,0,prime,2,14,-159,1,-64,norm,15,-85,,i,599.944253452,1,1,1,3
set_size_experiment_1,1,f,27,2,0,prime,3,14,-153,1,-64,norm,15,89,,i,573.94500263,1,1,1,4
set_size_experiment_1,1,f,27,2,1,probe,0,36,-42,12,-154,norm,10,68,21.678981867,j,593.740018085,1,1,2,5
set_size_experiment_1,1,f,27,2,2,prime,0,24,-107,5,-40,norm,15,67,47.150695803,j,816.180573776,1,1,3,6
set_size_experiment_1,1,f,27,2,2,prime,1,24,-137,4,-40,norm,15,-83,17.150695803,j,744.049748406,1,1,3,7
set_size_experiment_1,1,f,27,2,2,prime,2,24,-133,17,-40,norm,15,-87,21.150695803,i,536.874974146,1,1,3,8
set_size_experiment_1,1,f,27,2,3,probe,0,36,-52,32,-159,norm,10,73,-12.436211547,j,605.553104542,1,1,4,9
set_size_experiment_1,1,f,27,2,3,probe,1,36,-52,15,-158,norm,10,74,-12.436211547,j,499.369946308,1,1,4,10
set_size_experiment_1,1,f,27,2,4,prime,0,36,-162,33,-74,norm,15,88,-3.74102347600001,i,664.874303155,1,1,5,11
set_size_experiment_1,1,f,27,2,4,prime,1,36,-165,14,-74,norm,15,-89,-6.74102347600001,j,493.139171973,1,1,5,12
set_size_experiment_1,1,f,27,2,4,prime,2,36,-193,15,-74,norm,15,-61,-34.741023476,j,503.632641397,1,1,5,13
set_size_experiment_1,1,f,27,2,5,probe,0,36,-104,24,-172,norm,10,-68,-29.686429979,j,543.23728662,1,1,6,14
set_size_experiment_1,1,f,27,2,5,probe,1,36,-104,15,-178,norm,10,-74,-29.686429979,i,519.370730035,1,1,6,15
set_size_experiment_1,1,f,27,2,6,prime,0,36,-3,0,69,uni,15,72,-4.92382199499997,j,620.324268937,1,1,7,16
set_size_experiment_1,1,f,27,2,6,prime,1,36,-31,10,69,uni,15,-80,-32.923821995,i,466.313766316,1,1,7,17
set_size_experiment_1,1,f,27,2,6,prime,2,36,6,23,69,uni,15,63,4.07617800500003,i,650.610830635,1,1,7,18
set_size_experiment_1,1,f,27,2,7,probe,0,36,79,10,15,norm,10,-64,10.020888438,j,541.255746968,1,1,8,19
set_size_experiment_1,1,f,27,2,8,prime,0,36,-22,35,89,norm,15,-69,-37.121108331,i,719.092037529,1,1,9,20
set_size_experiment_1,1,f,27,2,8,prime,1,36,6,6,89,norm,15,83,-9.12110833099999,i,527.494967915,1,1,9,21
set_size_experiment_1,1,f,27,2,8,prime,2,36,-1,11,89,norm,15,-90,-16.121108331,j,489.100706764,1,1,9,22
set_size_experiment_1,1,f,27,2,9,probe,0,36,69,18,-9,norm,10,-78,-20.713783736,j,639.052744955,1,1,10,23
set_size_experiment_1,1,f,27,2,10,prime,0,14,-176,7,-107,uni,15,69,13.363574829,j,1545.74690387,0,1,11,24
set_size_experiment_1,1,f,27,2,10,prime,1,14,-178,10,-107,uni,15,71,11.363574829,j,628.451967612,0,0,11,25
set_size_experiment_1,1,f,27,2,10,prime,2,14,-212,12,-107,uni,15,-75,-22.636425171,j,612.191186287,0,0,11,26
set_size_experiment_1,1,f,27,2,11,probe,0,36,-94,5,-183,norm,10,-89,13.177086441,i,610.417723656,1,0,12,27
set_size_experiment_1,1,f,27,2,12,prime,0,24,-33,7,72,uni,15,-75,-29.836486087,i,1034.66766514,1,1,13,28
set_size_experiment_1,1,f,27,2,12,prime,1,24,-10,14,72,uni,15,82,-6.83648608699997,i,449.483753182,1,1,13,29
set_size_experiment_1,1,f,27,2,12,prime,2,24,3,14,72,uni,15,69,6.16351391300003,i,573.47923331,1,1,13,30
set_size_experiment_1,1,f,27,2,12,prime,3,24,8,19,72,uni,15,64,11.163513913,j,563.136917539,1,1,13,31
set_size_experiment_1,1,f,27,2,13,probe,0,36,119,23,11,norm,10,72,46.18541388,i,537.093050778,1,1,14,32
set_size_experiment_1,1,f,27,2,13,probe,1,36,119,13,25,norm,10,86,46.18541388,j,482.034932822,1,1,14,33
set_size_experiment_1,1,f,27,2,14,prime,0,36,15,35,131,uni,15,-64.0000000004,-9.75224902000002,j,586.158858612,1,1,15,34
set_size_experiment_1,1,f,27,2,14,prime,1,36,45,11,131,uni,15,85.9999999996,20.24775098,i,652.644294314,0,1,15,35
set_size_experiment_1,1,f,27,2,14,prime,2,36,53,17,131,uni,15,77.9999999996,28.24775098,j,1413.22487965,1,0,15,36
set_size_experiment_1,1,f,27,2,14,prime,3,36,26,19,131,uni,15,-75.0000000004,1.24775097999998,i,865.854457952,1,1,15,37
set_size_experiment_1,1,f,27,2,15,probe,0,36,65,9,-40,norm,10,75,-66.0883660896,j,1304.26479504,1,1,16,38
set_size_experiment_1,1,f,27,2,16,prime,0,14,-207,13,-133,uni,15,74,13.715172696,j,1794.07940246,1,1,17,39
set_size_experiment_1,1,f,27,2,16,prime,1,14,-214,11,-133,uni,15,81,6.71517269599997,i,661.63891647,1,1,17,40
set_size_experiment_1,1,f,27,2,16,prime,2,14,-207,13,-133,uni,15,74,13.715172696,i,1036.89458966,1,1,17,41
set_size_experiment_1,1,f,27,2,16,prime,3,14,-230,5,-133,uni,15,-83,-9.28482730400003,j,670.124307275,1,1,17,42
set_size_experiment_1,1,f,27,2,17,probe,0,36,-146,34,-210,norm,10,-64,-13.565005631,i,808.244798332,1,1,18,43
set_size_experiment_1,1,f,27,2,18,prime,0,36,-82,24,25,uni,15,-73,-51.469871891,i,532.280355692,1,1,19,44
set_size_experiment_1,1,f,27,2,18,prime,1,36,-72,29,25,uni,15,-83,-41.469871891,i,618.666576222,1,1,19,45
set_size_experiment_1,1,f,27,2,18,prime,2,36,-68,30,25,uni,15,-87,-37.469871891,j,573.875772767,1,1,19,46
set_size_experiment_1,1,f,27,2,18,prime,3,36,-83,10,25,uni,15,-72,-52.469871891,j,532.243816182,1,1,19,47
set_size_experiment_1,1,f,27,2,19,probe,0,36,56,0,-6,norm,10,-62,30.648565419,i,601.970793679,1,1,20,48
set_size_experiment_1,1,f,27,2,19,probe,1,36,56,35,-34,norm,10,-90,30.648565419,j,573.831540532,1,1,20,49
set_size_experiment_1,1,f,27,2,20,prime,0,24,-13,12,105,norm,15,-62,21.326580589,j,625.828888267,1,1,21,50
set_size_experiment_1,1,f,27,2,20,prime,1,24,-1,2,105,norm,15,-74,33.326580589,j,596.643482335,1,1,21,51
set_size_experiment_1,1,f,27,2,20,prime,2,24,10,0,105,norm,15,-85,44.326580589,i,617.434267886,1,1,21,52
set_size_experiment_1,1,f,27,2,20,prime,3,24,40,3,105,norm,15,65,74.326580589,j,651.694293134,1,1,21,53
set_size_experiment_1,1,f,27,2,21,probe,0,36,122,8,23,norm,10,81,16.157718958,i,837.695975788,1,1,22,54
set_size_experiment_1,1,f,27,2,21,probe,1,36,122,12,3,norm,10,61,16.157718958,i,685.398934409,1,1,22,55
set_size_experiment_1,1,f,27,2,22,prime,0,8,-102,3,2,uni,15,-76,75.342296457,i,871.459847316,1,1,23,56
set_size_experiment_1,1,f,27,2,22,prime,1,8,-110,1,2,uni,15,-68,67.342296457,i,920.897577889,1,1,23,57
set_size_experiment_1,1,f,27,2,22,prime,2,8,-81,5,2,uni,15,83,-83.657703543,j,608.403490856,1,1,23,58
set_size_experiment_1,1,f,27,2,22,prime,3,8,-95,5,2,uni,15,-83,82.342296457,i,612.505801953,0,1,23,59
set_size_experiment_1,1,f,27,2,23,probe,0,36,-28,3,-119,norm,10,89,-29.751602172,i,579.54885345,1,0,24,60
set_size_experiment_1,1,f,27,2,24,prime,0,24,-194,9,-128,norm,15,66,-75.481443585,j,647.258521058,1,1,25,61
set_size_experiment_1,1,f,27,2,24,prime,1,24,-239,0,-128,norm,15,-69,59.518556415,i,602.361947298,1,1,25,62
set_size_experiment_1,1,f,27,2,24,prime,2,24,-203,0,-128,norm,15,75,-84.481443585,j,621.01427,1,1,25,63
set_size_experiment_1,1,f,27,2,25,probe,0,36,-123,35,-187,norm,10,-64,5.76561300599997,j,512.753802352,1,1,26,64
set_size_experiment_1,1,f,27,2,25,probe,1,36,-123,18,-229,norm,10,74,5.76561300599997,j,506.610335782,1,1,26,65
set_size_experiment_1,1,f,27,2,26,prime,0,8,-72,1,30,norm,15,-78,-23.18207801,j,735.547434539,1,1,27,66
set_size_experiment_1,1,f,27,2,26,prime,1,8,-79,0,30,norm,15,-71,-30.18207801,j,902.756025083,1,1,27,67
set_size_experiment_1,1,f,27,2,26,prime,2,8,-67,2,30,norm,15,-83,-18.18207801,i,575.658464804,1,1,27,68
set_size_experiment_1,1,f,27,2,27,probe,0,36,3,26,-99,norm,10,78,-26.86074134,j,517.455728725,1,1,28,69
set_size_experiment_1,1,f,27,2,27,probe,1,36,3,21,-61,norm,10,-64,-26.86074134,i,542.50151664,1,1,28,70
set_size_experiment_1,1,f,27,2,28,prime,0,8,-142,3,-41,norm,15,-79,-81.286172203,j,1299.71479159,1,1,29,71
set_size_experiment_1,1,f,27,2,28,prime,1,8,-103,6,-41,norm,15,62,-42.286172203,j,838.906745426,0,1,29,72
set_size_experiment_1,1,f,27,2,28,prime,2,8,-101,7,-41,norm,15,60,-40.286172203,j,871.128308587,0,0,29,73
set_size_experiment_1,1,f,27,2,29,probe,0,36,-18,1,-134,norm,10,64,23.204075915,j,541.434208862,1,0,30,74
set_size_experiment_1,1,f,27,2,29,probe,1,36,-18,26,-99,norm,10,-81,23.204075915,j,486.348012462,1,1,30,75
set_size_experiment_1,1,f,27,2,30,prime,0,36,-207,18,-130,norm,15,77,71.989932038,j,745.377058163,1,1,31,76
set_size_experiment_1,1,f,27,2,30,prime,1,36,-239,32,-130,norm,15,-71,39.989932038,j,505.891104229,1,1,31,77
set_size_experiment_1,1,f,27,2,30,prime,2,36,-192,29,-130,norm,15,62,86.989932038,i,577.815391123,1,1,31,78
set_size_experiment_1,1,f,27,2,31,probe,0,36,-62,4,-172,norm,10,70,67.891140971,j,519.514190964,1,1,32,79
set_size_experiment_1,1,f,27,2,31,probe,1,36,-62,1,-173,norm,10,69,67.891140971,j,527.926121838,1,1,32,80
set_size_experiment_1,1,f,27,2,32,prime,0,36,-15,20,76,uni,15,-89,-22.013934635,j,691.305478103,1,1,33,81
set_size_experiment_1,1,f,27,2,32,prime,1,36,-38,14,76,uni,15,-66,-45.013934635,j,532.981509343,1,1,33,82
set_size_experiment_1,1,f,27,2,32,prime,2,36,-39,1,76,uni,15,-65,-46.013934635,i,572.574232705,1,1,33,83
set_size_experiment_1,1,f,27,2,32,prime,3,36,-38,1,76,uni,15,-66,-45.013934635,j,499.777253717,1,1,33,84
set_size_experiment_1,1,f,27,2,33,probe,0,36,154,23,44,norm,10,69.9999999999,77.3658126311,j,524.873426184,1,1,34,85
set_size_experiment_1,1,f,27,2,33,probe,1,36,154,5,50,norm,10,75.9999999999,77.3658126311,i,502.05379352,1,1,34,86
set_size_experiment_1,1,f,27,2,34,prime,0,8,97,2,160,norm,15,63.0000000001,47.678718146,i,1760.59322339,1,1,35,87
set_size_experiment_1,1,f,27,2,34,prime,1,8,94,2,160,norm,15,66.0000000001,44.678718146,i,630.356969312,1,1,35,88
set_size_experiment_1,1,f,27,2,34,prime,2,8,95,7,160,norm,15,65.0000000001,45.678718146,j,617.764267139,1,1,35,89
set_size_experiment_1,1,f,27,2,34,prime,3,8,66,2,160,norm,15,-85.9999999999,16.678718146,j,1525.64535104,1,1,35,90
set_size_experiment_1,1,f,27,2,35,probe,0,36,189,17,110,norm,10,-79,28.6252731329,i,517.365728505,1,1,36,91
set_size_experiment_1,1,f,27,2,36,prime,0,14,-16,9,57,norm,15,73,54.071490945,j,621.505809017,1,1,37,92
set_size_experiment_1,1,f,27,2,36,prime,1,14,-54,8,57,norm,15,-69,16.071490945,j,685.902011581,1,1,37,93
set_size_experiment_1,1,f,27,2,36,prime,2,14,-55,3,57,norm,15,-68,15.071490945,j,1152.80121751,1,1,37,94
set_size_experiment_1,1,f,27,2,37,probe,0,36,-33,31,-131,norm,10,82,-89.828137943,i,1025.90535022,1,1,38,95
set_size_experiment_1,1,f,27,2,37,probe,1,36,-33,28,-108,norm,10,-75,-89.828137943,i,549.889984541,1,1,38,96
set_size_experiment_1,1,f,27,2,38,prime,0,36,35,32,110,uni,15,75,-37.108817904,i,758.948991075,0,1,39,97
set_size_experiment_1,1,f,27,2,38,prime,1,36,35,33,110,uni,15,75,-37.108817904,j,530.278814957,1,0,39,98
set_size_experiment_1,1,f,27,2,38,prime,2,36,5,33,110,uni,15,-75,-67.108817904,i,507.454952225,1,1,39,99
set_size_experiment_1,1,f,27,2,38,prime,3,36,38,3,110,uni,15,72,-34.108817904,i,813.356725499,1,1,39,100
set_size_experiment_1,1,f,27,2,39,probe,0,36,153,0,63,norm,10,89.9999999998,43.2659310242,j,521.852655336,1,1,40,101
set_size_experiment_1,1,f,27,2,40,prime,0,24,-222,2,-112,uni,15,-70,74.965214138,j,1684.55124181,1,1,41,102
set_size_experiment_1,1,f,27,2,40,prime,1,24,-229,18,-112,uni,15,-63,67.965214138,j,964.159918018,1,1,41,103
set_size_experiment_1,1,f,27,2,40,prime,2,24,-226,20,-112,uni,15,-66,70.965214138,j,1444.05759592,1,1,41,104
set_size_experiment_1,1,f,27,2,41,probe,0,36,-140,28,-209,norm,10,-69,-28.06634956,j,519.072652794,1,1,42,105
set_size_experiment_1,1,f,27,2,42,prime,0,36,-233,14,-125,uni,15,-72,-24.29489247,i,1446.78836595,1,1,43,106
set_size_experiment_1,1,f,27,2,42,prime,1,36,-233,10,-125,uni,15,-72,-24.29489247,i,554.156141356,1,1,43,107
set_size_experiment_1,1,f,27,2,42,prime,2,36,-238,6,-125,uni,15,-67,-29.29489247,i,919.179114513,1,1,43,108
set_size_experiment_1,1,f,27,2,43,probe,0,36,-42,18,-139,norm,10,83,82.845559273,i,557.748836465,0,1,44,109
set_size_experiment_1,1,f,27,2,43,probe,1,36,-42,6,-146,norm,10,76,82.845559273,i,497.848020867,0,0,44,110
set_size_experiment_1,1,f,27,2,44,prime,0,36,-96,12,22,norm,15,-62,50.133620693,j,612.780417316,1,0,45,111
set_size_experiment_1,1,f,27,2,44,prime,1,36,-44,30,22,norm,15,66,-77.866379307,j,569.051537663,1,1,45,112
set_size_experiment_1,1,f,27,2,44,prime,2,36,-93,25,22,norm,15,-65,53.133620693,j,589.918476529,1,1,45,113
set_size_experiment_1,1,f,27,2,44,prime,3,36,-83,14,22,norm,15,-75,63.133620693,j,469.182998873,0,1,45,114
set_size_experiment_1,1,f,27,2,45,probe,0,36,83,27,-16,norm,10,81,61.489709762,j,444.782979786,1,0,46,115
set_size_experiment_1,1,f,27,2,46,prime,0,8,-45,0,54,norm,15,-81,-28.799858006,i,2549.96729176,1,1,47,116
set_size_experiment_1,1,f,27,2,46,prime,1,8,-33,3,54,norm,15,87,-16.799858006,j,1166.77622776,1,1,47,117
set_size_experiment_1,1,f,27,2,46,prime,2,8,-21,2,54,norm,15,75,-4.79985800599999,j,589.729245752,1,1,47,118
set_size_experiment_1,1,f,27,2,47,probe,0,36,137,30,42,norm,10,85,82.79862524,i,530.471893027,1,1,48,119
set_size_experiment_1,1,f,27,2,48,prime,0,8,53,3,121,norm,15,68,10.383294525,i,3410.25641561,1,1,49,120
set_size_experiment_1,1,f,27,2,48,prime,1,8,54,0,121,norm,15,67,11.383294525,j,1347.6063665,1,1,49,121
set_size_experiment_1,1,f,27,2,48,prime,2,8,57,3,121,norm,15,64,14.383294525,i,1133.20966344,1,1,49,122
set_size_experiment_1,1,f,27,2,49,probe,0,36,149,28,73,norm,10,-75.9999999998,28.6857307538,i,478.132236749,1,1,50,123
set_size_experiment_1,1,f,27,2,50,prime,0,14,-241,13,-128,norm,15,-67,46.085633444,j,693.604325876,0,1,51,124
set_size_experiment_1,1,f,27,2,50,prime,1,14,-192,0,-128,norm,15,64,-84.914366556,j,844.621749595,1,0,51,125
set_size_experiment_1,1,f,27,2,50,prime,2,14,-228,2,-128,norm,15,-80,59.085633444,j,2425.04142597,1,1,51,126
set_size_experiment_1,1,f,27,2,51,probe,0,36,-130,8,-206,norm,10,-76,-2.098876373,j,532.330740243,1,1,52,127
set_size_experiment_1,1,f,27,2,52,prime,0,8,-119,2,-59,norm,15,60,86.450136401,j,666.611612774,0,1,53,128
set_size_experiment_1,1,f,27,2,52,prime,1,8,-122,3,-59,norm,15,63,83.450136401,i,741.840900853,1,0,53,129
set_size_experiment_1,1,f,27,2,52,prime,2,8,-141,5,-59,norm,15,82,64.450136401,j,534.622664563,1,1,53,130
set_size_experiment_1,1,f,27,2,53,probe,0,36,-112,6,-172,norm,10,-60,-53.053564058,j,618.888498284,1,1,54,131
set_size_experiment_1,1,f,27,2,54,prime,0,14,-113,11,-28,uni,15,85,59.158055004,j,980.736085214,1,1,55,132
set_size_experiment_1,1,f,27,2,54,prime,1,14,-120,11,-28,uni,15,-88,52.158055004,j,695.136634633,1,1,55,133
set_size_experiment_1,1,f,27,2,54,prime,2,14,-126,2,-28,uni,15,-82,46.158055004,j,522.335732356,1,1,55,134
set_size_experiment_1,1,f,27,2,55,probe,0,36,-42,5,-158,norm,10,64,-13.58839306,i,654.470449314,1,1,56,135
set_size_experiment_1,1,f,27,2,56,prime,0,36,-177,35,-99,uni,15,78,-19.695204453,i,497.249559499,1,1,57,136
set_size_experiment_1,1,f,27,2,56,prime,1,36,-176,0,-99,uni,15,77,-18.695204453,j,539.070744999,1,1,57,137
set_size_experiment_1,1,f,27,2,56,prime,2,36,-182,12,-99,uni,15,83,-24.695204453,j,577.577698044,1,1,57,138
set_size_experiment_1,1,f,27,2,57,probe,0,36,-62,31,-157,norm,10,85,37.836201632,j,581.662701443,1,1,58,139
set_size_experiment_1,1,f,27,2,58,prime,0,8,-189,6,-127,uni,15,62,-32.274931624,i,946.732982062,0,1,59,140
set_size_experiment_1,1,f,27,2,58,prime,1,8,-195,0,-127,uni,15,68,-38.274931624,j,3047.41267487,0,0,59,141
set_size_experiment_1,1,f,27,2,58,prime,2,8,-231,5,-127,uni,15,-76,-74.274931624,i,1269.68938392,0,0,59,142
set_size_experiment_1,1,f,27,2,58,prime,3,8,-243,1,-127,uni,15,-64,-86.274931624,j,1196.17932756,1,0,59,143
set_size_experiment_1,1,f,27,2,59,probe,0,36,-45,2,-113,norm,10,-68,82.249164691,i,692.893940955,1,1,60,144
set_size_experiment_1,1,f,27,2,60,prime,0,24,98,15,175,norm,15,77.0000000002,30.985771468,j,674.973157234,1,1,61,145
set_size_experiment_1,1,f,27,2,60,prime,1,24,107,15,175,norm,15,68.0000000002,39.985771468,i,735.10166537,1,1,61,146
set_size_experiment_1,1,f,27,2,60,prime,2,24,99,4,175,norm,15,76.0000000002,31.985771468,i,574.740773067,1,1,61,147
set_size_experiment_1,1,f,27,2,60,prime,3,24,76,14,175,norm,15,-80.9999999998,8.98577146800002,j,548.71075321,1,1,61,148
set_size_experiment_1,1,f,27,2,61,probe,0,36,207,25,95,norm,10,67.9999999998,31.568104373,j,633.059663698,1,1,62,149
set_size_experiment_1,1,f,27,2,62,prime,0,36,-110,25,-9,norm,15,-79,-24.591765468,i,540.274976753,1,1,63,150
set_size_experiment_1,1,f,27,2,62,prime,1,36,-102,29,-9,norm,15,-87,-16.591765468,i,563.286917284,1,1,63,151
set_size_experiment_1,1,f,27,2,62,prime,2,36,-83,20,-9,norm,15,74,2.40823453199999,j,585.112318397,1,1,63,152
set_size_experiment_1,1,f,27,2,62,prime,3,36,-69,9,-9,norm,15,60,16.408234532,i,604.840410873,1,1,63,153
set_size_experiment_1,1,f,27,2,63,probe,0,36,-15,16,-110,norm,10,85,-6.74965602500001,j,591.254246421,1,1,64,154
set_size_experiment_1,1,f,27,2,63,probe,1,36,-15,20,-76,norm,10,-61,-6.74965602500001,j,595.366173424,1,1,64,155
set_size_experiment_1,1,f,27,2,64,prime,0,24,-112,16,-31,norm,15,81,-35.65331621,i,1067.49769021,1,1,65,156
set_size_experiment_1,1,f,27,2,64,prime,1,24,-126,7,-31,norm,15,-85,-49.65331621,j,589.380014688,1,1,65,157
set_size_experiment_1,1,f,27,2,64,prime,2,24,-125,8,-31,norm,15,-86,-48.65331621,i,953.35760247,1,1,65,158
set_size_experiment_1,1,f,27,2,65,probe,0,36,-105,2,-183,norm,10,-78,-74.446561389,i,480.592623353,1,1,66,159
set_size_experiment_1,1,f,27,2,65,probe,1,36,-105,15,-191,norm,10,-86,-74.446561389,i,459.921453148,1,1,66,160
set_size_experiment_1,1,f,27,2,66,prime,0,14,-5,1,97,uni,15,-78,6.11152722099999,i,660.876992159,1,1,67,161
set_size_experiment_1,1,f,27,2,66,prime,1,14,-6,2,97,uni,15,-77,5.11152722099999,i,552.56190896,1,1,67,162
set_size_experiment_1,1,f,27,2,66,prime,2,14,-14,9,97,uni,15,-69,-2.88847277900001,i,528.674199246,1,1,67,163
set_size_experiment_1,1,f,27,2,66,prime,3,14,34,12,97,uni,15,63,45.111527221,j,521.51265461,0,1,67,164
set_size_experiment_1,1,f,27,2,67,probe,0,36,57,28,-58,norm,10,65,-39.770942668,i,682.166624814,1,0,68,165
set_size_experiment_1,1,f,27,2,67,probe,1,36,57,28,-35,norm,10,88,-39.770942668,j,618.504651822,1,1,68,166
set_size_experiment_1,1,f,27,2,68,prime,0,24,16,4,122,uni,15,-74,51.066603112,j,1806.19941279,1,1,69,167
set_size_experiment_1,1,f,27,2,68,prime,1,24,57,10,122,uni,15,65,-87.933396888,i,1685.63931994,1,1,69,168
set_size_experiment_1,1,f,27,2,68,prime,2,24,26,23,122,uni,15,-84,61.066603112,i,840.423669666,1,1,69,169
set_size_experiment_1,1,f,27,2,68,prime,3,24,40,11,122,uni,15,82,75.066603112,i,970.021461137,1,1,69,170
set_size_experiment_1,1,f,27,2,69,probe,0,36,85,4,8,norm,10,-77,-36.602766692,i,510.694954544,1,1,70,171
set_size_experiment_1,1,f,27,2,69,probe,1,36,85,26,-27,norm,10,68,-36.602766692,i,613.780032843,1,1,70,172
set_size_experiment_1,1,f,27,2,70,prime,0,36,-58,6,51,uni,15,-71,-31.757485841,j,1021.32842317,1,1,71,173
set_size_experiment_1,1,f,27,2,70,prime,1,36,-37,4,51,uni,15,88,-10.757485841,j,763.728225604,1,1,71,174
set_size_experiment_1,1,f,27,2,70,prime,2,36,-36,19,51,uni,15,87,-9.757485841,j,1396.80986665,1,1,71,175
set_size_experiment_1,1,f,27,2,70,prime,3,36,-62,16,51,uni,15,-67,-35.757485841,i,507.324951701,1,1,71,176
set_size_experiment_1,1,f,27,2,71,probe,0,36,70,3,-44,norm,10,66,19.294770603,j,843.304440379,1,1,72,177
set_size_experiment_1,1,f,27,2,72,prime,0,14,22,6,133,norm,15,-69.0000000003,65.739652587,i,598.510406911,1,1,73,178
set_size_experiment_1,1,f,27,2,72,prime,1,14,43,4,133,norm,15,89.9999999997,86.739652587,j,588.096937165,1,1,73,179
set_size_experiment_1,1,f,27,2,72,prime,2,14,18,7,133,norm,15,-65.0000000003,61.739652587,j,1716.528574,1,1,73,180
set_size_experiment_1,1,f,27,2,72,prime,3,14,67,7,133,norm,15,65.9999999997,-69.260347413,i,870.242538862,1,1,73,181
set_size_experiment_1,1,f,27,2,73,probe,0,36,119,25,11,norm,10,72,-13.4937071407,j,745.982442982,1,1,74,182
set_size_experiment_1,1,f,27,2,73,probe,1,36,119,21,13,norm,10,74,-13.4937071407,j,506.576489657,1,1,74,183
set_size_experiment_1,1,f,27,2,74,prime,0,36,104,14,181,uni,15,77,-88.873077133,i,546.073442325,1,1,75,184
set_size_experiment_1,1,f,27,2,74,prime,1,36,120,26,181,uni,15,61,-72.873077133,i,537.832283415,1,1,75,185
set_size_experiment_1,1,f,27,2,74,prime,2,36,76,16,181,uni,15,-75,63.126922867,j,498.414944857,1,1,75,186
set_size_experiment_1,1,f,27,2,75,probe,0,36,181,5,76,norm,10,75.0000000004,0.0759166736000054,i,648.261213675,1,1,76,187
set_size_experiment_1,1,f,27,2,76,prime,0,8,60,7,154,norm,15,-86.0000000005,-16.318449801,i,1243.03128663,0,1,77,188
set_size_experiment_1,1,f,27,2,76,prime,1,8,81,1,154,norm,15,72.9999999995,4.68155019900001,i,610.125030391,1,0,77,189
set_size_experiment_1,1,f,27,2,76,prime,2,8,91,5,154,norm,15,62.9999999995,14.681550199,i,1051.03344657,1,1,77,190
set_size_experiment_1,1,f,27,2,76,prime,3,8,74,5,154,norm,15,79.9999999995,-2.31844980099999,j,651.981601492,1,1,77,191
set_size_experiment_1,1,f,27,2,77,probe,0,36,220,2,111,norm,10,71.00000000017,66.15361818833,j,541.55574739,1,1,78,192
set_size_experiment_1,1,f,27,2,77,probe,1,36,220,2,109,norm,10,69.00000000017,66.15361818833,i,533.280356787,1,1,78,193
set_size_experiment_1,1,f,27,2,78,prime,0,36,120,12,204,uni,15,83.9999999998,10.939920746,j,556.303066202,0,1,79,194
set_size_experiment_1,1,f,27,2,78,prime,1,36,98,20,204,uni,15,-74.0000000002,-11.060079254,j,652.366601862,1,0,79,195
set_size_experiment_1,1,f,27,2,78,prime,2,36,97,14,204,uni,15,-73.0000000002,-12.060079254,i,543.009594083,1,1,79,196
set_size_experiment_1,1,f,27,2,79,probe,0,36,158,23,63,norm,10,84.9999999996,-45.8944705404,j,486.902243458,1,1,80,197
set_size_experiment_1,1,f,27,2,79,probe,1,36,158,11,49,norm,10,70.9999999996,-45.8944705404,i,497.446097434,1,1,80,198
set_size_experiment_1,1,f,27,2,80,prime,0,24,-22,22,59,norm,15,81,-70.981739961,i,1272.34707866,1,1,81,199
set_size_experiment_1,1,f,27,2,80,prime,1,24,-12,1,59,norm,15,71,-60.981739961,j,1388.80486041,1,1,81,200
set_size_experiment_1,1,f,27,2,80,prime,2,24,-47,10,59,norm,15,-74,84.018260039,j,671.980078332,1,1,81,201
set_size_experiment_1,1,f,27,2,81,probe,0,36,-4,6,-113,norm,10,71,-62.891143467,i,559.440760873,1,1,82,202
set_size_experiment_1,1,f,27,2,82,prime,0,14,-201,4,-131,uni,15,70,-87.988429694,j,1954.08414118,0,1,83,203
set_size_experiment_1,1,f,27,2,82,prime,1,14,-235,13,-131,uni,15,-76,58.011570306,i,886.319858022,1,0,83,204
set_size_experiment_1,1,f,27,2,82,prime,2,14,-199,1,-131,uni,15,68,-85.988429694,i,1418.32565237,1,1,83,205
set_size_experiment_1,1,f,27,2,82,prime,3,14,-247,2,-131,uni,15,-64,46.011570306,i,699.438560754,1,1,83,206
set_size_experiment_1,1,f,27,2,83,probe,0,36,-70,12,-133,norm,10,-63,60.814688467,j,1054.86152694,1,1,84,207
set_size_experiment_1,1,f,27,2,83,probe,1,36,-70,9,-145,norm,10,-75,60.814688467,i,498.749945313,1,1,84,208
set_size_experiment_1,1,f,27,2,84,prime,0,8,-127,2,-54,norm,15,73,17.655080524,j,1025.12150444,1,1,85,209
set_size_experiment_1,1,f,27,2,84,prime,1,8,-114,2,-54,norm,15,60,30.655080524,j,534.616895951,1,1,85,210
set_size_experiment_1,1,f,27,2,84,prime,2,8,-143,6,-54,norm,15,89,1.65508052399997,j,1182.58470204,1,1,85,211
set_size_experiment_1,1,f,27,2,84,prime,3,8,-164,6,-54,norm,15,-70,-19.344919476,j,557.701529004,1,1,85,212
set_size_experiment_1,1,f,27,2,85,probe,0,36,-18,14,-116,norm,10,82,36.128740425,j,672.048924491,1,1,86,213
