trial_id,Subject,block_n,Trial,set_size,correctResponse,condition,keyResponse,acc,RT
1,1,1,1,5,0,4 distractors,0,1,2149
2,1,1,2,5,1,4 distractors,1,1,1160
3,1,1,3,21,1,4 distractors,1,1,1907
4,1,1,4,17,1,8 distractors,1,1,1333
5,1,1,5,17,1,8 distractors,1,1,1233
6,1,1,6,37,1,8 distractors,1,1,1024
7,1,1,7,33,0,4 distractors,0,1,1027
8,1,1,8,21,0,4 distractors,0,1,1257
9,1,1,9,33,0,4 distractors,0,1,1063
10,1,1,10,13,0,8 distractors,0,1,2237
11,1,1,11,13,0,8 distractors,0,1,1243
12,1,1,12,37,0,8 distractors,0,1,2686
13,1,1,13,37,1,8 distractors,1,1,2957
14,1,1,14,37,0,8 distractors,0,1,827
15,1,1,15,25,0,8 distractors,0,1,1622
16,1,1,16,33,0,4 distractors,0,1,1153
17,1,1,17,9,1,8 distractors,1,1,3309
18,1,1,18,9,0,4 distractors,0,1,1131
19,1,1,19,9,1,4 distractors,1,1,701
20,1,1,20,9,0,8 distractors,0,1,1555
21,1,1,21,5,1,4 distractors,1,1,1257
22,1,1,22,13,0,8 distractors,0,0,1764
23,1,1,23,17,1,8 distractors,1,1,734
24,1,1,24,9,0,4 distractors,0,1,794
25,1,1,25,9,0,4 distractors,0,1,937
26,1,1,26,9,1,4 distractors,1,1,769
27,1,1,27,21,1,4 distractors,1,1,512
28,1,1,28,9,1,8 distractors,1,1,1332
29,1,1,29,9,0,4 distractors,0,1,873
30,1,1,30,5,1,4 distractors,1,1,476
31,1,1,31,13,1,4 distractors,1,1,1161
32,1,1,32,21,1,4 distractors,1,1,1218
33,1,1,33,9,0,4 distractors,0,1,1225
34,1,1,34,9,1,8 distractors,1,1,2043
35,1,1,35,5,0,4 distractors,0,1,1003
36,1,1,36,9,0,4 distractors,0,1,1103
37,1,1,37,9,1,8 distractors,1,1,921
38,1,1,38,25,1,8 distractors,1,1,1156
39,1,1,39,25,1,8 distractors,1,1,1837
40,1,1,40,25,0,8 distractors,0,1,1129
41,1,1,41,33,1,4 distractors,1,1,793
42,1,1,42,21,1,4 distractors,1,1,651
43,1,1,43,13,0,4 distractors,0,1,1888
44,1,1,44,33,0,4 distractors,0,1,1013
45,1,1,45,9,0,4 distractors,0,1,893
46,1,1,46,17,1,8 distractors,1,1,1941
47,1,1,47,13,1,4 distractors,1,1,1380
48,1,1,48,13,0,8 distractors,0,1,1934
49,1,1,49,21,1,4 distractors,1,1,1107
50,1,1,50,21,1,4 distractors,1,1,1464
51,1,1,51,9,1,4 distractors,1,1,889
52,1,1,52,9,1,4 distractors,1,1,1556
53,1,1,53,37,1,8 distractors,1,1,1008
54,1,1,54,25,1,8 distractors,1,1,1059
55,1,1,55,13,1,8 distractors,1,1,1056
56,1,1,56,17,1,8 distractors,1,1,1066
57,1,1,57,5,1,4 distractors,1,1,985
58,1,1,58,17,1,8 distractors,1,1,836
59,1,1,59,33,1,4 distractors,1,1,1156
60,1,1,60,21,1,4 distractors,1,1,799
61,1,1,61,25,0,8 distractors,0,1,2583
62,1,1,62,5,0,4 distractors,0,1,939
63,1,1,63,21,0,4 distractors,0,1,1297
64,1,1,64,13,0,4 distractors,0,1,1059
65,1,1,65,13,0,4 distractors,0,1,1084
66,1,1,66,33,0,4 distractors,0,1,1430
67,1,1,67,37,0,8 distractors,0,1,1002
68,1,1,68,5,0,4 distractors,0,1,672
69,1,1,69,9,1,4 distractors,1,1,725
70,1,1,70,37,1,8 distractors,1,1,2416
71,1,1,71,17,0,8 distractors,0,1,1128
72,1,1,72,25,1,8 distractors,1,1,1984
73,1,1,73,33,1,4 distractors,1,1,1011
74,1,1,74,5,0,4 distractors,0,1,1014
75,1,1,75,21,1,4 distractors,1,1,1048
76,1,1,76,5,1,4 distractors,1,1,665
77,1,1,77,13,1,8 distractors,1,1,1851
78,1,1,78,13,1,8 distractors,1,1,1329
79,1,1,79,9,0,8 distractors,0,1,802
80,1,1,80,5,0,4 distractors,0,1,603
81,1,1,81,37,1,8 distractors,1,1,1738
82,1,1,82,13,1,4 distractors,1,1,938
83,1,1,83,13,0,8 distractors,0,1,1059
84,1,1,84,9,0,8 distractors,0,1,1881
85,1,1,85,25,0,8 distractors,0,1,1590
86,1,1,86,13,0,8 distractors,0,1,1075
87,1,1,87,25,0,8 distractors,0,1,1024
88,1,1,88,5,0,4 distractors,0,1,1024
89,1,1,89,33,1,4 distractors,1,1,843
90,1,1,90,9,0,4 distractors,0,1,797
91,1,1,91,5,1,4 distractors,1,1,817
92,1,1,92,25,1,8 distractors,1,1,1372
93,1,1,93,25,1,8 distractors,1,1,838
94,1,1,94,13,0,8 distractors,0,1,2118
95,1,1,95,9,0,8 distractors,0,1,2190
96,1,1,96,9,0,4 distractors,0,1,906
97,1,1,97,21,1,4 distractors,1,1,606
98,1,1,98,9,0,4 distractors,0,1,605
99,1,1,99,37,0,8 distractors,0,1,2106
100,1,1,100,17,0,8 distractors,0,1,701
101,1,1,101,25,1,8 distractors,1,1,734
102,1,1,102,13,0,8 distractors,0,1,875
103,1,1,103,17,1,8 distractors,1,1,1271
104,1,1,104,37,1,8 distractors,1,1,1159
105,1,1,105,9,0,4 distractors,0,1,568
106,1,1,106,25,0,8 distractors,0,1,2123
107,1,1,107,13,1,8 distractors,1,1,501
108,1,1,108,33,1,4 distractors,1,1,1547
109,1,1,109,5,0,4 distractors,0,1,820
110,1,1,110,37,1,8 distractors,1,1,1041
111,1,1,111,9,1,8 distractors,1,1,876
112,1,1,112,17,1,8 distractors,1,1,1387
113,1,1,113,5,1,4 distractors,1,1,556
114,1,1,114,21,1,4 distractors,1,1,726
115,1,1,115,17,0,8 distractors,0,1,1632
116,1,1,116,13,1,4 distractors,1,1,737
117,1,1,117,17,0,8 distractors,0,1,1143
118,1,1,118,9,0,8 distractors,0,1,1406
119,1,1,119,33,0,4 distractors,0,1,893
120,1,1,120,33,1,4 distractors,1,1,863
121,1,1,121,33,1,4 distractors,1,1,885
122,1,1,122,13,1,8 distractors,1,1,951
123,1,1,123,9,1,8 distractors,1,1,2487
124,1,1,124,5,1,4 distractors,1,1,1178
125,1,1,125,25,1,8 distractors,1,1,1078
126,1,1,126,25,1,8 distractors,1,1,1864
127,1,1,127,21,1,4 distractors,1,1,1176
128,1,1,128,9,1,4 distractors,1,1,816
129,1,1,129,9,1,8 distractors,1,1,1076
130,1,1,130,17,1,8 distractors,1,1,821
131,1,1,131,37,1,8 distractors,1,1,563
132,1,1,132,21,0,4 distractors,0,1,1041
133,1,1,133,13,1,4 distractors,1,1,510
134,1,1,134,25,1,8 distractors,1,1,1037
135,1,1,135,37,1,8 distractors,1,1,992
136,1,1,136,33,0,4 distractors,0,1,1118
137,1,1,137,5,0,4 distractors,0,1,862
138,1,1,138,5,0,4 distractors,0,1,666
139,1,1,139,13,1,4 distractors,1,1,748
140,1,1,140,9,1,8 distractors,1,1,546
141,1,1,141,13,1,4 distractors,1,1,988
142,1,1,142,13,0,8 distractors,0,1,980
143,1,1,143,17,1,8 distractors,1,1,1450
144,1,1,144,25,1,8 distractors,1,1,641
145,1,1,145,33,1,4 distractors,1,1,1287
146,1,1,146,5,1,4 distractors,1,1,772
147,1,1,147,33,1,4 distractors,1,1,909
148,1,1,148,13,0,8 distractors,0,1,1745
149,1,1,149,13,0,8 distractors,0,1,648
150,1,1,150,13,0,8 distractors,0,1,612
151,1,1,151,9,0,4 distractors,0,1,1030
152,1,1,152,25,1,8 distractors,1,1,857
153,1,1,153,13,0,4 distractors,0,1,656
154,1,1,154,17,0,8 distractors,0,0,887
155,1,1,155,37,1,8 distractors,1,1,1379
156,1,1,156,13,1,4 distractors,1,1,580
157,1,1,157,9,0,4 distractors,0,1,1534
158,1,1,158,37,1,8 distractors,1,1,2235
159,1,1,159,9,1,8 distractors,1,1,805
160,1,1,160,33,0,4 distractors,0,1,1078
161,1,1,161,25,0,8 distractors,0,1,870
162,1,1,162,25,0,8 distractors,0,1,924
163,1,1,163,5,0,4 distractors,0,0,603
164,1,1,164,5,0,4 distractors,0,1,758
165,1,1,165,9,0,8 distractors,0,1,879
166,1,1,166,13,1,4 distractors,1,1,987
167,1,1,167,21,1,4 distractors,1,1,682
168,1,1,168,5,1,4 distractors,1,1,816
169,1,1,169,9,0,8 distractors,0,1,1003
170,1,1,170,25,1,8 distractors,1,1,911
171,1,1,171,13,0,8 distractors,0,1,1147
172,1,1,172,21,0,4 distractors,0,1,831
173,1,1,173,9,1,4 distractors,1,1,715
174,1,1,174,37,0,8 distractors,0,1,816
175,1,1,175,5,1,4 distractors,1,1,591
176,1,1,176,17,1,8 distractors,1,1,1163
177,1,1,177,25,0,8 distractors,0,1,638
178,1,1,178,5,0,4 distractors,0,1,896
179,1,1,179,13,1,4 distractors,1,1,823
180,1,1,180,25,0,8 distractors,0,1,1008
181,1,1,181,13,0,8 distractors,0,1,647
182,1,1,182,21,1,4 distractors,1,1,753
183,1,1,183,21,0,4 distractors,0,1,1193
184,1,1,184,37,1,8 distractors,1,1,1059
185,1,1,185,37,1,8 distractors,1,1,689
186,1,1,186,13,0,4 distractors,0,1,994
187,1,1,187,33,0,4 distractors,0,1,900
188,1,1,188,21,0,4 distractors,0,1,854
189,1,1,189,33,0,4 distractors,0,1,585
190,1,1,190,9,0,4 distractors,0,1,455
191,1,1,191,13,1,8 distractors,1,1,849
192,1,1,192,33,1,4 distractors,1,1,751
193,1,1,193,13,1,8 distractors,1,1,1373
194,1,1,194,33,0,4 distractors,0,1,874
195,1,1,195,9,0,8 distractors,0,1,1058
196,1,1,196,9,1,8 distractors,1,1,613
197,1,1,197,13,1,8 distractors,1,1,1861
198,1,1,198,17,0,8 distractors,0,1,2511
199,1,1,199,21,0,4 distractors,0,1,837
200,1,1,200,25,1,8 distractors,1,1,1185
201,1,1,201,25,0,8 distractors,0,1,1625
202,1,1,202,9,0,8 distractors,0,1,1414
203,1,1,203,9,0,8 distractors,0,1,1188
204,1,1,204,9,0,8 distractors,0,1,776
205,1,1,205,17,0,8 distractors,0,1,901
206,1,1,206,9,0,8 distractors,0,1,1510
207,1,1,207,33,1,4 distractors,1,1,589
208,1,1,208,9,1,4 distractors,1,1,768
209,1,1,209,9,1,4 distractors,1,1,1029
210,1,1,210,9,0,4 distractors,0,1,562
211,1,1,211,13,0,8 distractors,0,1,846
212,1,1,212,13,0,4 distractors,0,1,1369
213,1,1,213,37,0,8 distractors,0,1,652
214,1,1,214,37,0,8 distractors,0,1,1030
215,1,1,215,21,0,4 distractors,0,1,1125
216,1,1,216,21,0,4 distractors,0,1,961
217,1,1,217,37,0,8 distractors,0,1,903
218,1,1,218,33,1,4 distractors,1,1,1460
219,1,1,219,9,0,4 distractors,0,1,1293
220,1,1,220,9,1,4 distractors,1,1,1180
221,1,1,221,33,0,4 distractors,0,1,1337
222,1,1,222,21,0,4 distractors,0,1,609
223,1,1,223,5,1,4 distractors,1,1,585
224,1,1,224,13,1,8 distractors,1,1,652
225,1,1,225,5,1,4 distractors,1,1,601
226,1,1,226,9,0,8 distractors,0,1,542
227,1,1,227,25,0,8 distractors,0,1,1205
228,1,1,228,13,0,4 distractors,0,1,782
229,1,1,229,13,1,8 distractors,1,1,863
230,1,1,230,13,1,4 distractors,1,1,541
231,1,1,231,37,1,8 distractors,1,1,673
232,1,1,232,17,1,8 distractors,1,1,1991
233,1,1,233,9,0,4 distractors,0,1,634
234,1,1,234,21,1,4 distractors,1,1,746
235,1,1,235,33,0,4 distractors,0,1,742
236,1,1,236,37,1,8 distractors,1,1,1568
237,1,1,237,5,1,4 distractors,1,1,604
238,1,1,238,21,1,4 distractors,1,1,1143
239,1,1,239,21,1,4 distractors,1,1,607
240,1,1,240,9,0,8 distractors,0,1,790
241,1,1,241,17,1,8 distractors,1,1,681
242,1,1,242,21,1,4 distractors,1,1,632
243,1,1,243,13,1,8 distractors,1,1,1298
244,1,1,244,37,0,8 distractors,0,1,1350
245,1,1,245,17,1,8 distractors,1,1,738
246,1,1,246,9,1,4 distractors,1,1,1110
247,1,1,247,13,0,8 distractors,0,1,1870
248,1,1,248,37,0,8 distractors,0,1,1028
249,1,1,249,5,0,4 distractors,0,1,834
250,1,1,250,25,1,8 distractors,1,1,1046
251,1,1,251,37,0,8 distractors,0,1,1478
252,1,1,252,5,1,4 distractors,1,1,1004
253,1,1,253,25,0,8 distractors,0,1,1595
254,1,1,254,13,1,4 distractors,1,1,1152
255,1,1,255,25,0,8 distractors,0,1,1537
256,1,1,256,33,1,4 distractors,1,1,1234
257,1,1,257,13,1,4 distractors,1,1,1222
258,1,1,258,17,0,8 distractors,0,1,764
259,1,1,259,9,0,8 distractors,0,1,1868
260,1,1,260,13,1,8 distractors,1,1,839
261,1,1,261,9,0,8 distractors,0,1,1006
262,1,1,262,5,1,4 distractors,1,1,964
263,1,1,263,9,1,8 distractors,1,1,1016
264,1,1,264,5,0,4 distractors,0,1,1138
265,1,1,265,9,1,8 distractors,1,1,759
266,1,1,266,13,0,8 distractors,0,1,1094
267,1,1,267,33,1,4 distractors,1,1,593
268,1,1,268,25,1,8 distractors,1,1,1033
269,1,1,269,25,0,8 distractors,0,1,1479
270,1,1,270,9,1,4 distractors,1,1,549
271,1,1,271,33,1,4 distractors,1,1,569
272,1,1,272,17,1,8 distractors,1,1,907
273,1,1,273,5,0,4 distractors,0,1,668
274,1,1,274,9,1,8 distractors,1,1,1145
275,1,1,275,17,0,8 distractors,0,1,1253
276,1,1,276,17,1,8 distractors,1,1,1710
277,1,1,277,33,0,4 distractors,0,1,616
278,1,1,278,13,0,4 distractors,0,1,1276
279,1,1,279,17,0,8 distractors,0,1,1334
280,1,1,280,25,0,8 distractors,0,1,761
281,1,1,281,21,1,4 distractors,1,1,622
282,1,1,282,9,0,4 distractors,0,1,734
283,1,1,283,25,0,8 distractors,0,1,2778
284,1,1,284,9,0,8 distractors,0,1,915
285,1,1,285,9,0,8 distractors,0,1,1458
286,1,1,286,37,1,8 distractors,1,1,1153
287,1,1,287,17,1,8 distractors,1,1,2103
288,1,1,288,13,1,4 distractors,1,1,922
289,1,1,289,25,0,8 distractors,0,1,1029
290,1,1,290,5,0,4 distractors,0,1,878
291,1,1,291,17,1,8 distractors,1,1,560
292,1,1,292,9,0,8 distractors,0,1,764
293,1,1,293,37,1,8 distractors,1,1,1312
294,1,1,294,9,1,4 distractors,1,1,875
295,1,1,295,37,1,8 distractors,1,1,1057
296,1,1,296,9,1,8 distractors,1,1,2410
297,1,1,297,9,0,4 distractors,0,1,1443
298,1,1,298,21,0,4 distractors,0,1,1044
299,1,1,299,9,1,4 distractors,1,1,1028
300,1,1,300,17,0,8 distractors,0,1,1265
301,1,1,301,5,0,4 distractors,0,1,1238
302,1,1,302,17,1,8 distractors,1,1,1111
303,1,1,303,13,0,4 distractors,0,1,886
304,1,1,304,13,1,4 distractors,1,1,819
305,1,1,305,17,0,8 distractors,0,1,755
306,1,1,306,9,0,4 distractors,0,1,736
307,1,1,307,17,0,8 distractors,0,1,716
308,1,1,308,25,0,8 distractors,0,1,1563
309,1,1,309,13,1,4 distractors,1,1,758
310,1,1,310,33,0,4 distractors,0,1,687
311,1,1,311,37,0,8 distractors,0,1,1132
312,1,1,312,33,0,4 distractors,0,1,679
313,1,1,313,37,0,8 distractors,0,1,1161
314,1,1,314,33,1,4 distractors,1,1,691
315,1,1,315,37,1,8 distractors,1,1,1155
316,1,1,316,21,1,4 distractors,1,1,814
317,1,1,317,25,0,8 distractors,0,1,2393
318,1,1,318,9,1,4 distractors,1,1,1092
319,1,1,319,37,0,8 distractors,0,1,1523
320,1,1,320,33,1,4 distractors,1,1,1376
321,1,1,321,25,0,8 distractors,0,1,1012
322,1,1,322,13,0,8 distractors,0,1,1134
323,1,1,323,17,0,8 distractors,0,1,1256
324,1,1,324,21,0,4 distractors,0,1,977
325,1,1,325,17,1,8 distractors,1,1,655
326,1,1,326,37,0,8 distractors,0,1,675
327,1,1,327,13,1,8 distractors,1,1,891
328,1,1,328,17,1,8 distractors,1,1,976
329,1,1,329,9,0,8 distractors,0,1,883
330,1,1,330,5,1,4 distractors,1,1,825
331,1,1,331,21,0,4 distractors,0,1,640
332,1,1,332,13,1,4 distractors,1,1,396
333,1,1,333,5,1,4 distractors,1,1,900
334,1,1,334,9,0,4 distractors,0,1,487
335,1,1,335,21,0,4 distractors,0,0,623
336,1,1,336,37,0,8 distractors,0,1,1248
337,1,1,337,37,1,8 distractors,1,1,1364
338,1,1,338,13,0,4 distractors,0,1,844
339,1,1,339,13,1,4 distractors,1,1,696
340,1,1,340,5,0,4 distractors,0,1,677
341,1,1,341,33,0,4 distractors,0,1,833
342,1,1,342,13,1,4 distractors,1,1,868
343,1,1,343,17,0,8 distractors,0,1,1583
344,1,1,344,17,0,8 distractors,0,1,611
345,1,1,345,13,0,4 distractors,0,1,766
346,1,1,346,25,1,8 distractors,1,1,1830
347,1,1,347,5,0,4 distractors,0,1,549
348,1,1,348,37,1,8 distractors,1,1,927
349,1,1,349,9,1,4 distractors,1,1,568
350,1,1,350,13,1,4 distractors,1,1,892
351,1,1,351,5,0,4 distractors,0,1,1015
352,1,1,352,33,0,4 distractors,0,1,918
353,1,1,353,13,0,4 distractors,0,1,658
354,1,1,354,33,0,4 distractors,0,1,631
355,1,1,355,5,1,4 distractors,1,1,574
356,1,1,356,13,1,4 distractors,1,1,673
357,1,1,357,9,1,8 distractors,1,1,771
358,1,1,358,13,1,8 distractors,1,1,1886
359,1,1,359,33,0,4 distractors,0,1,1051
360,1,1,360,5,1,4 distractors,1,1,544
361,1,1,361,9,1,8 distractors,1,1,1070
362,1,1,362,33,1,4 distractors,1,1,1279
363,1,1,363,21,0,4 distractors,0,1,744
364,1,1,364,33,0,4 distractors,0,1,710
365,1,1,365,37,1,8 distractors,1,1,1132
366,1,1,366,33,0,4 distractors,0,1,667
367,1,1,367,37,0,8 distractors,0,1,606
368,1,1,368,13,1,4 distractors,1,1,1046
369,1,1,369,13,0,4 distractors,0,1,1120
370,1,1,370,9,1,4 distractors,1,1,878
371,1,1,371,17,0,8 distractors,0,1,1719
372,1,1,372,9,1,4 distractors,1,1,626
373,1,1,373,17,0,8 distractors,0,1,631
374,1,1,374,25,1,8 distractors,1,1,1464
375,1,1,375,25,0,8 distractors,0,1,1962
376,1,1,376,37,1,8 distractors,1,1,893
377,1,1,377,37,1,8 distractors,1,1,912
378,1,1,378,25,1,8 distractors,1,1,705
379,1,1,379,33,1,4 distractors,1,1,870
380,1,1,380,13,1,4 distractors,1,1,765
381,1,1,381,9,0,8 distractors,0,1,910
382,1,1,382,21,0,4 distractors,0,1,746
383,1,1,383,17,0,8 distractors,0,1,1495
384,1,1,384,13,1,8 distractors,1,1,992
385,1,1,385,33,1,4 distractors,1,1,793
386,1,1,386,13,0,4 distractors,0,1,837
387,1,1,387,9,0,8 distractors,0,1,1335
388,1,1,388,33,1,4 distractors,1,1,665
389,1,1,389,13,0,4 distractors,0,1,760
390,1,1,390,5,0,4 distractors,0,1,530
391,1,1,391,33,1,4 distractors,1,1,627
392,1,1,392,17,0,8 distractors,0,1,1017
393,1,1,393,17,0,8 distractors,0,1,1252
394,1,1,394,25,0,8 distractors,0,1,962
395,1,1,395,21,1,4 distractors,1,1,575
396,1,1,396,9,1,8 distractors,1,1,801
397,1,1,397,13,0,8 distractors,0,1,825
398,1,1,398,33,0,4 distractors,0,1,997
399,1,1,399,21,0,4 distractors,0,1,619
400,1,1,400,21,0,4 distractors,0,1,1055
401,1,1,401,13,0,8 distractors,0,1,1853
402,1,1,402,21,1,4 distractors,1,1,1207
403,1,1,403,5,0,4 distractors,0,1,751
404,1,1,404,13,0,8 distractors,0,1,856
405,1,1,405,9,0,4 distractors,0,1,598
406,1,1,406,9,1,8 distractors,1,1,833
407,1,1,407,13,0,4 distractors,0,1,740
408,1,1,408,33,1,4 distractors,1,1,1035
409,1,1,409,13,0,4 distractors,0,1,569
410,1,1,410,5,0,4 distractors,0,0,603
411,1,1,411,33,1,4 distractors,1,1,926
412,1,1,412,37,0,8 distractors,0,1,1428
413,1,1,413,9,1,8 distractors,1,1,876
414,1,1,414,9,0,8 distractors,0,1,551
415,1,1,415,17,0,8 distractors,0,1,819
416,1,1,416,33,0,4 distractors,0,1,673
417,1,1,417,13,1,4 distractors,1,1,857
418,1,1,418,17,1,8 distractors,1,1,1166
419,1,1,419,9,1,8 distractors,1,1,1746
420,1,1,420,37,0,8 distractors,0,1,1001
421,1,1,421,37,1,8 distractors,1,1,695
422,1,1,422,25,1,8 distractors,1,1,1253
423,1,1,423,37,0,8 distractors,0,1,1135
424,1,1,424,13,1,8 distractors,1,1,520
425,1,1,425,21,1,4 distractors,1,1,938
426,1,1,426,13,1,4 distractors,1,1,948
427,1,1,427,21,0,4 distractors,0,1,809
428,1,1,428,13,1,4 distractors,1,1,1149
429,1,1,429,25,0,8 distractors,0,0,904
430,1,1,430,9,0,4 distractors,0,1,775
431,1,1,431,9,0,8 distractors,0,1,771
432,1,1,432,9,1,8 distractors,1,1,2187
433,1,1,433,33,1,4 distractors,1,1,786
434,1,1,434,13,0,8 distractors,0,1,844
435,1,1,435,13,1,8 distractors,1,1,1334
436,1,1,436,17,0,8 distractors,0,1,780
437,1,1,437,9,1,8 distractors,1,1,666
438,1,1,438,13,0,4 distractors,0,1,1048
439,1,1,439,13,1,8 distractors,1,1,1496
440,1,1,440,5,0,4 distractors,0,1,596
441,1,1,441,21,1,4 distractors,1,1,671
442,1,1,442,21,1,4 distractors,1,1,550
443,1,1,443,21,1,4 distractors,1,1,522
444,1,1,444,33,0,4 distractors,0,1,487
445,1,1,445,17,1,8 distractors,1,1,767
446,1,1,446,9,0,4 distractors,0,1,634
447,1,1,447,13,1,8 distractors,1,1,1044
448,1,1,448,33,1,4 distractors,1,1,801
449,1,1,449,5,1,4 distractors,1,1,1197
450,1,1,450,17,1,8 distractors,1,1,1517
451,1,1,451,13,0,8 distractors,0,1,1544
452,1,1,452,37,1,8 distractors,1,1,741
453,1,1,453,37,0,8 distractors,0,1,1390
454,1,1,454,13,0,4 distractors,0,1,943
455,1,1,455,21,0,4 distractors,0,1,783
456,1,1,456,25,1,8 distractors,1,1,907
457,1,1,457,5,0,4 distractors,0,1,741
458,1,1,458,25,1,8 distractors,1,1,1586
459,1,1,459,21,0,4 distractors,0,1,819
460,1,1,460,25,1,8 distractors,1,1,1242
461,1,1,461,21,1,4 distractors,1,1,1961
462,1,1,462,17,0,8 distractors,0,1,603
463,1,1,463,13,0,4 distractors,0,1,873
464,1,1,464,9,1,4 distractors,1,1,808
465,1,1,465,13,0,8 distractors,0,1,1514
466,1,1,466,17,1,8 distractors,1,1,717
467,1,1,467,21,1,4 distractors,1,1,690
468,1,1,468,9,1,8 distractors,1,1,758
469,1,1,469,9,1,4 distractors,1,1,1011
470,1,1,470,13,0,4 distractors,0,1,532
471,1,1,471,13,0,4 distractors,0,1,686
472,1,1,472,37,1,8 distractors,1,1,1368
473,1,1,473,21,0,4 distractors,0,1,1425
474,1,1,474,25,0,8 distractors,0,1,946
475,1,1,475,37,0,8 distractors,0,1,1136
476,1,1,476,9,1,4 distractors,1,1,765
477,1,1,477,33,1,4 distractors,1,1,572
478,1,1,478,5,0,4 distractors,0,1,473
479,1,1,479,9,0,4 distractors,0,1,560
480,1,1,480,5,1,4 distractors,1,1,897
481,1,1,481,9,0,4 distractors,0,1,1070
482,1,1,482,33,0,4 distractors,0,1,1132
483,1,1,483,9,0,4 distractors,0,1,1257
484,1,1,484,21,0,4 distractors,0,1,964
485,1,1,485,13,1,8 distractors,1,1,1183
486,1,1,486,5,0,4 distractors,0,1,622
487,1,1,487,9,1,4 distractors,1,0,626
488,1,1,488,13,1,4 distractors,1,1,807
489,1,1,489,37,1,8 distractors,1,1,1964
490,1,1,490,13,0,4 distractors,0,1,1682
491,1,1,491,9,1,4 distractors,1,1,1150
492,1,1,492,13,1,8 distractors,1,1,1011
493,1,1,493,37,0,8 distractors,0,1,1224
494,1,1,494,9,0,8 distractors,0,1,886
495,1,1,495,9,0,4 distractors,0,1,544
496,1,1,496,9,1,4 distractors,1,1,1946
497,1,1,497,13,0,8 distractors,0,1,1188
498,1,1,498,13,1,8 distractors,1,1,2248
499,1,1,499,13,1,8 distractors,1,1,1896
500,1,1,500,9,0,4 distractors,0,1,470
501,1,1,501,25,0,8 distractors,0,1,1594
502,1,1,502,37,0,8 distractors,0,1,2416
503,1,1,503,13,0,8 distractors,0,1,2395
504,1,1,504,33,1,4 distractors,1,1,819
505,1,1,505,13,0,8 distractors,0,1,1426
506,1,1,506,25,1,8 distractors,1,1,1506
507,1,1,507,13,1,4 distractors,1,1,854
508,1,1,508,33,1,4 distractors,1,1,1199
509,1,1,509,9,1,4 distractors,1,1,1497
510,1,1,510,9,1,8 distractors,1,1,2025
511,1,1,511,9,1,8 distractors,1,1,1463
512,1,1,512,13,1,8 distractors,1,1,545
513,1,1,513,21,1,4 distractors,1,1,700
514,1,1,514,9,1,4 distractors,1,1,549
515,1,1,515,25,1,8 distractors,1,1,1669
516,1,1,516,13,1,8 distractors,1,1,1347
517,1,1,517,33,0,4 distractors,0,1,1038
518,1,1,518,25,1,8 distractors,1,1,784
519,1,1,519,25,1,8 distractors,1,1,737
520,1,1,520,13,0,4 distractors,0,1,631
521,1,1,521,9,0,8 distractors,0,1,2214
522,1,1,522,5,0,4 distractors,0,1,618
523,1,1,523,5,0,4 distractors,0,1,573
524,1,1,524,9,1,8 distractors,1,1,2231
525,1,1,525,13,0,4 distractors,0,1,733
526,1,1,526,9,0,4 distractors,0,1,1194
527,1,1,527,17,1,8 distractors,1,1,1170
528,1,1,528,13,0,4 distractors,0,1,996
529,1,1,529,21,0,4 distractors,0,1,716
530,1,1,530,21,0,4 distractors,0,1,900
531,1,1,531,13,0,8 distractors,0,1,1417
532,1,1,532,25,0,8 distractors,0,1,1612
533,1,1,533,21,1,4 distractors,1,1,755
534,1,1,534,9,1,8 distractors,1,1,2781
535,1,1,535,25,1,8 distractors,1,1,909
536,1,1,536,17,0,8 distractors,0,1,1108
537,1,1,537,13,0,4 distractors,0,1,1070
538,1,1,538,17,1,8 distractors,1,1,694
539,1,1,539,13,1,8 distractors,1,1,1046
540,1,1,540,17,1,8 distractors,1,1,710
541,1,1,541,37,0,8 distractors,0,1,1630
542,1,1,542,13,0,8 distractors,0,1,950
543,1,1,543,9,1,8 distractors,1,1,2247
544,1,1,544,33,0,4 distractors,0,1,719
545,1,1,545,17,0,8 distractors,0,1,941
546,1,1,546,9,1,4 distractors,1,1,880
547,1,1,547,25,0,8 distractors,0,1,1526
548,1,1,548,5,1,4 distractors,1,1,656
549,1,1,549,37,0,8 distractors,0,1,3517
550,1,1,550,37,1,8 distractors,1,1,1314
551,1,1,551,13,1,4 distractors,1,1,793
552,1,1,552,13,0,4 distractors,0,1,899
553,1,1,553,37,1,8 distractors,1,1,1273
554,1,1,554,5,1,4 distractors,1,1,706
555,1,1,555,9,0,8 distractors,0,1,812
556,1,1,556,13,1,4 distractors,1,1,1663
557,1,1,557,5,1,4 distractors,1,1,857
558,1,1,558,17,0,8 distractors,0,1,2841
559,1,1,559,5,1,4 distractors,1,1,838
560,1,1,560,25,0,8 distractors,0,1,1123
561,1,1,561,9,0,8 distractors,0,1,953
562,1,1,562,13,1,8 distractors,1,1,1665
563,1,1,563,17,1,8 distractors,1,1,1755
564,1,1,564,9,1,4 distractors,1,1,1071
565,1,1,565,33,1,4 distractors,1,1,864
566,1,1,566,5,1,4 distractors,1,1,799
567,1,1,567,37,0,8 distractors,0,1,1136
568,1,1,568,9,1,4 distractors,1,1,1141
569,1,1,569,21,0,4 distractors,0,1,1213
570,1,1,570,9,0,8 distractors,0,1,1711
