uidf,trial,age,usex,session,block,block_id,tid,response,rt,correct,target_color,target_sex,correctResponse
34,14,25,m,1,1,32,3115,5,715,1,b,f,5
34,15,25,m,1,1,32,3116,6,1258,1,b,f,6
34,16,25,m,1,1,32,3117,3,684,1,b,f,3
34,17,25,m,1,1,32,3118,6,1011,0,b,f,4
34,18,25,m,1,1,32,3119,8,1153,0,b,f,0
34,19,25,m,1,1,32,3120,1,362,1,b,f,1
34,20,25,m,1,1,32,3121,5,435,0,b,f,8
34,21,25,m,1,1,32,3122,2,766,0,b,f,3
34,22,25,m,1,1,32,3123,4,1030,0,b,f,6
34,23,25,m,1,1,32,3124,0,1068,1,b,f,0
34,24,25,m,1,1,32,3125,5,853,1,b,f,5
34,25,25,m,1,1,32,3126,0,655,1,b,f,0
34,26,25,m,1,1,32,3127,0,1823,0,b,f,8
34,27,25,m,1,1,32,3128,3,1537,1,b,f,3
34,28,25,m,1,1,32,3129,0,925,0,b,f,3
34,29,25,m,1,1,32,3130,1,2364,0,b,f,3
34,30,25,m,1,1,32,3131,0,1224,0,b,f,8
34,31,25,m,1,1,32,3132,7,493,1,b,f,7
34,32,25,m,1,1,32,3133,8,1492,0,b,f,2
34,33,25,m,1,1,32,3134,5,4696,1,b,f,5
34,34,25,m,1,1,32,3135,6,744,0,b,f,4
34,35,25,m,1,1,32,3136,1,867,1,b,f,1
34,36,25,m,1,1,32,3137,6,647,1,b,f,6
34,37,25,m,1,1,32,3138,5,290,1,b,f,5
34,38,25,m,1,1,32,3139,1,514,1,b,f,1
34,39,25,m,1,1,32,3140,3,796,0,b,f,4
34,40,25,m,1,1,32,3141,5,482,1,b,f,5
34,41,25,m,1,1,32,3142,8,1917,0,b,f,1
34,42,25,m,1,1,32,3143,1,1104,0,b,f,4
34,43,25,m,1,1,32,3144,5,941,1,b,f,5
34,44,25,m,1,1,32,3145,2,1039,1,b,f,2
34,45,25,m,1,1,32,3146,7,425,1,b,f,7
34,46,25,m,1,1,32,3147,2,1136,0,b,f,0
34,47,25,m,1,1,32,3148,2,551,1,b,f,2
34,48,25,m,1,1,32,3149,1,633,1,b,f,1
34,49,25,m,1,1,32,3150,5,1164,0,b,f,0
34,50,25,m,1,1,32,3151,0,920,0,b,f,8
34,51,25,m,1,1,32,3152,6,1331,1,b,f,6
34,52,25,m,1,1,32,3153,0,631,1,b,f,0
34,53,25,m,1,1,32,3154,0,644,1,b,f,0
34,54,25,m,1,1,32,3155,3,688,1,b,f,3
34,55,25,m,1,1,32,3156,8,1093,1,b,f,8
34,56,25,m,1,1,32,3157,6,627,1,b,f,6
34,57,25,m,1,1,32,3158,8,752,0,b,f,6
34,58,25,m,1,1,32,3159,0,453,1,b,f,0
34,59,25,m,1,1,32,3160,1,967,0,b,f,2
34,60,25,m,1,1,32,3161,4,1450,1,b,f,4
34,61,25,m,1,1,32,3162,8,702,1,b,f,8
34,62,25,m,1,1,32,3163,3,1046,1,b,f,3
34,63,25,m,1,1,32,3164,4,902,1,b,f,4
34,64,25,m,1,1,32,3165,1,1257,1,b,f,1
34,65,25,m,1,1,32,3166,4,836,0,b,f,2
34,66,25,m,1,1,32,3167,2,711,1,b,f,2
34,67,25,m,1,1,32,3168,0,520,0,b,f,8
34,68,25,m,1,1,32,3169,5,415,1,b,f,5
34,69,25,m,1,1,32,3170,5,714,0,b,f,2
34,70,25,m,1,1,32,3171,8,1104,1,b,f,8
34,71,25,m,1,1,32,3172,7,952,1,b,f,7
34,72,25,m,1,1,32,3173,4,400,1,b,f,4
34,73,25,m,1,1,32,3174,3,1201,0,b,f,1
34,74,25,m,1,1,32,3175,2,470,1,b,f,2
34,75,25,m,1,1,32,3176,5,652,1,b,f,5
34,76,25,m,1,1,32,3177,2,405,1,b,f,2
34,77,25,m,1,1,32,3178,0,788,0,b,f,1
34,78,25,m,1,1,32,3179,6,716,1,b,f,6
34,79,25,m,1,1,32,3180,1,434,1,b,f,1
34,80,25,m,1,1,32,3181,2,465,0,b,f,1
34,81,25,m,1,1,32,3182,4,617,1,b,f,4
34,82,25,m,1,1,32,3183,8,248,1,b,f,8
34,83,25,m,1,1,32,3184,5,300,1,b,f,5
34,84,25,m,1,1,32,3185,1,129,1,b,f,1
34,85,25,m,1,1,32,3186,4,783,0,b,f,1
34,86,25,m,1,1,32,3187,4,640,0,b,f,2
34,87,25,m,1,1,32,3188,3,162,1,b,f,3
34,88,25,m,1,1,32,3189,3,601,0,b,f,0
34,89,25,m,1,1,32,3190,7,433,1,b,f,7
34,90,25,m,1,1,32,3191,5,1126,1,b,f,5
34,91,25,m,1,1,32,3192,4,670,1,b,f,4
34,92,25,m,1,1,32,3193,5,878,0,b,f,1
34,93,25,m,1,1,32,3194,5,746,1,b,f,5
34,94,25,m,1,1,32,3195,2,973,0,b,f,0
34,95,25,m,1,1,32,3196,1,399,1,b,f,1
34,96,25,m,1,1,32,3197,3,723,0,b,f,2
34,97,25,m,1,1,32,3198,0,1068,0,b,f,2
34,98,25,m,1,1,32,3199,6,2064,0,b,f,8
34,99,25,m,1,1,32,3200,4,621,1,b,f,4
35,0,21,f,1,1,33,3201,1,2590,0,y,f,7
35,1,21,f,1,1,33,3202,5,894,1,y,f,5
35,2,21,f,1,1,33,3203,7,2189,0,y,f,1
35,3,21,f,1,1,33,3204,3,1022,1,y,f,3
35,4,21,f,1,1,33,3205,4,733,1,y,f,4
35,5,21,f,1,1,33,3206,8,1034,1,y,f,8
35,6,21,f,1,1,33,3207,7,1391,0,y,f,0
35,7,21,f,1,1,33,3208,6,917,1,y,f,6
35,8,21,f,1,1,33,3209,1,822,0,y,f,5
35,9,21,f,1,1,33,3210,0,499,1,y,f,0
35,10,21,f,1,1,33,3211,1,969,1,y,f,1
35,11,21,f,1,1,33,3212,0,1011,0,y,f,1
35,12,21,f,1,1,33,3213,8,716,0,y,f,4
35,13,21,f,1,1,33,3214,6,1021,0,y,f,7
35,14,21,f,1,1,33,3215,4,467,1,y,f,4
35,15,21,f,1,1,33,3216,0,604,0,y,f,4
35,16,21,f,1,1,33,3217,6,731,1,y,f,6
35,17,21,f,1,1,33,3218,2,432,1,y,f,2
35,18,21,f,1,1,33,3219,7,539,1,y,f,7
35,19,21,f,1,1,33,3220,7,607,0,y,f,6
35,20,21,f,1,1,33,3221,2,640,0,y,f,5
35,21,21,f,1,1,33,3222,8,448,1,y,f,8
35,22,21,f,1,1,33,3223,6,546,0,y,f,3
35,23,21,f,1,1,33,3224,5,715,1,y,f,5
35,24,21,f,1,1,33,3225,8,967,0,y,f,3
35,25,21,f,1,1,33,3226,1,1030,0,y,f,3
35,26,21,f,1,1,33,3227,5,388,1,y,f,5
35,27,21,f,1,1,33,3228,0,588,0,y,f,6
35,28,21,f,1,1,33,3229,4,473,1,y,f,4
35,29,21,f,1,1,33,3230,0,483,1,y,f,0
35,30,21,f,1,1,33,3231,6,542,1,y,f,6
35,31,21,f,1,1,33,3232,8,521,0,y,f,4
35,32,21,f,1,1,33,3233,8,694,0,y,f,6
35,33,21,f,1,1,33,3234,0,981,0,y,f,2
35,34,21,f,1,1,33,3235,7,1528,1,y,f,7
35,35,21,f,1,1,33,3236,1,533,1,y,f,1
35,36,21,f,1,1,33,3237,7,770,0,y,f,4
35,37,21,f,1,1,33,3238,6,495,0,y,f,2
35,38,21,f,1,1,33,3239,7,524,1,y,f,7
35,39,21,f,1,1,33,3240,0,398,0,y,f,7
35,40,21,f,1,1,33,3241,6,1071,1,y,f,6
35,41,21,f,1,1,33,3242,6,701,1,y,f,6
35,42,21,f,1,1,33,3243,3,917,1,y,f,3
35,43,21,f,1,1,33,3244,8,434,1,y,f,8
35,44,21,f,1,1,33,3245,7,499,1,y,f,7
35,45,21,f,1,1,33,3246,4,757,0,y,f,1
35,46,21,f,1,1,33,3247,6,785,0,y,f,5
35,47,21,f,1,1,33,3248,2,977,1,y,f,2
35,48,21,f,1,1,33,3249,4,640,1,y,f,4
35,49,21,f,1,1,33,3250,4,269,1,y,f,4
35,50,21,f,1,1,33,3251,4,395,1,y,f,4
35,51,21,f,1,1,33,3252,3,170,1,y,f,3
35,52,21,f,1,1,33,3253,4,362,1,y,f,4
35,53,21,f,1,1,33,3254,2,778,0,y,f,3
35,54,21,f,1,1,33,3255,7,559,0,y,f,2
35,55,21,f,1,1,33,3256,6,738,0,y,f,2
35,56,21,f,1,1,33,3257,0,503,0,y,f,1
35,57,21,f,1,1,33,3258,1,1138,0,y,f,6
35,58,21,f,1,1,33,3259,0,1122,0,y,f,5
35,59,21,f,1,1,33,3260,7,795,0,y,f,5
35,60,21,f,1,1,33,3261,3,1009,1,y,f,3
35,61,21,f,1,1,33,3262,5,625,0,y,f,7
35,62,21,f,1,1,33,3263,7,725,0,y,f,0
35,63,21,f,1,1,33,3264,4,273,1,y,f,4
35,64,21,f,1,1,33,3265,1,618,1,y,f,1
35,65,21,f,1,1,33,3266,2,541,0,y,f,0
35,66,21,f,1,1,33,3267,2,365,1,y,f,2
35,67,21,f,1,1,33,3268,7,566,0,y,f,1
35,68,21,f,1,1,33,3269,4,366,1,y,f,4
35,69,21,f,1,1,33,3270,0,430,1,y,f,0
35,70,21,f,1,1,33,3271,6,461,1,y,f,6
35,71,21,f,1,1,33,3272,8,616,1,y,f,8
35,72,21,f,1,1,33,3273,1,612,0,y,f,0
35,73,21,f,1,1,33,3274,1,686,1,y,f,1
35,74,21,f,1,1,33,3275,0,614,1,y,f,0
35,75,21,f,1,1,33,3276,1,595,1,y,f,1
35,76,21,f,1,1,33,3277,5,334,1,y,f,5
35,77,21,f,1,1,33,3278,1,943,0,y,f,5
35,78,21,f,1,1,33,3279,4,352,1,y,f,4
35,79,21,f,1,1,33,3280,5,1237,0,y,f,7
35,80,21,f,1,1,33,3281,8,737,1,y,f,8
35,81,21,f,1,1,33,3282,7,1173,1,y,f,7
35,82,21,f,1,1,33,3283,3,597,1,y,f,3
35,83,21,f,1,1,33,3284,0,524,0,y,f,7
35,84,21,f,1,1,33,3285,5,689,1,y,f,5
35,85,21,f,1,1,33,3286,6,925,0,y,f,3
35,86,21,f,1,1,33,3287,4,243,1,y,f,4
35,87,21,f,1,1,33,3288,0,641,0,y,f,7
35,88,21,f,1,1,33,3289,1,740,1,y,f,1
35,89,21,f,1,1,33,3290,8,547,0,y,f,3
35,90,21,f,1,1,33,3291,6,455,1,y,f,6
35,91,21,f,1,1,33,3292,0,447,1,y,f,0
35,92,21,f,1,1,33,3293,0,648,0,y,f,5
35,93,21,f,1,1,33,3294,5,670,0,y,f,8
35,94,21,f,1,1,33,3295,7,460,1,y,f,7
35,95,21,f,1,1,33,3296,3,476,1,y,f,3
35,96,21,f,1,1,33,3297,8,661,0,y,f,7
35,97,21,f,1,1,33,3298,5,1177,1,y,f,5
35,98,21,f,1,1,33,3299,7,491,1,y,f,7
35,99,21,f,1,1,33,3300,1,643,1,y,f,1
36,0,22,f,1,1,34,3301,1,5486,0,b,m,4
36,1,22,f,1,1,34,3302,6,999,1,b,m,6
36,2,22,f,1,1,34,3303,7,1173,1,b,m,7
36,3,22,f,1,1,34,3304,0,708,1,b,m,0
36,4,22,f,1,1,34,3305,8,1109,0,b,m,0
36,5,22,f,1,1,34,3306,8,407,0,b,m,7
36,6,22,f,1,1,34,3307,4,360,1,b,m,4
36,7,22,f,1,1,34,3308,7,624,0,b,m,8
36,8,22,f,1,1,34,3309,8,340,0,b,m,7
36,9,22,f,1,1,34,3310,7,558,1,b,m,7
36,10,22,f,1,1,34,3311,4,1602,0,b,m,3
36,11,22,f,1,1,34,3312,6,474,1,b,m,6
36,12,22,f,1,1,34,3313,0,1168,1,b,m,0
36,13,22,f,1,1,34,3314,7,230,1,b,m,7
36,14,22,f,1,1,34,3315,6,172,1,b,m,6
36,15,22,f,1,1,34,3316,8,600,1,b,m,8
36,16,22,f,1,1,34,3317,7,515,1,b,m,7
36,17,22,f,1,1,34,3318,8,368,1,b,m,8
36,18,22,f,1,1,34,3319,6,706,1,b,m,6
36,19,22,f,1,1,34,3320,0,1699,0,b,m,4
36,20,22,f,1,1,34,3321,8,532,1,b,m,8
36,21,22,f,1,1,34,3322,8,394,0,b,m,1
36,22,22,f,1,1,34,3323,2,559,1,b,m,2
36,23,22,f,1,1,34,3324,8,283,1,b,m,8
36,24,22,f,1,1,34,3325,0,447,0,b,m,2
36,25,22,f,1,1,34,3326,8,320,1,b,m,8
36,26,22,f,1,1,34,3327,4,613,1,b,m,4
36,27,22,f,1,1,34,3328,6,731,0,b,m,0
36,28,22,f,1,1,34,3329,1,916,0,b,m,0
36,29,22,f,1,1,34,3330,4,441,1,b,m,4
36,30,22,f,1,1,34,3331,5,322,1,b,m,5
36,31,22,f,1,1,34,3332,5,61,0,b,m,4
36,32,22,f,1,1,34,3333,5,361,1,b,m,5
36,33,22,f,1,1,34,3334,4,381,1,b,m,4
36,34,22,f,1,1,34,3335,3,586,1,b,m,3
36,35,22,f,1,1,34,3336,8,1907,0,b,m,2
36,36,22,f,1,1,34,3337,6,118,1,b,m,6
36,37,22,f,1,1,34,3338,6,711,1,b,m,6
36,38,22,f,1,1,34,3339,7,1308,0,b,m,4
36,39,22,f,1,1,34,3340,0,571,0,b,m,4
36,40,22,f,1,1,34,3341,5,432,1,b,m,5
36,41,22,f,1,1,34,3342,5,5331,1,b,m,5
36,42,22,f,1,1,34,3343,5,337,1,b,m,5
36,43,22,f,1,1,34,3344,4,650,1,b,m,4
36,44,22,f,1,1,34,3345,6,3618,1,b,m,6
36,45,22,f,1,1,34,3346,8,3352,0,b,m,5
36,46,22,f,1,1,34,3347,5,237,1,b,m,5
36,47,22,f,1,1,34,3348,6,527,1,b,m,6
36,48,22,f,1,1,34,3349,2,822,1,b,m,2
36,49,22,f,1,1,34,3350,8,1069,1,b,m,8
36,50,22,f,1,1,34,3351,8,684,0,b,m,2
36,51,22,f,1,1,34,3352,1,2564,1,b,m,1
36,52,22,f,1,1,34,3353,2,660,1,b,m,2
36,53,22,f,1,1,34,3354,3,608,1,b,m,3
36,54,22,f,1,1,34,3355,0,449,1,b,m,0
36,55,22,f,1,1,34,3356,6,362,1,b,m,6
36,56,22,f,1,1,34,3357,1,539,1,b,m,1
36,57,22,f,1,1,34,3358,1,489,0,b,m,3
36,58,22,f,1,1,34,3359,8,412,1,b,m,8
36,59,22,f,1,1,34,3360,4,761,1,b,m,4
36,60,22,f,1,1,34,3361,1,820,1,b,m,1
36,61,22,f,1,1,34,3362,0,656,1,b,m,0
36,62,22,f,1,1,34,3363,6,560,1,b,m,6
36,63,22,f,1,1,34,3364,3,1834,0,b,m,1
36,64,22,f,1,1,34,3365,3,689,0,b,m,1
36,65,22,f,1,1,34,3366,1,445,1,b,m,1
36,66,22,f,1,1,34,3367,6,595,1,b,m,6
36,67,22,f,1,1,34,3368,6,771,0,b,m,1
36,68,22,f,1,1,34,3369,1,488,1,b,m,1
36,69,22,f,1,1,34,3370,0,1227,0,b,m,1
36,70,22,f,1,1,34,3371,4,1221,1,b,m,4
36,71,22,f,1,1,34,3372,2,792,1,b,m,2
36,72,22,f,1,1,34,3373,4,444,1,b,m,4
36,73,22,f,1,1,34,3374,6,923,0,b,m,2
36,74,22,f,1,1,34,3375,2,819,1,b,m,2
36,75,22,f,1,1,34,3376,4,508,1,b,m,4
36,76,22,f,1,1,34,3377,6,304,1,b,m,6
36,77,22,f,1,1,34,3378,5,202,1,b,m,5
36,78,22,f,1,1,34,3379,8,341,1,b,m,8
36,79,22,f,1,1,34,3380,0,423,1,b,m,0
36,80,22,f,1,1,34,3381,8,355,1,b,m,8
36,81,22,f,1,1,34,3382,8,564,1,b,m,8
36,82,22,f,1,1,34,3383,1,455,1,b,m,1
36,83,22,f,1,1,34,3384,2,816,0,b,m,1
36,84,22,f,1,1,34,3385,4,376,1,b,m,4
36,85,22,f,1,1,34,3386,5,256,1,b,m,5
36,86,22,f,1,1,34,3387,5,98,1,b,m,5
36,87,22,f,1,1,34,3388,3,518,1,b,m,3
36,88,22,f,1,1,34,3389,3,367,1,b,m,3
36,89,22,f,1,1,34,3390,5,313,1,b,m,5
36,90,22,f,1,1,34,3391,0,2801,1,b,m,0
36,91,22,f,1,1,34,3392,1,692,0,b,m,4
36,92,22,f,1,1,34,3393,8,508,0,b,m,3
36,93,22,f,1,1,34,3394,3,275,1,b,m,3
36,94,22,f,1,1,34,3395,5,1106,0,b,m,6
36,95,22,f,1,1,34,3396,1,977,1,b,m,1
36,96,22,f,1,1,34,3397,0,457,1,b,m,0
36,97,22,f,1,1,34,3398,1,538,1,b,m,1
36,98,22,f,1,1,34,3399,2,812,0,b,m,1
36,99,22,f,1,1,34,3400,7,445,1,b,m,7
37,0,20,f,1,1,35,3401,4,1506,1,y,m,4
37,1,20,f,1,1,35,3402,8,3045,0,y,m,1
37,2,20,f,1,1,35,3403,5,1372,1,y,m,5
37,3,20,f,1,1,35,3404,7,1646,1,y,m,7
37,4,20,f,1,1,35,3405,2,953,0,y,m,8
37,5,20,f,1,1,35,3406,1,1380,1,y,m,1
37,6,20,f,1,1,35,3407,5,770,0,y,m,7
37,7,20,f,1,1,35,3408,4,582,0,y,m,2
37,8,20,f,1,1,35,3409,1,1104,1,y,m,1
37,9,20,f,1,1,35,3410,8,732,0,y,m,3
37,10,20,f,1,1,35,3411,8,1195,0,y,m,4
37,11,20,f,1,1,35,3412,5,1495,1,y,m,5
37,12,20,f,1,1,35,3413,3,1167,0,y,m,0
37,13,20,f,1,1,35,3414,1,980,1,y,m,1
37,14,20,f,1,1,35,3415,5,1969,1,y,m,5
37,15,20,f,1,1,35,3416,4,1826,1,y,m,4
37,16,20,f,1,1,35,3417,2,1277,1,y,m,2
37,17,20,f,1,1,35,3418,3,1112,1,y,m,3
37,18,20,f,1,1,35,3419,3,1136,0,y,m,4
37,19,20,f,1,1,35,3420,3,1557,1,y,m,3
37,20,20,f,1,1,35,3421,1,1061,1,y,m,1
37,21,20,f,1,1,35,3422,7,1203,1,y,m,7
37,22,20,f,1,1,35,3423,4,905,0,y,m,5
37,23,20,f,1,1,35,3424,6,2589,1,y,m,6
37,24,20,f,1,1,35,3425,7,1444,1,y,m,7
37,25,20,f,1,1,35,3426,8,1385,0,y,m,2
37,26,20,f,1,1,35,3427,5,856,1,y,m,5
37,27,20,f,1,1,35,3428,3,1704,1,y,m,3
37,28,20,f,1,1,35,3429,4,720,1,y,m,4
37,29,20,f,1,1,35,3430,2,662,1,y,m,2
37,30,20,f,1,1,35,3431,3,474,1,y,m,3
37,31,20,f,1,1,35,3432,2,1034,1,y,m,2
37,32,20,f,1,1,35,3433,4,1584,0,y,m,2
37,33,20,f,1,1,35,3434,2,717,1,y,m,2
37,34,20,f,1,1,35,3435,6,632,0,y,m,1
37,35,20,f,1,1,35,3436,0,637,0,y,m,5
37,36,20,f,1,1,35,3437,1,604,0,y,m,6
37,37,20,f,1,1,35,3438,2,504,1,y,m,2
37,38,20,f,1,1,35,3439,8,562,1,y,m,8
37,39,20,f,1,1,35,3440,5,638,1,y,m,5
37,40,20,f,1,1,35,3441,8,866,1,y,m,8
37,41,20,f,1,1,35,3442,7,823,1,y,m,7
37,42,20,f,1,1,35,3443,3,832,0,y,m,2
37,43,20,f,1,1,35,3444,8,557,1,y,m,8
37,44,20,f,1,1,35,3445,2,773,0,y,m,3
37,45,20,f,1,1,35,3446,4,666,1,y,m,4
37,46,20,f,1,1,35,3447,0,324,1,y,m,0
37,47,20,f,1,1,35,3448,3,267,0,y,m,2
37,48,20,f,1,1,35,3449,8,2786,1,y,m,8
37,49,20,f,1,1,35,3450,1,785,0,y,m,4
37,50,20,f,1,1,35,3451,7,1188,0,y,m,6
37,51,20,f,1,1,35,3452,3,702,1,y,m,3
37,52,20,f,1,1,35,3453,2,338,1,y,m,2
37,53,20,f,1,1,35,3454,1,558,1,y,m,1
37,54,20,f,1,1,35,3455,6,738,1,y,m,6
37,55,20,f,1,1,35,3456,4,726,1,y,m,4
37,56,20,f,1,1,35,3457,0,574,0,y,m,6
37,57,20,f,1,1,35,3458,5,283,1,y,m,5
37,58,20,f,1,1,35,3459,1,725,0,y,m,6
37,59,20,f,1,1,35,3460,3,399,1,y,m,3
37,60,20,f,1,1,35,3461,5,863,1,y,m,5
37,61,20,f,1,1,35,3462,0,842,1,y,m,0
37,62,20,f,1,1,35,3463,8,569,1,y,m,8
37,63,20,f,1,1,35,3464,7,604,0,y,m,1
37,64,20,f,1,1,35,3465,5,615,1,y,m,5
37,65,20,f,1,1,35,3466,7,583,0,y,m,5
37,66,20,f,1,1,35,3467,1,639,0,y,m,0
37,67,20,f,1,1,35,3468,5,230,1,y,m,5
37,68,20,f,1,1,35,3469,4,508,0,y,m,1
37,69,20,f,1,1,35,3470,6,587,1,y,m,6
37,70,20,f,1,1,35,3471,0,413,1,y,m,0
37,71,20,f,1,1,35,3472,0,811,1,y,m,0
37,72,20,f,1,1,35,3473,6,865,1,y,m,6
37,73,20,f,1,1,35,3474,4,735,1,y,m,4
37,74,20,f,1,1,35,3475,8,692,0,y,m,4
37,75,20,f,1,1,35,3476,3,367,1,y,m,3
37,76,20,f,1,1,35,3477,5,566,1,y,m,5
37,77,20,f,1,1,35,3478,4,118,1,y,m,4
37,78,20,f,1,1,35,3479,3,421,0,y,m,4
37,79,20,f,1,1,35,3480,2,782,0,y,m,8
37,80,20,f,1,1,35,3481,2,842,1,y,m,2
37,81,20,f,1,1,35,3482,1,774,0,y,m,6
37,82,20,f,1,1,35,3483,4,220,1,y,m,4
37,83,20,f,1,1,35,3484,5,387,1,y,m,5
37,84,20,f,1,1,35,3485,4,501,0,y,m,3
37,85,20,f,1,1,35,3486,6,414,1,y,m,6
37,86,20,f,1,1,35,3487,7,576,1,y,m,7
37,87,20,f,1,1,35,3488,1,1511,1,y,m,1
37,88,20,f,1,1,35,3489,6,91,1,y,m,6
37,89,20,f,1,1,35,3490,6,638,1,y,m,6
37,90,20,f,1,1,35,3491,8,358,1,y,m,8
37,91,20,f,1,1,35,3492,2,228,1,y,m,2
37,92,20,f,1,1,35,3493,8,1021,1,y,m,8
37,93,20,f,1,1,35,3494,4,896,1,y,m,4
37,94,20,f,1,1,35,3495,4,296,1,y,m,4
37,95,20,f,1,1,35,3496,0,738,1,y,m,0
37,96,20,f,1,1,35,3497,6,649,1,y,m,6
37,97,20,f,1,1,35,3498,6,545,1,y,m,6
37,98,20,f,1,1,35,3499,2,596,1,y,m,2
37,99,20,f,1,1,35,3500,4,347,1,y,m,4
