SubjID,BlockNr,Sequence,Trial,Stability,MeanSize,MeanSizeDeg,SetSize,BuildOrTest,TargetOri,Response,ACC,RT
1,1,1,1,1,55.5,1.5,10,0,-45,-45,1,5837.53
1,1,1,2,1,55.5,1.5,10,0,-45,45,0,5772.7
1,1,1,3,1,55.5,1.5,40,1,-45,-45,1,10993.41
1,1,1,4,1,55.5,1.5,10,1,45,45,1,5086.71
1,1,1,5,1,55.5,1.5,30,1,-45,-45,1,2633.67
1,1,1,6,1,55.5,1.5,20,1,45,45,1,2123.77
1,1,2,1,1,74,2,30,0,45,-45,0,3198.37
1,1,2,2,1,74,2,30,0,45,45,1,6964.3
1,1,2,3,1,74,2,30,0,45,45,1,11503.46
1,1,2,4,1,74,2,40,1,45,45,0,20713.14
1,1,2,5,1,74,2,30,1,45,45,1,12371.36
1,1,2,6,1,74,2,10,1,-45,-45,1,6469.44
1,1,2,7,1,74,2,20,1,45,45,1,2018.11
1,1,3,1,1,74,2,10,0,-45,-45,1,3534.74
1,1,3,2,1,74,2,10,0,45,45,1,1295.43
1,1,3,3,1,74,2,10,0,-45,-45,1,3932.67
1,1,3,4,1,74,2,10,0,-45,-45,1,5286.02
1,1,3,5,1,74,2,40,1,-45,45,0,17984.38
1,1,3,6,1,74,2,10,1,45,45,1,2719.92
1,1,3,7,1,74,2,20,1,-45,-45,1,3541.16
1,1,3,8,1,74,2,30,1,45,45,1,3970.68
1,1,4,1,1,74,2,20,0,-45,-45,1,3035.9
1,1,4,2,1,74,2,20,0,-45,-45,1,3457.85
1,1,4,3,1,74,2,20,1,45,45,1,1866.1
1,1,4,4,1,74,2,10,1,-45,-45,1,3157.47
1,1,4,5,1,74,2,30,1,-45,-45,1,2088.12
1,1,4,6,1,74,2,40,1,45,45,1,1444.9
1,1,5,1,1,74,2,40,0,-45,45,0,9931.06
1,1,5,2,1,74,2,40,0,45,45,1,2444.43
1,1,5,3,1,74,2,40,0,45,45,1,4287.77
1,1,5,4,1,74,2,20,1,45,45,1,10699.49
1,1,5,5,1,74,2,30,1,45,45,1,6316.94
1,1,5,6,1,74,2,10,1,-45,-45,1,2204.81
1,1,5,7,1,74,2,40,1,-45,-45,1,3068.22
1,1,6,1,1,55.5,1.5,40,0,-45,-45,1,3817.22
1,1,6,2,1,55.5,1.5,40,0,-45,-45,1,3463.05
1,1,6,3,1,55.5,1.5,40,0,-45,-45,1,3728.81
1,1,6,4,1,55.5,1.5,10,1,45,45,1,1644.33
1,1,6,5,1,55.5,1.5,30,1,45,45,1,9688.39
1,1,6,6,1,55.5,1.5,20,1,45,45,1,1675.4
1,1,6,7,1,55.5,1.5,40,1,-45,-45,1,1587.66
1,1,7,1,1,55.5,1.5,20,0,45,45,1,2979.42
1,1,7,2,1,55.5,1.5,20,0,-45,-45,1,1143.24
1,1,7,3,1,55.5,1.5,20,0,-45,-45,1,1356.21
1,1,7,4,1,55.5,1.5,10,1,-45,-45,1,911.41
1,1,7,5,1,55.5,1.5,30,1,-45,-45,1,1342.76
1,1,7,6,1,55.5,1.5,20,1,45,45,1,4384.42
1,1,7,7,1,55.5,1.5,40,1,-45,-45,1,1382.54
1,1,8,1,1,55.5,1.5,30,0,45,45,1,1142.27
1,1,8,2,1,55.5,1.5,30,0,-45,-45,1,1016.39
1,1,8,3,1,55.5,1.5,30,0,45,45,1,2580.68
1,1,8,4,1,55.5,1.5,20,1,-45,-45,1,1622.53
1,1,8,5,1,55.5,1.5,40,1,-45,-45,1,917.11
1,1,8,6,1,55.5,1.5,30,1,45,45,1,4775.47
1,1,8,7,1,55.5,1.5,10,1,-45,-45,1,1518.18
1,2,9,1,1,74,2,20,0,-45,-45,1,3992.22
1,2,9,2,1,74,2,20,0,-45,-45,1,967.88
1,2,9,3,1,74,2,40,1,45,45,1,3281.52
1,2,9,4,1,74,2,30,1,-45,-45,1,2442.52
1,2,9,5,1,74,2,20,1,-45,-45,1,6009.32
1,2,9,6,1,74,2,10,1,45,45,1,963.99
1,2,10,1,2,111,3,30,0,45,45,1,14193.01
1,2,10,2,2,111,3,30,0,45,45,1,15604.95
1,2,10,3,2,111,3,30,0,45,45,1,1387.41
1,2,10,4,2,92.5,2.5,10,1,-45,-45,1,1337.35
1,2,10,5,2,111,3,20,1,45,45,1,14492.98
1,2,10,6,2,74,2,40,1,-45,-45,1,9139.91
1,2,10,7,2,55.5,1.5,30,1,45,45,1,2022.68
1,2,11,1,2,74,2,20,0,45,45,1,2003.48
1,2,11,2,2,74,2,20,0,-45,-45,1,3945.17
1,2,11,3,2,92.5,2.5,10,1,45,45,1,2357.49
1,2,11,4,2,74,2,40,1,-45,-45,1,3084.63
1,2,11,5,2,55.5,1.5,30,1,-45,-45,1,2975.67
1,2,11,6,2,111,3,20,1,45,45,1,10400.61
1,2,12,1,1,111,3,10,0,45,45,1,5007.86
1,2,12,2,1,111,3,10,0,-45,-45,1,4028.62
1,2,12,3,1,111,3,10,0,-45,-45,1,2019.61
1,2,12,4,1,111,3,40,1,-45,-45,1,4776.78
1,2,12,5,1,111,3,30,1,-45,-45,1,4524.9
1,2,12,6,1,111,3,10,1,45,45,1,2410.83
1,2,12,7,1,111,3,20,1,-45,-45,1,6551.42
1,2,13,1,2,55.5,1.5,10,0,-45,-45,1,2305.96
1,2,13,2,2,55.5,1.5,10,0,45,45,1,1909.98
1,2,13,3,2,55.5,1.5,10,0,-45,-45,1,3045.23
1,2,13,4,2,55.5,1.5,10,0,-45,-45,1,2780.98
1,2,13,5,2,111,3,10,1,45,45,1,3393.36
1,2,13,6,2,74,2,40,1,-45,-45,1,6106.44
1,2,13,7,2,55.5,1.5,20,1,45,45,1,1524.38
1,2,13,8,2,92.5,2.5,30,1,45,45,1,1503.4
1,2,14,1,2,92.5,2.5,30,0,-45,-45,1,2678.1
1,2,14,2,2,92.5,2.5,30,0,45,45,1,5604.85
1,2,14,3,2,74,2,40,1,-45,-45,1,5315.06
1,2,14,4,2,111,3,10,1,45,45,1,3570.32
1,2,14,5,2,92.5,2.5,30,1,45,45,1,2437.6
1,2,14,6,2,55.5,1.5,20,1,45,45,1,1282.08
1,2,15,1,1,74,2,30,0,45,45,1,4989.84
1,2,15,2,1,74,2,30,0,-45,-45,1,10573.44
1,2,15,3,1,74,2,20,1,45,45,1,4763.58
1,2,15,4,1,74,2,40,1,45,45,1,11178.28
1,2,15,5,1,74,2,10,1,45,45,1,3737.74
1,2,15,6,1,74,2,30,1,-45,-45,1,6030.52
1,2,16,1,1,55.5,1.5,20,0,45,45,1,1578.79
1,2,16,2,1,55.5,1.5,20,0,-45,-45,1,3215.9
1,2,16,3,1,55.5,1.5,20,0,-45,-45,1,1904.29
1,2,16,4,1,55.5,1.5,30,1,-45,-45,1,1370.48
1,2,16,5,1,55.5,1.5,20,1,-45,-45,1,1289.88
1,2,16,6,1,55.5,1.5,40,1,-45,-45,1,1300.2
1,2,16,7,1,55.5,1.5,10,1,45,45,1,2045.98
1,3,17,1,1,74,2,40,0,-45,-45,1,8057.94
1,3,17,2,1,74,2,40,0,-45,-45,1,2794.19
1,3,17,3,1,74,2,40,0,-45,-45,1,3222.08
1,3,17,4,1,74,2,30,1,-45,-45,1,3975.14
1,3,17,5,1,74,2,10,1,45,45,1,1683.39
1,3,17,6,1,74,2,20,1,45,45,1,1861.08
1,3,17,7,1,74,2,40,1,45,45,1,1663.23
1,3,18,1,2,111,3,30,0,45,45,1,2423.77
1,3,18,2,2,111,3,30,0,45,45,1,5935.98
1,3,18,3,2,111,3,30,0,-45,-45,1,10317.43
1,3,18,4,2,111,3,30,0,45,45,1,13751.41
1,3,18,5,2,92.5,2.5,20,1,-45,-45,1,1679.76
1,3,18,6,2,55.5,1.5,30,1,45,45,1,3363.47
1,3,18,7,2,74,2,10,1,-45,-45,1,1834.94
1,3,18,8,2,111,3,40,1,-45,-45,1,8063.48
1,3,19,1,1,92.5,2.5,40,0,45,45,1,7295.79
1,3,19,2,1,92.5,2.5,40,0,45,45,1,7588.1
1,3,19,3,1,92.5,2.5,10,1,45,45,1,4573.38
1,3,19,4,1,92.5,2.5,30,1,-45,-45,1,3656.92
1,3,19,5,1,92.5,2.5,20,1,-45,-45,1,13960.58
1,3,19,6,1,92.5,2.5,40,1,-45,-45,1,5568.99
1,3,20,1,2,55.5,1.5,20,0,45,45,1,5777.06
1,3,20,2,2,55.5,1.5,20,0,-45,-45,1,6437.11
1,3,20,3,2,55.5,1.5,20,0,-45,-45,1,2307.17
1,3,20,4,2,55.5,1.5,20,0,-45,-45,1,7164.88
1,3,20,5,2,92.5,2.5,30,1,-45,-45,1,1741.39
1,3,20,6,2,74,2,20,1,45,45,1,6943.59
1,3,20,7,2,55.5,1.5,40,1,-45,-45,1,3303.11
1,3,20,8,2,111,3,10,1,-45,-45,1,3285.91
1,3,21,1,2,92.5,2.5,20,0,45,45,1,4710.46
1,3,21,2,2,92.5,2.5,20,0,45,45,1,9072.76
1,3,21,3,2,111,3,20,1,45,45,1,9070.05
1,3,21,4,2,92.5,2.5,40,1,45,45,1,7977.01
1,3,21,5,2,55.5,1.5,10,1,45,45,1,3279.97
1,3,21,6,2,74,2,30,1,45,45,1,1701.74
1,3,22,1,1,111,3,20,0,45,45,1,7995.89
1,3,22,2,1,111,3,20,0,45,45,1,7630.28
1,3,22,3,1,111,3,40,1,45,45,1,4506.53
1,3,22,4,1,111,3,10,1,45,45,1,3999.06
1,3,22,5,1,111,3,20,1,45,45,1,7664.7
1,3,22,6,1,111,3,30,1,45,-45,0,17252.67
1,3,23,1,1,55.5,1.5,40,0,45,45,1,2392.13
1,3,23,2,1,55.5,1.5,40,0,-45,-45,1,2726.69
1,3,23,3,1,55.5,1.5,10,1,-45,-45,1,2165.44
1,3,23,4,1,55.5,1.5,40,1,45,45,1,1424.87
1,3,23,5,1,55.5,1.5,20,1,45,45,1,4782.14
1,3,23,6,1,55.5,1.5,30,1,45,45,1,2769.3
1,3,24,1,2,111,3,10,0,-45,-45,1,3422.14
1,3,24,2,2,111,3,10,0,45,45,1,3044.76
1,3,24,3,2,111,3,10,0,-45,-45,1,2167.02
1,3,24,4,2,55.5,1.5,10,1,-45,-45,1,1331.15
1,3,24,5,2,92.5,2.5,40,1,-45,-45,1,7089.8
1,3,24,6,2,111,3,30,1,45,45,1,5677.93
1,3,24,7,2,74,2,20,1,45,45,1,2626.8
1,4,25,1,2,55.5,1.5,30,0,45,45,1,3090.02
1,4,25,2,2,55.5,1.5,30,0,-45,-45,1,1922.2
1,4,25,3,2,74,2,40,1,45,45,1,2239.68
1,4,25,4,2,111,3,30,1,45,45,1,3332.47
1,4,25,5,2,55.5,1.5,10,1,-45,-45,1,1455.29
1,4,25,6,2,92.5,2.5,20,1,45,45,1,5489.27
1,4,26,1,2,111,3,40,0,-45,-45,1,8122.61
1,4,26,2,2,111,3,40,0,-45,-45,1,2603
1,4,26,3,2,111,3,40,0,45,45,1,1685.58
1,4,26,4,2,74,2,30,1,-45,-45,1,5518.07
1,4,26,5,2,92.5,2.5,40,1,45,45,1,7991.56
1,4,26,6,2,111,3,10,1,45,45,1,2952.55
1,4,26,7,2,55.5,1.5,20,1,45,45,1,1809.3
1,4,27,1,1,55.5,1.5,30,0,45,45,1,1389.09
1,4,27,2,1,55.5,1.5,30,0,45,45,1,1709.07
1,4,27,3,1,55.5,1.5,30,0,-45,-45,1,1206.08
1,4,27,4,1,55.5,1.5,30,0,45,45,1,2124.54
1,4,27,5,1,55.5,1.5,20,1,-45,-45,1,1758.48
1,4,27,6,1,55.5,1.5,30,1,-45,-45,1,1235.93
1,4,27,7,1,55.5,1.5,40,1,45,45,1,1477.99
1,4,27,8,1,55.5,1.5,10,1,-45,-45,1,1167.63
1,4,28,1,2,74,2,20,0,45,45,1,10333.75
1,4,28,2,2,74,2,20,0,45,45,1,2914.12
1,4,28,3,2,92.5,2.5,30,1,45,45,1,1832.18
1,4,28,4,2,55.5,1.5,40,1,-45,-45,1,9616.88
1,4,28,5,2,111,3,20,1,-45,-45,1,2658.93
1,4,28,6,2,74,2,10,1,45,45,1,2695.33
1,4,29,1,2,74,2,10,0,45,45,1,1693.28
1,4,29,2,2,74,2,10,0,45,45,1,1949.27
1,4,29,3,2,55.5,1.5,10,1,45,45,1,2065.1
1,4,29,4,2,111,3,30,1,-45,-45,1,5700.7
1,4,29,5,2,74,2,40,1,45,45,1,8829.17
1,4,29,6,2,92.5,2.5,20,1,45,45,1,5300.89
1,4,30,1,1,74,2,10,0,45,45,1,2174.93
1,4,30,2,1,74,2,10,0,-45,-45,1,1836.89
1,4,30,3,1,74,2,10,0,-45,-45,1,1693.14
1,4,30,4,1,74,2,40,1,-45,-45,1,3001.56
1,4,30,5,1,74,2,10,1,-45,-45,1,2941.59
1,4,30,6,1,74,2,20,1,-45,-45,1,1248.99
1,4,30,7,1,74,2,30,1,45,45,1,3437.75
1,4,31,1,1,74,2,20,0,45,45,1,3904.07
1,4,31,2,1,74,2,20,0,-45,-45,1,2676.95
1,4,31,3,1,74,2,20,0,-45,-45,1,2765.64
1,4,31,4,1,74,2,20,0,45,45,1,2157.44
1,4,31,5,1,74,2,10,1,-45,-45,1,2121.77
1,4,31,6,1,74,2,40,1,-45,-45,1,2500.14
1,4,31,7,1,74,2,20,1,-45,-45,1,3162.16
1,4,31,8,1,74,2,30,1,-45,-45,1,3164.94
1,4,32,1,2,92.5,2.5,30,0,-45,-45,1,2378.01
1,4,32,2,2,92.5,2.5,30,0,-45,-45,1,5056.08
1,4,32,3,2,92.5,2.5,30,0,45,45,1,5113.87
1,4,32,4,2,92.5,2.5,30,0,45,45,1,4071.92
1,4,32,5,2,74,2,10,1,45,45,1,2093.26
1,4,32,6,2,111,3,20,1,45,45,1,3310.43
1,4,32,7,2,55.5,1.5,40,1,-45,-45,1,1041.95
1,4,32,8,2,92.5,2.5,30,1,-45,-45,1,2966.68
1,5,33,1,2,55.5,1.5,30,0,-45,-45,1,1437.95
1,5,33,2,2,55.5,1.5,30,0,-45,-45,1,3704.29
1,5,33,3,2,74,2,10,1,-45,-45,1,2363.27
1,5,33,4,2,111,3,20,1,-45,-45,1,4611.68
1,5,33,5,2,92.5,2.5,40,1,-45,-45,1,8602.51
1,5,33,6,2,55.5,1.5,30,1,45,45,1,1192.48
1,5,34,1,1,92.5,2.5,10,0,45,45,1,2206.09
1,5,34,2,1,92.5,2.5,10,0,-45,-45,1,2199.09
1,5,34,3,1,92.5,2.5,10,0,45,45,1,2021.84
1,5,34,4,1,92.5,2.5,30,1,-45,-45,1,8717.1
1,5,34,5,1,92.5,2.5,10,1,45,45,1,2836.5
1,5,34,6,1,92.5,2.5,40,1,45,45,1,7233.28
1,5,34,7,1,92.5,2.5,20,1,45,45,1,2613.29
1,5,35,1,1,111,3,30,0,-45,-45,1,5437.24
1,5,35,2,1,111,3,30,0,-45,-45,1,2127.79
1,5,35,3,1,111,3,40,1,45,45,1,6061.44
1,5,35,4,1,111,3,10,1,-45,-45,1,2768.89
1,5,35,5,1,111,3,20,1,45,45,1,3337.12
1,5,35,6,1,111,3,30,1,-45,-45,1,4249.23
1,5,36,1,1,55.5,1.5,30,0,-45,-45,1,3932.64
1,5,36,2,1,55.5,1.5,30,0,-45,-45,1,2030.43
1,5,36,3,1,55.5,1.5,30,0,45,45,1,1185.77
1,5,36,4,1,55.5,1.5,30,0,-45,-45,1,1250.23
1,5,36,5,1,55.5,1.5,10,1,-45,-45,1,1271
1,5,36,6,1,55.5,1.5,30,1,45,45,1,1276.87
1,5,36,7,1,55.5,1.5,20,1,45,45,1,977.18
1,5,36,8,1,55.5,1.5,40,1,45,45,1,1166.75
1,5,37,1,2,111,3,20,0,-45,-45,1,2719.15
1,5,37,2,2,111,3,20,0,45,45,1,5079.79
1,5,37,3,2,55.5,1.5,40,1,-45,-45,1,8813.45
1,5,37,4,2,74,2,20,1,-45,-45,1,2037.73
1,5,37,5,2,92.5,2.5,10,1,45,45,1,3226.32
1,5,37,6,2,111,3,30,1,45,45,1,1983.76
1,5,38,1,1,74,2,10,0,45,45,1,1239.98
1,5,38,2,1,74,2,10,0,-45,-45,1,1500.85
1,5,38,3,1,74,2,10,0,-45,-45,1,3191.11
1,5,38,4,1,74,2,20,1,45,45,1,1382.39
1,5,38,5,1,74,2,10,1,-45,-45,1,1535.33
1,5,38,6,1,74,2,40,1,45,45,1,2364.88
1,5,38,7,1,74,2,30,1,-45,-45,1,1320.36
1,5,39,1,2,111,3,40,0,-45,-45,1,4390.59
1,5,39,2,2,111,3,40,0,45,45,1,3831.05
1,5,39,3,2,111,3,40,0,45,45,1,2834.3
1,5,39,4,2,111,3,40,0,45,45,1,6105.05
1,5,39,5,2,92.5,2.5,30,1,-45,-45,1,2277.54
1,5,39,6,2,111,3,40,1,45,45,1,2019.87
1,5,39,7,2,74,2,10,1,45,45,1,3934.06
1,5,39,8,2,55.5,1.5,20,1,-45,-45,1,1459.17
1,5,40,1,2,74,2,40,0,45,45,1,1618.12
1,5,40,2,2,74,2,40,0,45,45,1,4588.39
1,5,40,3,2,74,2,40,0,45,45,1,1775.63
1,5,40,4,2,92.5,2.5,30,1,45,45,1,5306.39
1,5,40,5,2,55.5,1.5,20,1,-45,-45,1,2150.75
1,5,40,6,2,111,3,40,1,45,45,1,4687.96
1,5,40,7,2,74,2,10,1,-45,-45,1,2411.52
1,6,41,1,2,111,3,10,0,45,45,1,1292.32
1,6,41,2,2,111,3,10,0,-45,-45,1,1332
1,6,41,3,2,74,2,40,1,45,45,1,2893.3
1,6,41,4,2,111,3,20,1,-45,-45,1,1241.68
1,6,41,5,2,55.5,1.5,30,1,-45,-45,1,1907.75
1,6,41,6,2,92.5,2.5,10,1,-45,-45,1,1209.19
1,6,42,1,1,55.5,1.5,40,0,-45,-45,1,2869.08
1,6,42,2,1,55.5,1.5,40,0,45,45,1,1991.97
1,6,42,3,1,55.5,1.5,40,0,-45,-45,1,2969.5
1,6,42,4,1,55.5,1.5,40,0,-45,-45,1,1937.53
1,6,42,5,1,55.5,1.5,20,1,-45,-45,1,1646.11
1,6,42,6,1,55.5,1.5,30,1,45,45,1,2196.68
1,6,42,7,1,55.5,1.5,40,1,-45,-45,1,1218.27
1,6,42,8,1,55.5,1.5,10,1,45,45,1,1179.77
1,6,43,1,1,92.5,2.5,10,0,45,45,1,2392.98
1,6,43,2,1,92.5,2.5,10,0,-45,-45,1,2153.06
1,6,43,3,1,92.5,2.5,10,0,45,45,1,931.18
1,6,43,4,1,92.5,2.5,30,1,-45,-45,1,3886.71
1,6,43,5,1,92.5,2.5,20,1,-45,-45,1,5718.4
1,6,43,6,1,92.5,2.5,10,1,45,45,1,2617.29
1,6,43,7,1,92.5,2.5,40,1,45,45,1,6716.38
1,6,44,1,2,55.5,1.5,40,0,45,45,1,1536.6
1,6,44,2,2,55.5,1.5,40,0,-45,-45,1,1802.37
1,6,44,3,2,111,3,30,1,45,45,1,1894.86
1,6,44,4,2,55.5,1.5,10,1,-45,-45,1,1569
1,6,44,5,2,74,2,40,1,45,45,1,1383.65
1,6,44,6,2,92.5,2.5,20,1,-45,-45,1,6763.1
1,6,45,1,1,111,3,40,0,45,45,1,3902.5
1,6,45,2,1,111,3,40,0,-45,-45,1,2362.21
1,6,45,3,1,111,3,10,1,45,45,1,1234.7
1,6,45,4,1,111,3,40,1,45,45,1,4873.36
1,6,45,5,1,111,3,20,1,45,45,1,3195.97
1,6,45,6,1,111,3,30,1,-45,-45,1,3539.74
1,6,46,1,1,111,3,30,0,45,45,1,1397.48
1,6,46,2,1,111,3,30,0,45,45,1,3360.2
1,6,46,3,1,111,3,10,1,45,45,1,1131.49
1,6,46,4,1,111,3,30,1,45,45,1,2045.69
1,6,46,5,1,111,3,20,1,-45,-45,1,1815.92
1,6,46,6,1,111,3,40,1,45,45,1,11476.2
1,6,47,1,2,92.5,2.5,20,0,-45,-45,1,3540.11
1,6,47,2,2,92.5,2.5,20,0,-45,-45,1,3626.4
1,6,47,3,2,92.5,2.5,20,0,45,45,1,2479.39
1,6,47,4,2,92.5,2.5,20,0,-45,-45,1,2172.65
1,6,47,5,2,111,3,20,1,-45,-45,1,4331.42
1,6,47,6,2,74,2,30,1,45,45,1,3075.86
1,6,47,7,2,55.5,1.5,40,1,-45,-45,1,2678.24
1,6,47,8,2,92.5,2.5,10,1,45,45,1,1150.61
1,6,48,1,1,55.5,1.5,10,0,45,45,1,1092.46
1,6,48,2,1,55.5,1.5,10,0,-45,-45,1,1440.42
1,6,48,3,1,55.5,1.5,40,1,45,45,1,981.16
1,6,48,4,1,55.5,1.5,20,1,45,45,1,1003.16
1,6,48,5,1,55.5,1.5,30,1,45,45,1,1053.44
1,6,48,6,1,55.5,1.5,10,1,45,45,1,2224.76
1,7,49,1,1,74,2,30,0,-45,-45,1,1592.41
1,7,49,2,1,74,2,30,0,45,45,1,3840.76
1,7,49,3,1,74,2,40,1,45,45,1,4491.82
1,7,49,4,1,74,2,10,1,45,45,1,1151.16
1,7,49,5,1,74,2,20,1,-45,-45,1,891.05
1,7,49,6,1,74,2,30,1,-45,-45,1,2221.13
1,7,50,1,1,92.5,2.5,30,0,-45,-45,1,1355.16
1,7,50,2,1,92.5,2.5,30,0,-45,-45,1,4143.59
1,7,50,3,1,92.5,2.5,30,0,-45,-45,1,3988.63
1,7,50,4,1,92.5,2.5,30,0,-45,45,0,3456.16
1,7,50,5,1,92.5,2.5,30,1,45,45,1,1187.55
1,7,50,6,1,92.5,2.5,40,1,45,45,1,4609.65
1,7,50,7,1,92.5,2.5,20,1,-45,-45,1,1201.81
1,7,50,8,1,92.5,2.5,10,1,-45,-45,1,1943.88
1,7,51,1,2,55.5,1.5,10,0,-45,-45,1,2460.26
1,7,51,2,2,55.5,1.5,10,0,45,45,1,1197.8
1,7,51,3,2,74,2,20,1,-45,-45,1,1267.72
1,7,51,4,2,55.5,1.5,10,1,-45,-45,1,1196.63
1,7,51,5,2,111,3,30,1,-45,45,0,2234.62
1,7,51,6,2,92.5,2.5,40,1,45,45,1,1392.78
1,7,52,1,2,74,2,10,0,-45,-45,1,4643.9
1,7,52,2,2,74,2,10,0,45,45,1,1057.65
1,7,52,3,2,55.5,1.5,30,1,45,45,1,1220.21
1,7,52,4,2,74,2,20,1,45,45,1,1450.14
1,7,52,5,2,111,3,40,1,45,45,1,2225.05
1,7,52,6,2,92.5,2.5,10,1,45,45,1,2354.52
1,7,53,1,2,92.5,2.5,10,0,-45,-45,1,1502.56
1,7,53,2,2,92.5,2.5,10,0,-45,45,0,1736
1,7,53,3,2,92.5,2.5,10,0,45,45,1,2022.63
1,7,53,4,2,74,2,10,1,45,45,1,4895.82
1,7,53,5,2,111,3,20,1,-45,-45,1,1499.63
1,7,53,6,2,92.5,2.5,40,1,-45,45,0,4713.26
1,7,53,7,2,55.5,1.5,30,1,45,45,1,1563.11
1,7,54,1,2,92.5,2.5,10,0,-45,45,0,2251.32
1,7,54,2,2,92.5,2.5,10,0,-45,45,0,1351.32
1,7,54,3,2,92.5,2.5,10,0,-45,45,0,2369.41
1,7,54,4,2,92.5,2.5,10,0,45,45,1,1912.49
1,7,54,5,2,55.5,1.5,10,1,45,45,1,1793.99
1,7,54,6,2,92.5,2.5,30,1,45,45,1,4088.48
1,7,54,7,2,111,3,20,1,45,45,1,2051.6
1,7,54,8,2,74,2,40,1,-45,45,0,2852.68
1,7,55,1,1,92.5,2.5,30,0,-45,45,0,4269.37
1,7,55,2,1,92.5,2.5,30,0,-45,45,0,11671.42
1,7,55,3,1,92.5,2.5,30,0,-45,45,0,2077.24
1,7,55,4,1,92.5,2.5,10,1,-45,45,0,2706.96
1,7,55,5,1,92.5,2.5,40,1,-45,45,0,10185.19
1,7,55,6,1,92.5,2.5,20,1,45,45,1,3385.8
1,7,55,7,1,92.5,2.5,30,1,-45,45,0,5648.39
1,7,56,1,2,74,2,30,0,-45,45,0,4276.72
1,7,56,2,2,74,2,30,0,-45,45,0,4998.56
1,7,56,3,2,55.5,1.5,40,1,-45,45,0,1038.73
1,7,56,4,2,111,3,30,1,45,45,1,5257.59
1,7,56,5,2,74,2,20,1,-45,45,0,2257.95
1,7,56,6,2,92.5,2.5,10,1,-45,45,0,2382
1,8,57,1,2,55.5,1.5,20,0,-45,45,0,3379.96
1,8,57,2,2,55.5,1.5,20,0,45,45,1,3890.38
1,8,57,3,2,55.5,1.5,20,0,-45,-45,1,2413.41
1,8,57,4,2,55.5,1.5,20,0,45,45,1,1288.87
1,8,57,5,2,111,3,40,1,45,45,1,6007.23
1,8,57,6,2,55.5,1.5,30,1,45,45,1,1643.08
1,8,57,7,2,74,2,20,1,-45,-45,1,1745.37
1,8,57,8,2,92.5,2.5,10,1,-45,-45,1,2046.7
1,8,58,1,1,92.5,2.5,40,0,45,45,1,4100.32
1,8,58,2,1,92.5,2.5,40,0,-45,-45,1,4544.17
1,8,58,3,1,92.5,2.5,40,0,45,45,1,2407.37
1,8,58,4,1,92.5,2.5,10,1,-45,-45,1,1836.89
1,8,58,5,1,92.5,2.5,20,1,45,45,1,3074.53
1,8,58,6,1,92.5,2.5,30,1,45,45,1,2329.6
1,8,58,7,1,92.5,2.5,40,1,-45,-45,1,1759.83
1,8,59,1,2,92.5,2.5,40,0,45,45,1,3866.57
1,8,59,2,2,92.5,2.5,40,0,45,45,1,4690.66
1,8,59,3,2,92.5,2.5,40,0,45,45,1,1676.22
1,8,59,4,2,74,2,40,1,-45,-45,1,2970.36
1,8,59,5,2,111,3,10,1,45,45,1,2409.4
1,8,59,6,2,55.5,1.5,20,1,-45,-45,1,4408.29
1,8,59,7,2,92.5,2.5,30,1,-45,-45,1,3726.4
1,8,60,1,1,111,3,40,0,-45,-45,1,6312.22
1,8,60,2,1,111,3,40,0,-45,-45,1,8819.83
1,8,60,3,1,111,3,40,0,45,45,1,3785.05
1,8,60,4,1,111,3,40,0,-45,-45,1,2047.65
1,8,60,5,1,111,3,40,1,45,45,1,2855.44
1,8,60,6,1,111,3,10,1,45,45,1,1376.59
1,8,60,7,1,111,3,30,1,45,45,1,3246.48
1,8,60,8,1,111,3,20,1,-45,-45,1,1889.52
1,8,61,1,1,55.5,1.5,20,0,45,45,1,3854.68
1,8,61,2,1,55.5,1.5,20,0,45,45,1,1232.19
1,8,61,3,1,55.5,1.5,20,0,-45,-45,1,2392.92
1,8,61,4,1,55.5,1.5,20,0,-45,-45,1,3304.36
1,8,61,5,1,55.5,1.5,40,1,45,45,1,1911.21
1,8,61,6,1,55.5,1.5,30,1,45,45,1,1808.39
1,8,61,7,1,55.5,1.5,20,1,-45,-45,1,2193.22
1,8,61,8,1,55.5,1.5,10,1,-45,-45,1,1064.25
1,8,62,1,2,74,2,30,0,-45,-45,1,7659.38
1,8,62,2,2,74,2,30,0,-45,-45,1,4146.56
1,8,62,3,2,92.5,2.5,10,1,-45,45,0,4271.44
1,8,62,4,2,111,3,30,1,-45,45,0,6635.68
1,8,62,5,2,74,2,20,1,-45,-45,1,4458.86
1,8,62,6,2,55.5,1.5,40,1,45,45,1,5407.85
1,8,63,1,2,92.5,2.5,40,0,45,45,1,3665.13
1,8,63,2,2,92.5,2.5,40,0,-45,-45,1,5110.64
1,8,63,3,2,74,2,10,1,-45,-45,1,4425.46
1,8,63,4,2,92.5,2.5,40,1,-45,-45,1,3052.38
1,8,63,5,2,111,3,20,1,45,45,1,5314.94
1,8,63,6,2,55.5,1.5,30,1,-45,-45,1,2726.75
1,8,64,1,1,92.5,2.5,20,0,-45,-45,1,4257.27
1,8,64,2,1,92.5,2.5,20,0,-45,-45,1,7581.62
1,8,64,3,1,92.5,2.5,40,1,45,45,1,7483.31
1,8,64,4,1,92.5,2.5,10,1,45,45,1,3823.44
1,8,64,5,1,92.5,2.5,20,1,-45,-45,1,5235.78
