"expName","subjectId","subjectGender","subjectAge","session","block","trial","targetOri","targetPos","distrMean","dtype","dsd","targetDist","t_dist_to_prev_d","answer","correctAnswer","rt","correct","prev_correct"
"distr_stats",1,"F",26,1,31,"2",117,5,14,"norm",10,-77,-37,"i","i",576.839520211,1,1
"distr_stats",1,"F",26,1,31,"3",117,34,14,"norm",10,-77,-37,"i","i",655.236759187,1,1
"distr_stats",1,"F",26,1,31,"4",117,22,14,"norm",10,-77,-37,"i","i",561.543042176,1,1
"distr_stats",1,"F",26,1,32,"0",86,19,154,"norm",15,-68,72,"j","j",1279.89828032,1,1
"distr_stats",1,"F",26,1,32,"1",86,5,154,"norm",15,-68,72,"i","i",1092.10877714,1,1
"distr_stats",1,"F",26,1,32,"2",86,2,154,"norm",15,-68,72,"j","j",1608.36245645,1,1
"distr_stats",1,"F",26,1,32,"3",86,6,154,"norm",15,-68,72,"j","j",701.475605226,1,1
"distr_stats",1,"F",26,1,32,"4",86,13,154,"norm",15,-68,72,"j","j",842.833483372,1,1
"distr_stats",1,"F",26,1,33,"0",51,11,154,"norm",5,77,77,"i","i",592.802246034,1,1
"distr_stats",1,"F",26,1,33,"1",51,13,154,"norm",5,77,77,"j","j",545.620478643,1,1
"distr_stats",1,"F",26,1,33,"2",51,12,154,"norm",5,77,77,"j","j",530.127205381,1,1
"distr_stats",1,"F",26,1,33,"3",51,22,154,"norm",5,77,77,"i","i",701.829479638,1,1
"distr_stats",1,"F",26,1,33,"4",51,7,154,"norm",5,77,77,"j","j",514.35458107,1,1
"distr_stats",1,"F",26,1,33,"5",51,28,154,"norm",5,77,77,"i","i",576.644063726,1,1
"distr_stats",1,"F",26,1,34,"0",66,33,134,"norm",10,-68,-88,"i","i",3124.13106453,1,1
"distr_stats",1,"F",26,1,34,"1",66,35,134,"norm",10,-68,-88,"i","i",1013.9150271,1,1
"distr_stats",1,"F",26,1,34,"2",66,19,134,"norm",10,-68,-88,"j","j",608.238845841,1,1
"distr_stats",1,"F",26,1,34,"3",66,10,134,"norm",10,-68,-88,"i","i",1530.24546102,1,1
"distr_stats",1,"F",26,1,34,"4",66,10,134,"norm",10,-68,-88,"i","i",592.563949772,1,1
"distr_stats",1,"F",26,1,35,"0",87,35,14,"norm",15,73,-47,"i","i",779.892479101,1,1
"distr_stats",1,"F",26,1,35,"1",87,1,14,"norm",15,73,-47,"j","j",607.953247325,1,1
"distr_stats",1,"F",26,1,35,"2",87,3,14,"norm",15,73,-47,"i","i",1013.98151801,1,1
"distr_stats",1,"F",26,1,35,"3",87,29,14,"norm",15,73,-47,"i","i",592.831698381,1,1
"distr_stats",1,"F",26,1,35,"4",87,4,14,"norm",15,73,-47,"i","i",670.678713966,1,1
"distr_stats",1,"F",26,1,35,"5",87,11,14,"norm",15,73,-47,"i","i",592.394821901,1,1
"distr_stats",1,"F",26,1,36,"0",133,5,54,"norm",5,79,-61,"i","i",670.67603648,1,1
"distr_stats",1,"F",26,1,36,"1",133,23,54,"norm",5,79,-61,"i","i",499.123701444,1,1
"distr_stats",1,"F",26,1,36,"2",133,31,54,"norm",5,79,-61,"j","j",623.943640505,1,1
"distr_stats",1,"F",26,1,36,"3",133,24,54,"norm",5,79,-61,"j","j",608.472233379,1,1
"distr_stats",1,"F",26,1,36,"4",133,25,54,"norm",5,79,-61,"j","j",623.910171929,1,1
"distr_stats",1,"F",26,1,36,"5",133,26,54,"norm",5,79,-61,"j","j",764.4353519,1,1
"distr_stats",1,"F",26,1,37,"0",169,23,54,"norm",10,-65,-65,"i","i",545.6865233,1,1
"distr_stats",1,"F",26,1,37,"1",169,18,54,"norm",10,-65,-65,"j","j",608.058561778,1,1
