"participant_id","age","gender","locale","localeOrder","trialN","set_size","targetPos","targetColor","rt","answer","correct"
1,25,"f","Keyboard",1,58,2,1,180,361,"h",1
1,25,"f","Keyboard",1,59,2,1,180,304,"h",1
1,25,"f","Keyboard",1,60,2,0,180,349,"d",1
1,25,"f","Keyboard",1,61,2,0,180,374,"d",1
1,25,"f","Keyboard",1,62,2,1,180,290,"h",1
1,25,"f","Keyboard",1,63,2,1,180,233,"h",1
1,25,"f","Keyboard",1,64,2,0,180,274,"d",1
1,25,"f","Keyboard",1,65,2,1,180,244,"d",0
1,25,"f","Keyboard",1,66,2,0,180,335,"d",1
1,25,"f","Keyboard",1,67,2,1,180,350,"h",1
1,25,"f","Keyboard",1,68,2,0,180,289,"d",1
1,25,"f","Keyboard",1,69,2,0,180,346,"d",1
1,25,"f","Keyboard",1,70,2,1,180,339,"h",1
1,25,"f","Keyboard",1,71,2,1,180,321,"h",1
1,25,"f","Keyboard",1,72,2,0,180,342,"d",1
1,25,"f","Keyboard",1,73,2,1,240,438,"h",1
1,25,"f","Keyboard",1,74,2,0,240,342,"d",1
1,25,"f","Keyboard",1,75,2,0,240,310,"h",0
1,25,"f","Keyboard",1,76,2,1,240,381,"h",1
1,25,"f","Keyboard",1,77,2,1,240,323,"h",1
1,25,"f","Keyboard",1,78,2,0,240,311,"d",1
1,25,"f","Keyboard",1,79,2,0,240,377,"d",1
1,25,"f","Keyboard",1,80,2,1,240,348,"h",1
1,25,"f","Keyboard",1,81,2,1,240,301,"h",1
1,25,"f","Keyboard",1,82,2,0,240,308,"d",1
1,25,"f","Keyboard",1,83,2,0,240,360,"d",1
1,25,"f","Keyboard",1,84,2,1,240,300,"h",1
1,25,"f","Keyboard",1,85,2,0,240,354,"d",1
1,25,"f","Keyboard",1,86,2,1,240,272,"h",1
1,25,"f","Keyboard",1,87,2,1,240,393,"h",1
1,25,"f","Keyboard",1,88,2,0,240,297,"d",1
1,25,"f","Keyboard",1,89,2,0,240,304,"d",1
1,25,"f","Keyboard",1,90,2,1,240,334,"h",1
1,25,"f","Keyboard",1,91,2,0,240,394,"d",1
1,25,"f","Keyboard",1,92,2,1,240,301,"h",1
1,25,"f","Keyboard",1,93,2,1,240,333,"h",1
1,25,"f","Keyboard",1,94,2,0,240,307,"d",1
1,25,"f","Keyboard",1,95,2,0,240,334,"d",1
1,25,"f","Keyboard",1,96,2,1,240,329,"h",1
1,25,"f","Keyboard",1,97,2,0,120,416,"d",1
1,25,"f","Keyboard",1,98,2,1,120,382,"h",1
1,25,"f","Keyboard",1,99,2,0,120,328,"d",1
1,25,"f","Keyboard",1,100,2,1,120,276,"h",1
1,25,"f","Keyboard",1,101,2,0,120,293,"d",1
1,25,"f","Keyboard",1,102,2,1,120,293,"h",1
1,25,"f","Keyboard",1,103,2,1,120,401,"h",1
1,25,"f","Keyboard",1,104,2,0,120,337,"d",1
1,25,"f","Keyboard",1,105,2,0,120,358,"d",1
1,25,"f","Keyboard",1,106,2,1,120,281,"h",1
1,25,"f","Keyboard",1,107,2,0,120,366,"d",1
1,25,"f","Keyboard",1,108,2,1,120,259,"h",1
1,25,"f","Keyboard",1,109,2,1,120,328,"h",1
1,25,"f","Keyboard",1,110,2,0,120,302,"d",1
1,25,"f","Keyboard",1,111,2,1,120,242,"h",1
1,25,"f","Keyboard",1,112,2,0,120,303,"h",0
1,25,"f","Keyboard",1,113,2,1,120,310,"d",0
1,25,"f","Keyboard",1,114,2,0,120,332,"d",1
1,25,"f","Keyboard",1,115,2,1,120,331,"h",1
1,25,"f","Keyboard",1,116,2,0,120,299,"d",1
1,25,"f","Keyboard",1,117,2,1,120,306,"h",1
1,25,"f","Keyboard",1,118,2,0,120,296,"d",1
1,25,"f","Keyboard",1,119,2,0,120,321,"d",1
1,25,"f","Keyboard",1,120,2,1,120,367,"h",1
1,25,"f","Keyboard",1,121,2,0,60,411,"d",1
1,25,"f","Keyboard",1,122,2,1,60,309,"h",1
1,25,"f","Keyboard",1,123,2,0,60,292,"d",1
1,25,"f","Keyboard",1,124,2,1,60,278,"h",1
1,25,"f","Keyboard",1,125,2,0,60,266,"d",1
1,25,"f","Keyboard",1,126,2,1,60,281,"h",1
1,25,"f","Keyboard",1,127,2,0,60,316,"d",1
1,25,"f","Keyboard",1,128,2,1,60,288,"h",1
1,25,"f","Keyboard",1,129,2,1,60,259,"d",0
1,25,"f","Keyboard",1,130,2,0,60,588,"d",1
1,25,"f","Keyboard",1,131,2,0,60,379,"d",1
1,25,"f","Keyboard",1,132,2,1,60,313,"h",1
1,25,"f","Keyboard",1,133,2,0,60,307,"d",1
1,25,"f","Keyboard",1,134,2,1,60,290,"h",1
1,25,"f","Keyboard",1,135,2,0,60,312,"d",1
1,25,"f","Keyboard",1,136,2,1,60,295,"h",1
1,25,"f","Keyboard",1,137,2,0,60,288,"d",1
1,25,"f","Keyboard",1,138,2,1,60,310,"h",1
1,25,"f","Keyboard",1,139,2,0,60,275,"d",1
1,25,"f","Keyboard",1,140,2,1,60,273,"h",1
1,25,"f","Keyboard",1,141,2,0,60,354,"d",1
1,25,"f","Keyboard",1,142,2,1,60,295,"h",1
1,25,"f","Keyboard",1,143,2,0,60,252,"d",1
1,25,"f","Keyboard",1,144,2,1,60,235,"h",1
1,25,"1","Web from lab",4,1,2,1,240,1204,"h",1
1,25,"1","Web from lab",4,2,2,0,240,621,"d",1
1,25,"1","Web from lab",4,3,2,1,240,461,"h",1
1,25,"1","Web from lab",4,4,2,0,240,404,"d",1
1,25,"1","Web from lab",4,5,2,1,240,372,"h",1
1,25,"1","Web from lab",4,6,2,0,240,428,"d",1
1,25,"1","Web from lab",4,7,2,1,240,417,"h",1
1,25,"1","Web from lab",4,8,2,0,240,457,"d",1
1,25,"1","Web from lab",4,9,2,0,240,429,"d",1
1,25,"1","Web from lab",4,10,2,1,240,426,"h",1
1,25,"1","Web from lab",4,11,2,1,240,450,"h",1
1,25,"1","Web from lab",4,12,2,0,240,483,"d",1
1,25,"1","Web from lab",4,13,2,0,240,421,"d",1
1,25,"1","Web from lab",4,14,2,1,240,387,"h",1
1,25,"1","Web from lab",4,15,2,0,240,398,"d",1
1,25,"1","Web from lab",4,16,2,1,240,400,"h",1
1,25,"1","Web from lab",4,17,2,0,240,363,"d",1
1,25,"1","Web from lab",4,18,2,1,240,382,"h",1
1,25,"1","Web from lab",4,19,2,0,240,392,"d",1
1,25,"1","Web from lab",4,20,2,1,240,362,"h",1
1,25,"1","Web from lab",4,21,2,0,240,363,"d",1
1,25,"1","Web from lab",4,22,2,1,240,382,"h",1
1,25,"1","Web from lab",4,23,2,0,240,831,"d",1
1,25,"1","Web from lab",4,24,2,1,240,417,"h",1
1,25,"1","Web from lab",4,25,2,1,300,591,"h",1
1,25,"1","Web from lab",4,26,2,0,300,399,"d",1
1,25,"1","Web from lab",4,27,2,0,300,385,"d",1
1,25,"1","Web from lab",4,28,2,1,300,346,"h",1
1,25,"1","Web from lab",4,29,2,0,300,352,"d",1
1,25,"1","Web from lab",4,30,2,1,300,364,"h",1
1,25,"1","Web from lab",4,31,2,1,300,403,"h",1
1,25,"1","Web from lab",4,32,2,0,300,352,"d",1
1,25,"1","Web from lab",4,33,2,0,300,384,"d",1
1,25,"1","Web from lab",4,34,2,1,300,324,"h",1
1,25,"1","Web from lab",4,35,2,0,300,374,"d",1
1,25,"1","Web from lab",4,36,2,1,300,374,"h",1
1,25,"1","Web from lab",4,37,2,0,300,344,"d",1
1,25,"1","Web from lab",4,38,2,1,300,340,"h",1
1,25,"1","Web from lab",4,39,2,0,300,361,"d",1
1,25,"1","Web from lab",4,40,2,1,300,359,"h",1
1,25,"1","Web from lab",4,41,2,0,300,340,"d",1
1,25,"1","Web from lab",4,42,2,1,300,330,"h",1
1,25,"1","Web from lab",4,43,2,0,300,362,"d",1
1,25,"1","Web from lab",4,44,2,1,300,379,"h",1
1,25,"1","Web from lab",4,45,2,0,300,378,"d",1
