participant_id,age,gender,locale,localeOrder,trialN,set_size,targetPos,targetColor,rt,answer,correct,display_device_name,display_res_x,display_res_y,display_refresh_rate,response_device_name,display_distance,block_id,trial_id,trial_n,target_pos_x,target_pos_y,target_color_hsv
15,26,f,Response box,3,40,2,1,120,217,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8104,16,-4.5,0,"HSV 120,1,1"
15,26,f,Response box,3,41,2,0,120,243,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8105,17,-7.5,0,"HSV 120,1,1"
15,26,f,Response box,3,42,2,1,120,302,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8106,18,-4.5,0,"HSV 120,1,1"
15,26,f,Response box,3,43,2,1,120,375,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8107,19,-4.5,0,"HSV 120,1,1"
15,26,f,Response box,3,44,2,0,120,272,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8108,20,-7.5,0,"HSV 120,1,1"
15,26,f,Response box,3,45,2,1,120,266,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8109,21,-4.5,0,"HSV 120,1,1"
15,26,f,Response box,3,46,2,0,120,322,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8110,22,-7.5,0,"HSV 120,1,1"
15,26,f,Response box,3,47,2,0,120,329,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8111,23,-7.5,0,"HSV 120,1,1"
15,26,f,Response box,3,48,2,1,120,273,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,338,8112,24,-4.5,0,"HSV 120,1,1"
15,26,f,Response box,3,49,2,1,360,318,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8113,1,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,50,2,0,360,306,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8114,2,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,51,2,0,360,346,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8115,3,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,52,2,1,360,256,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8116,4,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,53,2,0,360,240,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8117,5,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,54,2,1,360,263,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8118,6,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,55,2,0,360,223,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8119,7,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,56,2,1,360,253,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8120,8,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,57,2,0,360,241,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8121,9,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,58,2,1,360,265,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8122,10,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,59,2,1,360,322,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8123,11,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,60,2,0,360,318,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8124,12,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,61,2,1,360,355,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8125,13,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,62,2,0,360,256,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8126,14,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,63,2,1,360,269,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8127,15,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,64,2,0,360,279,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8128,16,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,65,2,0,360,302,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8129,17,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,66,2,1,360,265,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8130,18,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,67,2,1,360,290,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8131,19,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,68,2,0,360,323,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8132,20,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,69,2,0,360,345,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8133,21,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,70,2,1,360,229,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8134,22,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,71,2,1,360,240,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8135,23,-4.5,0,"HSV 360,1,1"
15,26,f,Response box,3,72,2,0,360,259,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,339,8136,24,-7.5,0,"HSV 360,1,1"
15,26,f,Response box,3,73,2,1,300,430,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8137,1,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,74,2,0,300,256,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8138,2,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,75,2,1,300,333,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8139,3,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,76,2,0,300,440,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8140,4,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,77,2,1,300,275,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8141,5,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,78,2,0,300,321,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8142,6,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,79,2,1,300,244,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8143,7,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,80,2,0,300,298,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8144,8,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,81,2,0,300,573,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8145,9,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,82,2,1,300,287,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8146,10,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,83,2,1,300,324,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8147,11,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,84,2,0,300,292,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8148,12,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,85,2,0,300,308,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8149,13,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,86,2,1,300,740,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8150,14,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,87,2,1,300,427,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8151,15,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,88,2,0,300,301,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8152,16,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,89,2,0,300,317,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8153,17,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,90,2,1,300,300,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8154,18,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,91,2,0,300,275,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8155,19,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,92,2,1,300,316,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8156,20,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,93,2,1,300,343,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8157,21,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,94,2,0,300,292,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8158,22,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,95,2,0,300,319,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8159,23,-7.5,0,"HSV 300,1,1"
15,26,f,Response box,3,96,2,1,300,263,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,340,8160,24,-4.5,0,"HSV 300,1,1"
15,26,f,Response box,3,97,2,1,180,376,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8161,1,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,98,2,0,180,310,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8162,2,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,99,2,0,180,321,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8163,3,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,100,2,1,180,281,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8164,4,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,101,2,1,180,293,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8165,5,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,102,2,0,180,288,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8166,6,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,103,2,0,180,461,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8167,7,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,104,2,1,180,240,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8168,8,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,105,2,1,180,294,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8169,9,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,106,2,0,180,282,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8170,10,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,107,2,0,180,310,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8171,11,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,108,2,1,180,293,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8172,12,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,109,2,1,180,297,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8173,13,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,110,2,0,180,269,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8174,14,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,111,2,0,180,308,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8175,15,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,112,2,1,180,291,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8176,16,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,113,2,0,180,293,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8177,17,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,114,2,1,180,267,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8178,18,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,115,2,1,180,329,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8179,19,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,116,2,0,180,256,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8180,20,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,117,2,1,180,330,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8181,21,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,118,2,0,180,261,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8182,22,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,119,2,1,180,274,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8183,23,-4.5,0,"HSV 180,1,1"
15,26,f,Response box,3,120,2,0,180,210,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,341,8184,24,-7.5,0,"HSV 180,1,1"
15,26,f,Response box,3,121,2,1,240,326,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8185,1,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,122,2,0,240,278,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8186,2,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,123,2,0,240,271,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8187,3,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,124,2,1,240,245,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8188,4,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,125,2,0,240,244,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8189,5,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,126,2,1,240,319,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8190,6,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,127,2,0,240,222,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8191,7,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,128,2,1,240,254,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8192,8,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,129,2,1,240,191,2,0,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8193,9,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,130,2,0,240,279,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8194,10,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,131,2,0,240,361,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8195,11,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,132,2,1,240,239,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8196,12,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,133,2,1,240,345,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8197,13,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,134,2,0,240,252,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8198,14,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,135,2,1,240,279,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8199,15,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,136,2,0,240,244,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8200,16,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,137,2,1,240,263,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8201,17,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,138,2,0,240,258,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8202,18,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,139,2,1,240,302,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8203,19,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,140,2,0,240,293,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8204,20,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,141,2,1,240,238,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8205,21,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,142,2,0,240,246,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8206,22,-7.5,0,"HSV 240,1,1"
15,26,f,Response box,3,143,2,1,240,371,5,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8207,23,-4.5,0,"HSV 240,1,1"
15,26,f,Response box,3,144,2,0,240,251,2,1,19-in. Acer V193,1280,1024,60,Cedrus RB-830,400,342,8208,24,-7.5,0,"HSV 240,1,1"
15,26,f,Web from home,2,1,2,0,60,841,d,1,,,,,,,343,8209,1,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,2,2,1,60,537,h,1,,,,,,,343,8210,2,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,3,2,1,60,570,h,1,,,,,,,343,8211,3,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,4,2,0,60,411,d,1,,,,,,,343,8212,4,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,5,2,0,60,395,d,1,,,,,,,343,8213,5,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,6,2,1,60,397,h,1,,,,,,,343,8214,6,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,7,2,0,60,382,d,1,,,,,,,343,8215,7,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,8,2,1,60,343,h,1,,,,,,,343,8216,8,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,9,2,0,60,358,d,1,,,,,,,343,8217,9,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,10,2,1,60,376,h,1,,,,,,,343,8218,10,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,11,2,0,60,337,d,1,,,,,,,343,8219,11,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,12,2,1,60,402,h,1,,,,,,,343,8220,12,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,13,2,0,60,378,d,1,,,,,,,343,8221,13,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,14,2,1,60,408,h,1,,,,,,,343,8222,14,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,15,2,1,60,429,h,1,,,,,,,343,8223,15,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,16,2,0,60,382,d,1,,,,,,,343,8224,16,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,17,2,0,60,397,d,1,,,,,,,343,8225,17,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,18,2,1,60,381,h,1,,,,,,,343,8226,18,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,19,2,0,60,400,d,1,,,,,,,343,8227,19,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,20,2,1,60,394,h,1,,,,,,,343,8228,20,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,21,2,1,60,385,h,1,,,,,,,343,8229,21,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,22,2,0,60,420,d,1,,,,,,,343,8230,22,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,23,2,1,60,390,h,1,,,,,,,343,8231,23,-4.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,24,2,0,60,395,d,1,,,,,,,343,8232,24,-7.5,0,"HSV 60,1,1"
15,26,f,Web from home,2,25,2,0,360,683,d,1,,,,,,,344,8233,1,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,26,2,1,360,420,h,1,,,,,,,344,8234,2,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,27,2,1,360,425,h,1,,,,,,,344,8235,3,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,28,2,0,360,367,d,1,,,,,,,344,8236,4,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,29,2,0,360,370,d,1,,,,,,,344,8237,5,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,30,2,1,360,340,h,1,,,,,,,344,8238,6,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,31,2,0,360,317,d,1,,,,,,,344,8239,7,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,32,2,1,360,346,h,1,,,,,,,344,8240,8,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,33,2,1,360,392,h,1,,,,,,,344,8241,9,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,34,2,0,360,298,d,1,,,,,,,344,8242,10,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,35,2,0,360,390,d,1,,,,,,,344,8243,11,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,36,2,1,360,356,h,1,,,,,,,344,8244,12,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,37,2,1,360,514,h,1,,,,,,,344,8245,13,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,38,2,0,360,347,d,1,,,,,,,344,8246,14,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,39,2,0,360,370,d,1,,,,,,,344,8247,15,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,40,2,1,360,376,h,1,,,,,,,344,8248,16,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,41,2,0,360,380,d,1,,,,,,,344,8249,17,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,42,2,1,360,341,h,1,,,,,,,344,8250,18,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,43,2,1,360,421,h,1,,,,,,,344,8251,19,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,44,2,0,360,388,d,1,,,,,,,344,8252,20,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,45,2,1,360,387,h,1,,,,,,,344,8253,21,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,46,2,0,360,393,d,1,,,,,,,344,8254,22,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,47,2,1,360,361,h,1,,,,,,,344,8255,23,-4.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,48,2,0,360,395,d,1,,,,,,,344,8256,24,-7.5,0,"HSV 360,1,1"
15,26,f,Web from home,2,49,2,1,120,513,h,1,,,,,,,345,8257,1,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,50,2,0,120,353,d,1,,,,,,,345,8258,2,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,51,2,0,120,396,d,1,,,,,,,345,8259,3,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,52,2,1,120,315,h,1,,,,,,,345,8260,4,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,53,2,1,120,369,h,1,,,,,,,345,8261,5,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,54,2,0,120,374,d,1,,,,,,,345,8262,6,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,55,2,1,120,342,h,1,,,,,,,345,8263,7,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,56,2,0,120,356,d,1,,,,,,,345,8264,8,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,57,2,1,120,350,h,1,,,,,,,345,8265,9,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,58,2,0,120,370,d,1,,,,,,,345,8266,10,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,59,2,0,120,381,d,1,,,,,,,345,8267,11,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,60,2,1,120,357,h,1,,,,,,,345,8268,12,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,61,2,1,120,466,h,1,,,,,,,345,8269,13,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,62,2,0,120,366,d,1,,,,,,,345,8270,14,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,63,2,1,120,343,h,1,,,,,,,345,8271,15,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,64,2,0,120,306,d,1,,,,,,,345,8272,16,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,65,2,1,120,398,h,1,,,,,,,345,8273,17,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,66,2,0,120,337,d,1,,,,,,,345,8274,18,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,67,2,0,120,386,d,1,,,,,,,345,8275,19,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,68,2,1,120,347,h,1,,,,,,,345,8276,20,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,69,2,1,120,346,h,1,,,,,,,345,8277,21,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,70,2,0,120,335,d,1,,,,,,,345,8278,22,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,71,2,1,120,386,h,1,,,,,,,345,8279,23,-4.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,72,2,0,120,371,d,1,,,,,,,345,8280,24,-7.5,0,"HSV 120,1,1"
15,26,f,Web from home,2,73,2,1,300,613,h,1,,,,,,,346,8281,1,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,74,2,0,300,763,d,1,,,,,,,346,8282,2,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,75,2,0,300,425,d,1,,,,,,,346,8283,3,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,76,2,1,300,392,h,1,,,,,,,346,8284,4,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,77,2,0,300,369,d,1,,,,,,,346,8285,5,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,78,2,1,300,304,h,1,,,,,,,346,8286,6,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,79,2,0,300,289,d,1,,,,,,,346,8287,7,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,80,2,1,300,291,h,1,,,,,,,346,8288,8,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,81,2,1,300,455,h,1,,,,,,,346,8289,9,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,82,2,0,300,358,d,1,,,,,,,346,8290,10,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,83,2,1,300,415,h,1,,,,,,,346,8291,11,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,84,2,0,300,309,d,1,,,,,,,346,8292,12,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,85,2,0,300,393,d,1,,,,,,,346,8293,13,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,86,2,1,300,399,h,1,,,,,,,346,8294,14,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,87,2,1,300,365,h,1,,,,,,,346,8295,15,-4.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,88,2,0,300,400,d,1,,,,,,,346,8296,16,-7.5,0,"HSV 300,1,1"
15,26,f,Web from home,2,89,2,1,300,377,h,1,,,,,,,346,8297,17,-4.5,0,"HSV 300,1,1"
