subjnr;rho;T_present;response;correct;ort1;ort2;ort3;ort4
2;1;1;0;0;0;-15,59547681;-15,59547681;-15,59547681
2;1;1;1;1;0;1,636640286;1,636640286;1,636640286
2;1;0;1;0;-7,138233945;-7,138233945;-7,138233945;-7,138233945
2;1;1;0;0;-8,341234991;0;-8,341234991;-8,341234991
2;1;1;1;1;5,154114666;0;5,154114666;5,154114666
2;1;1;1;1;-4,891637681;0;-4,891637681;-4,891637681
2;1;1;1;1;0;-15,61061959;-15,61061959;-15,61061959
2;1;0;0;1;8,351693354;8,351693354;8,351693354;8,351693354
2;1;0;0;1;37,17456201;37,17456201;37,17456201;37,17456201
2;1;0;0;1;8,973531746;8,973531746;8,973531746;8,973531746
2;1;1;1;1;5,968708605;5,968708605;0;5,968708605
2;1;0;0;1;-8,837927658;-8,837927658;-8,837927658;-8,837927658
2;1;1;1;1;-7,707649543;0;-7,707649543;-7,707649543
2;1;0;1;0;2,172180932;2,172180932;2,172180932;2,172180932
2;1;0;0;1;-26,69080777;-26,69080777;-26,69080777;-26,69080777
2;1;0;0;1;-21,61147291;-21,61147291;-21,61147291;-21,61147291
2;1;0;0;1;8,026001913;8,026001913;8,026001913;8,026001913
2;1;1;1;1;-4,479112044;0;-4,479112044;-4,479112044
2;1;0;0;1;14,88801814;14,88801814;14,88801814;14,88801814
2;1;0;0;1;-12,07377544;-12,07377544;-12,07377544;-12,07377544
2;1;0;1;0;5,700803224;5,700803224;5,700803224;5,700803224
2;1;1;1;1;-6,510716624;0;-6,510716624;-6,510716624
2;1;0;0;1;-19,42859527;-19,42859527;-19,42859527;-19,42859527
2;1;0;0;1;33,71584697;33,71584697;33,71584697;33,71584697
2;1;1;0;0;12,44735906;0;12,44735906;12,44735906
2;1;0;0;1;-20,64904989;-20,64904989;-20,64904989;-20,64904989
2;1;0;0;1;11,7237093;11,7237093;11,7237093;11,7237093
2;1;0;1;0;2,520517398;2,520517398;2,520517398;2,520517398
2;1;1;1;1;21,06860211;0;21,06860211;21,06860211
2;1;0;1;0;0,63468265;0,63468265;0,63468265;0,63468265
2;1;0;0;1;16,89391443;16,89391443;16,89391443;16,89391443
2;1;0;1;0;-5,402752706;-5,402752706;-5,402752706;-5,402752706
2;1;0;0;1;27,49632458;27,49632458;27,49632458;27,49632458
2;1;0;1;0;-8,180264506;-8,180264506;-8,180264506;-8,180264506
2;1;0;0;1;5,544415698;5,544415698;5,544415698;5,544415698
2;1;0;0;1;-9,263709979;-9,263709979;-9,263709979;-9,263709979
2;1;1;1;1;6,940597531;6,940597531;0;6,940597531
2;1;1;1;1;0;12,97951566;12,97951566;12,97951566
2;1;0;0;1;-21,07727031;-21,07727031;-21,07727031;-21,07727031
2;1;1;1;1;-4,655451145;0;-4,655451145;-4,655451145
2;1;0;0;1;10,19002941;10,19002941;10,19002941;10,19002941
2;1;0;0;1;5,283535286;5,283535286;5,283535286;5,283535286
2;1;0;0;1;-29,98269759;-29,98269759;-29,98269759;-29,98269759
2;1;0;0;1;16,40028945;16,40028945;16,40028945;16,40028945
2;1;0;0;1;-15,38626345;-15,38626345;-15,38626345;-15,38626345
2;1;1;0;0;11,42412023;11,42412023;11,42412023;0
2;1;1;1;1;-3,014199524;-3,014199524;0;-3,014199524
2;1;0;0;1;-10,07023874;-10,07023874;-10,07023874;-10,07023874
2;1;0;0;1;-18,85409203;-18,85409203;-18,85409203;-18,85409203
2;1;1;1;1;-1,812195839;0;-1,812195839;-1,812195839
2;1;0;0;1;18,57053527;18,57053527;18,57053527;18,57053527
2;1;0;1;0;-4,537026147;-4,537026147;-4,537026147;-4,537026147
2;1;1;1;1;0;6,593798446;6,593798446;6,593798446
2;1;1;0;0;19,90594633;0;19,90594633;19,90594633
2;1;1;1;1;19,13798516;19,13798516;0;19,13798516
2;1;0;0;1;-15,46701271;-15,46701271;-15,46701271;-15,46701271
2;1;0;0;1;-11,49393088;-11,49393088;-11,49393088;-11,49393088
2;1;1;1;1;-16,06231905;-16,06231905;0;-16,06231905
2;1;0;0;1;17,39316279;17,39316279;17,39316279;17,39316279
2;1;1;1;1;0;-15,4152548;-15,4152548;-15,4152548
2;1;1;1;1;0;7,698049281;7,698049281;7,698049281
2;1;1;0;0;29,26938024;29,26938024;0;29,26938024
2;1;0;1;0;0,291941548;0,291941548;0,291941548;0,291941548
2;1;1;0;0;14,72506883;0;14,72506883;14,72506883
2;1;1;1;1;26,98504848;26,98504848;26,98504848;0
2;1;1;1;1;-1,64807015;-1,64807015;-1,64807015;0
2;1;1;1;1;-16,2521619;-16,2521619;0;-16,2521619
2;1;1;1;1;-11,8779047;-11,8779047;-11,8779047;0
2;1;0;0;1;8,432681934;8,432681934;8,432681934;8,432681934
2;1;1;0;0;8,334469398;8,334469398;0;8,334469398
2;1;1;1;1;-9,248925807;-9,248925807;0;-9,248925807
2;1;0;1;0;0,79664125;0,79664125;0,79664125;0,79664125
2;1;1;1;1;3,84092415;0;3,84092415;3,84092415
2;1;1;1;1;0;5,77835346;5,77835346;5,77835346
2;1;0;0;1;-19,09076957;-19,09076957;-19,09076957;-19,09076957
2;1;1;1;1;17,92728507;17,92728507;0;17,92728507
2;1;1;1;1;0;-1,989597306;-1,989597306;-1,989597306
2;1;0;0;1;-25,57582164;-25,57582164;-25,57582164;-25,57582164
2;1;0;0;1;12,44400922;12,44400922;12,44400922;12,44400922
2;1;1;1;1;-21,46123745;0;-21,46123745;-21,46123745
2;1;1;0;0;10,7210399;0;10,7210399;10,7210399
2;1;1;1;1;-16,92047587;-16,92047587;0;-16,92047587
2;1;1;0;0;9,627776452;9,627776452;9,627776452;0
2;1;0;0;1;8,767399147;8,767399147;8,767399147;8,767399147
2;1;0;1;0;1,57210401;1,57210401;1,57210401;1,57210401
2;1;1;1;1;7,879128196;0;7,879128196;7,879128196
2;1;1;0;0;0;7,532799553;7,532799553;7,532799553
2;1;1;1;1;1,384913672;0;1,384913672;1,384913672
2;1;0;0;1;11,33670756;11,33670756;11,33670756;11,33670756
2;1;0;0;1;5,726674422;5,726674422;5,726674422;5,726674422
2;1;0;0;1;8,841426492;8,841426492;8,841426492;8,841426492
2;1;1;0;0;0;10,45082281;10,45082281;10,45082281
2;1;1;0;0;13,44283069;13,44283069;0;13,44283069
2;1;1;0;0;-19,09667861;0;-19,09667861;-19,09667861
2;1;1;1;1;0,566317529;0,566317529;0,566317529;0
2;1;1;0;0;-24,83062529;-24,83062529;-24,83062529;0
2;1;1;0;0;-11,13065758;-11,13065758;0;-11,13065758
2;1;0;0;1;-7,336055734;-7,336055734;-7,336055734;-7,336055734
2;1;1;0;0;-8,795244137;0;-8,795244137;-8,795244137
2;1;1;1;1;0;3,294114515;3,294114515;3,294114515
2;1;0;0;1;3,852959816;3,852959816;3,852959816;3,852959816
2;1;0;0;1;-25,27615311;-25,27615311;-25,27615311;-25,27615311
2;1;0;1;0;-3,000707848;-3,000707848;-3,000707848;-3,000707848
2;1;1;1;1;-12,79060708;-12,79060708;0;-12,79060708
2;1;1;1;1;-0,407710677;0;-0,407710677;-0,407710677
2;1;1;1;1;1,320264452;0;1,320264452;1,320264452
2;1;1;1;1;14,09656239;0;14,09656239;14,09656239
2;1;1;1;1;6,650783988;6,650783988;6,650783988;0
2;1;0;0;1;10,64812817;10,64812817;10,64812817;10,64812817
2;1;0;0;1;18,49511921;18,49511921;18,49511921;18,49511921
2;1;1;1;1;-6,977654133;0;-6,977654133;-6,977654133
2;1;1;0;0;-24,42387176;-24,42387176;0;-24,42387176
2;1;1;1;1;0;-17,08188818;-17,08188818;-17,08188818
2;1;0;0;1;9,932545287;9,932545287;9,932545287;9,932545287
2;1;1;1;1;-3,818344475;-3,818344475;0;-3,818344475
2;1;1;1;1;-19,57418787;-19,57418787;-19,57418787;0
2;1;0;0;1;17,53393641;17,53393641;17,53393641;17,53393641
2;1;1;1;1;-6,305994116;0;-6,305994116;-6,305994116
2;1;1;1;1;9,982433218;0;9,982433218;9,982433218
2;1;1;0;0;0;21,97642745;21,97642745;21,97642745
2;1;1;1;1;4,944397518;0;4,944397518;4,944397518
2;1;0;0;1;-29,32367859;-29,32367859;-29,32367859;-29,32367859
2;1;1;1;1;1,877453552;1,877453552;0;1,877453552
2;1;0;1;0;-7,004858827;-7,004858827;-7,004858827;-7,004858827
2;1;0;0;1;-13,17375696;-13,17375696;-13,17375696;-13,17375696
2;1;0;0;1;17,93168226;17,93168226;17,93168226;17,93168226
2;1;0;0;1;18,75691981;18,75691981;18,75691981;18,75691981
2;1;0;0;1;9,385182138;9,385182138;9,385182138;9,385182138
2;1;1;1;1;0;-20,72240143;-20,72240143;-20,72240143
2;1;0;0;1;-20,98086087;-20,98086087;-20,98086087;-20,98086087
2;1;1;1;1;-16,73539391;-16,73539391;-16,73539391;0
2;1;1;1;1;-16,45899136;-16,45899136;-16,45899136;0
2;1;0;1;0;-3,622321786;-3,622321786;-3,622321786;-3,622321786
2;1;0;0;1;12,87801342;12,87801342;12,87801342;12,87801342
2;1;1;0;0;0;20,25294907;20,25294907;20,25294907
2;1;1;1;1;-1,329568175;-1,329568175;-1,329568175;0
2;1;0;0;1;-19,88136761;-19,88136761;-19,88136761;-19,88136761
2;1;0;0;1;-16,79163877;-16,79163877;-16,79163877;-16,79163877
2;1;1;1;1;-20,64701414;0;-20,64701414;-20,64701414
2;1;0;0;1;-7,466296145;-7,466296145;-7,466296145;-7,466296145
2;1;0;0;1;-19,60745258;-19,60745258;-19,60745258;-19,60745258
2;1;1;1;1;-19,44183853;0;-19,44183853;-19,44183853
2;1;0;0;1;27,47906965;27,47906965;27,47906965;27,47906965
2;1;1;1;1;-12,78634517;-12,78634517;-12,78634517;0
2;1;1;1;1;-3,520597499;0;-3,520597499;-3,520597499
2;1;1;1;1;32,90817441;32,90817441;32,90817441;0
2;1;0;0;1;11,9063805;11,9063805;11,9063805;11,9063805
2;1;1;1;1;0;-3,023689199;-3,023689199;-3,023689199
2;1;1;1;1;-17,51630145;0;-17,51630145;-17,51630145
2;1;0;0;1;-24,31854389;-24,31854389;-24,31854389;-24,31854389
2;1;0;1;0;5,398202334;5,398202334;5,398202334;5,398202334
2;1;1;1;1;-10,07663476;-10,07663476;-10,07663476;0
2;1;1;0;0;-16,76105065;-16,76105065;0;-16,76105065
2;1;1;0;0;18,72271462;18,72271462;0;18,72271462
2;1;0;0;1;6,694332838;6,694332838;6,694332838;6,694332838
2;1;1;1;1;-0,481583285;0;-0,481583285;-0,481583285
2;1;0;1;0;1,894150011;1,894150011;1,894150011;1,894150011
2;1;1;1;1;18,29746991;18,29746991;18,29746991;0
2;1;0;1;0;16,95912785;16,95912785;16,95912785;16,95912785
2;1;1;0;0;9,134066302;9,134066302;9,134066302;0
2;1;0;0;1;-21,98687653;-21,98687653;-21,98687653;-21,98687653
2;1;0;1;0;5,396051295;5,396051295;5,396051295;5,396051295
2;1;0;1;0;-6,405729476;-6,405729476;-6,405729476;-6,405729476
2;1;1;0;0;20,43681222;0;20,43681222;20,43681222
2;1;0;0;1;16,22632127;16,22632127;16,22632127;16,22632127
2;1;1;1;1;0;2,167264597;2,167264597;2,167264597
2;1;0;1;0;-3,858291266;-3,858291266;-3,858291266;-3,858291266
2;1;0;0;1;24,79294532;24,79294532;24,79294532;24,79294532
2;1;0;0;1;-13,76948453;-13,76948453;-13,76948453;-13,76948453
2;1;0;0;1;-16,02846154;-16,02846154;-16,02846154;-16,02846154
2;1;1;1;1;0;11,18123471;11,18123471;11,18123471
2;1;1;0;0;0;-6,162627758;-6,162627758;-6,162627758
2;1;0;1;0;4,413448207;4,413448207;4,413448207;4,413448207
2;1;1;1;1;35,95207213;0;35,95207213;35,95207213
2;1;0;0;1;-36,24491194;-36,24491194;-36,24491194;-36,24491194
2;1;1;1;1;-2,880691501;0;-2,880691501;-2,880691501
2;1;1;1;1;-20,47626478;-20,47626478;0;-20,47626478
2;1;0;1;0;0,326111982;0,326111982;0,326111982;0,326111982
2;1;1;1;1;0;-0,913139558;-0,913139558;-0,913139558
2;1;0;1;0;-4,203674979;-4,203674979;-4,203674979;-4,203674979
2;1;0;0;1;-6,545484181;-6,545484181;-6,545484181;-6,545484181
2;1;0;0;1;22,02631602;22,02631602;22,02631602;22,02631602
2;1;0;0;1;-24,37311474;-24,37311474;-24,37311474;-24,37311474
2;1;0;0;1;30,10084264;30,10084264;30,10084264;30,10084264
2;1;1;0;0;-9,464232794;0;-9,464232794;-9,464232794
2;1;0;0;1;5,240813466;5,240813466;5,240813466;5,240813466
2;1;0;1;0;-0,704773742;-0,704773742;-0,704773742;-0,704773742
2;1;1;1;1;-0,003972956;0;-0,003972956;-0,003972956
2;1;1;1;1;3,553785996;3,553785996;0;3,553785996
2;1;0;1;0;-5,212892333;-5,212892333;-5,212892333;-5,212892333
2;1;1;0;0;0;14,12918837;14,12918837;14,12918837
2;1;1;1;1;0;-1,110715584;-1,110715584;-1,110715584
2;1;0;1;0;-1,521438791;-1,521438791;-1,521438791;-1,521438791
2;1;0;0;1;9,321656599;9,321656599;9,321656599;9,321656599
2;1;1;1;1;0;7,900256682;7,900256682;7,900256682
2;1;1;0;0;0;-22,37156599;-22,37156599;-22,37156599
2;1;0;1;0;2,073692023;2,073692023;2,073692023;2,073692023
2;1;1;1;1;4,956700162;4,956700162;0;4,956700162
2;1;1;1;1;2,561853415;2,561853415;0;2,561853415
2;1;0;0;1;-14,98746344;-14,98746344;-14,98746344;-14,98746344
2;1;1;1;1;3,741720782;0;3,741720782;3,741720782
2;1;1;1;1;-11,56334623;0;-11,56334623;-11,56334623
2;1;1;0;0;7,721159765;7,721159765;0;7,721159765
2;1;1;1;1;-14,79815114;-14,79815114;0;-14,79815114
2;1;1;0;0;18,39383672;18,39383672;18,39383672;0
2;1;1;1;1;-3,85648592;-3,85648592;-3,85648592;0
2;1;0;0;1;28,42237589;28,42237589;28,42237589;28,42237589
2;1;1;1;1;0;5,951563275;5,951563275;5,951563275
2;1;1;1;1;-1,689916064;-1,689916064;0;-1,689916064
2;1;1;1;1;-21,822146;-21,822146;0;-21,822146
2;1;1;1;1;-3,48466983;0;-3,48466983;-3,48466983
2;1;0;1;0;-5,77879962;-5,77879962;-5,77879962;-5,77879962
2;1;0;0;1;19,43687152;19,43687152;19,43687152;19,43687152
2;1;0;1;0;1,505250045;1,505250045;1,505250045;1,505250045
2;1;0;1;0;-2,768430855;-2,768430855;-2,768430855;-2,768430855
2;1;1;1;1;0;16,98676341;16,98676341;16,98676341
2;1;0;0;1;17,48835033;17,48835033;17,48835033;17,48835033
2;1;1;1;1;0;-5,569141135;-5,569141135;-5,569141135
2;1;0;0;1;25,58831067;25,58831067;25,58831067;25,58831067
2;1;0;0;1;-10,07581016;-10,07581016;-10,07581016;-10,07581016
2;1;0;0;1;9,941166824;9,941166824;9,941166824;9,941166824
2;1;1;1;1;22,42318648;22,42318648;22,42318648;0
2;1;0;1;0;-2,350030078;-2,350030078;-2,350030078;-2,350030078
2;1;0;0;1;-33,58379737;-33,58379737;-33,58379737;-33,58379737
2;1;1;1;1;21,9943114;21,9943114;0;21,9943114
2;1;1;1;1;-3,189725021;-3,189725021;-3,189725021;0
2;1;0;1;0;-5,185915413;-5,185915413;-5,185915413;-5,185915413
2;1;0;1;0;-5,156931818;-5,156931818;-5,156931818;-5,156931818
2;1;0;1;0;-10,31734422;-10,31734422;-10,31734422;-10,31734422
2;1;1;1;1;-1,794401517;-1,794401517;0;-1,794401517
2;1;1;0;0;18,6009091;18,6009091;0;18,6009091
2;1;0;0;1;-6,439260591;-6,439260591;-6,439260591;-6,439260591
2;1;0;0;1;9,144921799;9,144921799;9,144921799;9,144921799
2;1;1;1;1;-26,74665962;-26,74665962;0;-26,74665962
2;1;1;1;1;20,10396152;20,10396152;0;20,10396152
2;1;1;1;1;-18,40727266;-18,40727266;-18,40727266;0
2;1;1;1;1;-11,07663166;-11,07663166;-11,07663166;0
2;1;1;1;1;0;6,570523675;6,570523675;6,570523675
2;1;1;1;1;-3,660726607;0;-3,660726607;-3,660726607
2;1;1;1;1;35,37093457;35,37093457;0;35,37093457
2;1;1;1;1;0;-2,573861283;-2,573861283;-2,573861283
2;1;0;0;1;-14,61965053;-14,61965053;-14,61965053;-14,61965053
2;1;0;0;1;-4,451002367;-4,451002367;-4,451002367;-4,451002367
2;1;0;0;1;13,60579664;13,60579664;13,60579664;13,60579664
2;1;1;1;1;-30,67375833;0;-30,67375833;-30,67375833
2;1;1;1;1;-7,952339431;0;-7,952339431;-7,952339431
2;1;1;0;0;-3,950991418;-3,950991418;0;-3,950991418
2;1;0;0;1;-11,51851064;-11,51851064;-11,51851064;-11,51851064
2;1;1;1;1;0;10,04892064;10,04892064;10,04892064
2;1;0;0;1;16,51936537;16,51936537;16,51936537;16,51936537
2;1;0;0;1;-20,66987431;-20,66987431;-20,66987431;-20,66987431
2;1;1;1;1;-12,3571709;-12,3571709;-12,3571709;0
2;1;1;1;1;29,23899699;29,23899699;0;29,23899699
2;1;0;1;0;2,6550678;2,6550678;2,6550678;2,6550678
2;1;1;1;1;0;19,81080734;19,81080734;19,81080734
2;1;0;0;1;38,25845699;38,25845699;38,25845699;38,25845699
2;1;0;0;1;22,80924147;22,80924147;22,80924147;22,80924147
2;1;0;0;1;-37,21759776;-37,21759776;-37,21759776;-37,21759776
2;1;1;1;1;-4,836808355;-4,836808355;-4,836808355;0
2;1;1;1;1;-10,01420922;0;-10,01420922;-10,01420922
2;1;1;1;1;-32,40389605;-32,40389605;0;-32,40389605
2;1;0;1;0;-0,667078625;-0,667078625;-0,667078625;-0,667078625
2;1;0;0;1;7,814482547;7,814482547;7,814482547;7,814482547
2;1;0;0;1;19,75794947;19,75794947;19,75794947;19,75794947
2;1;0;1;0;1,654124961;1,654124961;1,654124961;1,654124961
2;1;1;1;1;0,769168555;0,769168555;0,769168555;0
2;1;1;1;1;-4,184680549;-4,184680549;0;-4,184680549
2;1;1;1;1;0;19,52279217;19,52279217;19,52279217
2;1;0;0;1;25,12342876;25,12342876;25,12342876;25,12342876
2;1;0;0;1;12,52706185;12,52706185;12,52706185;12,52706185
2;1;1;1;1;-10,72591753;-10,72591753;0;-10,72591753
2;1;1;1;1;23,93471413;0;23,93471413;23,93471413
2;1;0;1;0;-7,098731643;-7,098731643;-7,098731643;-7,098731643
2;1;0;1;0;-0,94389664;-0,94389664;-0,94389664;-0,94389664
2;1;0;0;1;-17,81130032;-17,81130032;-17,81130032;-17,81130032
2;1;0;1;0;-11,72018911;-11,72018911;-11,72018911;-11,72018911
2;1;1;1;1;-0,243455401;-0,243455401;-0,243455401;0
2;1;0;0;1;17,62435858;17,62435858;17,62435858;17,62435858
2;1;0;0;1;24,79314461;24,79314461;24,79314461;24,79314461
2;1;0;1;0;16,61037834;16,61037834;16,61037834;16,61037834
2;1;0;0;1;14,70463204;14,70463204;14,70463204;14,70463204
2;1;0;0;1;30,6903053;30,6903053;30,6903053;30,6903053
2;1;0;0;1;-17,81345687;-17,81345687;-17,81345687;-17,81345687
2;1;1;1;1;-15,74810933;-15,74810933;-15,74810933;0
2;1;0;0;1;10,52634046;10,52634046;10,52634046;10,52634046
2;1;0;0;1;16,18656874;16,18656874;16,18656874;16,18656874
2;1;1;1;1;8,24263891;8,24263891;0;8,24263891
2;1;1;1;1;-11,44631963;-11,44631963;-11,44631963;0
2;1;1;0;0;40,4873891;40,4873891;0;40,4873891
2;1;0;1;0;2,73274473;2,73274473;2,73274473;2,73274473
2;1;0;0;1;17,4444044;17,4444044;17,4444044;17,4444044
2;1;0;1;0;-4,320926647;-4,320926647;-4,320926647;-4,320926647
2;1;1;1;1;13,10864783;0;13,10864783;13,10864783
2;1;1;1;1;-11,78755066;0;-11,78755066;-11,78755066
2;1;1;1;1;1,79412326;1,79412326;0;1,79412326
2;1;0;0;1;37,74519683;37,74519683;37,74519683;37,74519683
2;1;0;0;1;-14,10350702;-14,10350702;-14,10350702;-14,10350702
2;1;1;1;1;-16,94325177;0;-16,94325177;-16,94325177
2;1;0;1;0;0,412894419;0,412894419;0,412894419;0,412894419
2;1;0;1;0;-14,08848253;-14,08848253;-14,08848253;-14,08848253
2;1;0;0;1;-9,082310237;-9,082310237;-9,082310237;-9,082310237
2;1;0;0;1;-29,43356259;-29,43356259;-29,43356259;-29,43356259
2;1;1;1;1;16,21401727;16,21401727;16,21401727;0
2;1;1;1;1;19,71722128;19,71722128;19,71722128;0
2;1;0;0;1;-16,81338943;-16,81338943;-16,81338943;-16,81338943
2;1;0;0;1;-12,25785828;-12,25785828;-12,25785828;-12,25785828
2;1;1;1;1;0;-36,18604345;-36,18604345;-36,18604345
2;1;1;1;1;0;-10,90064347;-10,90064347;-10,90064347
2;1;0;1;0;1,035183186;1,035183186;1,035183186;1,035183186
2;1;1;1;1;-10,53648479;0;-10,53648479;-10,53648479
2;1;1;1;1;0;-20,1638058;-20,1638058;-20,1638058
2;1;1;1;1;-36,47146599;-36,47146599;-36,47146599;0
2;1;0;0;1;-27,04850224;-27,04850224;-27,04850224;-27,04850224
2;1;0;0;1;-22,3369671;-22,3369671;-22,3369671;-22,3369671
2;1;1;0;0;-19,26091697;0;-19,26091697;-19,26091697
2;1;0;0;1;-16,39148666;-16,39148666;-16,39148666;-16,39148666
2;1;0;1;0;6,038301541;6,038301541;6,038301541;6,038301541
2;1;1;0;0;15,88473864;0;15,88473864;15,88473864
2;1;1;0;0;0;7,994175414;7,994175414;7,994175414
2;1;0;0;1;-18,39130288;-18,39130288;-18,39130288;-18,39130288
2;1;0;1;0;-1,854986329;-1,854986329;-1,854986329;-1,854986329
2;1;1;1;1;-10,79665117;-10,79665117;-10,79665117;0
2;1;0;0;1;18,91524194;18,91524194;18,91524194;18,91524194
2;1;0;0;1;17,16737292;17,16737292;17,16737292;17,16737292
2;1;1;1;1;8,717364625;8,717364625;8,717364625;0
2;1;1;0;0;7,022470082;0;7,022470082;7,022470082
2;1;1;1;1;15,91431982;0;15,91431982;15,91431982
2;1;1;1;1;0;0,765979102;0,765979102;0,765979102
2;1;1;0;0;12,12586111;12,12586111;0;12,12586111
2;1;0;0;1;6,40506422;6,40506422;6,40506422;6,40506422
2;1;0;1;0;-7,811824084;-7,811824084;-7,811824084;-7,811824084
2;1;1;1;1;0;7,894323934;7,894323934;7,894323934
2;1;1;0;0;2,869623055;0;2,869623055;2,869623055
2;1;1;1;1;0,376920298;0,376920298;0;0,376920298
2;1;1;1;1;-6,755494131;0;-6,755494131;-6,755494131
2;1;0;1;0;2,330588453;2,330588453;2,330588453;2,330588453
2;1;1;1;1;-31,96679436;-31,96679436;-31,96679436;0
2;1;1;0;0;4,736502773;0;4,736502773;4,736502773
2;1;0;0;1;12,25503143;12,25503143;12,25503143;12,25503143
2;1;0;0;1;19,08407528;19,08407528;19,08407528;19,08407528
2;1;1;1;1;0;-12,84353054;-12,84353054;-12,84353054
2;1;1;1;1;6,794656374;0;6,794656374;6,794656374
2;1;1;0;0;17,6465731;0;17,6465731;17,6465731
2;1;0;1;0;-4,719501134;-4,719501134;-4,719501134;-4,719501134
2;1;1;1;1;-7,046480129;-7,046480129;-7,046480129;0
2;1;0;1;0;-7,372107856;-7,372107856;-7,372107856;-7,372107856
2;1;0;0;1;8,8166021;8,8166021;8,8166021;8,8166021
2;1;0;1;0;-0,144778388;-0,144778388;-0,144778388;-0,144778388
2;1;1;1;1;0;26,26027821;26,26027821;26,26027821
2;1;1;1;1;0;0,493499364;0,493499364;0,493499364
2;1;1;0;0;33,39075692;0;33,39075692;33,39075692
2;1;0;0;1;-26,78849077;-26,78849077;-26,78849077;-26,78849077
2;1;0;1;0;-11,13310911;-11,13310911;-11,13310911;-11,13310911
2;1;0;1;0;-6,829962277;-6,829962277;-6,829962277;-6,829962277
2;1;1;0;0;14,39666541;0;14,39666541;14,39666541
2;1;0;0;1;-15,50607454;-15,50607454;-15,50607454;-15,50607454
2;1;0;1;0;5,056569267;5,056569267;5,056569267;5,056569267
2;1;1;1;1;7,343775638;7,343775638;7,343775638;0
2;1;0;1;0;-14,82664045;-14,82664045;-14,82664045;-14,82664045
2;1;1;1;1;0;-5,618716139;-5,618716139;-5,618716139
2;1;1;1;1;-15,43294192;0;-15,43294192;-15,43294192
2;1;1;1;1;0;-10,99525819;-10,99525819;-10,99525819
2;1;1;0;0;-10,6865323;0;-10,6865323;-10,6865323
2;1;1;1;1;27,94409405;0;27,94409405;27,94409405
2;1;0;0;1;25,61819844;25,61819844;25,61819844;25,61819844
2;1;0;1;0;-1,643266785;-1,643266785;-1,643266785;-1,643266785
2;1;0;0;1;14,42955925;14,42955925;14,42955925;14,42955925
2;1;0;0;1;-16,65387338;-16,65387338;-16,65387338;-16,65387338
2;1;1;1;1;0;-5,142780624;-5,142780624;-5,142780624
2;1;0;1;0;-1,291560037;-1,291560037;-1,291560037;-1,291560037
2;1;1;1;1;0;-21,65423182;-21,65423182;-21,65423182
2;1;0;0;1;9,807859692;9,807859692;9,807859692;9,807859692
2;1;1;1;1;10,13454863;10,13454863;10,13454863;0
2;1;1;1;1;-8,093114836;-8,093114836;0;-8,093114836
2;1;0;1;0;15,54938282;15,54938282;15,54938282;15,54938282
2;1;1;1;1;31,07158055;0;31,07158055;31,07158055
2;1;0;0;1;19,16970462;19,16970462;19,16970462;19,16970462
2;1;1;1;1;17,55638918;17,55638918;0;17,55638918
2;1;1;1;1;0;34,1916735;34,1916735;34,1916735
2;1;1;1;1;1,80637342;1,80637342;1,80637342;0
2;1;0;1;0;-12,65750549;-12,65750549;-12,65750549;-12,65750549
2;1;0;0;1;-12,08118384;-12,08118384;-12,08118384;-12,08118384
2;1;0;1;0;1,04818498;1,04818498;1,04818498;1,04818498
2;1;0;0;1;15,99924396;15,99924396;15,99924396;15,99924396
2;1;0;1;0;19,73559714;19,73559714;19,73559714;19,73559714
2;1;1;1;1;-1,277875699;0;-1,277875699;-1,277875699
2;1;0;1;0;-20,38471821;-20,38471821;-20,38471821;-20,38471821
2;1;0;0;1;19,50926523;19,50926523;19,50926523;19,50926523
2;1;0;1;0;12,50277776;12,50277776;12,50277776;12,50277776
2;1;1;1;1;5,698845455;5,698845455;0;5,698845455
2;1;0;1;0;-0,842810765;-0,842810765;-0,842810765;-0,842810765
2;1;0;1;0;-6,370622338;-6,370622338;-6,370622338;-6,370622338
2;1;1;0;0;13,9460341;0;13,9460341;13,9460341
2;1;1;1;1;-19,07181753;-19,07181753;0;-19,07181753
2;1;0;1;0;-22,31683077;-22,31683077;-22,31683077;-22,31683077
2;1;1;1;1;-15,41140391;0;-15,41140391;-15,41140391
2;1;1;1;1;-14,84220863;0;-14,84220863;-14,84220863
2;1;1;1;1;0;-14,85592453;-14,85592453;-14,85592453
2;1;0;1;0;-4,426778832;-4,426778832;-4,426778832;-4,426778832
2;1;1;1;1;-5,335688756;0;-5,335688756;-5,335688756
2;1;1;1;1;0,387316224;0,387316224;0;0,387316224
2;1;1;1;1;-2,413946365;-2,413946365;0;-2,413946365
2;1;0;1;0;-12,74984804;-12,74984804;-12,74984804;-12,74984804
2;1;0;1;0;-13,54865455;-13,54865455;-13,54865455;-13,54865455
2;1;1;0;0;-22,10440217;0;-22,10440217;-22,10440217
2;1;1;0;0;0;-11,56393478;-11,56393478;-11,56393478
2;1;0;1;0;-14,96455818;-14,96455818;-14,96455818;-14,96455818
2;1;1;1;1;21,94844652;21,94844652;0;21,94844652
2;1;1;0;0;-13,34992382;-13,34992382;-13,34992382;0
2;1;1;0;0;-17,78617216;-17,78617216;0;-17,78617216
2;1;0;0;1;-40,16890025;-40,16890025;-40,16890025;-40,16890025
2;1;0;1;0;20,96031415;20,96031415;20,96031415;20,96031415
2;1;0;1;0;-5,36336037;-5,36336037;-5,36336037;-5,36336037
