manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,RecRT,Erreur,REC,Rec2Type,RecRT2,Rec2,couleur,training,task,trialId
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,619,8000,4,18,2.26067950396,0,L,8,z,0,617,,,,,,,,,,A,980,3,Rouge,0,L among T,4566
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,581,8000,4,19,1.436460398,1,X,16,z,1,635,,,,,,,,,,B,999,4,Vert,0,X among T,4567
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,458,8000,4,20,5.26663415913,0,L,4,z,1,701,,,,,,,,,,B,1382,5,Vert,0,L among T,4568
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,426,8000,4,21,3.03696564684,0,L,16,z,1,2350,,,,,,,,,,C,1382,7,Vert,0,L among T,4569
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,431,8000,4,22,3.75773661731,1,X,16,z,1,885,,,,,,,,,,A,617,3,Vert,0,X among T,4570
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,498,8000,4,23,2.09962927247,0,X,8,z,1,518,,,,,,,,,,A,615,3,Vert,0,X among T,4571
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,471,8000,4,24,3.75824615349,1,L,8,z,1,767,,,,,,,,,,B,1046,4,Vert,0,L among T,4572
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,461,8000,4,25,1.96857231036,0,X,4,z,1,567,,,,,,,,,,A,1066,3,Vert,0,X among T,4573
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,607,8000,4,26,0.771639691024,1,L,4,z,0,617,,,,,,,,,,C,2399,7,Rouge,0,L among T,4574
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,497,8000,4,27,3.01364972217,0,X,8,a,1,801,,,,,,,,,,B,997,5,Rouge,0,X among T,4575
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,649,8000,4,28,2.99176396871,1,X,4,z,1,618,,,,,,,,,,B,749,4,Vert,0,X among T,4576
vs12,hollenweger,4,4,07Nov2011,1035,mixed,500,689,8000,4,29,4.31698531011,0,L,8,a,1,768,,,,,,,,,,C,817,6,Rouge,0,L among T,4577
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,667,8000,4,30,0.376259762,1,L,16,a,1,1285,,,,,,,,,,C,912,7,Rouge,0,L among T,4578
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,412,8000,4,31,5.59469603294,1,X,8,a,1,685,,,,,,,,,,B,699,4,Rouge,0,X among T,4579
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,445,8000,4,32,2.85026330427,0,X,4,a,1,551,,,,,,,,,,B,634,4,Rouge,0,X among T,4580
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,532,8000,4,33,1.26300914606,0,L,4,z,1,551,,,,,,,,,,B,634,5,Vert,0,L among T,4581
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,487,8000,4,34,1.45527288214,1,L,16,a,1,719,,,,,,,,,,B,552,4,Rouge,0,L among T,4582
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,411,8000,4,35,1.03723140255,0,L,16,z,1,3251,,,,,,,,,,D,817,9,Vert,0,L among T,4583
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,664,8000,4,36,5.55574922887,1,L,16,a,1,686,,,,,,,,,,B,1434,4,Rouge,0,L among T,4584
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,588,8000,4,37,0.498836673306,0,X,4,a,1,834,,,,,,,,,,B,867,5,Rouge,0,X among T,4585
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,465,8000,4,38,1.05323019182,0,X,4,a,1,483,,,,,,,,,,A,883,2,Rouge,0,X among T,4586
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,431,8000,4,39,5.53524154601,0,L,16,z,1,1869,,,,,,,,,,D,1250,8,Vert,0,L among T,4587
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,406,8000,4,40,5.56527350012,1,X,8,a,1,618,,,,,,,,,,A,949,3,Rouge,0,X among T,4588
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,587,8000,4,41,6.10212448885,1,L,8,a,1,1168,,,,,,,,,,B,866,5,Rouge,0,L among T,4589
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,512,8000,4,42,1.39532174797,1,X,8,a,1,651,,,,,,,,,,A,500,3,Rouge,0,X among T,4590
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,640,8000,4,43,2.8941048899,0,X,16,z,1,668,,,,,,,,,,A,463,3,Vert,0,X among T,4591
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,546,8000,4,44,4.95125578959,1,X,16,a,1,669,,,,,,,,,,A,616,3,Rouge,0,X among T,4592
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,614,8000,4,45,3.09504667397,0,X,8,a,1,501,,,,,,,,,,A,534,3,Rouge,0,X among T,4593
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,558,8000,4,46,0.25939029146,1,X,16,z,1,868,,,,,,,,,,A,617,3,Vert,0,X among T,4594
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,533,8000,4,47,6.27658161832,0,L,4,z,1,867,,,,,,,,,,C,1648,7,Vert,0,L among T,4595
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,400,8000,4,48,1.82771038195,0,X,16,a,1,669,,,,,,,,,,B,916,4,Rouge,0,X among T,4596
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,471,8000,4,49,0.693985038089,1,L,8,z,0,684,,,,,,,,,,A,1066,3,Rouge,0,L among T,4597
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,624,8000,4,50,6.24393511788,1,L,4,z,1,668,,,,,,,,,,A,745,3,Vert,0,L among T,4598
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,638,8000,4,51,0.941041032389,0,X,8,z,1,967,,,,,,,,,,A,1167,3,Vert,0,X among T,4599
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,472,8000,4,52,2.36562241,0,L,8,a,1,1218,,,,,,,,,,B,633,4,Rouge,0,L among T,4600
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,629,8000,4,53,0.91384697091,0,X,4,z,1,601,,,,,,,,,,A,584,3,Vert,0,X among T,4601
vs12,hollenweger,4,4,07Nov2011,1036,mixed,500,609,8000,4,54,3.06905546958,0,L,8,a,1,718,,,,,,,,,,B,1533,4,Rouge,0,L among T,4602
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,531,8000,4,55,4.91799842683,1,L,4,a,0,833,,,,,,,,,,B,1066,4,Vert,0,L among T,4603
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,591,8000,4,56,4.98711376055,1,L,4,z,1,618,,,,,,,,,,A,800,3,Vert,0,L among T,4604
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,479,8000,4,57,5.64756006862,0,X,16,z,1,731,,,,,,,,,,A,601,3,Vert,0,X among T,4605
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,635,8000,4,58,0.833473964471,1,L,8,a,1,985,,,,,,,,,,B,1984,5,Rouge,0,L among T,4606
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,414,8000,4,59,0.0698189273385,0,L,4,z,1,967,,,,,,,,,,B,1714,4,Vert,0,L among T,4607
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,614,8000,4,60,6.14498291649,0,X,16,z,1,802,,,,,,,,,,A,749,3,Vert,0,X among T,4608
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,603,8000,5,1,2.44723157334,0,X,4,a,1,684,,,,,,,,,,B,1768,4,Rouge,0,X among T,4609
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,556,8000,5,2,4.97070761417,0,X,4,z,1,667,,,,,,,,,,B,734,4,Vert,0,X among T,4610
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,682,8000,5,3,5.3399480663,1,X,4,z,1,584,,,,,,,,,,B,950,4,Vert,0,X among T,4611
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,419,8000,5,4,1.04347100016,0,L,4,a,1,835,,,,,,,,,,A,700,3,Rouge,0,L among T,4612
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,422,8000,5,5,2.69734571925,1,L,16,z,1,1335,,,,,,,,,,B,899,5,Vert,0,L among T,4613
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,657,8000,5,6,3.32788519672,0,L,8,z,1,580,,,,,,,,,,B,734,4,Vert,0,L among T,4614
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,495,8000,5,7,6.01373578617,0,X,8,a,1,701,,,,,,,,,,A,600,3,Rouge,0,X among T,4615
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,631,8000,5,8,0.70737613094,0,X,16,a,1,519,,,,,,,,,,A,1148,2,Rouge,0,X among T,4616
vs12,hollenweger,4,4,07Nov2011,1037,mixed,500,699,8000,5,9,5.47926348402,1,X,16,a,1,518,,,,,,,,,,A,1148,2,Rouge,0,X among T,4617
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,494,8000,5,10,5.45219650223,1,L,4,z,1,750,,,,,,,,,,B,3749,4,Vert,0,L among T,4618
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,490,8000,5,11,2.60228492686,1,X,4,a,1,551,,,,,,,,,,A,684,2,Rouge,0,X among T,4619
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,559,8000,5,12,1.34166348749,0,X,16,a,1,613,,,,,,,,,,A,3000,2,Rouge,0,X among T,4620
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,436,8000,5,13,2.44163772407,1,X,4,z,1,750,,,,,,,,,,A,717,3,Vert,0,X among T,4621
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,543,8000,5,14,0.45702271621,0,X,4,a,1,683,,,,,,,,,,A,501,3,Rouge,0,X among T,4622
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,509,8000,5,15,4.09590228749,0,L,16,z,1,2932,,,,,,,,,,B,634,5,Vert,0,L among T,4623
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,422,8000,5,16,1.86468755703,0,L,4,z,1,967,,,,,,,,,,C,1916,6,Vert,0,L among T,4624
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,425,8000,5,17,1.53280767083,0,X,16,a,1,713,,,,,,,,,,A,1050,3,Rouge,0,X among T,4625
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,537,8000,5,18,1.80846163229,1,L,8,z,1,1385,,,,,,,,,,B,650,4,Vert,0,L among T,4626
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,475,8000,5,19,4.42265660572,1,L,8,a,1,1351,,,,,,,,,,B,817,4,Rouge,0,L among T,4627
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,596,8000,5,20,2.51045657028,1,L,8,a,1,832,,,,,,,,,,B,634,4,Rouge,0,L among T,4628
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,635,8000,5,21,1.24569774118,0,L,4,a,1,601,,,,,,,,,,A,584,3,Rouge,0,L among T,4629
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,525,8000,5,22,0.979644387632,0,X,8,a,1,634,,,,,,,,,,A,884,3,Rouge,0,X among T,4630
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,616,8000,5,23,5.41358001716,1,L,4,z,1,834,,,,,,,,,,B,1679,5,Vert,0,L among T,4631
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,470,8000,5,24,6.11323404414,0,L,8,z,1,685,,,,,,,,,,B,784,4,Vert,0,L among T,4632
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,489,8000,5,25,4.05656419911,1,L,16,z,1,1452,,,,,,,,,,C,1316,7,Vert,0,L among T,4633
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,692,8000,5,26,0.410323379205,0,X,4,z,1,1664,,,,,,,,,,B,1400,5,Vert,0,X among T,4634
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,428,8000,5,27,1.31339985516,1,L,16,z,1,702,,,,,,,,,,A,949,3,Vert,0,L among T,4635
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,443,8000,5,28,4.6586420439,0,L,16,a,1,1085,,,,,,,,,,B,800,4,Rouge,0,L among T,4636
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,556,8000,5,29,0.949683071261,1,X,8,z,1,679,,,,,,,,,,A,749,2,Vert,0,X among T,4637
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,521,8000,5,30,4.17285037713,0,X,8,z,1,501,,,,,,,,,,A,950,2,Vert,0,X among T,4638
vs12,hollenweger,4,4,07Nov2011,1038,mixed,500,697,8000,5,31,2.37116873136,1,X,4,z,1,617,,,,,,,,,,A,650,2,Vert,0,X among T,4639
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,485,8000,5,32,6.12614890426,1,L,4,z,1,834,,,,,,,,,,B,883,4,Vert,0,L among T,4640
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,427,8000,5,33,5.3735434493,0,L,16,z,1,1850,,,,,,,,,,C,883,6,Vert,0,L among T,4641
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,658,8000,5,34,1.33344682585,1,L,16,z,1,769,,,,,,,,,,B,1683,5,Vert,0,L among T,4642
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,438,8000,5,35,2.59241890089,1,X,16,a,0,669,,,,,,,,,,B,862,4,Vert,0,X among T,4643
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,471,8000,5,36,2.00556445932,1,X,4,z,1,467,,,,,,,,,,A,783,3,Vert,0,X among T,4644
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,600,8000,5,37,2.78152282856,1,L,16,a,1,1435,,,,,,,,,,C,1250,7,Rouge,0,L among T,4645
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,553,8000,5,38,5.92471722152,0,L,4,a,1,1300,,,,,,,,,,B,896,4,Rouge,0,L among T,4646
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,569,8000,5,39,4.29783415981,0,L,8,a,1,968,,,,,,,,,,B,934,4,Rouge,0,L among T,4647
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,445,8000,5,40,2.82710245228,1,L,8,a,1,1018,,,,,,,,,,C,651,6,Rouge,0,L among T,4648
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,689,8000,5,41,0.986939272285,0,X,8,a,1,718,,,,,,,,,,A,1066,3,Rouge,0,X among T,4649
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,443,8000,5,42,4.27612949458,1,X,16,a,1,618,,,,,,,,,,A,750,2,Rouge,0,X among T,4650
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,439,8000,5,43,4.60693288996,0,X,16,z,1,719,,,,,,,,,,A,1116,3,Vert,0,X among T,4651
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,503,8000,5,44,5.87383786736,0,L,4,z,1,1300,,,,,,,,,,B,1083,4,Vert,0,L among T,4652
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,432,8000,5,45,1.88833879238,0,X,8,a,1,1015,,,,,,,,,,B,1667,4,Rouge,0,X among T,4653
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,428,8000,5,46,0.687628173949,0,X,16,a,1,586,,,,,,,,,,A,1068,3,Rouge,0,X among T,4654
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,415,8000,5,47,6.08388216771,1,X,8,z,1,618,,,,,,,,,,A,898,3,Vert,0,X among T,4655
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,551,8000,5,48,6.04972322466,1,L,4,z,1,798,,,,,,,,,,B,1016,5,Vert,0,L among T,4656
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,491,8000,5,49,1.4639403749,1,X,8,a,1,851,,,,,,,,,,B,650,4,Rouge,0,X among T,4657
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,416,8000,5,50,2.73588596717,1,X,8,a,1,751,,,,,,,,,,B,617,5,Rouge,0,X among T,4658
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,567,8000,5,51,3.71169495508,1,X,16,z,1,1385,,,,,,,,,,A,731,3,Vert,0,X among T,4659
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,678,8000,5,52,3.58857893616,0,X,4,a,1,584,,,,,,,,,,B,634,4,Rouge,0,X among T,4660
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,622,8000,5,53,2.89743651788,0,L,8,a,1,1684,,,,,,,,,,C,750,6,Rouge,0,L among T,4661
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,534,8000,5,54,4.12828369584,0,L,8,a,1,851,,,,,,,,,,B,483,5,Rouge,0,L among T,4662
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,533,8000,5,55,3.11266963745,1,L,8,a,1,718,,,,,,,,,,C,650,6,Rouge,0,L among T,4663
vs12,hollenweger,4,4,07Nov2011,1039,mixed,500,561,8000,5,56,2.01753191364,0,L,16,z,1,852,,,,,,,,,,B,534,4,Vert,0,L among T,4664
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,400,8000,5,57,6.22985914103,0,L,16,z,1,702,,,,,,,,,,A,783,3,Vert,0,L among T,4665
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,430,8000,5,58,5.01839102679,1,X,16,z,0,819,,,,,,,,,,A,768,3,Rouge,0,X among T,4666
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,525,8000,5,59,5.64753181278,1,L,4,a,1,1067,,,,,,,,,,A,751,3,Rouge,0,L among T,4667
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,592,8000,5,60,1.80080283946,1,X,8,a,1,618,,,,,,,,,,A,567,3,Rouge,0,X among T,4668
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,401,8000,6,1,3.92261223376,0,L,8,z,1,1118,,,,,,,,,,C,1784,6,Vert,0,L among T,4669
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,576,8000,6,2,4.02619128316,0,X,8,a,1,968,,,,,,,,,,B,715,4,Rouge,0,X among T,4670
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,633,8000,6,3,0.741858195998,0,L,4,a,1,900,,,,,,,,,,B,783,4,Rouge,0,L among T,4671
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,470,8000,6,4,5.61382129221,1,L,4,a,1,551,,,,,,,,,,C,734,6,Rouge,0,L among T,4672
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,500,8000,6,5,1.84353679156,0,L,16,a,0,701,,,,,,,,,,A,934,3,Vert,0,L among T,4673
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,614,8000,6,6,1.5674384609,0,L,8,a,1,1495,,,,,,,,,,C,1350,7,Rouge,0,L among T,4674
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,502,8000,6,7,5.75671810139,0,L,8,a,1,652,,,,,,,,,,C,617,6,Rouge,0,L among T,4675
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,504,8000,6,8,1.89815557988,0,X,4,a,1,917,,,,,,,,,,C,1000,6,Rouge,0,X among T,4676
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,500,8000,6,9,5.56475270986,1,L,8,a,1,965,,,,,,,,,,B,650,4,Rouge,0,L among T,4677
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,419,8000,6,10,4.98265459839,0,L,8,a,1,601,,,,,,,,,,B,1117,4,Rouge,0,L among T,4678
vs12,hollenweger,4,4,07Nov2011,1040,mixed,500,427,8000,6,11,1.21448215005,0,L,16,z,1,2968,,,,,,,,,,D,863,9,Vert,0,L among T,4679
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,559,8000,6,12,5.61621115064,1,L,4,a,1,751,,,,,,,,,,B,851,4,Rouge,0,L among T,4680
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,522,8000,6,13,2.77958276973,1,X,16,a,1,569,,,,,,,,,,A,734,3,Rouge,0,X among T,4681
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,687,8000,6,14,1.08634232654,1,X,16,a,1,686,,,,,,,,,,A,751,2,Rouge,0,X among T,4682
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,614,8000,6,15,3.5262515217,1,L,4,a,1,949,,,,,,,,,,B,750,5,Rouge,0,L among T,4683
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,510,8000,6,16,3.62706610005,1,X,8,a,1,534,,,,,,,,,,A,1033,3,Rouge,0,X among T,4684
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,546,8000,6,17,3.02267922346,1,L,8,z,1,1151,,,,,,,,,,C,684,7,Vert,0,L among T,4685
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,512,8000,6,18,2.65708778415,0,X,4,a,1,517,,,,,,,,,,A,2077,1,Rouge,0,X among T,4686
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,458,8000,6,19,5.43266914331,1,X,4,z,1,768,,,,,,,,,,A,667,3,Vert,0,X among T,4687
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,586,8000,6,20,4.83119238916,0,X,4,z,1,483,,,,,,,,,,B,584,4,Vert,0,X among T,4688
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,458,8000,6,21,0.502830591991,1,X,16,a,1,652,,,,,,,,,,A,817,3,Rouge,0,X among T,4689
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,609,8000,6,22,1.69026636203,0,L,4,z,1,2914,,,,,,,,,,C,800,6,Vert,0,L among T,4690
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,443,8000,6,23,1.2519441451,0,X,8,z,1,718,,,,,,,,,,A,666,2,Vert,0,X among T,4691
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,623,8000,6,24,0.926565704089,0,L,4,z,1,701,,,,,,,,,,B,1446,4,Vert,0,L among T,4692
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,429,8000,6,25,6.08509850573,0,L,16,z,1,885,,,,,,,,,,B,665,4,Vert,0,L among T,4693
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,682,8000,6,26,3.4788112246,1,X,4,a,1,567,,,,,,,,,,A,751,2,Rouge,0,X among T,4694
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,666,8000,6,27,5.05505254785,1,X,4,a,1,634,,,,,,,,,,A,649,3,Rouge,0,X among T,4695
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,506,8000,6,28,1.00123650231,1,L,8,a,0,1048,,,,,,,,,,C,2216,7,Vert,0,L among T,4696
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,531,8000,6,29,4.8819726465,0,X,16,z,1,719,,,,,,,,,,A,566,2,Vert,0,X among T,4697
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,565,8000,6,30,5.04930651213,0,L,8,a,1,851,,,,,,,,,,B,783,5,Rouge,0,L among T,4698
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,440,8000,6,31,0.219733864771,1,L,16,z,1,1316,,,,,,,,,,C,1451,6,Vert,0,L among T,4699
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,580,8000,6,32,4.30543416584,1,X,8,z,1,801,,,,,,,,,,A,383,3,Vert,0,X among T,4700
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,578,8000,6,33,5.34976800856,0,X,8,z,1,518,,,,,,,,,,A,634,3,Vert,0,X among T,4701
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,443,8000,6,34,1.99248970588,0,X,16,a,1,801,,,,,,,,,,A,550,3,Rouge,0,X among T,4702
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,427,8000,6,35,0.744987448076,1,L,8,z,1,1334,,,,,,,,,,C,1016,6,Vert,0,L among T,4703
vs12,hollenweger,4,4,07Nov2011,1041,mixed,500,519,8000,6,36,0.0186418734696,1,L,8,a,1,934,,,,,,,,,,B,1383,4,Rouge,0,L among T,4704
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,449,8000,6,37,5.76671881794,1,X,16,z,1,702,,,,,,,,,,A,485,3,Vert,0,X among T,4705
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,565,8000,6,38,1.79689351551,1,X,16,a,1,618,,,,,,,,,,B,667,4,Rouge,0,X among T,4706
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,647,8000,6,39,1.16610735836,0,X,4,z,1,635,,,,,,,,,,A,451,3,Vert,0,X among T,4707
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,588,8000,6,40,1.18395712046,1,X,8,z,1,634,,,,,,,,,,A,518,2,Vert,0,X among T,4708
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,595,8000,6,41,4.42927649425,0,X,8,a,1,601,,,,,,,,,,A,551,3,Rouge,0,X among T,4709
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,495,8000,6,42,4.31621845407,0,X,16,z,1,647,,,,,,,,,,A,468,3,Vert,0,X among T,4710
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,441,8000,6,43,1.85119531841,0,X,8,a,1,601,,,,,,,,,,A,866,3,Rouge,0,X among T,4711
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,688,8000,6,44,4.26269743275,0,X,4,z,1,501,,,,,,,,,,B,568,4,Vert,0,X among T,4712
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,532,8000,6,45,0.610680372869,0,L,4,z,0,900,,,,,,,,,,C,801,6,Rouge,0,L among T,4713
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,517,8000,6,46,3.45839520431,1,L,4,z,1,681,,,,,,,,,,B,567,4,Vert,0,L among T,4714
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,571,8000,6,47,5.91025809338,1,X,8,a,1,751,,,,,,,,,,A,466,3,Rouge,0,X among T,4715
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,648,8000,6,48,3.9452892469,0,X,16,z,1,635,,,,,,,,,,A,600,3,Vert,0,X among T,4716
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,523,8000,6,49,5.34778959386,1,L,16,z,1,886,,,,,,,,,,A,617,3,Vert,0,L among T,4717
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,471,8000,6,50,4.27517988163,1,L,16,z,0,899,,,,,,,,,,B,1266,5,Rouge,0,L among T,4718
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,547,8000,6,51,2.72761348197,1,L,16,a,1,1085,,,,,,,,,,A,551,3,Rouge,0,L among T,4719
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,438,8000,6,52,0.636302019182,0,L,4,a,1,784,,,,,,,,,,A,550,3,Rouge,0,L among T,4720
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,418,8000,6,53,4.61652760878,1,X,8,z,1,651,,,,,,,,,,A,433,2,Vert,0,X among T,4721
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,697,8000,6,54,3.24065193356,1,L,16,a,1,1901,,,,,,,,,,D,983,8,Rouge,0,L among T,4722
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,602,8000,6,55,4.98594197443,0,L,16,z,1,1934,,,,,,,,,,C,732,7,Vert,0,L among T,4723
vs12,hollenweger,4,4,07Nov2011,1042,mixed,500,621,8000,6,56,5.41058759192,0,L,16,z,1,1150,,,,,,,,,,C,433,6,Vert,0,L among T,4724
