manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,RecRT,Erreur,REC,Rec2Type,RecRT2,Rec2,couleur,training,task,trialId
vs12,crochez,4,4,07Nov2011,1845,mixed,500,544,8000,3,18,3.00317961403,0,L,16,a,1,1886,,,,,,,,,,A,1865,2,Rouge,0,L among T,2874
vs12,crochez,4,4,07Nov2011,1845,mixed,500,431,8000,3,19,2.95486285393,0,L,8,a,1,800,,,,,,,,,,A,1133,1,Rouge,0,L among T,2875
vs12,crochez,4,4,07Nov2011,1845,mixed,500,608,8000,3,20,5.01170664184,0,X,8,a,1,817,,,,,,,,,,A,1150,2,Rouge,0,X among T,2876
vs12,crochez,4,4,07Nov2011,1845,mixed,500,506,8000,3,21,0.658876776159,0,L,16,z,1,3329,,,,,,,,,,B,1233,5,Vert,0,L among T,2877
vs12,crochez,4,4,07Nov2011,1845,mixed,500,620,8000,3,22,1.15606806391,1,X,4,a,1,917,,,,,,,,,,A,933,2,Rouge,0,X among T,2878
vs12,crochez,4,4,07Nov2011,1846,mixed,500,605,8000,3,23,3.61856007242,0,L,8,a,1,1501,,,,,,,,,,B,1081,4,Rouge,0,L among T,2879
vs12,crochez,4,4,07Nov2011,1846,mixed,500,486,8000,3,24,1.24724223249,1,L,16,a,1,5435,,,,,,,,,,C,1092,7,Rouge,0,L among T,2880
vs12,crochez,4,4,07Nov2011,1846,mixed,500,510,8000,3,25,2.71544364387,1,L,4,z,1,1318,,,,,,,,,,B,1800,4,Vert,0,L among T,2881
vs12,crochez,4,4,07Nov2011,1846,mixed,500,427,8000,3,26,4.60287041032,0,L,8,a,1,1117,,,,,,,,,,A,1016,3,Rouge,0,L among T,2882
vs12,crochez,4,4,07Nov2011,1846,mixed,500,510,8000,3,27,3.07695263875,0,L,4,a,1,2331,,,,,,,,,,B,867,4,Rouge,0,L among T,2883
vs12,crochez,4,4,07Nov2011,1846,mixed,500,608,8000,3,28,4.73028661228,1,X,16,a,1,1035,,,,,,,,,,A,2732,2,Rouge,0,X among T,2884
vs12,crochez,4,4,07Nov2011,1846,mixed,500,581,8000,3,29,2.81088220558,1,X,8,a,1,1462,,,,,,,,,,A,967,2,Rouge,0,X among T,2885
vs12,crochez,4,4,07Nov2011,1846,mixed,500,604,8000,3,30,4.61449757598,0,X,4,a,1,684,,,,,,,,,,A,1317,1,Rouge,0,X among T,2886
vs12,crochez,4,4,07Nov2011,1846,mixed,500,507,8000,3,31,1.52018730861,1,L,8,a,1,1084,,,,,,,,,,A,1481,2,Rouge,0,L among T,2887
vs12,crochez,4,4,07Nov2011,1846,mixed,500,621,8000,3,32,4.84666874957,1,X,16,z,1,1019,,,,,,,,,,A,1100,3,Vert,0,X among T,2888
vs12,crochez,4,4,07Nov2011,1846,mixed,500,458,8000,3,33,1.09298035067,1,L,4,a,1,2334,,,,,,,,,,A,1434,2,Rouge,0,L among T,2889
vs12,crochez,4,4,07Nov2011,1846,mixed,500,699,8000,3,34,4.11032587114,0,X,4,z,1,1066,,,,,,,,,,A,968,3,Vert,0,X among T,2890
vs12,crochez,4,4,07Nov2011,1846,mixed,500,443,8000,3,35,3.31222748564,1,X,4,z,1,750,,,,,,,,,,A,1417,1,Vert,0,X among T,2891
vs12,crochez,4,4,07Nov2011,1846,mixed,500,496,8000,3,36,5.43146045716,0,L,16,z,1,2817,,,,,,,,,,B,1283,4,Vert,0,L among T,2892
vs12,crochez,4,4,07Nov2011,1846,mixed,500,536,8000,3,37,3.62466746219,0,L,16,z,1,1285,,,,,,,,,,A,1500,2,Vert,0,L among T,2893
vs12,crochez,4,4,07Nov2011,1846,mixed,500,462,8000,3,38,5.0342790061,0,L,4,z,1,1200,,,,,,,,,,A,964,2,Vert,0,L among T,2894
vs12,crochez,4,4,07Nov2011,1846,mixed,500,649,8000,3,39,0.638938833674,1,L,8,a,1,1117,,,,,,,,,,A,733,1,Rouge,0,L among T,2895
vs12,crochez,4,4,07Nov2011,1847,mixed,500,534,8000,3,40,5.50016549438,0,X,16,a,1,1036,,,,,,,,,,A,1068,1,Rouge,0,X among T,2896
vs12,crochez,4,4,07Nov2011,1847,mixed,500,609,8000,3,41,3.58114006281,0,X,16,z,1,952,,,,,,,,,,A,1381,2,Vert,0,X among T,2897
vs12,crochez,4,4,07Nov2011,1847,mixed,500,420,8000,3,42,3.78262602917,1,L,4,a,1,3184,,,,,,,,,,B,850,4,Rouge,0,L among T,2898
vs12,crochez,4,4,07Nov2011,1847,mixed,500,601,8000,3,43,4.51079857255,0,X,16,a,1,901,,,,,,,,,,A,4595,2,Rouge,0,X among T,2899
vs12,crochez,4,4,07Nov2011,1847,mixed,500,449,8000,3,44,4.07923192384,1,X,4,z,1,617,,,,,,,,,,A,1166,2,Vert,0,X among T,2900
vs12,crochez,4,4,07Nov2011,1847,mixed,500,516,8000,3,45,4.44725047361,0,L,4,a,1,2679,,,,,,,,,,B,1067,4,Rouge,0,L among T,2901
vs12,crochez,4,4,07Nov2011,1847,mixed,500,680,8000,3,46,0.792761530504,0,X,16,a,1,935,,,,,,,,,,A,1149,2,Rouge,0,X among T,2902
vs12,crochez,4,4,07Nov2011,1847,mixed,500,584,8000,3,47,2.55124811243,0,X,8,z,1,700,,,,,,,,,,A,1033,2,Vert,0,X among T,2903
vs12,crochez,4,4,07Nov2011,1847,mixed,500,495,8000,3,48,4.50775249754,1,X,8,a,1,934,,,,,,,,,,A,1250,2,Rouge,0,X among T,2904
vs12,crochez,4,4,07Nov2011,1847,mixed,500,404,8000,3,49,1.00414382517,1,X,8,z,1,751,,,,,,,,,,A,732,1,Vert,0,X among T,2905
vs12,crochez,4,4,07Nov2011,1847,mixed,500,626,8000,3,50,0.000288940325685,1,X,16,z,0,836,,,,,,,,,,A,4112,2,Rouge,0,X among T,2906
vs12,crochez,4,4,07Nov2011,1847,mixed,500,631,8000,3,51,0.340633180209,1,X,8,z,1,1434,,,,,,,,,,A,2066,2,Vert,0,X among T,2907
vs12,crochez,4,4,07Nov2011,1847,mixed,500,468,8000,3,52,0.739471168463,1,L,8,z,1,1147,,,,,,,,,,A,1216,2,Vert,0,L among T,2908
vs12,crochez,4,4,07Nov2011,1847,mixed,500,486,8000,3,53,5.25421696234,0,L,4,z,1,783,,,,,,,,,,A,1317,1,Vert,0,L among T,2909
vs12,crochez,4,4,07Nov2011,1847,mixed,500,521,8000,3,54,4.1645977297,1,L,16,a,1,2850,,,,,,,,,,B,1249,5,Rouge,0,L among T,2910
vs12,crochez,4,4,07Nov2011,1847,mixed,500,422,8000,3,55,2.41763759504,0,X,4,z,1,1084,,,,,,,,,,A,1183,2,Vert,0,X among T,2911
vs12,crochez,4,4,07Nov2011,1847,mixed,500,479,8000,3,56,0.219757193565,1,X,8,a,1,1251,,,,,,,,,,A,1033,1,Rouge,0,X among T,2912
vs12,crochez,4,4,07Nov2011,1848,mixed,500,504,8000,3,57,0.635502542425,1,L,16,a,1,5448,,,,,,,,,,C,1149,7,Rouge,0,L among T,2913
vs12,crochez,4,4,07Nov2011,1848,mixed,500,475,8000,3,58,5.90384634357,0,X,8,a,1,1797,,,,,,,,,,A,3516,3,Rouge,0,X among T,2914
vs12,crochez,4,4,07Nov2011,1848,mixed,500,532,8000,3,59,0.342013894351,1,X,4,z,1,1084,,,,,,,,,,A,1133,2,Vert,0,X among T,2915
vs12,crochez,4,4,07Nov2011,1848,mixed,500,488,8000,3,60,2.38131897136,1,X,16,a,1,1885,,,,,,,,,,A,1948,2,Rouge,0,X among T,2916
vs12,crochez,4,4,07Nov2011,1848,mixed,500,566,8000,4,1,2.16869166575,1,L,4,z,1,1817,,,,,,,,,,B,1417,4,Vert,0,L among T,2917
vs12,crochez,4,4,07Nov2011,1848,mixed,500,506,8000,4,2,6.27246187499,1,L,16,a,1,1319,,,,,,,,,,A,1813,3,Rouge,0,L among T,2918
vs12,crochez,4,4,07Nov2011,1848,mixed,500,636,8000,4,3,4.09470745144,1,X,8,z,1,1251,,,,,,,,,,A,1500,3,Vert,0,X among T,2919
vs12,crochez,4,4,07Nov2011,1848,mixed,500,634,8000,4,4,1.39594471995,1,X,8,z,1,668,,,,,,,,,,A,816,2,Vert,0,X among T,2920
vs12,crochez,4,4,07Nov2011,1848,mixed,500,475,8000,4,5,0.241451086985,1,X,8,a,1,1182,,,,,,,,,,A,1033,3,Rouge,0,X among T,2921
vs12,crochez,4,4,07Nov2011,1848,mixed,500,461,8000,4,6,2.60939962739,1,X,4,a,1,1484,,,,,,,,,,A,1083,2,Rouge,0,X among T,2922
vs12,crochez,4,4,07Nov2011,1849,mixed,500,541,8000,4,7,0.878718097332,0,L,16,z,1,1719,,,,,,,,,,A,2215,3,Vert,0,L among T,2923
vs12,crochez,4,4,07Nov2011,1849,mixed,500,667,8000,4,8,3.30262704657,0,L,8,a,1,3634,,,,,,,,,,B,3209,4,Rouge,0,L among T,2924
vs12,crochez,4,4,07Nov2011,1849,mixed,500,672,8000,4,9,5.45067975865,1,L,8,a,1,1483,,,,,,,,,,A,2032,3,Rouge,0,L among T,2925
vs12,crochez,4,4,07Nov2011,1849,mixed,500,500,8000,4,10,0.120220018089,1,X,4,a,1,1465,,,,,,,,,,A,1133,3,Rouge,0,X among T,2926
vs12,crochez,4,4,07Nov2011,1849,mixed,500,463,8000,4,11,4.93939577726,1,X,16,z,1,918,,,,,,,,,,A,965,2,Vert,0,X among T,2927
vs12,crochez,4,4,07Nov2011,1849,mixed,500,577,8000,4,12,3.21788202988,0,L,16,a,1,2168,,,,,,,,,,A,1098,2,Rouge,0,L among T,2928
vs12,crochez,4,4,07Nov2011,1849,mixed,500,607,8000,4,13,2.70912371701,1,X,16,a,1,869,,,,,,,,,,A,867,2,Rouge,0,X among T,2929
vs12,crochez,4,4,07Nov2011,1849,mixed,500,425,8000,4,14,1.44316939658,1,L,8,z,1,1433,,,,,,,,,,A,1717,3,Vert,0,L among T,2930
vs12,crochez,4,4,07Nov2011,1849,mixed,500,591,8000,4,15,2.86395103001,1,L,8,z,1,2911,,,,,,,,,,A,1118,3,Vert,0,L among T,2931
vs12,crochez,4,4,07Nov2011,1849,mixed,500,579,8000,4,16,3.72045769886,1,X,8,a,1,1917,,,,,,,,,,A,2346,2,Rouge,0,X among T,2932
vs12,crochez,4,4,07Nov2011,1849,mixed,500,525,8000,4,17,3.38250604524,0,X,16,z,1,935,,,,,,,,,,A,1200,2,Vert,0,X among T,2933
vs12,crochez,4,4,07Nov2011,1849,mixed,500,685,8000,4,18,4.58597246749,1,L,4,a,1,1183,,,,,,,,,,A,1766,2,Rouge,0,L among T,2934
vs12,crochez,4,4,07Nov2011,1849,mixed,500,627,8000,4,19,3.45248704653,0,L,4,a,1,1295,,,,,,,,,,A,1099,2,Rouge,0,L among T,2935
vs12,crochez,4,4,07Nov2011,1849,mixed,500,605,8000,4,20,4.61712693761,1,L,16,z,1,1202,,,,,,,,,,A,1483,2,Vert,0,L among T,2936
vs12,crochez,4,4,07Nov2011,1849,mixed,500,617,8000,4,21,2.55327612849,0,L,4,a,1,1550,,,,,,,,,,A,1696,2,Rouge,0,L among T,2937
vs12,crochez,4,4,07Nov2011,1849,mixed,500,437,8000,4,22,0.484051469695,1,L,4,z,1,1067,,,,,,,,,,A,1067,3,Vert,0,L among T,2938
vs12,crochez,4,4,07Nov2011,1850,mixed,500,675,8000,4,23,5.8092547438,0,L,4,z,1,1283,,,,,,,,,,A,1183,2,Vert,0,L among T,2939
vs12,crochez,4,4,07Nov2011,1850,mixed,500,559,8000,4,24,4.58947131434,0,X,8,z,1,985,,,,,,,,,,A,767,2,Vert,0,X among T,2940
vs12,crochez,4,4,07Nov2011,1850,mixed,500,409,8000,4,25,1.73297624604,0,X,16,a,1,1320,,,,,,,,,,A,1617,2,Rouge,0,X among T,2941
vs12,crochez,4,4,07Nov2011,1850,mixed,500,558,8000,4,26,4.97760159942,0,L,8,z,1,2148,,,,,,,,,,B,1799,5,Vert,0,L among T,2942
vs12,crochez,4,4,07Nov2011,1850,mixed,500,645,8000,4,27,5.43439497427,0,X,16,z,1,886,,,,,,,,,,A,1250,2,Vert,0,X among T,2943
vs12,crochez,4,4,07Nov2011,1850,mixed,500,552,8000,4,28,4.67335576056,0,L,16,a,1,3515,,,,,,,,,,C,2098,7,Rouge,0,L among T,2944
vs12,crochez,4,4,07Nov2011,1850,mixed,500,483,8000,4,29,1.78557453072,1,L,8,z,1,935,,,,,,,,,,A,1400,2,Vert,0,L among T,2945
vs12,crochez,4,4,07Nov2011,1850,mixed,500,570,8000,4,30,3.36133041942,1,X,8,z,1,997,,,,,,,,,,A,1599,2,Vert,0,X among T,2946
vs12,crochez,4,4,07Nov2011,1850,mixed,500,651,8000,4,31,4.20305309105,1,L,16,z,1,1368,,,,,,,,,,B,1584,4,Vert,0,L among T,2947
vs12,crochez,4,4,07Nov2011,1850,mixed,500,447,8000,4,32,3.27515628829,0,L,8,z,1,1385,,,,,,,,,,A,1328,2,Vert,0,L among T,2948
vs12,crochez,4,4,07Nov2011,1850,mixed,500,505,8000,4,33,5.17579510482,0,X,4,a,1,817,,,,,,,,,,A,1284,2,Rouge,0,X among T,2949
vs12,crochez,4,4,07Nov2011,1850,mixed,500,652,8000,4,34,3.85437506298,1,X,4,a,1,685,,,,,,,,,,A,850,2,Rouge,0,X among T,2950
vs12,crochez,4,4,07Nov2011,1850,mixed,500,675,8000,4,35,2.88155004433,0,L,16,z,1,2565,,,,,,,,,,B,2100,4,Vert,0,L among T,2951
vs12,crochez,4,4,07Nov2011,1850,mixed,500,691,8000,4,36,3.19052668697,0,L,16,z,0,6379,,,,,,,,,,C,4850,7,Rouge,0,L among T,2952
vs12,crochez,4,4,07Nov2011,1851,mixed,500,536,8000,4,37,6.17625746686,0,X,8,z,1,1100,,,,,,,,,,A,1332,2,Vert,0,X among T,2953
vs12,crochez,4,4,07Nov2011,1851,mixed,500,414,8000,4,38,0.0290096412161,0,L,8,z,1,2917,,,,,,,,,,B,1781,4,Vert,0,L among T,2954
vs12,crochez,4,4,07Nov2011,1851,mixed,500,514,8000,4,39,5.31446006246,0,L,4,z,1,1235,,,,,,,,,,A,1667,3,Vert,0,L among T,2955
vs12,crochez,4,4,07Nov2011,1851,mixed,500,563,8000,4,40,0.783953596255,1,L,16,a,1,1719,,,,,,,,,,A,1994,2,Rouge,0,L among T,2956
vs12,crochez,4,4,07Nov2011,1851,mixed,500,662,8000,4,41,5.49237633621,1,X,16,z,1,868,,,,,,,,,,A,2267,2,Vert,0,X among T,2957
vs12,crochez,4,4,07Nov2011,1851,mixed,500,647,8000,4,42,2.07405385456,1,L,4,a,1,1417,,,,,,,,,,A,1515,2,Rouge,0,L among T,2958
vs12,crochez,4,4,07Nov2011,1851,mixed,500,497,8000,4,43,5.3681008823,0,L,4,z,1,1450,,,,,,,,,,A,2166,3,Vert,0,L among T,2959
vs12,crochez,4,4,07Nov2011,1851,mixed,500,593,8000,4,44,2.90444957958,0,X,4,a,1,1933,,,,,,,,,,A,5063,2,Rouge,0,X among T,2960
vs12,crochez,4,4,07Nov2011,1851,mixed,500,601,8000,4,45,6.11584059704,0,X,8,a,1,884,,,,,,,,,,A,1599,2,Rouge,0,X among T,2961
vs12,crochez,4,4,07Nov2011,1851,mixed,500,615,8000,4,46,2.91523182025,1,X,4,z,1,800,,,,,,,,,,A,2416,2,Vert,0,X among T,2962
vs12,crochez,4,4,07Nov2011,1851,mixed,500,568,8000,4,47,1.61170510302,0,X,8,a,1,1517,,,,,,,,,,A,2829,2,Rouge,0,X among T,2963
vs12,crochez,4,4,07Nov2011,1851,mixed,500,506,8000,4,48,0.614939731951,1,X,4,z,1,701,,,,,,,,,,A,1183,2,Vert,0,X among T,2964
vs12,crochez,4,4,07Nov2011,1851,mixed,500,558,8000,4,49,5.08723159413,0,X,4,z,1,784,,,,,,,,,,A,1584,2,Vert,0,X among T,2965
vs12,crochez,4,4,07Nov2011,1851,mixed,500,430,8000,4,50,5.25223049965,1,L,8,a,1,1550,,,,,,,,,,A,916,3,Rouge,0,L among T,2966
vs12,crochez,4,4,07Nov2011,1851,mixed,500,460,8000,4,51,5.6690520971,0,X,16,z,1,803,,,,,,,,,,A,917,2,Vert,0,X among T,2967
vs12,crochez,4,4,07Nov2011,1851,mixed,500,460,8000,4,52,2.31170314684,0,X,16,a,1,1118,,,,,,,,,,A,1699,2,Rouge,0,X among T,2968
vs12,crochez,4,4,07Nov2011,1852,mixed,500,563,8000,4,53,0.111370261412,1,X,16,z,1,848,,,,,,,,,,A,1784,2,Vert,0,X among T,2969
vs12,crochez,4,4,07Nov2011,1852,mixed,500,668,8000,4,54,5.37299326659,1,X,16,z,1,703,,,,,,,,,,A,900,2,Vert,0,X among T,2970
vs12,crochez,4,4,07Nov2011,1852,mixed,500,699,8000,4,55,0.212326774752,0,L,8,a,1,1235,,,,,,,,,,A,1765,2,Rouge,0,L among T,2971
vs12,crochez,4,4,07Nov2011,1852,mixed,500,529,8000,4,56,4.06309003982,0,X,8,z,1,701,,,,,,,,,,A,1467,0,Vert,0,X among T,2972
vs12,crochez,4,4,07Nov2011,1852,mixed,500,530,8000,4,57,1.80323199562,0,X,4,a,1,2066,,,,,,,,,,A,2431,3,Rouge,0,X among T,2973
vs12,crochez,4,4,07Nov2011,1852,mixed,500,534,8000,4,58,1.42234806499,0,X,4,z,1,750,,,,,,,,,,A,1501,2,Vert,0,X among T,2974
vs12,crochez,4,4,07Nov2011,1852,mixed,500,428,8000,4,59,4.32760286917,1,L,16,a,1,2252,,,,,,,,,,A,933,3,Rouge,0,L among T,2975
vs12,crochez,4,4,07Nov2011,1852,mixed,500,679,8000,4,60,6.24712396612,1,L,4,a,1,1217,,,,,,,,,,B,1133,4,Rouge,0,L among T,2976
vs12,crochez,4,4,07Nov2011,1852,mixed,500,405,8000,5,1,4.95696571652,1,L,16,a,1,2136,,,,,,,,,,A,1734,3,Rouge,0,L among T,2977
vs12,crochez,4,4,07Nov2011,1852,mixed,500,535,8000,5,2,2.73996510191,0,X,4,z,1,2011,,,,,,,,,,A,1199,3,Vert,0,X among T,2978
vs12,crochez,4,4,07Nov2011,1853,mixed,500,498,8000,5,3,5.50296802827,0,X,16,z,1,918,,,,,,,,,,A,4083,2,Vert,0,X among T,2979
vs12,crochez,4,4,07Nov2011,1853,mixed,500,459,8000,5,4,4.04413750069,0,L,8,z,1,1365,,,,,,,,,,A,1067,3,Vert,0,L among T,2980
vs12,crochez,4,4,07Nov2011,1853,mixed,500,539,8000,5,5,1.21637874534,0,L,16,a,1,1435,,,,,,,,,,A,1051,3,Rouge,0,L among T,2981
vs12,crochez,4,4,07Nov2011,1853,mixed,500,534,8000,5,6,1.03814117739,0,X,16,z,1,2016,,,,,,,,,,A,950,2,Vert,0,X among T,2982
vs12,crochez,4,4,07Nov2011,1853,mixed,500,670,8000,5,7,2.72551756434,1,X,16,a,1,884,,,,,,,,,,A,1367,2,Rouge,0,X among T,2983
vs12,crochez,4,4,07Nov2011,1853,mixed,500,663,8000,5,8,2.25397405765,0,X,4,a,1,534,,,,,,,,,,A,784,2,Rouge,0,X among T,2984
vs12,crochez,4,4,07Nov2011,1853,mixed,500,472,8000,5,9,2.48426099652,0,X,8,z,1,684,,,,,,,,,,A,1279,2,Vert,0,X among T,2985
vs12,crochez,4,4,07Nov2011,1853,mixed,500,585,8000,5,10,2.90207194039,0,L,4,z,1,1584,,,,,,,,,,A,1367,2,Vert,0,L among T,2986
vs12,crochez,4,4,07Nov2011,1853,mixed,500,479,8000,5,11,2.1891016276,0,X,16,z,1,1519,,,,,,,,,,A,1764,2,Vert,0,X among T,2987
vs12,crochez,4,4,07Nov2011,1853,mixed,500,432,8000,5,12,4.59287271124,1,X,4,z,1,801,,,,,,,,,,A,1216,2,Vert,0,X among T,2988
vs12,crochez,4,4,07Nov2011,1853,mixed,500,485,8000,5,13,2.91778324896,0,L,16,a,1,5184,,,,,,,,,,A,1666,2,Rouge,0,L among T,2989
vs12,crochez,4,4,07Nov2011,1853,mixed,500,691,8000,5,14,2.24546875925,1,L,8,z,1,2034,,,,,,,,,,A,866,2,Vert,0,L among T,2990
vs12,crochez,4,4,07Nov2011,1853,mixed,500,456,8000,5,15,2.89749745897,0,L,16,z,1,853,,,,,,,,,,A,782,2,Vert,0,L among T,2991
vs12,crochez,4,4,07Nov2011,1853,mixed,500,679,8000,5,16,2.62448529021,0,L,8,a,1,1267,,,,,,,,,,A,984,2,Rouge,0,L among T,2992
vs12,crochez,4,4,07Nov2011,1853,mixed,500,690,8000,5,17,3.41522970675,1,X,8,a,1,1101,,,,,,,,,,A,917,3,Rouge,0,X among T,2993
vs12,crochez,4,4,07Nov2011,1853,mixed,500,636,8000,5,18,2.43247825924,1,L,4,z,1,1330,,,,,,,,,,A,1334,3,Vert,0,L among T,2994
vs12,crochez,4,4,07Nov2011,1853,mixed,500,534,8000,5,19,0.0585891480487,0,X,8,a,1,885,,,,,,,,,,A,1316,2,Rouge,0,X among T,2995
vs12,crochez,4,4,07Nov2011,1854,mixed,500,548,8000,5,20,2.00844192689,0,L,8,a,1,2745,,,,,,,,,,A,2184,2,Rouge,0,L among T,2996
vs12,crochez,4,4,07Nov2011,1854,mixed,500,571,8000,5,21,1.27889833985,1,X,8,a,1,650,,,,,,,,,,A,817,1,Rouge,0,X among T,2997
vs12,crochez,4,4,07Nov2011,1854,mixed,500,615,8000,5,22,5.20605870671,0,X,4,z,1,734,,,,,,,,,,A,783,1,Vert,0,X among T,2998
vs12,crochez,4,4,07Nov2011,1854,mixed,500,631,8000,5,23,5.93028546736,1,L,4,a,1,1212,,,,,,,,,,A,2182,2,Rouge,0,L among T,2999
vs12,crochez,4,4,07Nov2011,1854,mixed,500,464,8000,5,24,6.03455026183,0,X,4,z,1,917,,,,,,,,,,A,1768,2,Vert,0,X among T,3000
vs12,crochez,4,4,07Nov2011,1854,mixed,500,642,8000,5,25,0.581649610008,1,X,8,z,1,797,,,,,,,,,,A,933,1,Vert,0,X among T,3001
vs12,crochez,4,4,07Nov2011,1854,mixed,500,507,8000,5,26,1.19963472735,0,L,8,a,1,1701,,,,,,,,,,A,1266,2,Rouge,0,L among T,3002
vs12,crochez,4,4,07Nov2011,1854,mixed,500,680,8000,5,27,0.918646599774,1,L,8,z,1,1001,,,,,,,,,,A,1183,1,Vert,0,L among T,3003
vs12,crochez,4,4,07Nov2011,1854,mixed,500,426,8000,5,28,1.74665256785,1,L,16,z,1,2203,,,,,,,,,,A,1567,2,Vert,0,L among T,3004
vs12,crochez,4,4,07Nov2011,1854,mixed,500,545,8000,5,29,1.75295572163,0,L,8,z,1,818,,,,,,,,,,A,983,2,Vert,0,L among T,3005
vs12,crochez,4,4,07Nov2011,1854,mixed,500,615,8000,5,30,0.0165529109488,1,L,8,a,1,1115,,,,,,,,,,A,2167,2,Rouge,0,L among T,3006
vs12,crochez,4,4,07Nov2011,1854,mixed,500,669,8000,5,31,4.78981731382,1,L,16,a,1,7947,,,,,,,,,,B,683,5,Rouge,0,L among T,3007
vs12,crochez,4,4,07Nov2011,1854,mixed,500,401,8000,5,32,1.59064152502,1,X,4,a,1,651,,,,,,,,,,A,833,1,Rouge,0,X among T,3008
vs12,crochez,4,4,07Nov2011,1854,mixed,500,518,8000,5,33,3.31363479699,0,L,16,a,1,4615,,,,,,,,,,D,1200,8,Rouge,0,L among T,3009
vs12,crochez,4,4,07Nov2011,1854,mixed,500,421,8000,5,34,5.15052281106,1,X,8,z,1,852,,,,,,,,,,A,1015,2,Vert,0,X among T,3010
vs12,crochez,4,4,07Nov2011,1854,mixed,500,575,8000,5,35,2.90928758902,1,L,16,z,1,801,,,,,,,,,,A,1050,2,Vert,0,L among T,3011
vs12,crochez,4,4,07Nov2011,1854,mixed,500,603,8000,5,36,3.79772182306,0,L,4,z,1,1051,,,,,,,,,,A,983,2,Vert,0,L among T,3012
vs12,crochez,4,4,07Nov2011,1855,mixed,500,657,8000,5,37,0.290128371369,1,X,4,a,1,1883,,,,,,,,,,A,3311,2,Rouge,0,X among T,3013
vs12,crochez,4,4,07Nov2011,1855,mixed,500,650,8000,5,38,0.695528302461,1,X,4,z,1,767,,,,,,,,,,A,1017,3,Vert,0,X among T,3014
vs12,crochez,4,4,07Nov2011,1855,mixed,500,405,8000,5,39,6.1146807978,0,X,8,a,1,934,,,,,,,,,,A,2012,2,Rouge,0,X among T,3015
vs12,crochez,4,4,07Nov2011,1855,mixed,500,474,8000,5,40,3.28906040577,0,X,16,z,1,653,,,,,,,,,,A,1034,2,Vert,0,X among T,3016
vs12,crochez,4,4,07Nov2011,1855,mixed,500,411,8000,5,41,3.03070712699,0,X,4,a,1,750,,,,,,,,,,A,965,2,Rouge,0,X among T,3017
vs12,crochez,4,4,07Nov2011,1855,mixed,500,431,8000,5,42,0.077685085601,0,X,8,z,1,802,,,,,,,,,,A,1112,2,Vert,0,X among T,3018
vs12,crochez,4,4,07Nov2011,1855,mixed,500,463,8000,5,43,3.2077491725,1,X,16,a,1,969,,,,,,,,,,A,2050,2,Rouge,0,X among T,3019
vs12,crochez,4,4,07Nov2011,1855,mixed,500,519,8000,5,44,0.0306905003518,1,X,16,z,1,802,,,,,,,,,,A,817,2,Vert,0,X among T,3020
vs12,crochez,4,4,07Nov2011,1855,mixed,500,441,8000,5,45,0.62236124271,1,X,8,a,1,1085,,,,,,,,,,A,996,2,Rouge,0,X among T,3021
vs12,crochez,4,4,07Nov2011,1855,mixed,500,412,8000,5,46,6.12618651198,1,X,16,z,1,652,,,,,,,,,,A,1150,2,Vert,0,X among T,3022
vs12,crochez,4,4,07Nov2011,1855,mixed,500,572,8000,5,47,4.05657092221,1,L,8,a,1,1618,,,,,,,,,,A,1267,2,Rouge,0,L among T,3023
vs12,crochez,4,4,07Nov2011,1855,mixed,500,555,8000,5,48,4.07139292727,0,L,16,z,1,1548,,,,,,,,,,A,1567,2,Vert,0,L among T,3024
vs12,crochez,4,4,07Nov2011,1855,mixed,500,553,8000,5,49,1.63351316549,1,L,8,a,1,2768,,,,,,,,,,B,1667,4,Rouge,0,L among T,3025
vs12,crochez,4,4,07Nov2011,1855,mixed,500,571,8000,5,50,2.66383916852,0,X,16,a,1,985,,,,,,,,,,A,1365,2,Rouge,0,X among T,3026
vs12,crochez,4,4,07Nov2011,1855,mixed,500,683,8000,5,51,1.4927546923,1,L,4,z,1,1018,,,,,,,,,,A,2250,2,Vert,0,L among T,3027
vs12,crochez,4,4,07Nov2011,1855,mixed,500,497,8000,5,52,4.55596264617,1,L,16,a,1,2050,,,,,,,,,,A,951,2,Rouge,0,L among T,3028
vs12,crochez,4,4,07Nov2011,1855,mixed,500,650,8000,5,53,2.56592287526,0,L,4,a,1,1300,,,,,,,,,,A,583,2,Rouge,0,L among T,3029
vs12,crochez,4,4,07Nov2011,1855,mixed,500,530,8000,5,54,2.60267709635,1,X,16,z,1,869,,,,,,,,,,A,1018,2,Vert,0,X among T,3030
vs12,crochez,4,4,07Nov2011,1855,mixed,500,698,8000,5,55,5.21673004409,0,L,4,a,1,1583,,,,,,,,,,A,1916,2,Rouge,0,L among T,3031
vs12,crochez,4,4,07Nov2011,1856,mixed,500,630,8000,5,56,0.343344041099,1,L,4,z,1,1251,,,,,,,,,,A,1483,3,Vert,0,L among T,3032
vs12,crochez,4,4,07Nov2011,1856,mixed,500,410,8000,5,57,5.04880970692,0,L,4,z,1,1067,,,,,,,,,,A,1217,3,Vert,0,L among T,3033
vs12,crochez,4,4,07Nov2011,1856,mixed,500,486,8000,5,58,0.219332993728,0,X,8,z,1,818,,,,,,,,,,A,816,1,Vert,0,X among T,3034
