manip subject session order mm tm trialType iti fixDur stimDur nBlock nTrial alpha present targType nItems resp acc rt confidence estNItems estTime confidenceRT estNItemsRT estTimeRT RecRT Erreur REC Rec2Type RecRT2 Rec2 couleur
vs12 atmai 4 4 08Nov2011 1856 mixed 500 483 8000 3 3 0.0934843226854 False L 4 z 0 1218 None None None None None None None None None D 2745 10 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 560 8000 3 4 6.26051455156 True X 4 a 0 652 None None None None None None None None None B 2250 5 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 691 8000 3 5 4.73598814501 False L 16 z 1 1068 None None None None None None None None None A 1144 0 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 510 8000 3 6 4.41965851926 True L 4 a 1 834 None None None None None None None None None A 1167 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 409 8000 3 7 4.7488285089 True X 16 a 1 786 None None None None None None None None None A 1133 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 425 8000 3 8 4.02031600352 False L 8 z 0 934 None None None None None None None None None A 1814 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 582 8000 3 9 1.24488844458 False L 4 a 1 967 None None None None None None None None None A 1016 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 552 8000 3 10 4.03959563701 False L 4 z 1 801 None None None None None None None None None A 1133 0 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 437 8000 3 11 0.279681067904 False X 8 z 1 850 None None None None None None None None None A 1145 0 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 488 8000 3 12 3.3117880887 False L 8 z 1 751 None None None None None None None None None A 1050 0 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 676 8000 3 13 0.590656669655 True L 8 a 1 751 None None None None None None None None None A 1251 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 591 8000 3 14 1.63149897614 True X 8 a 0 701 None None None None None None None None None A 1364 0 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 691 8000 3 15 5.81178755204 False X 16 a 1 786 None None None None None None None None None A 966 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 521 8000 3 16 0.530453353926 False X 16 a 1 669 None None None None None None None None None A 1416 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 620 8000 3 17 4.17127395295 False X 4 z 1 735 None None None None None None None None None A 1062 0 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 436 8000 3 18 2.76382111944 False L 16 z 1 1635 None None None None None None None None None C 1066 7 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 444 8000 3 19 1.24144555984 False L 8 z 1 851 None None None None None None None None None A 867 2 Vert
vs12 atmai 4 4 08Nov2011 1856 mixed 500 619 8000 3 20 5.95064772188 False X 16 a 1 815 None None None None None None None None None A 1117 0 Rouge
vs12 atmai 4 4 08Nov2011 1856 mixed 500 406 8000 3 21 6.00745527473 True X 8 a 1 985 None None None None None None None None None A 1200 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 405 8000 3 22 2.48002761077 True L 8 z 1 1317 None None None None None None None None None B 950 5 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 418 8000 3 23 3.73070602642 True L 8 a 1 1063 None None None None None None None None None A 1784 1 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 676 8000 3 24 4.95019298152 True X 8 z 1 1001 None None None None None None None None None A 1083 1 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 507 8000 3 25 5.1040409864 False X 16 a 1 869 None None None None None None None None None A 1049 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 468 8000 3 26 3.0384615532 True L 4 a 1 1051 None None None None None None None None None A 1400 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 640 8000 3 27 3.4887248135 False L 16 a 1 1202 None None None None None None None None None A 1184 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 515 8000 3 28 5.19544184268 False L 16 z 1 1002 None None None None None None None None None A 812 1 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 500 8000 3 29 6.2197096774 True X 16 z 1 886 None None None None None None None None None A 883 1 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 477 8000 3 30 5.15107762785 True L 16 z 1 819 None None None None None None None None None A 967 1 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 532 8000 3 31 5.02631580863 False L 4 a 1 1050 None None None None None None None None None A 1031 1 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 647 8000 3 32 5.32352051767 True X 16 a 0 885 None None None None None None None None None A 1534 0 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 671 8000 3 33 0.274723315259 True X 4 a 1 834 None None None None None None None None None A 1117 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 403 8000 3 34 1.70526643643 False X 4 a 1 951 None None None None None None None None None A 1162 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 656 8000 3 35 5.54668480187 True L 16 z 0 1419 None None None None None None None None None A 1466 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 458 8000 3 36 4.94785203931 False X 8 z 0 1067 None None None None None None None None None A 1200 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 695 8000 3 37 0.938729846633 False X 8 a 1 785 None None None None None None None None None A 1000 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 629 8000 3 38 5.13100548064 False X 16 z 1 1135 None None None None None None None None None A 1017 0 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 565 8000 3 39 4.96498372925 True X 8 z 1 1768 None None None None None None None None None A 1115 3 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 409 8000 3 40 1.43101524338 False L 8 z 1 1468 None None None None None None None None None A 1266 0 Vert
vs12 atmai 4 4 08Nov2011 1857 mixed 500 535 8000 3 41 0.395725771926 False X 8 a 1 619 None None None None None None None None None A 1000 0 Rouge
vs12 atmai 4 4 08Nov2011 1857 mixed 500 422 8000 3 42 1.12919261652 True X 4 z 1 1068 None None None None None None None None None A 1078 0 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 617 8000 3 43 4.01637501929 True L 16 a 1 1552 None None None None None None None None None A 1717 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 601 8000 3 44 4.61157299949 True X 8 a 1 1351 None None None None None None None None None A 1197 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 645 8000 3 45 4.58108056849 True L 16 z 1 2785 None None None None None None None None None C 1282 6 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 654 8000 3 46 0.438711349226 False X 8 z 1 968 None None None None None None None None None A 2446 2 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 626 8000 3 47 1.99849220152 False L 4 a 1 1017 None None None None None None None None None A 1366 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 492 8000 3 48 3.46210843854 True X 16 z 1 919 None None None None None None None None None A 1217 0 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 468 8000 3 49 1.63306494483 False X 4 a 1 1764 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 440 8000 3 50 2.21218273114 True X 4 a 1 901 None None None None None None None None None A 1283 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 637 8000 3 51 2.19212170752 True X 16 a 1 1900 None None None None None None None None None A 1399 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 405 8000 3 52 1.11594887779 False X 4 z 1 818 None None None None None None None None None A 1517 0 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 585 8000 3 53 5.35052814485 True L 16 z 1 1819 None None None None None None None None None A 1295 0 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 463 8000 3 54 6.14756807053 True L 8 z 1 1268 None None None None None None None None None A 984 3 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 671 8000 3 55 5.19152398722 False L 16 a 1 1268 None None None None None None None None None A 1051 1 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 511 8000 3 56 0.220531351604 True L 4 a 1 1081 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 699 8000 3 57 4.88998031945 True L 4 a 1 1267 None None None None None None None None None A 1017 0 Rouge
vs12 atmai 4 4 08Nov2011 1858 mixed 500 638 8000 3 58 1.52419512519 True L 4 z 1 967 None None None None None None None None None A 1483 0 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 420 8000 3 59 1.93730846169 False L 8 z 1 852 None None None None None None None None None A 1616 0 Vert
vs12 atmai 4 4 08Nov2011 1858 mixed 500 593 8000 3 60 5.45683088846 False X 4 a 1 817 None None None None None None None None None A 1100 0 Rouge
vs12 atmai 4 4 08Nov2011 1859 mixed 500 636 8000 4 1 3.38040801381 True L 8 a 1 1134 None None None None None None None None None A 867 1 Rouge
vs12 atmai 4 4 08Nov2011 1859 mixed 500 622 8000 4 2 4.30312129098 True L 4 a 1 751 None None None None None None None None None A 1212 0 Rouge
vs12 atmai 4 4 08Nov2011 1859 mixed 500 679 8000 4 3 4.52327460672 True L 8 z 1 1151 None None None None None None None None None A 1316 1 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 649 8000 4 4 5.90515833781 False L 4 z 1 817 None None None None None None None None None A 1034 1 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 441 8000 4 5 2.62975162275 True X 16 z 1 1981 None None None None None None None None None A 1232 3 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 624 8000 4 6 2.20023947755 True L 16 z 1 901 None None None None None None None None None A 1150 0 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 672 8000 4 7 3.61618757063 False X 8 a 1 717 None None None None None None None None None A 1114 0 Rouge
vs12 atmai 4 4 08Nov2011 1859 mixed 500 651 8000 4 8 3.15305242651 False L 16 z 1 1068 None None None None None None None None None A 1250 0 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 606 8000 4 9 3.77112480699 True X 4 a 0 818 None None None None None None None None None A 1383 0 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 651 8000 4 10 4.58864345823 False L 8 a 1 951 None None None None None None None None None A 1096 0 Rouge
vs12 atmai 4 4 08Nov2011 1859 mixed 500 654 8000 4 11 0.228095169971 True X 4 z 1 867 None None None None None None None None None A 1183 0 Vert
vs12 atmai 4 4 08Nov2011 1859 mixed 500 659 8000 4 12 3.32076014157 True L 4 a 1 1083 None None None None None None None None None A 4462 0 Rouge
vs12 atmai 4 4 08Nov2011 1859 mixed 500 473 8000 4 13 3.41337004678 False X 16 a 1 836 None None None None None None None None None A 1215 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 412 8000 4 14 4.35133683852 True X 16 z 1 785 None None None None None None None None None A 1132 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 624 8000 4 15 0.695893928376 True X 4 z 1 717 None None None None None None None None None A 1050 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 513 8000 4 16 5.16215976021 True L 8 a 1 917 None None None None None None None None None A 1000 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 482 8000 4 17 1.94674036383 True L 16 a 1 1469 None None None None None None None None None A 1048 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 602 8000 4 18 2.10502362711 True L 4 z 1 917 None None None None None None None None None A 1051 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 638 8000 4 19 3.54977647649 True X 8 a 1 1168 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 622 8000 4 20 6.2502728912 False X 4 a 0 717 None None None None None None None None None A 1496 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 659 8000 4 21 2.2703903333 False L 16 z 0 2285 None None None None None None None None None A 1667 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 619 8000 4 22 3.10273976616 True L 16 z 1 1402 None None None None None None None None None A 1080 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 501 8000 4 23 4.3824409097 True X 8 a 1 718 None None None None None None None None None A 951 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 621 8000 4 24 6.01024705396 False X 8 a 1 617 None None None None None None None None None A 983 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 460 8000 4 25 4.61656403665 False L 16 a 1 1618 None None None None None None None None None A 1013 3 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 555 8000 4 26 0.215056166099 False X 4 z 1 984 None None None None None None None None None A 1084 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 634 8000 4 27 4.35363772919 False X 4 z 1 834 None None None None None None None None None A 1101 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 547 8000 4 28 5.48676263253 False L 4 z 1 801 None None None None None None None None None A 1032 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 659 8000 4 29 5.35380969528 False X 8 a 1 818 None None None None None None None None None A 900 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 615 8000 4 30 2.17095410835 False X 4 a 1 767 None None None None None None None None None A 867 0 Rouge
vs12 atmai 4 4 08Nov2011 1900 mixed 500 666 8000 4 31 2.49620006618 True X 8 z 1 934 None None None None None None None None None A 913 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 594 8000 4 32 3.65794535257 True X 16 z 1 802 None None None None None None None None None A 1033 0 Vert
vs12 atmai 4 4 08Nov2011 1900 mixed 500 631 8000 4 33 2.03644998161 True L 16 z 1 2635 None None None None None None None None None C 900 6 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 700 8000 4 34 0.867750886913 False X 16 a 1 3731 None None None None None None None None None D 1200 8 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 629 8000 4 35 4.5253562072 True X 4 z 1 1017 None None None None None None None None None A 1083 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 404 8000 4 36 1.58745823901 False L 8 a 1 950 None None None None None None None None None A 1151 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 432 8000 4 37 5.51187285066 True L 4 z 1 849 None None None None None None None None None A 1200 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 519 8000 4 38 5.56662334864 False L 16 a 1 1318 None None None None None None None None None B 1031 4 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 617 8000 4 39 1.31897330798 True X 16 a 1 1384 None None None None None None None None None A 1166 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 479 8000 4 40 5.09729582248 False X 16 a 1 702 None None None None None None None None None A 1132 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 542 8000 4 41 3.07999922776 False X 16 z 1 836 None None None None None None None None None A 1028 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 575 8000 4 42 4.78887463505 False X 16 a 1 803 None None None None None None None None None A 1150 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 482 8000 4 43 0.695904888994 True X 16 z 1 735 None None None None None None None None None A 1048 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 630 8000 4 44 5.96758774266 False L 4 a 1 1117 None None None None None None None None None B 1248 5 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 483 8000 4 45 5.52455569245 False L 8 a 1 885 None None None None None None None None None A 917 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 537 8000 4 46 0.0623974663948 True L 8 a 1 884 None None None None None None None None None A 1284 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 521 8000 4 47 0.625656382251 False L 8 a 1 1018 None None None None None None None None None A 1214 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 618 8000 4 48 3.02874243059 False X 8 z 1 918 None None None None None None None None None A 1034 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 664 8000 4 49 1.97653331805 True X 8 a 1 651 None None None None None None None None None A 1016 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 505 8000 4 50 1.58869293697 False L 8 z 1 985 None None None None None None None None None A 1899 2 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 505 8000 4 51 5.43653850349 False L 4 z 1 833 None None None None None None None None None A 884 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 544 8000 4 52 2.55766289242 False X 4 a 1 717 None None None None None None None None None A 800 0 Rouge
vs12 atmai 4 4 08Nov2011 1901 mixed 500 411 8000 4 53 1.87191154783 True L 16 z 1 2198 None None None None None None None None None C 833 7 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 652 8000 4 54 2.49806297683 True X 4 z 1 1084 None None None None None None None None None A 1300 0 Vert
vs12 atmai 4 4 08Nov2011 1901 mixed 500 435 8000 4 55 3.48585597941 False L 4 z 1 867 None None None None None None None None None A 1033 0 Vert
vs12 atmai 4 4 08Nov2011 1902 mixed 500 457 8000 4 56 2.31440361135 True L 8 a 1 1035 None None None None None None None None None A 1035 2 Rouge
vs12 atmai 4 4 08Nov2011 1902 mixed 500 561 8000 4 57 3.3487696868 False L 16 z 1 1735 None None None None None None None None None B 1400 4 Vert
vs12 atmai 4 4 08Nov2011 1902 mixed 500 671 8000 4 58 0.912347902988 False X 8 z 1 800 None None None None None None None None None A 1598 0 Vert
vs12 atmai 4 4 08Nov2011 1902 mixed 500 518 8000 4 59 5.25326798588 True X 8 a 1 768 None None None None None None None None None A 1116 0 Rouge
vs12 atmai 4 4 08Nov2011 1902 mixed 500 501 8000 4 60 5.66724455044 True L 4 a 1 1084 None None None None None None None None None A 1016 0 Rouge
vs12 atmai 4 4 08Nov2011 1902 mixed 500 622 8000 5 1 4.42452839483 False L 16 a 1 1653 None None None None None None None None None B 1214 4 Rouge
vs12 atmai 4 4 08Nov2011 1902 mixed 500 489 8000 5 2 5.77118478946 True L 8 z 1 1168 None None None None None None None None None A 1700 2 Vert
vs12 atmai 4 4 08Nov2011 1902 mixed 500 655 8000 5 3 0.386840334111 False L 16 a 1 1386 None None None None None None None None None B 1416 5 Rouge
vs12 atmai 4 4 08Nov2011 1902 mixed 500 584 8000 5 4 2.55161234993 True L 16 a 0 1352 None None None None None None None None None C 1700 6 Vert
vs12 atmai 4 4 08Nov2011 1902 mixed 500 615 8000 5 5 5.6942926317 True X 4 a 0 867 None None None None None None None None None A 1767 0 Vert
vs12 atmai 4 4 08Nov2011 1902 mixed 500 627 8000 5 6 3.46228528352 False X 4 a 1 748 None None None None None None None None None A 1284 0 Rouge
vs12 atmai 4 4 08Nov2011 1902 mixed 500 442 8000 5 7 2.164342579 False L 16 z 1 1436 None None None None None None None None None B 848 4 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 494 8000 5 8 1.88508934233 True X 4 a 1 966 None None None None None None None None None A 1017 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 666 8000 5 9 1.91325490918 False L 16 z 1 1852 None None None None None None None None None C 1134 6 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 648 8000 5 10 5.00444774953 False X 4 a 1 1034 None None None None None None None None None A 1117 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 487 8000 5 11 4.75304524776 False L 4 z 1 734 None None None None None None None None None A 1080 1 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 618 8000 5 12 3.45869908738 False X 16 a 1 852 None None None None None None None None None A 1166 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 606 8000 5 13 0.66092747794 True X 16 a 1 719 None None None None None None None None None A 1217 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 515 8000 5 14 4.60933945111 False L 16 z 0 1135 None None None None None None None None None B 1328 4 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 626 8000 5 15 0.673814486423 True X 16 a 1 769 None None None None None None None None None A 966 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 569 8000 5 16 5.91330323458 True L 4 z 1 917 None None None None None None None None None A 1267 0 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 400 8000 5 17 2.10389742643 True L 8 a 1 1262 None None None None None None None None None A 967 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 627 8000 5 18 5.11765030243 True L 8 z 1 885 None None None None None None None None None A 1349 0 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 572 8000 5 19 6.21679566388 True L 8 a 1 952 None None None None None None None None None A 1234 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 648 8000 5 20 5.72611328383 False L 4 a 1 1316 None None None None None None None None None A 1150 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 632 8000 5 21 2.66206798409 False X 4 a 1 750 None None None None None None None None None A 1133 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 558 8000 5 22 5.57325663448 False X 16 a 0 819 None None None None None None None None None A 1431 3 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 700 8000 5 23 3.17887930591 False X 4 a 1 751 None None None None None None None None None A 1000 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 682 8000 5 24 3.52445153203 True X 16 a 1 886 None None None None None None None None None A 1133 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 677 8000 5 25 3.42942119438 True L 4 z 1 801 None None None None None None None None None A 1729 0 Vert
vs12 atmai 4 4 08Nov2011 1903 mixed 500 651 8000 5 26 1.44664410488 True L 16 a 1 1518 None None None None None None None None None A 1016 2 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 643 8000 5 27 2.45311722849 True L 4 a 1 1251 None None None None None None None None None A 1101 0 Rouge
vs12 atmai 4 4 08Nov2011 1903 mixed 500 576 8000 5 28 1.35338893268 True X 4 z 1 968 None None None None None None None None None A 1049 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 403 8000 5 29 3.17919569824 True X 8 a 1 751 None None None None None None None None None A 1100 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 583 8000 5 30 0.842468670825 False X 16 a 1 802 None None None None None None None None None A 1049 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 490 8000 5 31 0.789478276443 True X 8 a 1 849 None None None None None None None None None A 1067 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 640 8000 5 32 1.83987400878 False L 4 a 1 1018 None None None None None None None None None A 1084 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 444 8000 5 33 0.70360114884 False X 8 z 1 834 None None None None None None None None None A 1066 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 474 8000 5 34 5.31041816006 True X 8 z 1 913 None None None None None None None None None A 1033 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 526 8000 5 35 2.51273635546 False X 8 z 1 819 None None None None None None None None None A 1132 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 433 8000 5 36 5.97014933546 False L 8 z 1 1218 None None None None None None None None None A 1649 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 483 8000 5 37 1.83614383108 True L 16 z 1 1584 None None None None None None None None None A 1166 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 607 8000 5 38 2.41608399425 False X 8 a 1 1367 None None None None None None None None None A 1250 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 486 8000 5 39 2.12277468252 False X 8 a 1 982 None None None None None None None None None A 1317 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 696 8000 5 40 3.64954189074 False L 8 z 1 1084 None None None None None None None None None A 1067 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 595 8000 5 41 2.42990350213 False X 16 z 1 869 None None None None None None None None None A 1149 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 592 8000 5 42 5.56727052857 True L 8 a 1 1001 None None None None None None None None None A 1117 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 669 8000 5 43 3.19264165835 True L 16 z 1 1685 None None None None None None None None None A 1268 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 437 8000 5 44 2.41229177391 True L 4 z 1 1150 None None None None None None None None None A 1096 0 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 520 8000 5 45 2.90739774319 True X 4 a 1 734 None None None None None None None None None A 1000 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 685 8000 5 46 2.8749363038 False L 8 z 1 902 None None None None None None None None None A 950 2 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 497 8000 5 47 2.30496813256 True L 4 z 1 718 None None None None None None None None None A 929 2 Vert
vs12 atmai 4 4 08Nov2011 1904 mixed 500 482 8000 5 48 3.83567116609 False L 8 a 1 868 None None None None None None None None None A 1099 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 589 8000 5 49 5.1299405916 False L 4 a 1 985 None None None None None None None None None A 951 0 Rouge
vs12 atmai 4 4 08Nov2011 1904 mixed 500 675 8000 5 50 4.21748944187 True X 8 a 1 751 None None None None None None None None None A 914 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 649 8000 5 51 2.57076726421 False X 4 a 1 751 None None None None None None None None None A 950 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 467 8000 5 52 0.147914847637 True X 16 a 1 719 None None None None None None None None None A 1001 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 455 8000 5 53 4.97205878934 True X 4 a 0 683 None None None None None None None None None A 2030 0 Vert
vs12 atmai 4 4 08Nov2011 1905 mixed 500 668 8000 5 54 5.86643166475 True X 16 z 1 1235 None None None None None None None None None A 1517 0 Vert
vs12 atmai 4 4 08Nov2011 1905 mixed 500 407 8000 5 55 4.70049405207 False X 8 a 1 701 None None None None None None None None None A 1183 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 498 8000 5 56 0.249339998716 True L 16 a 1 4331 None None None None None None None None None D 1599 9 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 461 8000 5 57 5.08350048365 False X 16 a 1 736 None None None None None None None None None A 933 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 561 8000 5 58 0.155063466594 False L 4 z 1 1027 None None None None None None None None None A 1400 0 Vert
vs12 atmai 4 4 08Nov2011 1905 mixed 500 490 8000 5 59 6.03362909936 True X 8 z 1 1134 None None None None None None None None None A 1050 0 Vert
vs12 atmai 4 4 08Nov2011 1905 mixed 500 498 8000 5 60 4.50383961948 False L 8 a 1 951 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 468 8000 6 1 3.75684489766 True X 4 a 1 651 None None None None None None None None None A 1067 0 Rouge
vs12 atmai 4 4 08Nov2011 1905 mixed 500 444 8000 6 2 1.71859968785 False L 16 z 1 1268 None None None None None None None None None A 1183 0 Vert
vs12 atmai 4 4 08Nov2011 1905 mixed 500 668 8000 6 3 5.04545963561 False X 16 z 1 851 None None None None None None None None None A 1500 0 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 610 8000 6 4 4.011305887 True L 8 a 1 2346 None None None None None None None None None B 1000 5 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 675 8000 6 5 1.46680853244 True X 16 a 1 868 None None None None None None None None None A 1134 0 Rouge
