manip subject session order mm tm trialType iti fixDur stimDur nBlock nTrial alpha present targType nItems resp acc rt confidence estNItems estTime confidenceRT estNItemsRT estTimeRT RecRT Erreur REC Rec2Type RecRT2 Rec2 couleur
vs12 violenn 4 4 08Nov2011 1405 mixed 500 523 8000 5 44 4.37041447484 True X 16 z 1 1069 None None None None None None None None None A 1984 2 Vert
vs12 violenn 4 4 08Nov2011 1405 mixed 500 630 8000 5 45 5.14906036795 False L 8 z 1 1899 None None None None None None None None None C 1399 7 Vert
vs12 violenn 4 4 08Nov2011 1405 mixed 500 454 8000 5 46 3.36956746791 False L 16 a 1 1153 None None None None None None None None None A 1600 0 Rouge
vs12 violenn 4 4 08Nov2011 1405 mixed 500 429 8000 5 47 2.08685999275 True L 16 z 1 1664 None None None None None None None None None B 4016 5 Vert
vs12 violenn 4 4 08Nov2011 1405 mixed 500 626 8000 5 48 5.68144878889 True L 8 z 1 800 None None None None None None None None None A 1934 1 Vert
vs12 violenn 4 4 08Nov2011 1405 mixed 500 598 8000 5 49 1.61830413151 True L 4 z 1 1034 None None None None None None None None None A 1966 2 Vert
vs12 violenn 4 4 08Nov2011 1405 mixed 500 515 8000 5 50 5.93824165932 True L 4 z 1 2017 None None None None None None None None None C 1795 6 Vert
vs12 violenn 4 4 08Nov2011 1405 mixed 500 693 8000 5 51 4.35526548725 True X 4 a 1 934 None None None None None None None None None A 1384 1 Rouge
vs12 violenn 4 4 08Nov2011 1405 mixed 500 697 8000 5 52 4.33367723066 True X 16 a 1 985 None None None None None None None None None A 1016 0 Rouge
vs12 violenn 4 4 08Nov2011 1405 mixed 500 407 8000 5 53 1.47273936309 True X 8 a 1 601 None None None None None None None None None A 1077 0 Rouge
vs12 violenn 4 4 08Nov2011 1406 mixed 500 475 8000 5 54 3.85337064112 True L 4 z 1 1584 None None None None None None None None None A 1284 3 Vert
vs12 violenn 4 4 08Nov2011 1406 mixed 500 537 8000 5 55 1.72376682393 False L 16 a 1 1668 None None None None None None None None None B 2195 4 Rouge
vs12 violenn 4 4 08Nov2011 1406 mixed 500 692 8000 5 56 3.25340646792 False X 8 z 1 801 None None None None None None None None None A 1483 0 Vert
vs12 violenn 4 4 08Nov2011 1406 mixed 500 596 8000 5 57 0.737590407323 False L 8 a 1 1352 None None None None None None None None None A 1784 2 Rouge
vs12 violenn 4 4 08Nov2011 1406 mixed 500 489 8000 5 58 5.16842451145 False X 8 z 1 951 None None None None None None None None None A 2466 0 Vert
vs12 violenn 4 4 08Nov2011 1406 mixed 500 573 8000 5 59 2.73423840759 False L 16 z 1 3916 None None None None None None None None None D 1366 9 Vert
vs12 violenn 4 4 08Nov2011 1406 mixed 500 675 8000 5 60 1.81692581555 True L 8 a 1 1267 None None None None None None None None None A 2583 2 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 695 8000 6 1 3.44433233149 True X 4 a 1 785 None None None None None None None None None A 2712 0 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 648 8000 6 2 1.43664715558 True L 16 a 1 1885 None None None None None None None None None C 1200 6 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 616 8000 6 3 0.957262517734 False L 16 a 1 2669 None None None None None None None None None C 1881 7 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 570 8000 6 4 1.94904649282 False L 8 z 1 1417 None None None None None None None None None B 1333 4 Vert
vs12 violenn 4 4 08Nov2011 1407 mixed 500 402 8000 6 5 4.44325592813 True X 4 z 1 784 None None None None None None None None None A 983 0 Vert
vs12 violenn 4 4 08Nov2011 1407 mixed 500 667 8000 6 6 3.39950298472 True L 16 a 1 1903 None None None None None None None None None B 2284 4 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 627 8000 6 7 1.24792656216 False L 4 a 1 1301 None None None None None None None None None A 6913 2 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 559 8000 6 8 2.54279593951 False X 16 z 1 852 None None None None None None None None None A 1128 0 Vert
vs12 violenn 4 4 08Nov2011 1407 mixed 500 618 8000 6 9 3.66533996625 True L 4 a 1 1368 None None None None None None None None None B 1818 5 Rouge
vs12 violenn 4 4 08Nov2011 1407 mixed 500 572 8000 6 10 4.28996708605 True X 16 z 1 785 None None None None None None None None None A 1133 1 Vert
vs12 violenn 4 4 08Nov2011 1407 mixed 500 548 8000 6 11 3.91438275548 False X 4 a 1 764 None None None None None None None None None A 4616 0 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 477 8000 6 12 0.956201648701 False L 4 z 1 1167 None None None None None None None None None A 1564 0 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 538 8000 6 13 3.91671091613 True X 16 z 1 835 None None None None None None None None None A 1116 0 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 583 8000 6 14 0.646621434522 True X 16 a 1 751 None None None None None None None None None A 1133 0 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 477 8000 6 15 5.52247421655 True X 16 z 1 1018 None None None None None None None None None A 2165 0 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 472 8000 6 16 1.81648382093 False X 8 z 1 751 None None None None None None None None None A 1016 0 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 649 8000 6 17 0.277052144373 False L 4 z 1 917 None None None None None None None None None A 1617 0 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 410 8000 6 18 2.78620743585 True X 8 a 1 2579 None None None None None None None None None C 2266 7 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 443 8000 6 19 3.33378635419 False L 16 z 1 1734 None None None None None None None None None B 1764 5 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 655 8000 6 20 2.58306307809 True L 4 z 1 1167 None None None None None None None None None B 1899 4 Vert
vs12 violenn 4 4 08Nov2011 1408 mixed 500 505 8000 6 21 4.48302945334 False L 8 a 1 984 None None None None None None None None None A 1283 2 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 496 8000 6 22 2.45045237646 True L 4 a 1 1118 None None None None None None None None None A 1116 2 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 402 8000 6 23 3.88032991815 True L 8 a 1 2584 None None None None None None None None None D 1118 9 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 558 8000 6 24 4.11651162003 False X 4 a 1 1132 None None None None None None None None None A 6450 0 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 642 8000 6 25 0.673367785434 False X 4 a 1 634 None None None None None None None None None A 2117 0 Rouge
vs12 violenn 4 4 08Nov2011 1408 mixed 500 670 8000 6 26 2.4558705717 False L 4 a 1 900 None None None None None None None None None A 5781 0 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 591 8000 6 27 3.46906709538 False X 16 z 1 1018 None None None None None None None None None A 1998 2 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 607 8000 6 28 2.13657981372 False X 8 a 1 850 None None None None None None None None None A 2033 0 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 477 8000 6 29 0.479081279296 True X 4 a 1 834 None None None None None None None None None A 1100 0 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 640 8000 6 30 4.88411829966 False X 4 z 1 684 None None None None None None None None None A 1018 0 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 584 8000 6 31 1.95743951812 True X 8 a 1 799 None None None None None None None None None A 1183 0 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 676 8000 6 32 3.74020140044 True L 8 a 1 1951 None None None None None None None None None B 1250 4 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 688 8000 6 33 5.41287171052 False X 16 a 1 1135 None None None None None None None None None A 1764 2 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 595 8000 6 34 0.479289557835 True L 4 z 1 1483 None None None None None None None None None B 1699 5 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 531 8000 6 35 5.92701069436 True X 8 z 1 967 None None None None None None None None None A 1048 1 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 503 8000 6 36 3.33034212253 True L 8 z 1 1767 None None None None None None None None None B 1650 4 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 575 8000 6 37 1.508666177 True X 16 a 1 2335 None None None None None None None None None C 1211 7 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 430 8000 6 38 4.52403593854 False L 8 z 1 3218 None None None None None None None None None B 1933 5 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 669 8000 6 39 0.775283465915 True L 8 z 1 966 None None None None None None None None None A 867 2 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 429 8000 6 40 0.600983298111 False X 16 a 1 1201 None None None None None None None None None B 3684 4 Rouge
vs12 violenn 4 4 08Nov2011 1409 mixed 500 690 8000 6 41 4.79330250831 False L 8 z 1 1197 None None None None None None None None None A 2767 3 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 596 8000 6 42 4.03257439649 True X 8 z 1 734 None None None None None None None None None A 1067 0 Vert
vs12 violenn 4 4 08Nov2011 1409 mixed 500 469 8000 6 43 3.34039639368 False X 16 a 1 785 None None None None None None None None None A 1095 0 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 692 8000 6 44 5.78216839108 True X 4 a 1 634 None None None None None None None None None A 1351 0 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 544 8000 6 45 5.48078329479 False L 8 z 1 1618 None None None None None None None None None A 2115 2 Vert
vs12 violenn 4 4 08Nov2011 1410 mixed 500 407 8000 6 46 1.41498697328 True L 16 a 1 2351 None None None None None None None None None C 2066 7 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 499 8000 6 47 3.88608340194 False L 16 a 1 1218 None None None None None None None None None B 1465 4 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 553 8000 6 48 6.11058931374 True L 8 a 1 1451 None None None None None None None None None A 1734 3 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 661 8000 6 49 3.00131904345 False L 16 a 1 969 None None None None None None None None None A 815 3 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 583 8000 6 50 6.27055125355 False X 4 z 1 783 None None None None None None None None None A 13861 3 Vert
vs12 violenn 4 4 08Nov2011 1410 mixed 500 700 8000 6 51 2.72221827039 True X 8 a 1 799 None None None None None None None None None A 3566 0 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 599 8000 6 52 4.2143975663 True L 4 z 1 801 None None None None None None None None None A 1799 2 Vert
vs12 violenn 4 4 08Nov2011 1410 mixed 500 680 8000 6 53 0.742725837042 True X 4 z 1 747 None None None None None None None None None A 750 0 Vert
vs12 violenn 4 4 08Nov2011 1410 mixed 500 613 8000 6 54 0.980335757899 True L 16 a 1 3668 None None None None None None None None None D 1401 9 Rouge
vs12 violenn 4 4 08Nov2011 1410 mixed 500 413 8000 6 55 2.45981909643 False X 8 z 1 1682 None None None None None None None None None A 1567 2 Vert
vs12 violenn 4 4 08Nov2011 1411 mixed 500 594 8000 6 56 2.14226452003 False L 4 z 1 1266 None None None None None None None None None A 1867 2 Vert
vs12 violenn 4 4 08Nov2011 1411 mixed 500 437 8000 6 57 4.28230355561 True L 16 a 1 1066 None None None None None None None None None A 1249 0 Rouge
vs12 violenn 4 4 08Nov2011 1411 mixed 500 603 8000 6 58 2.28429875302 False X 8 z 1 1167 None None None None None None None None None A 1483 0 Vert
vs12 violenn 4 4 08Nov2011 1411 mixed 500 439 8000 6 59 3.9390773068 False L 16 a 1 1235 None None None None None None None None None A 2729 0 Rouge
vs12 violenn 4 4 08Nov2011 1411 mixed 500 616 8000 6 60 3.64779507166 False X 8 a 1 1868 None None None None None None None None None B 2433 5 Rouge
vs12 violenn 4 4 08Nov2011 1411 mixed 500 542 8000 7 1 2.20382682313 False L 4 z 1 1900 None None None None None None None None None C 1633 7 Vert
vs12 violenn 4 4 08Nov2011 1411 mixed 500 666 8000 7 2 3.64614863606 True X 4 z 1 747 None None None None None None None None None A 1033 1 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 643 8000 7 3 3.92689223818 True X 16 z 1 752 None None None None None None None None None A 1150 0 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 608 8000 7 4 2.17560985683 False X 8 z 1 584 None None None None None None None None None A 883 0 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 684 8000 7 5 5.8809415091 False L 16 z 1 3017 None None None None None None None None None D 1184 9 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 632 8000 7 6 3.7101524861 True L 16 z 1 1219 None None None None None None None None None B 1050 4 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 549 8000 7 7 6.01378009101 True L 16 z 1 1548 None None None None None None None None None B 1133 5 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 687 8000 7 8 5.34656048372 True X 8 a 1 735 None None None None None None None None None A 784 0 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 497 8000 7 9 1.76687653033 True L 8 a 1 1618 None None None None None None None None None B 1466 4 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 492 8000 7 10 2.87577896749 False L 8 a 1 1368 None None None None None None None None None B 1583 5 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 599 8000 7 11 2.60440133171 True L 8 z 1 1067 None None None None None None None None None A 1466 2 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 430 8000 7 12 5.34595567888 True X 4 z 1 878 None None None None None None None None None A 1184 0 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 644 8000 7 13 2.17828891039 False L 8 z 1 1901 None None None None None None None None None B 1534 5 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 695 8000 7 14 0.0847940857707 False X 16 a 1 1269 None None None None None None None None None A 1445 2 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 680 8000 7 15 3.72012440136 True L 8 a 1 1684 None None None None None None None None None A 1584 2 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 578 8000 7 16 4.72798642639 False X 8 a 1 768 None None None None None None None None None A 883 0 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 401 8000 7 17 2.05131285921 True X 16 a 1 868 None None None None None None None None None A 1033 0 Rouge
vs12 violenn 4 4 08Nov2011 1412 mixed 500 477 8000 7 18 4.65224371652 False X 4 z 1 767 None None None None None None None None None A 949 0 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 582 8000 7 19 3.21534944101 False L 16 z 1 1319 None None None None None None None None None A 1663 2 Vert
vs12 violenn 4 4 08Nov2011 1412 mixed 500 495 8000 7 20 1.1104814488 True L 4 a 1 1150 None None None None None None None None None A 1600 0 Rouge
vs12 violenn 4 4 08Nov2011 1413 mixed 500 548 8000 7 21 0.381688705603 False X 4 z 1 1834 None None None None None None None None None A 2832 1 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 659 8000 7 22 2.3550476292 False X 4 a 1 783 None None None None None None None None None A 1217 0 Rouge
vs12 violenn 4 4 08Nov2011 1413 mixed 500 663 8000 7 23 2.32209935504 False X 8 z 1 1068 None None None None None None None None None A 2130 0 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 647 8000 7 24 3.19646378261 False X 4 z 1 716 None None None None None None None None None A 1018 0 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 526 8000 7 25 5.95610340922 False L 16 z 1 1802 None None None None None None None None None B 1767 4 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 644 8000 7 26 5.13679988861 True X 8 z 1 732 None None None None None None None None None A 767 0 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 494 8000 7 27 3.53205191161 False L 4 a 1 1234 None None None None None None None None None C 1300 6 Rouge
vs12 violenn 4 4 08Nov2011 1413 mixed 500 637 8000 7 28 0.921935510387 True X 16 z 1 818 None None None None None None None None None A 1834 0 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 471 8000 7 29 3.58734820509 True X 4 a 1 716 None None None None None None None None None A 1249 0 Rouge
vs12 violenn 4 4 08Nov2011 1413 mixed 500 450 8000 7 30 3.05959444771 True L 4 a 1 1383 None None None None None None None None None A 3234 2 Rouge
vs12 violenn 4 4 08Nov2011 1413 mixed 500 587 8000 7 31 4.10342094312 False X 16 z 1 1036 None None None None None None None None None A 2132 0 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 587 8000 7 32 4.66647448848 True L 4 z 1 1700 None None None None None None None None None C 3064 6 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 677 8000 7 33 5.15102741736 False X 4 z 1 685 None None None None None None None None None A 866 1 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 433 8000 7 34 3.3747468119 False L 16 z 1 1985 None None None None None None None None None A 4496 3 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 425 8000 7 35 5.48395111805 False X 16 z 1 786 None None None None None None None None None A 1033 0 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 650 8000 7 36 4.64359508839 False L 8 z 1 1634 None None None None None None None None None B 1716 5 Vert
vs12 violenn 4 4 08Nov2011 1413 mixed 500 465 8000 7 37 5.62455496513 False X 8 a 1 835 None None None None None None None None None A 915 1 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 643 8000 7 38 5.26285167304 False L 4 z 1 1117 None None None None None None None None None A 1217 3 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 542 8000 7 39 3.24076151781 True X 4 z 1 996 None None None None None None None None None A 1500 1 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 497 8000 7 40 3.76108077492 True X 8 z 1 601 None None None None None None None None None A 1134 0 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 655 8000 7 41 0.313906321864 True X 8 a 1 684 None None None None None None None None None A 1017 0 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 689 8000 7 42 2.99979050062 True L 4 a 1 1132 None None None None None None None None None A 6966 2 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 580 8000 7 43 3.11032123812 True X 8 a 1 651 None None None None None None None None None A 1266 0 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 450 8000 7 44 0.85210825437 False X 16 a 1 653 None None None None None None None None None A 868 0 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 517 8000 7 45 5.85088874578 True X 16 z 1 786 None None None None None None None None None A 1251 0 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 679 8000 7 46 0.8173246773 True L 16 a 1 3602 None None None None None None None None None C 2667 7 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 472 8000 7 47 2.51850982411 False L 8 z 1 1547 None None None None None None None None None B 1100 5 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 668 8000 7 48 6.12036731775 True X 4 a 1 884 None None None None None None None None None A 1334 2 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 588 8000 7 49 4.82496840553 True L 8 z 1 1217 None None None None None None None None None A 1101 3 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 673 8000 7 50 5.63764645992 True L 4 z 1 2816 None None None None None None None None None B 3733 4 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 553 8000 7 51 5.37344745463 False X 16 a 1 886 None None None None None None None None None A 1249 3 Rouge
vs12 violenn 4 4 08Nov2011 1414 mixed 500 421 8000 7 52 5.11636351948 False L 4 z 1 1000 None None None None None None None None None A 1667 2 Vert
vs12 violenn 4 4 08Nov2011 1414 mixed 500 580 8000 7 53 1.63930448453 True L 8 z 1 1251 None None None None None None None None None B 1413 4 Vert
vs12 violenn 4 4 08Nov2011 1415 mixed 500 456 8000 7 54 1.95504840611 False X 8 a 1 1201 None None None None None None None None None A 1434 2 Rouge
vs12 violenn 4 4 08Nov2011 1415 mixed 500 680 8000 7 55 5.8127648303 True L 16 z 1 1352 None None None None None None None None None A 2480 3 Vert
vs12 violenn 4 4 08Nov2011 1415 mixed 500 514 8000 7 56 5.48158020171 True X 16 z 1 852 None None None None None None None None None A 1000 0 Vert
vs12 violenn 4 4 08Nov2011 1415 mixed 500 666 8000 7 57 6.05036987938 False L 16 z 1 1668 None None None None None None None None None B 3012 4 Vert
vs12 violenn 4 4 08Nov2011 1415 mixed 500 462 8000 7 58 3.21959108456 False L 4 z 1 1268 None None None None None None None None None C 1116 6 Vert
vs12 violenn 4 4 08Nov2011 1415 mixed 500 588 8000 7 59 4.88525673703 False L 8 z 1 884 None None None None None None None None None B 1116 4 Vert
vs12 violenn 4 4 08Nov2011 1415 mixed 500 697 8000 7 60 3.64694606595 True L 16 a 1 3883 None None None None None None None None None D 1616 10 Rouge
vs12 violenn 4 4 08Nov2011 1415 mixed 500 650 8000 8 1 1.99319906565 True L 8 a 1 1185 None None None None None None None None None A 1417 2 Rouge
vs12 violenn 4 4 08Nov2011 1415 mixed 500 655 8000 8 2 2.48193846248 False X 4 z 1 967 None None None None None None None None None A 1184 1 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 554 8000 8 3 5.22804163333 False X 4 a 1 631 None None None None None None None None None A 1534 0 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 436 8000 8 4 1.44508492157 False L 8 z 1 1001 None None None None None None None None None A 1583 2 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 563 8000 8 5 4.55044132211 True L 16 z 1 3600 None None None None None None None None None C 950 7 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 510 8000 8 6 3.20994095838 True X 4 a 1 684 None None None None None None None None None A 1000 0 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 513 8000 8 7 2.23058939781 True X 16 z 1 785 None None None None None None None None None A 883 0 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 695 8000 8 8 4.66375095416 False X 4 z 1 567 None None None None None None None None None A 1849 0 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 496 8000 8 9 4.89309884426 True X 4 z 1 534 None None None None None None None None None A 767 0 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 660 8000 8 10 4.62169874433 False X 8 z 1 618 None None None None None None None None None A 1517 0 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 613 8000 8 11 4.34465617509 True X 16 z 0 902 None None None None None None None None None B 1700 4 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 615 8000 8 12 2.64103337507 False X 16 a 1 1068 None None None None None None None None None A 1249 0 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 579 8000 8 13 3.65777868019 False L 16 a 1 4350 None None None None None None None None None D 1933 9 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 652 8000 8 14 1.98529646737 True L 8 z 1 1884 None None None None None None None None None B 3228 5 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 605 8000 8 15 6.27855973941 True L 8 a 1 2134 None None None None None None None None None C 1184 7 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 520 8000 8 16 0.783603997908 True L 4 a 1 1144 None None None None None None None None None B 2549 5 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 575 8000 8 17 1.62852514391 True X 8 z 1 867 None None None None None None None None None A 983 2 Vert
vs12 violenn 4 4 08Nov2011 1416 mixed 500 594 8000 8 18 0.722155390094 True L 4 a 1 1165 None None None None None None None None None B 917 4 Rouge
vs12 violenn 4 4 08Nov2011 1416 mixed 500 418 8000 8 19 2.75223836544 True L 4 z 1 1234 None None None None None None None None None A 917 2 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 489 8000 8 20 4.21420567448 True X 8 a 1 2034 None None None None None None None None None B 3462 4 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 460 8000 8 21 0.717109620177 True X 4 z 1 1351 None None None None None None None None None A 1383 1 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 698 8000 8 22 4.70181291376 False L 4 z 1 1601 None None None None None None None None None D 1297 8 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 537 8000 8 23 0.10289717861 False L 4 a 1 1851 None None None None None None None None None C 900 7 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 421 8000 8 24 5.55975073707 True X 16 a 1 1452 None None None None None None None None None A 1166 2 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 553 8000 8 25 1.28739613711 False L 16 a 1 2585 None None None None None None None None None B 1584 5 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 460 8000 8 26 4.58541171803 True X 16 z 1 953 None None None None None None None None None A 1334 0 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 412 8000 8 27 5.71537226124 False L 8 a 1 1252 None None None None None None None None None B 1015 4 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 573 8000 8 28 3.50247944568 True L 16 z 1 1986 None None None None None None None None None C 967 6 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 632 8000 8 29 0.201408018794 True X 4 z 1 801 None None None None None None None None None A 1082 1 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 533 8000 8 30 2.18427174585 True X 16 z 1 752 None None None None None None None None None A 1667 0 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 453 8000 8 31 3.04822270504 False X 16 a 1 686 None None None None None None None None None A 816 0 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 564 8000 8 32 3.04356741251 False L 8 z 1 1445 None None None None None None None None None A 1633 0 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 545 8000 8 33 6.09403660548 False X 8 a 1 1451 None None None None None None None None None A 1533 0 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 566 8000 8 34 3.23022472968 True X 8 z 1 751 None None None None None None None None None A 1130 0 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 434 8000 8 35 1.96860413599 False X 4 z 1 884 None None None None None None None None None A 1184 0 Vert
vs12 violenn 4 4 08Nov2011 1417 mixed 500 533 8000 8 36 5.34496614926 True L 8 a 1 883 None None None None None None None None None A 1084 0 Rouge
vs12 violenn 4 4 08Nov2011 1417 mixed 500 535 8000 8 37 3.39587781345 False L 4 z 1 1084 None None None None None None None None None A 1495 0 Vert
vs12 violenn 4 4 08Nov2011 1418 mixed 500 497 8000 8 38 4.72244668557 False L 8 z 1 2118 None None None None None None None None None B 2117 4 Vert
vs12 violenn 4 4 08Nov2011 1418 mixed 500 405 8000 8 39 1.55542796806 False L 16 z 1 1002 None None None None None None None None None A 699 0 Vert
vs12 violenn 4 4 08Nov2011 1418 mixed 500 550 8000 8 40 1.26444933097 True L 8 a 1 1734 None None None None None None None None None A 1167 3 Rouge
vs12 violenn 4 4 08Nov2011 1418 mixed 500 615 8000 8 41 4.30644099212 True L 16 z 1 2302 None None None None None None None None None C 1083 6 Vert
vs12 violenn 4 4 08Nov2011 1418 mixed 500 488 8000 8 42 5.3180616904 False L 4 a 1 934 None None None None None None None None None A 900 0 Rouge
vs12 violenn 4 4 08Nov2011 1418 mixed 500 519 8000 8 43 0.363908003626 False X 16 z 1 1019 None None None None None None None None None A 2098 0 Vert
vs12 violenn 4 4 08Nov2011 1418 mixed 500 511 8000 8 44 2.92710112106 True L 4 a 1 1284 None None None None None None None None None B 1614 5 Rouge
vs12 violenn 4 4 08Nov2011 1418 mixed 500 491 8000 8 45 0.341644931662 False X 8 z 1 734 None None None None None None None None None A 1017 0 Vert
vs12 violenn 4 4 08Nov2011 1418 mixed 500 538 8000 8 46 3.8566945923 True L 16 a 1 1685 None None None None None None None None None B 1166 4 Rouge
