trialId,targType,couleur,is_target
156,X,Vert,1
157,X,Rouge,1
158,X,Vert,1
159,X,Vert,1
160,X,Vert,1
161,L,Rouge,1
162,X,Vert,1
163,X,Vert,1
164,X,Vert,1
165,L,Rouge,1
166,L,Rouge,1
167,L,Vert,1
168,X,Vert,1
169,X,Rouge,1
170,L,Vert,1
171,L,Rouge,1
172,X,Vert,1
173,X,Rouge,1
174,L,Vert,1
175,L,Rouge,1
176,L,Rouge,1
177,L,Vert,1
178,X,Rouge,1
179,X,Rouge,1
180,X,Rouge,1
181,X,Rouge,1
182,X,Vert,1
183,L,Rouge,1
184,L,Vert,1
185,L,Rouge,1
186,L,Rouge,1
187,L,Rouge,1
188,L,Vert,1
189,X,Rouge,1
190,X,Rouge,1
191,X,Vert,1
192,X,Rouge,1
193,X,Vert,1
194,L,Rouge,1
195,L,Rouge,1
196,L,Vert,1
197,L,Rouge,1
198,L,Rouge,1
199,X,Rouge,1
200,X,Vert,1
201,L,Rouge,1
202,L,Rouge,1
203,L,Rouge,1
204,L,Vert,1
205,X,Vert,1
206,X,Vert,1
207,X,Vert,1
208,L,Rouge,1
209,X,Vert,1
210,L,Rouge,1
211,L,Vert,1
212,X,Rouge,1
213,X,Rouge,1
214,X,Vert,1
215,L,Rouge,1
216,L,Vert,1
217,L,Rouge,1
218,X,Rouge,1
219,X,Vert,1
220,L,Rouge,1
221,X,Vert,1
222,L,Rouge,1
223,X,Vert,1
224,X,Vert,1
225,X,Vert,1
226,X,Rouge,1
227,L,Rouge,1
228,X,Rouge,1
229,L,Vert,1
230,X,Vert,1
231,X,Vert,1
232,L,Rouge,1
233,X,Rouge,1
234,X,Rouge,1
235,L,Vert,1
236,L,Vert,1
237,X,Vert,1
238,L,Vert,1
239,X,Vert,1
240,L,Vert,1
241,L,Rouge,1
242,X,Rouge,1
243,X,Vert,1
244,L,Vert,1
245,L,Rouge,1
246,L,Rouge,1
247,X,Rouge,1
248,L,Vert,1
249,X,Rouge,1
250,X,Rouge,1
251,L,Vert,1
252,X,Rouge,1
253,X,Rouge,1
254,L,Rouge,1
255,L,Vert,1
256,X,Vert,1
257,L,Rouge,1
258,X,Vert,1
259,L,Rouge,1
260,L,Rouge,1
261,L,Rouge,1
262,X,Rouge,1
263,L,Rouge,1
264,X,Vert,1
265,X,Vert,1
266,L,Vert,1
267,L,Rouge,1
268,X,Rouge,1
269,X,Vert,1
270,X,Vert,1
271,L,Vert,1
272,L,Vert,1
273,L,Rouge,1
274,L,Vert,1
275,L,Rouge,1
276,L,Vert,1
277,X,Rouge,1
278,L,Vert,1
279,X,Vert,1
280,X,Vert,1
281,X,Rouge,1
282,X,Rouge,1
283,X,Rouge,1
284,X,Vert,1
285,L,Vert,1
286,L,Vert,1
287,X,Rouge,1
288,X,Vert,1
289,L,Rouge,1
290,X,Vert,1
291,X,Vert,1
292,X,Rouge,1
293,L,Vert,1
294,X,Vert,1
295,L,Rouge,1
296,L,Vert,1
297,X,Vert,1
298,L,Rouge,1
299,L,Rouge,1
300,L,Rouge,1
301,L,Vert,1
302,L,Rouge,1
303,L,Vert,1
304,L,Vert,1
305,X,Rouge,1
306,X,Rouge,1
307,L,Vert,1
308,L,Vert,1
309,L,Vert,1
310,X,Vert,1
311,L,Vert,1
312,L,Vert,1
313,L,Vert,1
314,X,Vert,1
315,L,Rouge,1
316,X,Rouge,1
317,X,Rouge,1
318,L,Rouge,1
319,L,Rouge,1
320,X,Vert,1
321,L,Rouge,1
322,X,Vert,1
323,X,Vert,1
324,L,Vert,1
325,X,Vert,1
326,X,Rouge,1
327,X,Vert,1
328,X,Rouge,1
329,L,Rouge,1
330,L,Rouge,1
331,X,Vert,1
332,X,Rouge,1
333,L,Vert,1
334,L,Rouge,1
335,X,Vert,1
336,X,Vert,1
337,X,Vert,1
338,X,Vert,1
339,L,Vert,1
340,X,Rouge,1
341,X,Vert,1
342,L,Rouge,1
343,L,Rouge,1
344,X,Rouge,1
345,X,Rouge,1
346,L,Vert,1
347,X,Vert,1
348,X,Rouge,1
349,L,Vert,1
350,L,Vert,1
351,X,Rouge,1
352,L,Rouge,1
353,X,Vert,1
354,X,Rouge,1
355,L,Rouge,1
356,X,Vert,1
357,L,Rouge,1
358,X,Vert,1
359,L,Vert,1
360,X,Rouge,1
361,L,Rouge,1
362,L,Rouge,1
363,L,Vert,1
364,X,Rouge,1
365,X,Vert,1
366,L,Vert,1
367,L,Rouge,1
368,X,Rouge,1
369,L,Rouge,1
370,X,Rouge,1
371,X,Rouge,1
372,L,Vert,1
373,X,Vert,1
374,L,Rouge,1
375,L,Rouge,1
376,L,Rouge,1
377,L,Vert,1
378,X,Vert,1
379,X,Rouge,1
380,L,Vert,1
381,X,Vert,1
382,L,Rouge,1
383,L,Vert,1
384,X,Vert,1
385,X,Rouge,1
386,L,Vert,1
387,X,Rouge,1
388,L,Rouge,1
389,L,Vert,1
390,X,Rouge,1
391,X,Rouge,1
392,L,Rouge,1
393,X,Vert,1
394,X,Rouge,1
395,X,Vert,1
396,L,Vert,1
397,L,Rouge,1
398,X,Vert,1
399,X,Rouge,1
400,X,Rouge,1
401,L,Vert,1
402,X,Vert,1
403,X,Rouge,1
404,L,Rouge,1
405,X,Vert,1
406,L,Rouge,1
407,X,Rouge,1
408,L,Rouge,1
409,X,Vert,1
410,X,Vert,1
411,L,Rouge,1
412,L,Rouge,1
413,L,Rouge,1
414,L,Rouge,1
415,X,Rouge,1
416,X,Rouge,1
417,X,Vert,1
418,X,Vert,1
419,L,Vert,1
420,X,Vert,1
421,L,Vert,1
422,X,Vert,1
423,L,Vert,1
424,L,Vert,1
425,X,Rouge,1
426,L,Vert,1
427,L,Vert,1
428,L,Rouge,1
429,X,Rouge,1
430,X,Vert,1
431,X,Rouge,1
432,X,Vert,1
433,X,Vert,1
434,L,Rouge,1
435,X,Rouge,1
436,L,Vert,1
437,L,Vert,1
438,L,Rouge,1
439,L,Rouge,1
440,L,Vert,1
441,L,Rouge,1
442,L,Rouge,1
443,X,Rouge,1
444,X,Rouge,1
445,L,Rouge,1
446,L,Rouge,1
447,L,Rouge,1
448,X,Vert,1
449,X,Vert,1
450,X,Vert,1
451,X,Rouge,1
452,L,Vert,1
453,X,Rouge,1
454,X,Rouge,1
455,L,Rouge,1
456,L,Rouge,1
457,X,Vert,1
458,L,Rouge,1
459,X,Rouge,1
460,X,Vert,1
461,L,Rouge,1
462,X,Vert,1
463,X,Rouge,1
464,L,Rouge,1
465,X,Vert,1
466,X,Rouge,1
467,L,Vert,1
468,L,Rouge,1
469,X,Rouge,1
470,X,Vert,1
471,X,Rouge,1
472,L,Rouge,1
473,X,Vert,1
474,X,Vert,1
475,L,Vert,1
476,X,Rouge,1
477,X,Vert,1
478,L,Vert,1
479,L,Rouge,1
480,L,Vert,1
481,L,Rouge,1
482,X,Rouge,1
483,X,Rouge,1
484,L,Rouge,1
485,L,Rouge,1
486,X,Rouge,1
487,L,Vert,1
488,L,Rouge,1
489,X,Vert,1
490,L,Vert,1
491,L,Rouge,1
492,X,Rouge,1
493,L,Vert,1
494,X,Rouge,1
495,X,Rouge,1
496,X,Vert,1
497,X,Vert,1
498,X,Rouge,1
499,L,Rouge,1
500,L,Vert,1
501,X,Rouge,1
502,X,Vert,1
503,L,Rouge,1
504,L,Rouge,1
505,X,Vert,1
506,L,Rouge,1
507,L,Rouge,1
508,X,Vert,1
509,X,Rouge,1
510,L,Vert,1
511,L,Vert,1
512,L,Vert,1
513,X,Rouge,1
514,L,Rouge,1
515,L,Vert,1
516,X,Vert,1
517,L,Vert,1
518,X,Rouge,1
519,L,Vert,1
520,X,Vert,1
521,X,Vert,1
522,X,Vert,1
523,X,Rouge,1
524,L,Rouge,1
525,L,Rouge,1
526,X,Rouge,1
527,L,Vert,1
528,L,Vert,1
529,L,Rouge,1
530,L,Vert,1
531,L,Rouge,1
532,L,Vert,1
533,X,Rouge,1
534,L,Rouge,1
535,X,Rouge,1
536,L,Rouge,1
537,X,Vert,1
538,L,Rouge,1
539,X,Vert,1
540,X,Rouge,1
541,L,Rouge,1
542,L,Vert,1
543,X,Vert,1
544,X,Vert,1
545,X,Vert,1
546,X,Vert,1
547,X,Rouge,1
548,L,Vert,1
549,X,Rouge,1
550,L,Vert,1
551,X,Rouge,1
552,L,Rouge,1
553,L,Rouge,1
554,L,Rouge,1
555,X,Rouge,1
556,L,Rouge,1
557,L,Rouge,1
558,X,Vert,1
559,X,Rouge,1
560,L,Vert,1
561,X,Vert,1
562,X,Vert,1
563,X,Rouge,1
564,X,Vert,1
565,X,Rouge,1
566,L,Rouge,1
567,X,Vert,1
568,L,Vert,1
569,X,Rouge,1
570,L,Vert,1
571,L,Rouge,1
572,X,Rouge,1
573,L,Rouge,1
574,L,Vert,1
575,X,Rouge,1
576,L,Vert,1
577,L,Rouge,1
578,X,Vert,1
579,X,Rouge,1
580,X,Vert,1
581,L,Rouge,1
582,L,Vert,1
583,X,Rouge,1
584,L,Rouge,1
585,L,Rouge,1
586,X,Rouge,1
587,X,Vert,1
588,L,Rouge,1
589,L,Vert,1
590,L,Vert,1
591,L,Rouge,1
592,L,Rouge,1
593,L,Rouge,1
594,X,Rouge,1
595,L,Vert,1
596,X,Rouge,1
597,X,Vert,1
598,L,Rouge,1
599,X,Rouge,1
600,L,Vert,1
601,X,Rouge,1
602,L,Rouge,1
603,L,Rouge,1
604,L,Rouge,1
605,L,Rouge,1
606,X,Rouge,1
607,X,Rouge,1
608,L,Vert,1
609,X,Vert,1
610,X,Rouge,1
611,L,Vert,1
612,L,Rouge,1
613,X,Rouge,1
614,X,Vert,1
615,X,Vert,1
616,X,Rouge,1
617,X,Vert,1
618,L,Rouge,1
619,L,Vert,1
620,X,Rouge,1
621,X,Rouge,1
622,X,Vert,1
623,L,Vert,1
624,L,Rouge,1
625,L,Vert,1
626,L,Vert,1
627,X,Rouge,1
628,X,Rouge,1
629,L,Rouge,1
630,X,Rouge,1
631,X,Rouge,1
632,X,Vert,1
633,X,Vert,1
634,L,Rouge,1
635,X,Vert,1
636,L,Vert,1
637,X,Vert,1
638,X,Vert,1
639,X,Vert,1
640,X,Vert,1
641,X,Rouge,1
642,X,Vert,1
643,X,Vert,1
644,X,Rouge,1
645,L,Vert,1
646,L,Rouge,1
647,L,Vert,1
648,L,Rouge,1
649,L,Vert,1
650,X,Vert,1
651,X,Vert,1
652,X,Vert,1
653,X,Rouge,1
654,L,Rouge,1
655,X,Vert,1
656,X,Vert,1
657,X,Rouge,1
658,X,Rouge,1
659,L,Vert,1
660,X,Vert,1
661,L,Rouge,1
662,L,Vert,1
663,L,Vert,1
664,L,Vert,1
665,X,Rouge,1
666,L,Rouge,1
667,X,Vert,1
668,L,Rouge,1
669,L,Vert,1
670,X,Rouge,1
671,X,Vert,1
672,X,Rouge,1
673,L,Vert,1
674,L,Rouge,1
675,L,Rouge,1
676,L,Rouge,1
677,X,Rouge,1
678,L,Vert,1
679,X,Rouge,1
680,L,Rouge,1
681,L,Vert,1
682,L,Rouge,1
683,L,Vert,1
684,L,Rouge,1
685,X,Vert,1
686,L,Vert,1
687,X,Rouge,1
688,X,Vert,1
689,L,Rouge,1
690,X,Vert,1
691,L,Rouge,1
692,L,Rouge,1
693,X,Vert,1
694,X,Vert,1
695,L,Vert,1
696,L,Vert,1
697,L,Rouge,1
698,X,Vert,1
699,X,Rouge,1
700,X,Rouge,1
701,X,Rouge,1
702,X,Vert,1
703,X,Vert,1
704,L,Vert,1
705,L,Rouge,1
706,L,Rouge,1
707,L,Rouge,1
708,X,Vert,1
709,L,Rouge,1
710,X,Rouge,1
711,X,Rouge,1
712,X,Vert,1
713,L,Rouge,1
714,X,Rouge,1
715,L,Vert,1
716,L,Vert,1
717,X,Rouge,1
718,X,Rouge,1
719,X,Vert,1
720,L,Rouge,1
721,L,Vert,1
722,X,Vert,1
723,X,Vert,1
724,X,Vert,1
725,X,Vert,1
726,L,Rouge,1
727,X,Rouge,1
728,X,Vert,1
729,X,Vert,1
730,X,Rouge,1
731,X,Rouge,1
732,L,Vert,1
733,L,Vert,1
734,L,Vert,1
735,X,Rouge,1
736,L,Rouge,1
737,X,Vert,1
738,L,Rouge,1
739,L,Vert,1
740,L,Rouge,1
741,X,Vert,1
742,L,Rouge,1
743,X,Vert,1
744,L,Rouge,1
745,L,Rouge,1
746,L,Vert,1
747,L,Rouge,1
748,L,Vert,1
749,L,Vert,1
750,L,Vert,1
751,X,Rouge,1
752,L,Vert,1
753,X,Rouge,1
754,L,Rouge,1
755,L,Rouge,1
756,X,Vert,1
757,L,Rouge,1
758,L,Rouge,1
759,L,Vert,1
760,X,Rouge,1
761,X,Vert,1
762,X,Rouge,1
763,X,Vert,1
764,L,Rouge,1
765,X,Vert,1
766,L,Rouge,1
767,L,Rouge,1
768,X,Rouge,1
769,L,Rouge,1
770,L,Vert,1
771,L,Rouge,1
772,X,Rouge,1
773,X,Vert,1
774,L,Rouge,1
775,L,Vert,1
776,L,Rouge,1
777,X,Vert,1
778,L,Vert,1
779,X,Rouge,1
780,L,Rouge,1
781,L,Rouge,1
782,X,Vert,1
783,X,Rouge,1
784,L,Rouge,1
785,X,Vert,1
786,X,Rouge,1
787,X,Vert,1
788,L,Rouge,1
789,L,Vert,1
790,L,Rouge,1
791,L,Vert,1
792,X,Rouge,1
793,L,Rouge,1
794,X,Rouge,1
795,X,Rouge,1
796,L,Vert,1
797,X,Vert,1
798,X,Rouge,1
799,X,Rouge,1
800,L,Vert,1
801,X,Vert,1
802,L,Vert,1
803,L,Vert,1
804,X,Vert,1
805,X,Rouge,1
806,X,Rouge,1
807,L,Rouge,1
808,L,Vert,1
809,L,Vert,1
810,X,Vert,1
811,X,Rouge,1
812,L,Vert,1
813,X,Vert,1
814,X,Vert,1
815,X,Rouge,1
816,L,Vert,1
817,L,Rouge,1
818,L,Vert,1
819,L,Rouge,1
820,X,Rouge,1
821,L,Rouge,1
822,L,Rouge,1
823,X,Vert,1
824,X,Rouge,1
825,L,Rouge,1
826,L,Rouge,1
827,L,Rouge,1
828,X,Rouge,1
829,X,Vert,1
830,X,Vert,1
831,X,Vert,1
832,L,Rouge,1
833,L,Rouge,1
834,L,Rouge,1
835,X,Rouge,1
836,X,Rouge,1
837,L,Vert,1
838,L,Rouge,1
839,X,Rouge,1
840,X,Rouge,1
841,X,Vert,1
842,L,Rouge,1
843,L,Rouge,1
844,X,Vert,1
845,X,Vert,1
846,L,Rouge,1
847,L,Rouge,1
848,X,Rouge,1
849,X,Rouge,1
850,L,Vert,1
851,L,Rouge,1
852,X,Rouge,1
853,L,Vert,1
854,L,Vert,1
855,X,Vert,1
856,L,Vert,1
857,X,Rouge,1
858,L,Rouge,1
859,L,Rouge,1
860,X,Vert,1
861,X,Vert,1
862,X,Vert,1
863,X,Vert,1
864,L,Rouge,1
865,X,Vert,1
866,L,Rouge,1
867,X,Rouge,1
868,X,Rouge,1
869,X,Vert,1
870,L,Rouge,1
871,X,Rouge,1
872,X,Vert,1
873,L,Rouge,1
874,X,Vert,1
875,L,Vert,1
876,L,Vert,1
877,L,Vert,1
878,X,Rouge,1
879,X,Vert,1
880,L,Vert,1
881,X,Rouge,1
882,X,Vert,1
883,X,Rouge,1
884,L,Vert,1
885,L,Vert,1
886,L,Vert,1
887,X,Vert,1
888,X,Vert,1
889,L,Vert,1
890,L,Vert,1
891,L,Rouge,1
892,X,Vert,1
893,X,Vert,1
894,X,Vert,1
895,X,Rouge,1
896,X,Vert,1
897,X,Rouge,1
898,X,Rouge,1
899,X,Rouge,1
900,L,Rouge,1
901,L,Vert,1
902,X,Vert,1
903,X,Rouge,1
904,L,Vert,1
905,L,Vert,1
906,L,Rouge,1
907,X,Vert,1
908,X,Rouge,1
909,X,Vert,1
910,X,Vert,1
911,X,Vert,1
912,L,Vert,1
913,X,Rouge,1
914,X,Vert,1
915,L,Rouge,1
916,L,Rouge,1
917,X,Rouge,1
918,L,Vert,1
919,L,Rouge,1
920,X,Vert,1
921,L,Vert,1
922,L,Rouge,1
923,L,Vert,1
924,X,Rouge,1
925,L,Vert,1
926,L,Rouge,1
927,L,Vert,1
928,L,Rouge,1
929,L,Rouge,1
930,L,Vert,1
931,X,Vert,1
932,L,Rouge,1
933,X,Rouge,1
934,X,Rouge,1
935,L,Vert,1
936,L,Vert,1
937,L,Rouge,1
938,L,Rouge,1
939,L,Rouge,1
940,L,Vert,1
941,L,Rouge,1
942,X,Vert,1
943,L,Vert,1
944,L,Rouge,1
945,X,Vert,1
946,L,Rouge,1
947,L,Vert,1
948,L,Vert,1
949,X,Rouge,1
950,X,Vert,1
951,X,Rouge,1
952,L,Vert,1
953,X,Rouge,1
954,X,Rouge,1
955,X,Vert,1
956,X,Rouge,1
957,L,Rouge,1
958,L,Vert,1
959,X,Rouge,1
960,X,Vert,1
961,L,Rouge,1
962,L,Vert,1
963,X,Vert,1
964,X,Rouge,1
965,X,Vert,1
966,L,Rouge,1
967,X,Vert,1
968,L,Vert,1
969,X,Vert,1
970,X,Vert,1
971,L,Rouge,1
972,L,Rouge,1
973,X,Vert,1
974,L,Rouge,1
975,X,Rouge,1
976,X,Vert,1
977,L,Rouge,1
978,X,Vert,1
979,L,Rouge,1
980,X,Rouge,1
981,L,Vert,1
982,X,Rouge,1
983,L,Rouge,1
984,X,Rouge,1
985,X,Rouge,1
986,L,Rouge,1
987,X,Vert,1
988,X,Rouge,1
989,L,Vert,1
990,X,Vert,1
991,X,Vert,1
992,X,Vert,1
993,L,Vert,1
994,L,Rouge,1
995,L,Rouge,1
996,L,Vert,1
997,L,Rouge,1
998,X,Vert,1
999,X,Vert,1
1000,L,Vert,1
1001,X,Rouge,1
1002,L,Vert,1
1003,L,Vert,1
1004,X,Rouge,1
1005,X,Vert,1
1006,L,Rouge,1
1007,X,Vert,1
1008,L,Rouge,1
1009,X,Vert,1
1010,L,Rouge,1
1011,L,Rouge,1
1012,L,Vert,1
1013,L,Vert,1
1014,X,Vert,1
1015,L,Rouge,1
1016,X,Vert,1
1017,X,Rouge,1
1018,X,Rouge,1
1019,L,Vert,1
1020,X,Vert,1
1021,L,Rouge,1
1022,X,Vert,1
1023,L,Vert,1
1024,X,Vert,1
1025,X,Vert,1
1026,L,Vert,1
1027,X,Rouge,1
1028,X,Vert,1
1029,X,Vert,1
1030,L,Vert,1
1031,L,Rouge,1
1032,L,Vert,1
1033,X,Vert,1
1034,L,Vert,1
1035,X,Vert,1
1036,X,Vert,1
1037,X,Vert,1
1038,L,Rouge,1
1039,L,Vert,1
1040,L,Vert,1
1041,L,Rouge,1
1042,X,Vert,1
1043,X,Vert,1
1044,X,Rouge,1
1045,X,Vert,1
1046,X,Rouge,1
1047,L,Vert,1
1048,L,Rouge,1
1049,L,Rouge,1
1050,X,Vert,1
1051,L,Vert,1
1052,X,Vert,1
1053,L,Vert,1
1054,L,Rouge,1
1055,L,Rouge,1
1056,X,Rouge,1
1057,L,Rouge,1
1058,L,Vert,1
1059,X,Vert,1
1060,L,Rouge,1
1061,L,Rouge,1
1062,X,Rouge,1
1063,X,Vert,1
1064,X,Rouge,1
1065,X,Vert,1
1066,L,Vert,1
1067,X,Rouge,1
1068,X,Vert,1
1069,L,Vert,1
1070,X,Rouge,1
1071,L,Vert,1
1072,X,Vert,1
1073,L,Vert,1
1074,L,Rouge,1
1075,X,Rouge,1
1076,L,Rouge,1
1077,L,Vert,1
1078,L,Rouge,1
1079,X,Vert,1
1080,X,Rouge,1
1081,L,Vert,1
1082,L,Vert,1
1083,X,Vert,1
1084,L,Rouge,1
1085,L,Vert,1
1086,X,Rouge,1
1087,X,Rouge,1
1088,X,Rouge,1
1089,X,Rouge,1
1090,L,Rouge,1
1091,X,Rouge,1
1092,X,Rouge,1
1093,L,Rouge,1
1094,X,Rouge,1
1095,L,Vert,1
1096,X,Vert,1
1097,L,Vert,1
1098,L,Vert,1
1099,X,Rouge,1
1100,L,Vert,1
1101,L,Rouge,1
1102,L,Vert,1
1103,X,Rouge,1
1104,X,Rouge,1
1105,L,Vert,1
1106,L,Rouge,1
1107,X,Rouge,1
1108,L,Vert,1
1109,L,Vert,1
1110,X,Vert,1
1111,X,Vert,1
1112,X,Vert,1
1113,X,Vert,1
1114,L,Vert,1
1115,X,Rouge,1
1116,X,Vert,1
1117,L,Rouge,1
1118,X,Vert,1
1119,L,Vert,1
1120,X,Rouge,1
1121,L,Rouge,1
1122,L,Rouge,1
1123,X,Rouge,1
1124,L,Rouge,1
1125,L,Rouge,1
1126,L,Rouge,1
1127,X,Rouge,1
1128,X,Vert,1
1129,L,Rouge,1
1130,L,Vert,1
1131,L,Rouge,1
1132,L,Vert,1
1133,L,Rouge,1
1134,X,Rouge,1
1135,L,Vert,1
1136,L,Vert,1
1137,L,Vert,1
1138,L,Vert,1
1139,L,Vert,1
1140,X,Vert,1
1141,L,Rouge,1
1142,X,Rouge,1
1143,X,Rouge,1
1144,X,Vert,1
1145,X,Rouge,1
1146,X,Rouge,1
1147,X,Rouge,1
1148,L,Vert,1
1149,X,Rouge,1
1150,X,Vert,1
1151,X,Vert,1
1152,X,Vert,1
1153,X,Rouge,1
1154,L,Vert,1
1155,X,Vert,1
1156,L,Vert,1
1157,L,Rouge,1
1158,X,Vert,1
1159,X,Vert,1
1160,X,Vert,1
1161,L,Vert,1
1162,L,Rouge,1
1163,X,Vert,1
1164,X,Vert,1
1165,L,Vert,1
1166,L,Rouge,1
1167,L,Vert,1
1168,L,Rouge,1
1169,L,Vert,1
1170,X,Vert,1
1171,L,Rouge,1
1172,L,Vert,1
1173,X,Vert,1
1174,L,Vert,1
1175,L,Rouge,1
1176,X,Vert,1
1177,L,Rouge,1
1178,L,Rouge,1
1179,L,Vert,1
1180,X,Rouge,1
1181,X,Vert,1
1182,X,Vert,1
1183,L,Vert,1
1184,L,Vert,1
1185,L,Rouge,1
1186,X,Rouge,1
1187,L,Rouge,1
1188,L,Rouge,1
1189,L,Rouge,1
1190,X,Vert,1
1191,L,Rouge,1
1192,L,Rouge,1
1193,L,Vert,1
1194,L,Vert,1
1195,X,Rouge,1
1196,L,Rouge,1
1197,L,Vert,1
1198,X,Rouge,1
1199,X,Rouge,1
1200,X,Rouge,1
1201,X,Rouge,1
1202,X,Vert,1
1203,X,Vert,1
1204,X,Rouge,1
1205,X,Vert,1
1206,X,Rouge,1
1207,X,Vert,1
1208,L,Vert,1
1209,X,Vert,1
1210,X,Vert,1
1211,X,Vert,1
1212,X,Rouge,1
1213,L,Vert,1
1214,L,Rouge,1
1215,X,Rouge,1
1216,L,Vert,1
1217,X,Vert,1
1218,L,Rouge,1
1219,X,Vert,1
1220,X,Rouge,1
1221,X,Vert,1
1222,X,Rouge,1
1223,L,Rouge,1
1224,X,Rouge,1
1225,L,Vert,1
1226,X,Vert,1
1227,L,Rouge,1
1228,L,Rouge,1
1229,X,Rouge,1
1230,L,Rouge,1
1231,X,Vert,1
1232,X,Rouge,1
1233,X,Vert,1
1234,X,Rouge,1
1235,L,Rouge,1
1236,L,Rouge,1
1237,L,Rouge,1
1238,L,Rouge,1
1239,L,Rouge,1
1240,L,Vert,1
1241,L,Vert,1
1242,L,Vert,1
1243,X,Vert,1
1244,X,Vert,1
1245,L,Vert,1
1246,X,Vert,1
1247,L,Rouge,1
1248,X,Vert,1
1249,X,Vert,1
1250,X,Rouge,1
1251,L,Vert,1
1252,L,Rouge,1
1253,X,Rouge,1
1254,X,Rouge,1
1255,X,Vert,1
1256,X,Vert,1
1257,X,Vert,1
1258,X,Rouge,1
1259,L,Rouge,1
1260,X,Vert,1
1261,X,Vert,1
1262,X,Rouge,1
1263,L,Vert,1
1264,L,Vert,1
1265,L,Vert,1
1266,L,Rouge,1
1267,L,Vert,1
1268,X,Vert,1
1269,X,Rouge,1
1270,L,Vert,1
1271,L,Vert,1
1272,L,Rouge,1
1273,X,Rouge,1
1274,L,Vert,1
1275,L,Rouge,1
1276,X,Vert,1
1277,L,Vert,1
1278,L,Rouge,1
1279,X,Rouge,1
1280,L,Rouge,1
1281,L,Rouge,1
1282,L,Vert,1
1283,X,Vert,1
1284,L,Vert,1
1285,L,Rouge,1
1286,X,Vert,1
1287,X,Rouge,1
1288,X,Rouge,1
1289,X,Vert,1
1290,L,Vert,1
1291,L,Vert,1
1292,X,Rouge,1
1293,X,Rouge,1
1294,L,Vert,1
1295,L,Rouge,1
1296,X,Vert,1
1297,X,Rouge,1
1298,L,Rouge,1
1299,L,Rouge,1
1300,L,Vert,1
