manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,training,task,trialId
vs12,mod,1,0,21Dec2010,1727,serial,500,601,200,1,14,1.14715197481,1,L,4,a,0,929,5,2,803,1879,2889,4677,0,L among T,5214
vs12,mod,1,0,21Dec2010,1727,serial,500,456,200,1,15,0.197668889301,1,L,2,z,1,671,10,2,1002,1135,2922,6653,0,L among T,5215
vs12,mod,1,0,21Dec2010,1727,serial,500,615,200,1,16,0.735930460964,0,L,2,a,1,800,10,2,1200,1721,2364,3390,0,L among T,5216
vs12,mod,1,0,21Dec2010,1727,serial,500,697,200,1,17,3.09920515272,0,L,8,z,0,985,10,2,991,1536,2937,5651,0,L among T,5217
vs12,mod,1,0,21Dec2010,1727,serial,500,593,200,1,18,3.69204358336,1,L,4,z,1,600,10,1,898,1322,2895,6454,0,L among T,5218
vs12,mod,1,0,21Dec2010,1727,serial,500,647,200,1,19,5.82631398598,0,L,8,z,0,627,10,2,802,1508,3166,4810,0,L among T,5219
vs12,mod,1,0,21Dec2010,1727,serial,500,682,200,1,20,5.52441961409,0,L,4,z,0,585,1,1,856,3096,4897,7183,0,L among T,5220
vs12,mod,1,0,21Dec2010,1728,serial,500,542,200,1,21,5.72962621904,0,L,12,a,1,1916,4,2,1102,3396,5820,9767,0,L among T,5221
vs12,mod,1,0,21Dec2010,1728,serial,500,558,200,1,22,1.75126438305,1,L,4,z,1,929,10,2,1000,1833,4179,5853,0,L among T,5222
vs12,mod,1,0,21Dec2010,1728,serial,500,407,200,1,23,4.76814757785,1,L,4,z,1,800,10,3,913,1591,5367,7813,0,L among T,5223
vs12,mod,1,0,21Dec2010,1728,serial,500,419,200,1,24,3.32721699588,1,L,2,z,1,471,10,0,746,1550,2779,6954,0,L among T,5224
vs12,mod,1,0,21Dec2010,1728,serial,500,597,200,1,25,4.06919710029,1,L,12,z,1,585,10,2,707,1379,2624,3996,0,L among T,5225
vs12,mod,1,0,21Dec2010,1728,serial,500,463,200,1,26,3.71464722384,1,L,2,z,1,628,10,2,810,1689,2746,6266,0,L among T,5226
vs12,mod,1,0,21Dec2010,1728,serial,500,640,200,1,27,1.56983567165,1,L,8,z,1,528,5,0,797,2775,6093,8135,0,L among T,5227
vs12,mod,1,0,21Dec2010,1729,serial,500,455,200,1,28,4.60097171052,0,L,2,a,1,971,10,1,771,3467,4796,8754,0,L among T,5228
vs12,mod,1,0,21Dec2010,1729,serial,500,585,200,1,29,1.14552740577,0,L,12,z,0,1229,10,0,902,2223,4323,6982,0,L among T,5229
vs12,mod,1,0,21Dec2010,1729,serial,500,489,200,1,30,3.02332356426,0,L,4,a,1,871,0,0,1200,5134,3489,1702,0,L among T,5230
vs12,mod,1,0,21Dec2010,1729,serial,500,566,200,1,31,5.36244928417,1,L,12,z,1,543,10,1,701,1622,4223,6139,0,L among T,5231
vs12,mod,1,0,21Dec2010,1729,serial,500,553,200,1,32,5.69870427943,1,L,12,a,0,1916,5,3,905,2419,4007,6638,0,L among T,5232
vs12,mod,1,0,21Dec2010,1729,serial,500,667,200,1,33,0.23791971296,1,L,8,z,1,685,10,3,898,1162,3293,4680,0,L among T,5233
vs12,mod,1,0,21Dec2010,1729,serial,500,427,200,1,34,3.05504608933,0,L,12,a,1,1115,2,2,800,3220,5451,8054,0,L among T,5234
vs12,mod,1,0,21Dec2010,1730,serial,500,460,200,1,35,2.0633783606,1,L,2,z,1,783,10,2,1021,1378,2078,3251,0,L among T,5235
vs12,mod,1,0,21Dec2010,1730,serial,500,456,200,1,36,3.33123671783,0,L,12,z,0,556,4,2,890,2704,5079,8912,0,L among T,5236
vs12,mod,1,0,21Dec2010,1730,serial,500,613,200,1,37,0.513272249672,1,L,4,z,1,425,10,0,767,3410,4783,6957,0,L among T,5237
vs12,mod,1,0,21Dec2010,1730,serial,500,618,200,1,38,5.46354580974,0,L,4,z,0,499,1,1,775,4998,7583,8927,0,L among T,5238
vs12,mod,1,0,21Dec2010,1730,serial,500,532,200,1,39,4.18935776985,0,L,4,a,1,713,10,3,705,1664,3965,5681,0,L among T,5239
vs12,mod,1,0,21Dec2010,1730,serial,500,423,200,1,40,1.28554207921,1,L,12,z,1,628,4,4,703,2194,3310,6223,0,L among T,5240
vs12,mod,1,0,21Dec2010,1731,serial,500,448,200,2,1,5.61614840724,0,L,2,z,0,1229,10,1,792,1407,3023,4597,0,L among T,5241
vs12,mod,1,0,21Dec2010,1731,serial,500,496,200,2,2,2.93662316073,1,L,4,z,1,628,10,3,807,1378,2822,4539,0,L among T,5242
vs12,mod,1,0,21Dec2010,1731,serial,500,589,200,2,3,1.19460198375,0,L,8,a,1,1095,5,2,888,3667,6084,7371,0,L among T,5243
vs12,mod,1,0,21Dec2010,1731,serial,500,549,200,2,4,1.27073409102,0,L,2,a,1,727,10,2,900,1520,5797,8239,0,L among T,5244
vs12,mod,1,0,21Dec2010,1731,serial,500,698,200,2,5,3.09562145426,1,L,8,z,1,656,10,3,773,1150,2823,5481,0,L among T,5245
vs12,mod,1,0,21Dec2010,1731,serial,500,453,200,2,6,2.66044868542,0,L,12,z,0,542,10,2,793,1121,5063,3323,0,L among T,5246
vs12,mod,1,0,21Dec2010,1732,serial,500,463,200,2,7,4.89081058522,1,L,12,z,1,642,10,1,793,1508,3839,4955,0,L among T,5247
vs12,mod,1,0,21Dec2010,1732,serial,500,401,200,2,8,6.07522352433,1,L,4,z,1,743,9,1,803,2823,4196,5126,0,L among T,5248
vs12,mod,1,0,21Dec2010,1732,serial,500,422,200,2,9,6.27741015701,1,L,2,z,1,428,10,1,605,1432,2589,5722,0,L among T,5249
vs12,mod,1,0,21Dec2010,1732,serial,500,499,200,2,10,5.72763275091,1,L,8,z,1,512,10,2,742,1374,3076,5121,0,L among T,5250
vs12,mod,1,0,21Dec2010,1732,serial,500,418,200,2,11,0.290798159959,1,L,8,z,1,428,10,2,807,1164,3808,8199,0,L among T,5251
vs12,mod,1,0,21Dec2010,1732,serial,500,428,200,2,12,3.12071833429,1,L,2,z,1,556,10,2,892,4448,3533,2361,0,L among T,5252
vs12,mod,1,0,21Dec2010,1732,serial,500,660,200,2,13,1.66613474724,1,L,4,a,0,528,10,2,947,1963,6570,11188,0,L among T,5253
vs12,mod,1,0,21Dec2010,1733,serial,500,492,200,2,14,3.20187460227,0,L,12,z,0,1143,10,3,816,1478,3809,7037,0,L among T,5254
vs12,mod,1,0,21Dec2010,1733,serial,500,553,200,2,15,0.603812238094,0,L,12,z,0,699,10,2,1005,2495,4037,8728,0,L among T,5255
vs12,mod,1,0,21Dec2010,1733,serial,500,476,200,2,16,3.1084168934,1,L,4,z,1,499,10,1,806,1488,3418,5506,0,L among T,5256
vs12,mod,1,0,21Dec2010,1733,serial,500,657,200,2,17,4.37137119246,0,L,8,z,0,499,7,1,795,3537,5925,7527,0,L among T,5257
vs12,mod,1,0,21Dec2010,1733,serial,500,605,200,2,18,5.77690831717,1,L,2,z,1,538,9,1,668,1621,2980,4939,0,L among T,5258
vs12,mod,1,0,21Dec2010,1733,serial,500,557,200,2,19,4.78640068475,1,L,2,z,1,471,10,0,802,1063,2806,5596,0,L among T,5259
vs12,mod,1,0,21Dec2010,1733,serial,500,590,200,2,20,3.89931665184,1,L,12,z,1,471,2,1,736,2462,4435,9456,0,L among T,5260
vs12,mod,1,0,21Dec2010,1734,serial,500,482,200,2,21,3.69123636715,1,L,8,a,0,1543,3,1,1198,1808,5763,2880,0,L among T,5261
vs12,mod,1,0,21Dec2010,1734,serial,500,515,200,2,22,0.0393235499632,0,L,4,z,0,514,0,0,796,2194,3052,4897,0,L among T,5262
vs12,mod,1,0,21Dec2010,1734,serial,500,458,200,2,23,3.85599812746,0,L,12,z,0,597,10,2,742,1007,4868,2895,0,L among T,5263
vs12,mod,1,0,21Dec2010,1734,serial,500,570,200,2,24,0.498942616797,1,L,2,z,1,514,10,1,826,917,1603,3034,0,L among T,5264
vs12,mod,1,0,21Dec2010,1734,serial,500,485,200,2,25,0.481423370442,1,L,12,z,1,499,6,3,953,2724,4595,9400,0,L among T,5265
vs12,mod,1,0,21Dec2010,1734,serial,500,652,200,2,26,0.124455407954,0,L,2,z,0,571,9,2,1062,3477,2662,1791,0,L among T,5266
vs12,mod,1,0,21Dec2010,1734,serial,500,577,200,2,27,0.0955635345259,1,L,8,a,0,1629,5,0,1200,2961,4777,1593,0,L among T,5267
vs12,mod,1,0,21Dec2010,1734,serial,500,434,200,2,28,0.650142105163,0,L,2,z,0,485,10,1,992,1578,2780,4280,0,L among T,5268
vs12,mod,1,0,21Dec2010,1734,serial,500,495,200,2,29,4.43739851197,0,L,12,z,0,1043,7,2,762,1092,3038,7024,0,L among T,5269
vs12,mod,1,0,21Dec2010,1735,serial,500,488,200,2,30,5.97837343728,0,L,4,a,1,2588,7,1,1200,5922,4249,1522,0,L among T,5270
vs12,mod,1,0,21Dec2010,1735,serial,500,660,200,2,31,3.69144841356,1,L,4,z,1,914,9,1,1001,2475,6279,3662,0,L among T,5271
vs12,mod,1,0,21Dec2010,1735,serial,500,518,200,2,32,0.839981556618,1,L,12,a,0,2659,1,0,1200,3578,6524,1448,0,L among T,5272
vs12,mod,1,0,21Dec2010,1735,serial,500,582,200,2,33,0.918647046745,0,L,4,z,0,753,10,4,897,991,1849,3021,0,L among T,5273
vs12,mod,1,0,21Dec2010,1735,serial,500,512,200,2,34,0.564369307598,0,L,8,z,0,872,4,0,1103,5165,6839,1735,0,L among T,5274
vs12,mod,1,0,21Dec2010,1735,serial,500,679,200,2,35,6.27237176286,0,L,2,a,1,1516,8,1,1018,1231,4135,5766,0,L among T,5275
vs12,mod,1,0,21Dec2010,1735,serial,500,455,200,2,36,2.1335178527,1,L,12,z,1,1143,9,1,1020,1348,2992,4579,0,L among T,5276
vs12,mod,1,0,21Dec2010,1736,serial,500,568,200,2,37,1.68384625564,0,L,4,z,0,742,4,1,903,2032,4063,6981,0,L among T,5277
vs12,mod,1,0,21Dec2010,1736,serial,500,620,200,2,38,0.965610518338,0,L,8,z,0,828,4,1,991,4376,5663,8109,0,L among T,5278
vs12,mod,1,0,21Dec2010,1736,serial,500,526,200,2,39,0.90160789789,0,L,8,a,1,1014,3,3,1053,2780,5126,6951,0,L among T,5279
vs12,mod,1,0,21Dec2010,1736,serial,500,591,200,2,40,0.283121106402,0,L,4,z,0,1501,0,2,905,2723,4124,6023,0,L among T,5280
vs12,mod,1,0,21Dec2010,1737,serial,500,618,200,3,1,5.60968726346,1,L,2,z,1,528,10,1,892,1707,2508,3438,0,L among T,5281
vs12,mod,1,0,21Dec2010,1737,serial,500,497,200,3,2,4.73626649334,0,L,2,a,1,838,10,2,903,1207,1908,2765,0,L among T,5282
vs12,mod,1,0,21Dec2010,1737,serial,500,402,200,3,3,2.11596307749,0,L,2,a,1,2517,4,1,1200,1507,2672,4573,0,L among T,5283
vs12,mod,1,0,21Dec2010,1737,serial,500,541,200,3,4,3.67521605298,0,L,12,z,0,1400,10,3,1112,1006,6011,7784,0,L among T,5284
vs12,mod,1,0,21Dec2010,1737,serial,500,616,200,3,5,2.9283115212,1,L,2,z,1,613,10,1,912,1503,4722,6123,0,L among T,5285
vs12,mod,1,0,21Dec2010,1737,serial,500,428,200,3,6,0.164506166723,0,L,12,z,0,1071,10,0,897,1148,3264,4722,0,L among T,5286
vs12,mod,1,0,21Dec2010,1737,serial,500,648,200,3,7,1.84945328992,0,L,2,a,1,1686,5,1,735,1676,3135,5166,0,L among T,5287
vs12,mod,1,0,21Dec2010,1737,serial,500,433,200,3,8,3.3992726863,0,L,8,a,1,1514,4,2,901,1505,2891,4107,0,L among T,5288
vs12,mod,1,0,21Dec2010,1738,serial,500,541,200,3,9,4.24984472003,1,L,12,a,0,1844,2,4,897,2288,3289,6378,0,L among T,5289
vs12,mod,1,0,21Dec2010,1738,serial,500,568,200,3,10,4.5824578698,1,L,12,z,1,884,10,2,903,1232,3806,5851,0,L among T,5290
vs12,mod,1,0,21Dec2010,1738,serial,500,578,200,3,11,4.14628216654,0,L,4,a,1,1215,8,1,917,1359,2860,4448,0,L among T,5291
vs12,mod,1,0,21Dec2010,1738,serial,500,567,200,3,12,0.707963014014,1,L,8,z,1,914,3,2,1013,2378,3493,5238,0,L among T,5292
vs12,mod,1,0,21Dec2010,1738,serial,500,412,200,3,13,5.66581695119,1,L,4,z,1,571,10,1,995,1077,3393,5438,0,L among T,5293
vs12,mod,1,0,21Dec2010,1738,serial,500,520,200,3,14,3.93472886461,1,L,4,z,1,899,0,0,895,3434,4764,5980,0,L among T,5294
vs12,mod,1,0,21Dec2010,1738,serial,500,617,200,3,15,5.67077609133,1,L,8,z,1,571,10,1,752,1207,2608,4421,0,L among T,5295
vs12,mod,1,0,21Dec2010,1738,serial,500,499,200,3,16,1.74375640963,0,L,4,a,1,1229,6,0,958,1364,4823,8141,0,L among T,5296
vs12,mod,1,0,21Dec2010,1739,serial,500,532,200,3,17,4.26707598855,1,L,12,z,1,1958,7,2,895,1174,3677,6122,0,L among T,5297
vs12,mod,1,0,21Dec2010,1739,serial,500,587,200,3,18,6.27991427913,0,L,8,a,1,1086,5,3,812,2099,3530,4945,0,L among T,5298
vs12,mod,1,0,21Dec2010,1739,serial,500,692,200,3,19,1.436452444,0,L,4,a,1,985,8,2,758,1120,3120,6424,0,L among T,5299
vs12,mod,1,0,21Dec2010,1739,serial,500,467,200,3,20,5.06735665757,0,L,12,z,0,1658,6,3,1198,4825,6556,1465,0,L among T,5300
vs12,mod,1,0,21Dec2010,1739,serial,500,454,200,3,21,2.53673658172,1,L,12,a,0,1083,7,3,897,1650,3452,5626,0,L among T,5301
vs12,mod,1,0,21Dec2010,1739,serial,500,697,200,3,22,3.63123742651,1,L,2,z,1,540,10,2,738,1378,2407,4138,0,L among T,5302
vs12,mod,1,0,21Dec2010,1739,serial,500,433,200,3,23,4.95939551815,0,L,8,a,1,727,6,1,895,1977,3693,5136,0,L among T,5303
vs12,mod,1,0,21Dec2010,1739,serial,500,494,200,3,24,5.98695213354,1,L,4,z,1,556,10,2,723,1006,2593,5094,0,L among T,5304
vs12,mod,1,0,21Dec2010,1740,serial,500,522,200,3,25,3.27690684291,1,L,12,z,1,485,10,3,696,936,3009,5507,0,L among T,5305
vs12,mod,1,0,21Dec2010,1740,serial,500,477,200,3,26,4.6683828025,1,L,8,z,1,643,7,1,767,1422,3796,5319,0,L among T,5306
vs12,mod,1,0,21Dec2010,1740,serial,500,426,200,3,27,5.80859368119,0,L,4,a,1,1056,5,1,861,1364,2679,5938,0,L among T,5307
vs12,mod,1,0,21Dec2010,1740,serial,500,413,200,3,28,5.78635452339,0,L,12,z,0,914,7,0,798,1293,5250,7251,0,L among T,5308
vs12,mod,1,0,21Dec2010,1740,serial,500,459,200,3,29,3.49426612132,0,L,4,a,1,971,8,2,1178,1206,4333,2235,0,L among T,5309
vs12,mod,1,0,21Dec2010,1740,serial,500,576,200,3,30,0.343109240525,0,L,8,a,1,815,5,3,931,5107,6465,3338,0,L among T,5310
vs12,mod,1,0,21Dec2010,1740,serial,500,575,200,3,31,3.34206654637,1,L,2,z,1,599,10,1,888,1477,2550,5979,0,L among T,5311
vs12,mod,1,0,21Dec2010,1740,serial,500,643,200,3,32,2.97533163961,0,L,2,z,0,542,1,1,895,2551,3853,5595,0,L among T,5312
vs12,mod,1,0,21Dec2010,1741,serial,500,590,200,3,33,1.6365572945,1,L,2,z,1,642,10,2,1076,1019,1648,2593,0,L among T,5313
vs12,mod,1,0,21Dec2010,1741,serial,500,425,200,3,34,2.56799012101,0,L,8,z,0,814,4,2,866,1918,3963,5550,0,L among T,5314
vs12,mod,1,0,21Dec2010,1741,serial,500,607,200,3,35,3.87007194741,0,L,2,a,1,670,10,1,1078,1603,2361,3891,0,L among T,5315
vs12,mod,1,0,21Dec2010,1741,serial,500,618,200,3,36,1.75632726692,0,L,12,z,0,842,10,1,976,1436,4036,6595,0,L among T,5316
vs12,mod,1,0,21Dec2010,1741,serial,500,591,200,3,37,0.364591843394,1,L,4,z,1,628,10,3,898,1177,2378,3302,0,L among T,5317
vs12,mod,1,0,21Dec2010,1741,serial,500,509,200,3,38,3.36905369692,1,L,8,z,1,700,10,3,887,1136,3568,4925,0,L among T,5318
vs12,mod,1,0,21Dec2010,1741,serial,500,598,200,3,39,1.30071821976,1,L,4,z,1,628,10,1,980,1049,2879,5168,0,L among T,5319
vs12,mod,1,0,21Dec2010,1741,serial,500,644,200,3,40,5.00154289692,1,L,8,z,1,597,5,3,842,2723,6599,8757,0,L among T,5320
vs12,mod,1,0,21Dec2010,1742,serial,500,416,200,4,1,5.93088923876,0,L,8,z,0,815,4,2,853,1608,2708,4553,0,L among T,5321
vs12,mod,1,0,21Dec2010,1742,serial,500,527,200,4,2,5.99528471576,0,L,2,z,0,519,8,1,895,1191,2549,3951,0,L among T,5322
vs12,mod,1,0,21Dec2010,1742,serial,500,690,200,4,3,4.0278974034,0,L,4,z,0,1286,10,2,907,1148,2106,3864,0,L among T,5323
vs12,mod,1,0,21Dec2010,1742,serial,500,523,200,4,4,4.42141256261,1,L,8,z,1,642,10,2,940,1193,2437,4622,0,L among T,5324
vs12,mod,1,0,21Dec2010,1742,serial,500,571,200,4,5,5.72778448114,1,L,2,z,1,585,10,2,981,1150,1750,3323,0,L among T,5325
vs12,mod,1,0,21Dec2010,1742,serial,500,679,200,4,6,3.14036934037,1,L,2,z,1,553,10,2,1002,1006,1964,3122,0,L among T,5326
vs12,mod,1,0,21Dec2010,1742,serial,500,546,200,4,7,6.16800133596,0,L,4,a,1,1086,6,1,1001,1234,3864,5352,0,L among T,5327
vs12,mod,1,0,21Dec2010,1743,serial,500,593,200,4,8,5.9655781994,0,L,12,z,0,570,10,4,860,1866,3407,7096,0,L among T,5328
vs12,mod,1,0,21Dec2010,1743,serial,500,572,200,4,9,4.86511579865,1,L,2,z,1,456,10,2,900,1621,2317,4219,0,L among T,5329
vs12,mod,1,0,21Dec2010,1743,serial,500,551,200,4,10,0.188198791991,0,L,2,a,1,885,8,0,810,1364,2636,3666,0,L among T,5330
vs12,mod,1,0,21Dec2010,1743,serial,500,621,200,4,11,3.52918669877,1,L,12,z,1,542,10,4,935,1050,3166,5398,0,L among T,5331
vs12,mod,1,0,21Dec2010,1743,serial,500,648,200,4,12,1.22839252267,1,L,4,a,0,985,9,2,1191,4794,3593,1806,0,L among T,5332
vs12,mod,1,0,21Dec2010,1743,serial,500,488,200,4,13,4.51028669175,1,L,12,z,1,514,10,3,980,1275,4348,2705,0,L among T,5333
vs12,mod,1,0,21Dec2010,1743,serial,500,584,200,4,14,3.04319442711,0,L,8,a,1,785,2,1,880,1978,4481,5553,0,L among T,5334
vs12,mod,1,0,21Dec2010,1743,serial,500,611,200,4,15,4.66733777244,1,L,8,z,1,513,10,3,1031,1893,4380,6124,0,L among T,5335
vs12,mod,1,0,21Dec2010,1744,serial,500,409,200,4,16,1.0621224463,0,L,8,z,0,399,2,3,1003,5611,4467,8442,0,L among T,5336
vs12,mod,1,0,21Dec2010,1744,serial,500,620,200,4,17,6.09944688347,1,L,4,z,1,499,10,3,1101,1459,2774,4004,0,L among T,5337
vs12,mod,1,0,21Dec2010,1744,serial,500,464,200,4,18,3.42186137275,1,L,2,z,1,542,10,2,925,1292,2035,3162,0,L among T,5338
vs12,mod,1,0,21Dec2010,1744,serial,500,672,200,4,19,4.48291405509,1,L,8,z,1,599,10,4,902,949,2507,3795,0,L among T,5339
vs12,mod,1,0,21Dec2010,1744,serial,500,569,200,4,20,2.8288744218,0,L,4,z,0,698,10,2,860,1278,2522,3494,0,L among T,5340
vs12,mod,1,0,21Dec2010,1744,serial,500,469,200,4,21,1.82106524594,0,L,2,z,0,1772,6,1,777,2075,3476,9070,0,L among T,5341
vs12,mod,1,0,21Dec2010,1744,serial,500,576,200,4,22,4.87200383316,0,L,8,a,1,1716,5,2,801,1220,2236,3365,0,L among T,5342
vs12,mod,1,0,21Dec2010,1744,serial,500,456,200,4,23,3.57092331216,0,L,2,z,0,772,1,0,1018,2180,3338,4811,0,L among T,5343
vs12,mod,1,0,21Dec2010,1744,serial,500,469,200,4,24,2.60572138421,0,L,12,z,0,729,10,4,881,1319,4123,6239,0,L among T,5344
vs12,mod,1,0,21Dec2010,1745,serial,500,655,200,4,25,3.93652439389,1,L,4,z,1,600,10,2,1026,1389,2776,4592,0,L among T,5345
vs12,mod,1,0,21Dec2010,1745,serial,500,538,200,4,26,0.424376196978,0,L,12,z,0,585,10,3,975,1564,2904,6422,0,L among T,5346
vs12,mod,1,0,21Dec2010,1745,serial,500,517,200,4,27,2.51794525391,1,L,4,z,1,857,10,3,1101,1435,2775,5822,0,L among T,5347
vs12,mod,1,0,21Dec2010,1745,serial,500,446,200,4,28,1.98063344855,1,L,2,z,1,628,10,2,1065,1808,2619,3620,0,L among T,5348
vs12,mod,1,0,21Dec2010,1745,serial,500,458,200,4,29,6.20485280268,0,L,2,a,1,686,9,2,1193,1407,3350,2407,0,L among T,5349
vs12,mod,1,0,21Dec2010,1745,serial,500,523,200,4,30,2.55147352201,0,L,12,z,0,653,7,4,802,1150,2451,4568,0,L among T,5350
vs12,mod,1,0,21Dec2010,1745,serial,500,401,200,4,31,5.70939740851,1,L,4,z,1,543,10,4,1098,1221,2274,3519,0,L among T,5351
vs12,mod,1,0,21Dec2010,1745,serial,500,415,200,4,32,4.33245370646,0,L,8,a,1,642,5,2,1003,1593,2822,4110,0,L among T,5352
vs12,mod,1,0,21Dec2010,1745,serial,500,411,200,4,33,6.08893231366,0,L,4,z,0,485,1,2,1083,1979,3967,4811,0,L among T,5353
vs12,mod,1,0,21Dec2010,1745,serial,500,571,200,4,34,6.20954390337,1,L,12,z,1,542,10,5,988,1203,2489,4105,0,L among T,5354
vs12,mod,1,0,21Dec2010,1746,serial,500,609,200,4,35,0.065159047589,1,L,8,z,1,613,9,4,1001,2305,4594,6495,0,L among T,5355
vs12,mod,1,0,21Dec2010,1746,serial,500,426,200,4,36,3.43305682432,1,L,8,a,0,1630,3,3,1196,1862,3492,5093,0,L among T,5356
vs12,mod,1,0,21Dec2010,1746,serial,500,545,200,4,37,0.248291019819,0,L,4,a,1,914,5,2,1075,1816,3589,5748,0,L among T,5357
vs12,mod,1,0,21Dec2010,1746,serial,500,700,200,4,38,6.24395245015,1,L,12,z,1,613,8,4,996,1064,3279,7284,0,L among T,5358
vs12,mod,1,0,21Dec2010,1746,serial,500,670,200,4,39,5.82887943913,1,L,12,z,1,614,10,5,997,1117,2704,4162,0,L among T,5359
vs12,mod,1,0,21Dec2010,1746,serial,500,662,200,4,40,6.09295323027,0,L,12,a,1,828,5,4,993,1278,3920,7281,0,L among T,5360
vs12,mod,1,0,21Dec2010,1747,serial,500,422,200,5,1,2.37257453302,1,L,12,a,0,771,5,4,1075,2462,4335,5879,0,L among T,5361
vs12,mod,1,0,21Dec2010,1747,serial,500,462,200,5,2,2.53823590593,0,L,8,a,1,1558,3,3,1200,5049,3863,1961,0,L among T,5362
vs12,mod,1,0,21Dec2010,1747,serial,500,477,200,5,3,1.32599315749,1,L,8,a,0,972,7,4,1090,1121,3864,2435,0,L among T,5363
vs12,mod,1,0,21Dec2010,1747,serial,500,640,200,5,4,4.84364129876,1,L,8,z,1,628,10,3,1090,1579,4607,3224,0,L among T,5364
vs12,mod,1,0,21Dec2010,1747,serial,500,653,200,5,5,1.76183638004,0,L,4,a,1,914,5,2,1042,3109,4439,5893,0,L among T,5365
vs12,mod,1,0,21Dec2010,1747,serial,500,415,200,5,6,4.04244785459,0,L,12,z,0,613,5,3,996,1936,3309,4939,0,L among T,5366
vs12,mod,1,0,21Dec2010,1747,serial,500,614,200,5,7,2.52827252128,0,L,8,z,0,814,7,3,1061,1665,3667,6323,0,L among T,5367
vs12,mod,1,0,21Dec2010,1748,serial,500,639,200,5,8,5.75497208471,0,L,8,a,1,1114,5,3,890,2108,3724,5593,0,L among T,5368
vs12,mod,1,0,21Dec2010,1748,serial,500,548,200,5,9,4.91925841319,1,L,2,z,1,484,10,2,858,1421,2193,4124,0,L among T,5369
vs12,mod,1,0,21Dec2010,1748,serial,500,675,200,5,10,6.05754677475,1,L,12,z,1,553,10,5,913,1079,2322,3481,0,L among T,5370
vs12,mod,1,0,21Dec2010,1748,serial,500,695,200,5,11,4.51124859681,1,L,8,z,1,685,8,3,887,1694,2948,4134,0,L among T,5371
vs12,mod,1,0,21Dec2010,1748,serial,500,624,200,5,12,4.92752010011,1,L,4,z,1,457,10,2,870,1092,2809,4665,0,L among T,5372
vs12,mod,1,0,21Dec2010,1748,serial,500,590,200,5,13,4.06307024429,0,L,4,a,1,786,5,2,1040,1764,2665,3765,0,L among T,5373
vs12,mod,1,0,21Dec2010,1748,serial,500,575,200,5,14,4.88675213911,0,L,8,a,1,2598,3,3,1200,4366,3551,2366,0,L among T,5374
vs12,mod,1,0,21Dec2010,1748,serial,500,668,200,5,15,5.91082522005,1,L,4,z,1,540,10,2,1030,1193,2222,3237,0,L among T,5375
vs12,mod,1,0,21Dec2010,1748,serial,500,483,200,5,16,0.0895548672348,1,L,12,z,1,556,10,6,991,1164,2350,3605,0,L among T,5376
vs12,mod,1,0,21Dec2010,1749,serial,500,511,200,5,17,1.06734621022,0,L,12,z,0,585,10,4,963,1007,2437,4339,0,L among T,5377
vs12,mod,1,0,21Dec2010,1749,serial,500,521,200,5,18,1.30644889912,1,L,8,a,0,872,5,2,918,1450,2379,3437,0,L among T,5378
vs12,mod,1,0,21Dec2010,1749,serial,500,490,200,5,19,5.21823162476,0,L,4,a,1,928,5,3,1010,906,2474,5564,0,L among T,5379
vs12,mod,1,0,21Dec2010,1749,serial,500,608,200,5,20,4.94754524553,1,L,4,a,0,485,1,2,940,2822,4038,6225,0,L among T,5380
vs12,mod,1,0,21Dec2010,1749,serial,500,518,200,5,21,4.32477915383,1,L,12,z,1,600,10,3,996,1136,2507,3350,0,L among T,5381
vs12,mod,1,0,21Dec2010,1749,serial,500,490,200,5,22,4.11587053846,0,L,12,z,0,557,7,4,1082,1179,2994,4725,0,L among T,5382
vs12,mod,1,0,21Dec2010,1749,serial,500,665,200,5,23,1.47721203841,0,L,12,z,0,872,6,4,1056,1551,3152,5054,0,L among T,5383
vs12,mod,1,0,21Dec2010,1749,serial,500,459,200,5,24,3.69495711869,0,L,8,a,1,785,5,3,898,1107,2637,6384,0,L among T,5384
vs12,mod,1,0,21Dec2010,1749,serial,500,603,200,5,25,4.19870533924,0,L,2,a,1,799,10,1,1091,1850,3423,5197,0,L among T,5385
vs12,mod,1,0,21Dec2010,1750,serial,500,554,200,5,26,3.2073295651,1,L,2,z,1,666,10,2,1200,1006,2323,3352,0,L among T,5386
vs12,mod,1,0,21Dec2010,1750,serial,500,531,200,5,27,1.0687963293,1,L,2,z,1,614,9,2,1038,1193,1951,4434,0,L among T,5387
vs12,mod,1,0,21Dec2010,1750,serial,500,530,200,5,28,0.243235415419,0,L,12,a,1,1214,5,4,993,935,2779,4790,0,L among T,5388
vs12,mod,1,0,21Dec2010,1750,serial,500,622,200,5,29,3.37997537443,0,L,2,a,1,770,10,1,982,1549,2622,3694,0,L among T,5389
vs12,mod,1,0,21Dec2010,1750,serial,500,449,200,5,30,1.78365077567,0,L,4,a,1,842,6,3,1171,1164,2479,3222,0,L among T,5390
vs12,mod,1,0,21Dec2010,1750,serial,500,567,200,5,31,5.34423094043,0,L,2,a,1,713,10,2,1160,1420,2089,2747,0,L among T,5391
vs12,mod,1,0,21Dec2010,1750,serial,500,696,200,5,32,1.83078288916,1,L,4,z,1,744,9,4,1166,935,2422,3208,0,L among T,5392
