manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,training,task,trialId
vs12,dossantos,2,,22Dec2010,1420,mixed,500,625,200,2,2,2.90002195176,1,L,2,z,1,727,10,1,585,638,1718,3515,0,L among T,3666
vs12,dossantos,2,,22Dec2010,1420,mixed,500,453,200,2,3,2.48282966868,0,L,2,z,0,741,0,0,552,1836,2661,3843,0,L among T,3667
vs12,dossantos,2,,22Dec2010,1420,mixed,500,514,200,2,4,5.57678619624,1,L,12,a,0,927,0,1,596,1666,3205,4231,0,L among T,3668
vs12,dossantos,2,,22Dec2010,1420,mixed,500,628,200,2,5,2.32035123561,0,X,2,z,0,608,0,0,592,1751,2548,3816,0,X among T,3669
vs12,dossantos,2,,22Dec2010,1420,mixed,500,653,200,2,6,4.01113095346,0,L,8,a,1,684,10,0,480,1095,2245,5697,0,L among T,3670
vs12,dossantos,2,,22Dec2010,1421,mixed,500,421,200,2,7,5.45777294962,1,L,8,a,0,713,0,1,582,1680,3260,4128,0,L among T,3671
vs12,dossantos,2,,22Dec2010,1421,mixed,500,427,200,2,8,2.94497302821,0,X,8,z,0,812,0,0,497,1494,2391,3673,0,X among T,3672
vs12,dossantos,2,,22Dec2010,1421,mixed,500,620,200,2,9,4.95264087803,0,X,12,a,1,1540,5,0,505,2465,3748,4900,0,X among T,3673
vs12,dossantos,2,,22Dec2010,1421,mixed,500,404,200,2,10,4.11953227986,1,X,2,z,1,799,10,1,807,880,1763,2988,0,X among T,3674
vs12,dossantos,2,,22Dec2010,1421,mixed,500,533,200,2,11,5.02609654377,0,L,4,a,1,1099,10,0,796,1051,2144,3969,0,L among T,3675
vs12,dossantos,2,,22Dec2010,1421,mixed,500,481,200,2,12,3.58295296832,0,X,2,a,1,799,10,0,808,923,2376,4512,0,X among T,3676
vs12,dossantos,2,,22Dec2010,1421,mixed,500,425,200,2,13,1.15995876228,0,X,8,a,1,856,10,0,501,896,2034,3146,0,X among T,3677
vs12,dossantos,2,,22Dec2010,1421,mixed,500,611,200,2,14,2.49419870588,0,L,4,a,1,655,10,0,605,1075,2471,3654,0,L among T,3678
vs12,dossantos,2,,22Dec2010,1421,mixed,500,579,200,2,15,0.641901134565,0,X,12,a,1,2711,9,0,1200,1093,2247,4000,0,X among T,3679
vs12,dossantos,2,,22Dec2010,1421,mixed,500,614,200,2,16,1.03207306251,1,X,4,z,1,627,9,0,605,1022,2533,5384,0,X among T,3680
vs12,dossantos,2,,22Dec2010,1422,mixed,500,486,200,2,17,1.67126389853,1,X,12,z,1,484,10,1,406,981,2121,3173,0,X among T,3681
vs12,dossantos,2,,22Dec2010,1422,mixed,500,562,200,2,18,5.24359970992,1,X,8,z,1,399,10,1,436,981,2149,3075,0,X among T,3682
vs12,dossantos,2,,22Dec2010,1422,mixed,500,479,200,2,19,3.23887651822,1,X,8,z,1,426,10,1,366,909,2157,3225,0,X among T,3683
vs12,dossantos,2,,22Dec2010,1422,mixed,500,566,200,2,20,3.34147933329,1,X,4,z,1,712,10,1,595,1136,2460,3131,0,X among T,3684
vs12,dossantos,2,,22Dec2010,1422,mixed,500,628,200,2,21,5.4367703717,0,L,12,a,1,623,9,0,466,739,1879,3074,0,L among T,3685
vs12,dossantos,2,,22Dec2010,1422,mixed,500,655,200,2,22,0.113785736762,1,L,2,a,0,684,0,1,578,2107,3172,4113,0,L among T,3686
vs12,dossantos,2,,22Dec2010,1422,mixed,500,684,200,2,23,0.0208707086326,1,L,12,a,0,1298,10,0,1200,1138,2192,3345,0,L among T,3687
vs12,dossantos,2,,22Dec2010,1422,mixed,500,603,200,2,24,5.13605226419,0,X,4,a,1,656,9,0,610,865,1862,3103,0,X among T,3688
vs12,dossantos,2,,22Dec2010,1422,mixed,500,589,200,2,25,3.67352238769,0,L,2,a,1,970,10,0,996,1136,2784,4082,0,L among T,3689
vs12,dossantos,2,,22Dec2010,1422,mixed,500,625,200,2,26,0.676666985086,1,L,12,a,0,512,10,0,503,1752,3249,4840,0,L among T,3690
vs12,dossantos,2,,22Dec2010,1422,mixed,500,590,200,2,27,3.28390264566,1,L,4,z,1,1126,10,0,991,837,2076,3288,0,L among T,3691
vs12,dossantos,2,,22Dec2010,1423,mixed,500,422,200,2,28,3.32299438962,1,L,8,a,0,611,0,1,607,1751,2534,4558,0,L among T,3692
vs12,dossantos,2,,22Dec2010,1423,mixed,500,639,200,2,29,5.47763157147,1,X,4,z,1,413,10,1,490,980,2102,3228,0,X among T,3693
vs12,dossantos,2,,22Dec2010,1423,mixed,500,482,200,2,30,6.16293308024,0,X,8,a,1,826,10,0,605,1266,2405,3188,0,X among T,3694
vs12,dossantos,2,,22Dec2010,1423,mixed,500,541,200,2,31,6.05481800202,0,L,8,a,1,1184,9,0,605,1095,3348,4743,0,L among T,3695
vs12,dossantos,2,,22Dec2010,1423,mixed,500,426,200,2,32,3.81912038508,1,X,2,z,1,482,10,1,541,965,1834,4101,0,X among T,3696
vs12,dossantos,2,,22Dec2010,1423,mixed,500,591,200,2,33,2.63698357787,1,X,12,z,1,484,10,1,596,1110,3233,4642,0,X among T,3697
vs12,dossantos,2,,22Dec2010,1423,mixed,500,432,200,2,34,5.38024019333,1,L,4,a,0,1740,10,0,1195,1351,2334,3485,0,L among T,3698
vs12,dossantos,2,,22Dec2010,1423,mixed,500,463,200,2,35,1.52153353704,1,X,12,z,1,528,10,1,497,811,2378,3232,0,X among T,3699
vs12,dossantos,2,,22Dec2010,1423,mixed,500,582,200,2,36,3.7812519816,1,L,8,a,0,785,10,0,690,1133,2344,3169,0,L among T,3700
vs12,dossantos,2,,22Dec2010,1423,mixed,500,407,200,2,37,2.45690764643,0,L,4,a,1,955,9,0,997,1223,2305,3939,0,L among T,3701
vs12,dossantos,2,,22Dec2010,1424,mixed,500,660,200,2,38,0.047290693922,0,L,12,a,1,670,9,0,595,996,3534,4758,0,L among T,3702
vs12,dossantos,2,,22Dec2010,1424,mixed,500,540,200,2,39,3.46574662672,0,X,4,a,1,685,10,0,597,1052,2477,3901,0,X among T,3703
vs12,dossantos,2,,22Dec2010,1424,mixed,500,624,200,2,40,2.66179683584,1,L,4,z,1,1964,10,0,801,1379,2547,5000,0,L among T,3704
vs12,dossantos,2,,22Dec2010,1424,mixed,500,605,200,2,41,3.52796987965,0,X,2,a,1,598,10,0,598,961,2144,3484,0,X among T,3705
vs12,dossantos,2,,22Dec2010,1424,mixed,500,643,200,2,42,2.80079381694,1,X,8,z,1,513,10,0,700,667,1850,3099,0,X among T,3706
vs12,dossantos,2,,22Dec2010,1424,mixed,500,553,200,2,43,1.32697677414,0,L,12,a,1,670,10,0,600,1567,2835,3732,0,L among T,3707
vs12,dossantos,2,,22Dec2010,1424,mixed,500,536,200,2,44,1.20205098645,0,L,8,a,1,742,10,0,438,1036,2204,3058,0,L among T,3708
vs12,dossantos,2,,22Dec2010,1424,mixed,500,401,200,2,45,4.24202755542,1,X,2,z,1,613,9,1,607,851,1791,2917,0,X among T,3709
vs12,dossantos,2,,22Dec2010,1424,mixed,500,667,200,2,46,6.01756101273,0,X,12,a,1,612,10,0,496,839,1879,3061,0,X among T,3710
vs12,dossantos,2,,22Dec2010,1424,mixed,500,551,200,2,47,3.10793085515,0,X,4,a,1,499,10,0,495,808,1762,2527,0,X among T,3711
vs12,dossantos,2,,22Dec2010,1424,mixed,500,666,200,2,48,2.6137222494,1,L,2,a,0,612,0,1,483,1523,2505,3802,0,L among T,3712
vs12,dossantos,2,,22Dec2010,1425,mixed,500,403,200,3,1,1.80850701687,1,X,2,z,1,641,10,1,691,1277,2588,5955,0,X among T,3713
vs12,dossantos,2,,22Dec2010,1425,mixed,500,551,200,3,2,2.02083855193,0,X,4,a,1,983,10,0,495,1005,2301,3698,0,X among T,3714
vs12,dossantos,2,,22Dec2010,1425,mixed,500,491,200,3,3,5.91950952108,1,X,2,z,1,456,9,0,490,1023,1905,3686,0,X among T,3715
vs12,dossantos,2,,22Dec2010,1425,mixed,500,597,200,3,4,2.73412618692,1,X,4,z,1,441,10,1,598,880,2419,3417,0,X among T,3716
vs12,dossantos,2,,22Dec2010,1425,mixed,500,485,200,3,5,0.0925243980788,0,X,2,a,1,556,10,0,393,880,2374,3243,0,X among T,3717
vs12,dossantos,2,,22Dec2010,1425,mixed,500,585,200,3,6,4.58822487054,1,L,4,z,1,1098,10,1,995,1108,2233,3273,0,L among T,3718
vs12,dossantos,2,,22Dec2010,1426,mixed,500,615,200,3,7,1.40896078676,1,L,12,a,0,713,10,0,452,1039,2236,3532,0,L among T,3719
vs12,dossantos,2,,22Dec2010,1426,mixed,500,685,200,3,8,1.57280860057,1,L,2,z,1,769,10,1,585,920,2131,3414,0,L among T,3720
vs12,dossantos,2,,22Dec2010,1426,mixed,500,408,200,3,9,1.88753311273,0,X,2,z,0,655,4,0,587,3572,2321,5168,0,X among T,3721
vs12,dossantos,2,,22Dec2010,1426,mixed,500,529,200,3,10,3.65216004663,0,L,8,a,1,884,10,0,602,1280,2491,4130,0,L among T,3722
vs12,dossantos,2,,22Dec2010,1426,mixed,500,691,200,3,11,5.80445976402,0,L,12,a,1,812,9,0,511,1152,2734,3516,0,L among T,3723
vs12,dossantos,2,,22Dec2010,1426,mixed,500,650,200,3,12,1.06909989714,1,L,12,z,1,1012,10,0,596,1605,3201,4011,0,L among T,3724
vs12,dossantos,2,,22Dec2010,1426,mixed,500,402,200,3,13,3.32079158653,0,L,12,a,1,1012,10,0,1096,1238,2401,5396,0,L among T,3725
vs12,dossantos,2,,22Dec2010,1426,mixed,500,575,200,3,14,5.26948613483,0,L,8,a,1,1070,10,0,1008,924,2034,2928,0,L among T,3726
vs12,dossantos,2,,22Dec2010,1426,mixed,500,425,200,3,15,5.71200169696,0,L,2,z,0,1056,4,0,570,3247,2249,4316,0,L among T,3727
vs12,dossantos,2,,22Dec2010,1426,mixed,500,404,200,3,16,0.187441206883,0,X,4,a,1,940,10,0,500,1366,2433,3431,0,X among T,3728
vs12,dossantos,2,,22Dec2010,1427,mixed,500,572,200,3,17,4.06892873815,1,L,4,z,1,1155,10,1,993,781,1631,2643,0,L among T,3729
vs12,dossantos,2,,22Dec2010,1427,mixed,500,659,200,3,18,3.53550628431,0,L,4,a,1,769,10,0,708,1051,2191,3345,0,L among T,3730
vs12,dossantos,2,,22Dec2010,1427,mixed,500,699,200,3,19,0.370807219611,1,L,2,z,1,769,9,1,705,1550,2304,3216,0,L among T,3731
vs12,dossantos,2,,22Dec2010,1427,mixed,500,658,200,3,20,5.04241959434,0,X,12,a,1,1069,10,0,695,938,1942,2723,0,X among T,3732
vs12,dossantos,2,,22Dec2010,1427,mixed,500,549,200,3,21,1.49719765575,1,X,8,z,1,499,10,1,450,909,1906,2647,0,X among T,3733
vs12,dossantos,2,,22Dec2010,1427,mixed,500,402,200,3,22,4.16550550893,0,X,8,a,1,712,10,0,590,1093,2603,3587,0,X among T,3734
vs12,dossantos,2,,22Dec2010,1427,mixed,500,429,200,3,23,1.73575284508,1,X,12,z,1,498,10,1,606,795,2091,3253,0,X among T,3735
vs12,dossantos,2,,22Dec2010,1427,mixed,500,532,200,3,24,1.69195246748,1,L,8,z,1,770,10,1,575,995,2107,3531,0,L among T,3736
vs12,dossantos,2,,22Dec2010,1427,mixed,500,656,200,3,25,5.25890018083,0,X,8,a,1,869,9,0,700,1102,3597,4823,0,X among T,3737
vs12,dossantos,2,,22Dec2010,1427,mixed,500,491,200,3,26,4.13769172982,1,L,8,a,0,927,5,1,588,2304,3044,3926,0,L among T,3738
vs12,dossantos,2,,22Dec2010,1427,mixed,500,561,200,3,27,5.37348851104,1,X,12,z,1,455,9,1,791,1252,3376,4542,0,X among T,3739
vs12,dossantos,2,,22Dec2010,1428,mixed,500,507,200,3,28,4.92403835356,0,X,4,a,1,712,10,0,798,1222,2475,4058,0,X among T,3740
vs12,dossantos,2,,22Dec2010,1428,mixed,500,408,200,3,29,2.59850809683,0,X,8,a,1,924,10,0,1000,867,2420,3703,0,X among T,3741
vs12,dossantos,2,,22Dec2010,1428,mixed,500,617,200,3,30,1.96654050228,1,L,4,a,0,455,3,1,670,2176,2773,4384,0,L among T,3742
vs12,dossantos,2,,22Dec2010,1428,mixed,500,481,200,3,31,2.66875858106,1,X,12,z,1,512,10,0,551,1052,2149,3583,0,X among T,3743
vs12,dossantos,2,,22Dec2010,1428,mixed,500,427,200,3,32,0.631615391115,0,L,2,a,1,685,10,0,560,5132,3335,6467,0,L among T,3744
vs12,dossantos,2,,22Dec2010,1428,mixed,500,403,200,3,33,5.27190293506,0,L,8,a,1,827,10,0,606,923,3048,4044,0,L among T,3745
vs12,dossantos,2,,22Dec2010,1428,mixed,500,600,200,3,34,3.04336708307,1,L,12,z,1,1950,10,1,1200,953,2121,3630,0,L among T,3746
vs12,dossantos,2,,22Dec2010,1428,mixed,500,429,200,3,35,3.44464113627,1,X,8,z,1,627,10,1,531,967,2017,2885,0,X among T,3747
vs12,dossantos,2,,22Dec2010,1428,mixed,500,575,200,3,36,3.45828619872,1,X,4,z,1,414,9,1,391,752,1877,2689,0,X among T,3748
vs12,dossantos,2,,22Dec2010,1428,mixed,500,509,200,3,37,4.3784778488,0,X,12,a,1,569,10,0,457,977,2045,2998,0,X among T,3749
vs12,dossantos,2,,22Dec2010,1429,mixed,500,680,200,3,38,3.27940448068,1,L,2,a,0,527,0,1,432,3234,1551,8438,0,L among T,3750
vs12,dossantos,2,,22Dec2010,1429,mixed,500,664,200,3,39,3.83567490325,0,L,4,a,1,555,9,0,501,1120,2445,3414,0,L among T,3751
vs12,dossantos,2,,22Dec2010,1429,mixed,500,538,200,3,40,2.60407894931,1,X,2,z,1,542,10,0,462,709,1577,2774,0,X among T,3752
vs12,dossantos,2,,22Dec2010,1429,mixed,500,656,200,3,41,1.76136460061,0,X,12,a,1,712,10,0,442,924,2706,4216,0,X among T,3753
vs12,dossantos,2,,22Dec2010,1429,mixed,500,421,200,3,42,1.77732003415,0,L,4,a,1,528,10,0,432,966,2303,3443,0,L among T,3754
vs12,dossantos,2,,22Dec2010,1429,mixed,500,680,200,3,43,3.72408265972,1,X,4,z,1,385,10,0,451,880,2190,3359,0,X among T,3755
vs12,dossantos,2,,22Dec2010,1429,mixed,500,480,200,3,44,1.5947759203,0,L,12,a,1,613,10,0,435,967,2335,3146,0,L among T,3756
vs12,dossantos,2,,22Dec2010,1429,mixed,500,625,200,3,45,6.26270056225,1,X,8,z,1,556,10,1,467,867,1946,2858,0,X among T,3757
vs12,dossantos,2,,22Dec2010,1429,mixed,500,504,200,3,46,2.04170346813,1,L,8,a,0,869,10,0,792,895,2249,3673,0,L among T,3758
vs12,dossantos,2,,22Dec2010,1429,mixed,500,677,200,3,47,5.14651418417,0,X,2,a,1,584,10,0,441,937,1877,2632,0,X among T,3759
vs12,dossantos,2,,22Dec2010,1429,mixed,500,478,200,3,48,3.59289157159,0,L,2,a,1,612,9,0,465,866,1963,2875,0,L among T,3760
vs12,dossantos,2,,22Dec2010,1430,mixed,500,672,200,4,1,0.230766605931,1,L,8,z,1,855,5,1,406,2994,3875,4873,0,L among T,3761
vs12,dossantos,2,,22Dec2010,1430,mixed,500,470,200,4,2,5.66601034969,1,L,12,z,1,499,10,1,556,981,2249,3146,0,L among T,3762
vs12,dossantos,2,,22Dec2010,1430,mixed,500,443,200,4,3,3.84951429713,0,X,2,a,1,527,9,0,432,1208,2414,3712,0,X among T,3763
vs12,dossantos,2,,22Dec2010,1430,mixed,500,501,200,4,4,0.92210418983,0,L,12,a,1,470,9,0,457,882,2178,4173,0,L among T,3764
vs12,dossantos,2,,22Dec2010,1430,mixed,500,552,200,4,5,3.6568557623,0,X,12,a,1,784,10,0,436,867,2991,3916,0,X among T,3765
vs12,dossantos,2,,22Dec2010,1430,mixed,500,679,200,4,6,2.86662692758,0,L,2,a,1,556,10,0,453,849,3002,4342,0,L among T,3766
vs12,dossantos,2,,22Dec2010,1430,mixed,500,433,200,4,7,6.16292524532,1,X,12,z,1,656,10,0,693,724,1763,2740,0,X among T,3767
vs12,dossantos,2,,22Dec2010,1431,mixed,500,453,200,4,8,5.63699546403,1,L,2,z,1,698,10,1,507,1052,2034,2703,0,L among T,3768
vs12,dossantos,2,,22Dec2010,1431,mixed,500,451,200,4,9,2.50943813668,1,L,4,z,1,584,10,1,451,709,1702,2599,0,L among T,3769
vs12,dossantos,2,,22Dec2010,1431,mixed,500,493,200,4,10,0.491726391529,0,L,2,z,0,441,4,0,473,4332,1921,5100,0,L among T,3770
vs12,dossantos,2,,22Dec2010,1431,mixed,500,546,200,4,11,3.83187034409,1,X,4,z,1,498,10,2,407,723,2618,3516,0,X among T,3771
vs12,dossantos,2,,22Dec2010,1431,mixed,500,597,200,4,12,5.63790988352,0,X,2,a,1,713,10,0,726,1161,2944,4169,0,X among T,3772
vs12,dossantos,2,,22Dec2010,1431,mixed,500,649,200,4,13,1.91407563652,0,X,12,a,1,2111,10,0,1200,1391,2589,3956,0,X among T,3773
vs12,dossantos,2,,22Dec2010,1431,mixed,500,589,200,4,14,0.318459151446,0,L,4,a,1,699,10,0,601,1051,3928,6066,0,L among T,3774
vs12,dossantos,2,,22Dec2010,1431,mixed,500,410,200,4,15,2.25281157769,0,X,8,a,1,1112,10,0,498,1295,2933,5610,0,X among T,3775
vs12,dossantos,2,,22Dec2010,1431,mixed,500,411,200,4,16,0.211414473754,0,X,4,a,1,670,10,0,571,1080,2520,3245,0,X among T,3776
vs12,dossantos,2,,22Dec2010,1431,mixed,500,457,200,4,17,2.73339544833,0,L,12,a,1,628,9,0,592,696,1664,2775,0,L among T,3777
vs12,dossantos,2,,22Dec2010,1431,mixed,500,415,200,4,18,4.52807088408,1,L,2,z,1,784,10,1,598,879,1933,2787,0,L among T,3778
vs12,dossantos,2,,22Dec2010,1432,mixed,500,445,200,4,19,1.50349543765,1,X,12,z,1,513,10,1,396,1039,2236,3046,0,X among T,3779
vs12,dossantos,2,,22Dec2010,1432,mixed,500,520,200,4,20,2.59011125323,0,X,4,z,0,913,0,0,457,1934,3202,3942,0,X among T,3780
vs12,dossantos,2,,22Dec2010,1432,mixed,500,619,200,4,21,3.770444728,1,L,4,a,0,570,4,1,605,2658,1607,3569,0,L among T,3781
vs12,dossantos,2,,22Dec2010,1432,mixed,500,556,200,4,22,2.87143105904,1,X,2,z,1,627,9,0,465,980,2462,3360,0,X among T,3782
vs12,dossantos,2,,22Dec2010,1432,mixed,500,487,200,4,23,5.45238471525,1,L,8,z,1,1107,10,1,790,1023,2363,2845,0,L among T,3783
vs12,dossantos,2,,22Dec2010,1432,mixed,500,671,200,4,24,2.56502314749,1,X,8,z,1,527,10,2,638,995,2448,4000,0,X among T,3784
vs12,dossantos,2,,22Dec2010,1432,mixed,500,693,200,4,25,3.11139052665,0,L,8,a,1,883,10,0,495,1266,2506,3288,0,L among T,3785
vs12,dossantos,2,,22Dec2010,1432,mixed,500,679,200,4,26,4.99477016226,0,L,8,a,1,1068,9,0,1001,1366,2534,3859,0,L among T,3786
vs12,dossantos,2,,22Dec2010,1432,mixed,500,628,200,4,27,3.95860351075,0,X,12,a,1,670,9,0,418,1563,2588,4326,0,X among T,3787
vs12,dossantos,2,,22Dec2010,1432,mixed,500,497,200,4,28,3.59252285909,1,L,4,z,1,1013,9,2,695,1109,2959,4885,0,L among T,3788
vs12,dossantos,2,,22Dec2010,1433,mixed,500,536,200,4,29,1.65090051963,1,L,12,a,0,655,4,1,693,2777,1952,4169,0,L among T,3789
vs12,dossantos,2,,22Dec2010,1433,mixed,500,486,200,4,30,4.95329545069,1,X,12,z,1,428,10,0,536,824,2678,3816,0,X among T,3790
vs12,dossantos,2,,22Dec2010,1433,mixed,500,644,200,4,31,3.95808642457,1,L,8,z,1,1123,10,0,796,1023,2077,3246,0,L among T,3791
vs12,dossantos,2,,22Dec2010,1433,mixed,500,635,200,4,32,0.983252571978,0,L,4,z,0,985,10,1,802,895,1849,3111,0,L among T,3792
vs12,dossantos,2,,22Dec2010,1433,mixed,500,644,200,4,33,4.01495510208,1,X,8,z,1,426,10,0,392,851,1848,2574,0,X among T,3793
vs12,dossantos,2,,22Dec2010,1433,mixed,500,636,200,4,34,1.54988563392,0,L,2,a,1,628,9,0,526,823,2087,2900,0,L among T,3794
vs12,dossantos,2,,22Dec2010,1433,mixed,500,604,200,4,35,1.08624370659,0,L,4,z,0,484,4,0,485,2919,1550,4058,0,L among T,3795
vs12,dossantos,2,,22Dec2010,1433,mixed,500,582,200,4,36,1.06350008151,0,X,8,a,1,584,9,0,467,1267,2149,3160,0,X among T,3796
vs12,dossantos,2,,22Dec2010,1433,mixed,500,425,200,4,37,2.65994337999,1,X,8,z,1,527,10,2,641,924,1976,2702,0,X among T,3797
vs12,dossantos,2,,22Dec2010,1433,mixed,500,426,200,4,38,0.498757025441,1,X,4,z,1,441,10,0,412,951,2291,3045,0,X among T,3798
vs12,dossantos,2,,22Dec2010,1433,mixed,500,625,200,4,39,4.24805049366,0,X,4,z,0,771,9,1,461,1604,2816,4055,0,X among T,3799
vs12,dossantos,2,,22Dec2010,1433,mixed,500,406,200,4,40,4.08530953279,0,X,2,z,0,641,0,0,451,2858,1750,4026,0,X among T,3800
vs12,dossantos,2,,22Dec2010,1434,mixed,500,679,200,4,41,2.89768366012,1,X,2,z,1,513,10,1,407,1066,2348,3146,0,X among T,3801
vs12,dossantos,2,,22Dec2010,1434,mixed,500,657,200,4,42,3.41513842521,1,L,2,a,0,608,5,1,541,2206,1166,3160,0,L among T,3802
vs12,dossantos,2,,22Dec2010,1434,mixed,500,682,200,4,43,2.04914000263,1,X,4,z,1,443,10,1,481,951,1862,2546,0,X among T,3803
vs12,dossantos,2,,22Dec2010,1434,mixed,500,442,200,4,44,0.683977093441,0,L,8,z,0,470,10,1,548,1280,2234,3259,0,L among T,3804
vs12,dossantos,2,,22Dec2010,1434,mixed,500,469,200,4,45,3.83901758369,0,L,12,z,0,542,10,1,541,867,2061,2729,0,L among T,3805
vs12,dossantos,2,,22Dec2010,1434,mixed,500,676,200,4,46,5.59084432509,0,X,8,a,1,813,10,1,480,880,1806,2503,0,X among T,3806
vs12,dossantos,2,,22Dec2010,1434,mixed,500,472,200,4,47,3.31911758763,1,X,2,z,1,513,10,1,465,735,1633,2602,0,X among T,3807
vs12,dossantos,2,,22Dec2010,1434,mixed,500,586,200,4,48,0.569752826979,1,L,12,z,1,642,0,0,615,1923,2991,4044,0,L among T,3808
vs12,dossantos,2,,22Dec2010,1435,mixed,500,699,200,5,1,0.115776292195,1,L,8,z,1,992,10,1,573,895,2276,3260,0,L among T,3809
vs12,dossantos,2,,22Dec2010,1435,mixed,500,636,200,5,2,3.4047441528,1,L,2,z,1,485,10,1,435,580,1435,2075,0,L among T,3810
vs12,dossantos,2,,22Dec2010,1435,mixed,500,511,200,5,3,1.63113572323,1,X,2,z,1,471,10,0,506,922,2219,3117,0,X among T,3811
vs12,dossantos,2,,22Dec2010,1435,mixed,500,592,200,5,4,0.248802494567,1,L,4,z,1,499,10,1,501,909,2245,3528,0,L among T,3812
vs12,dossantos,2,,22Dec2010,1435,mixed,500,447,200,5,5,3.47919832551,1,L,8,z,1,669,9,1,607,1094,2448,4245,0,L among T,3813
vs12,dossantos,2,,22Dec2010,1435,mixed,500,505,200,5,6,4.62211874818,0,L,4,a,1,742,9,0,698,1564,2775,5314,0,L among T,3814
vs12,dossantos,2,,22Dec2010,1435,mixed,500,635,200,5,7,1.87421996551,1,X,2,z,1,514,10,1,562,1607,3004,3787,0,X among T,3815
vs12,dossantos,2,,22Dec2010,1435,mixed,500,560,200,5,8,0.402467808406,0,L,2,a,1,670,9,0,597,1108,2429,3485,0,L among T,3816
vs12,dossantos,2,,22Dec2010,1435,mixed,500,419,200,5,9,1.59927439371,0,X,12,a,1,614,10,0,601,1138,2720,5638,0,X among T,3817
vs12,dossantos,2,,22Dec2010,1435,mixed,500,455,200,5,10,2.94532235334,0,X,12,a,1,570,9,0,497,1010,2264,3246,0,X among T,3818
vs12,dossantos,2,,22Dec2010,1435,mixed,500,668,200,5,11,1.37661839194,0,X,8,a,1,639,9,0,486,1023,2320,3503,0,X among T,3819
vs12,dossantos,2,,22Dec2010,1436,mixed,500,442,200,5,12,4.72478233415,1,X,8,z,1,498,10,2,556,838,2278,3197,0,X among T,3820
vs12,dossantos,2,,22Dec2010,1436,mixed,500,582,200,5,13,4.78341052156,0,X,2,a,1,1070,10,0,1010,1194,2790,4216,0,X among T,3821
vs12,dossantos,2,,22Dec2010,1436,mixed,500,676,200,5,14,3.43134982099,0,X,4,a,1,870,9,0,806,937,2034,3673,0,X among T,3822
vs12,dossantos,2,,22Dec2010,1436,mixed,500,514,200,5,15,2.81609556392,1,X,12,z,1,456,10,1,596,1010,2146,2942,0,X among T,3823
vs12,dossantos,2,,22Dec2010,1436,mixed,500,400,200,5,16,3.83634150383,1,L,12,a,0,684,9,0,478,1010,2035,2988,0,L among T,3824
vs12,dossantos,2,,22Dec2010,1436,mixed,500,645,200,5,17,4.36858666681,1,L,12,z,1,733,10,1,560,753,2905,4130,0,L among T,3825
vs12,dossantos,2,,22Dec2010,1436,mixed,500,676,200,5,18,5.00592669777,1,L,4,z,1,1356,10,1,1011,1078,2589,4828,0,L among T,3826
vs12,dossantos,2,,22Dec2010,1436,mixed,500,482,200,5,19,0.285810672953,0,L,8,a,1,913,10,0,550,1251,2289,3500,0,L among T,3827
vs12,dossantos,2,,22Dec2010,1436,mixed,500,408,200,5,20,3.15273967791,0,X,2,a,1,870,10,0,601,1051,3046,4740,0,X among T,3828
vs12,dossantos,2,,22Dec2010,1436,mixed,500,496,200,5,21,0.11978973531,0,L,12,a,1,812,10,0,400,1438,2991,3916,0,L among T,3829
vs12,dossantos,2,,22Dec2010,1436,mixed,500,611,200,5,22,4.50068159209,1,L,2,z,1,893,10,1,647,1279,2162,3031,0,L among T,3830
vs12,dossantos,2,,22Dec2010,1437,mixed,500,498,200,5,23,1.99146954058,1,X,4,z,1,469,10,1,511,709,1734,2589,0,X among T,3831
vs12,dossantos,2,,22Dec2010,1437,mixed,500,469,200,5,24,0.868904864703,0,X,12,a,1,641,9,0,500,781,1635,2560,0,X among T,3832
vs12,dossantos,2,,22Dec2010,1437,mixed,500,672,200,5,25,1.09029512012,0,L,4,z,0,1241,9,1,797,823,1804,2758,0,L among T,3833
vs12,dossantos,2,,22Dec2010,1437,mixed,500,588,200,5,26,4.49981931876,1,X,12,z,1,456,10,2,713,1652,2621,3273,0,X among T,3834
vs12,dossantos,2,,22Dec2010,1437,mixed,500,435,200,5,27,5.50806114959,1,L,8,z,1,743,10,1,605,763,1916,2842,0,L among T,3835
vs12,dossantos,2,,22Dec2010,1437,mixed,500,621,200,5,28,1.21314066854,0,X,4,a,1,770,10,0,546,938,2777,3555,0,X among T,3836
vs12,dossantos,2,,22Dec2010,1437,mixed,500,495,200,5,29,3.12543745783,0,X,4,z,0,799,0,0,693,3076,2036,4244,0,X among T,3837
vs12,dossantos,2,,22Dec2010,1437,mixed,500,583,200,5,30,5.62507877341,0,L,2,a,1,992,9,0,992,1122,2661,3688,0,L among T,3838
vs12,dossantos,2,,22Dec2010,1437,mixed,500,599,200,5,31,2.82645548003,0,L,2,a,1,612,10,0,485,1009,2175,3015,0,L among T,3839
vs12,dossantos,2,,22Dec2010,1437,mixed,500,478,200,5,32,3.7812685307,1,X,2,z,1,455,9,1,438,894,2819,3660,0,X among T,3840
vs12,dossantos,2,,22Dec2010,1437,mixed,500,633,200,5,33,1.13522126165,1,X,8,z,1,451,10,1,395,937,2177,3117,0,X among T,3841
