manip;subject;session;order;mm;tm;trialType;iti;fixDur;stimDur;nBlock;nTrial;alpha;present;targType;nItems;resp;acc;rt;confidence;estNItems;estTime;confidenceRT;estNItemsRT;estTimeRT;RecRT;Erreur;PostTest;Rec2Type;RecRT2;Rec2;couleur;Prime;CordCible;CordPrime;Yes/No;AV/AP;Diff;PostTest;DiffTime;RECORDING_SESSION_LABEL;AVERAGE_FIXATION_DURATION;AVERAGE_SACCADE_AMPLITUDE;BUTTON_PRESS_COUNT;DURATION;FIXATION_COUNT;SACCADE_COUNT
vs12;imad;4;2;25-janv-13;1059;mixed;500;400;2000;8;17;3.96723106326;False;L;4;z;1;878;None;None;None;None;None;None;None;None;None;C;4969;6;Vert;0;2;0;0;None;None;0;0;IMAD;489.17;7.03;0;3151;6;5
vs12;imad;4;2;25-janv-13;1059;mixed;500;400;2000;8;18;3.99792606926;False;X;8;z;1;297;None;None;None;None;None;None;None;None;None;A;1738;0;Vert;0;3;0;0;None;None;0;262;IMAD;177;6.24;0;400;2;1
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;19;0.0611816368183;True;X;8;z;1;295;None;None;None;None;None;None;None;None;None;A;796;2;Vert;0;4;0;0;None;None;0;361;IMAD;219.5;9.63;0;499;2;1
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;20;0.369345914603;True;L;4;z;1;291;None;None;None;None;None;None;None;None;None;A;1404;1;Vert;0;3;0;0;None;None;0;2219;IMAD;405;8.77;0;2356;5;4
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;21;0.632343210625;False;L;8;a;1;550;None;None;None;None;None;None;None;None;None;A;1766;3;Rouge;0;1;0;0;None;None;0;1333;IMAD;210.33;6.46;2;1467;6;5
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;22;5.48592215193;False;L;16;z;1;491;None;None;None;None;None;None;None;None;None;C;3118;7;Vert;0;2;0;0;None;None;0;2495;IMAD;188.33;3.38;0;2632;12;12
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;23;0.388720196758;False;X;16;N;0;1500;None;None;None;None;None;None;None;None;None;D;2258;9;Rouge;0;10;0;0;None;None;0;1818;IMAD;211.75;4.47;2;1951;8;7
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;24;2.75422327241;True;L;4;a;1;1234;None;None;None;None;None;None;None;None;None;A;2301;2;Rouge;0;3;0;0;None;None;0;0;IMAD;746.25;8.3;2;3147;4;3
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;25;5.72855536618;True;X;16;a;1;275;None;None;None;None;None;None;None;None;None;A;2156;0;Rouge;0;6;0;0;None;None;0;810;IMAD;164;2.98;0;944;5;4
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;26;3.33984282647;False;L;4;a;1;545;None;None;None;None;None;None;None;None;None;A;1221;2;Rouge;0;4;0;0;None;None;0;2746;IMAD;359;3.49;0;2881;6;5
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;27;4.3908360772;False;X;16;a;1;565;None;None;None;None;None;None;None;None;None;A;1102;2;Rouge;0;14;0;0;None;None;0;1022;IMAD;200;4.87;0;1156;5;4
vs12;imad;4;2;25-janv-13;1100;mixed;500;400;2000;8;28;1.78098222875;True;X;16;a;1;438;None;None;None;None;None;None;None;None;None;A;1135;2;Rouge;0;8;0;0;None;None;0;784;IMAD;200;5.72;0;918;4;3
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;29;1.05579060705;True;L;8;a;0;390;None;None;None;None;None;None;None;None;None;A;844;3;Vert;0;5;0;0;None;None;0;0;IMAD;499.5;3.28;0;3153;6;5
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;30;5.17567154774;False;X;4;a;1;382;None;None;None;None;None;None;None;None;None;B;1050;4;Rouge;0;2;0;0;None;None;0;505;IMAD;304.5;2.4;2;640;2;1
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;31;5.21869046786;False;X;8;a;1;408;None;None;None;None;None;None;None;None;None;B;805;4;Rouge;0;2;0;0;None;None;0;640;IMAD;228.67;4.65;0;774;3;2
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;32;4.87289838585;True;X;4;z;1;505;None;None;None;None;None;None;None;None;None;A;936;0;Vert;0;4;0;0;None;None;0;305;IMAD;205;2.23;0;442;2;1
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;33;2.56069590247;False;L;16;z;1;291;None;None;None;None;None;None;None;None;None;A;1213;3;Vert;0;7;0;0;None;None;0;1516;IMAD;248.83;3.37;2;1652;6;5
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;34;2.00021466101;True;X;4;z;1;358;None;None;None;None;None;None;None;None;None;A;1989;2;Vert;0;1;0;0;None;None;0;1433;IMAD;408.67;9.28;0;1567;3;2
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;35;3.10921098189;False;X;4;z;1;307;None;None;None;None;None;None;None;None;None;A;862;0;Vert;0;3;0;0;None;None;0;304;IMAD;120.67;3.91;2;439;3;2
vs12;imad;4;2;25-janv-13;1101;mixed;500;400;2000;8;36;2.99118936917;True;L;8;a;1;342;None;None;None;None;None;None;None;None;None;A;1203;1;Rouge;0;7;0;0;None;None;0;643;IMAD;368;3.7;0;776;2;1
vs12;ruben;4;2;25-janv-13;915;Ent1;500;400;2000;1;1;1.63131918685;False;L;16;a;1;310;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;7;0;0;None;None;0;1572;RUBEN;230.8;0;0;1708;5;5
vs12;ruben;4;2;25-janv-13;915;Ent1;500;400;2000;1;2;3.85437406575;True;L;16;a;1;307;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;6;0;0;None;None;0;2408;RUBEN;221.22;4.72;0;2544;9;8
vs12;ruben;4;2;25-janv-13;915;Ent1;500;400;2000;1;3;4.35032856783;True;L;4;z;1;606;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;523;RUBEN;137.33;7.66;0;658;3;3
vs12;ruben;4;2;25-janv-13;915;Ent1;500;400;2000;1;4;1.35160752547;True;X;4;a;0;177;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;960;RUBEN;116.8;8.77;0;1095;5;5
vs12;ruben;4;2;25-janv-13;915;Ent1;500;400;2000;1;5;2.21961943544;True;X;8;z;1;400;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;8;0;0;None;None;0;2195;RUBEN;376.4;5.53;0;2332;5;4
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;6;5.16295821975;True;L;8;N;0;1500;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;4;0;0;None;None;0;0;RUBEN;201.25;6.44;0;3147;12;12
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;7;0.145335656821;False;L;4;N;0;1500;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;0;RUBEN;269.3;8.84;0;3147;10;9
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;8;2.6983507825;False;X;16;a;1;369;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;10;0;0;None;None;0;689;RUBEN;219.33;11.38;0;824;3;2
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;9;0.689581093741;False;X;8;z;1;301;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;4;0;0;None;None;0;1104;RUBEN;150.6;0;0;1236;5;5
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;10;1.31865908509;False;L;8;a;1;232;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;854;RUBEN;189.5;7.9;0;988;4;4
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;11;1.82834758506;False;X;4;a;1;100;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;3;0;0;None;None;0;1079;RUBEN;163.67;8.54;0;1216;6;5
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;12;6.28006566444;True;X;16;z;1;297;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;6;0;0;None;None;0;2496;RUBEN;368.6;0;0;2633;5;5
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;1;1.45171072547;False;L;16;a;1;271;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;16;0;0;None;None;0;473;RUBEN;127.75;3.51;0;608;4;3
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;2;6.27070498034;True;L;16;N;0;1500;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;10;0;0;None;None;0;0;RUBEN;200.15;6.66;28;3148;13;13
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;3;3.60952002632;True;L;4;a;1;447;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;826;RUBEN;269.67;8.6;0;962;3;3
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;4;1.4952829887;True;X;4;z;1;168;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;1253;RUBEN;299.5;8.77;0;1391;4;4
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;5;2.43499919275;True;X;8;a;1;261;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;8;0;0;None;None;0;1053;RUBEN;125.33;0;32;1186;6;6
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;6;1.88088045667;True;L;8;z;1;180;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;6;0;0;None;None;0;1274;RUBEN;193.33;10.02;14;1412;6;5
vs12;ruben;4;2;25-janv-13;916;Ent1;500;400;2000;1;7;2.68616218965;False;L;4;a;1;278;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;3;0;0;None;None;0;576;RUBEN;106;2.97;4;713;4;3
vs12;ruben;4;2;25-janv-13;917;Ent1;500;400;2000;1;8;5.59056535562;False;X;16;a;1;233;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;14;0;0;None;None;0;1010;RUBEN;193.4;5.78;0;1144;5;4
vs12;ruben;4;2;25-janv-13;917;Ent1;500;400;2000;1;9;2.5383160642;False;X;8;a;1;262;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;5;0;0;None;None;0;1325;RUBEN;139.75;7.24;2;1462;8;7
vs12;ruben;4;2;25-janv-13;917;Ent1;500;400;2000;1;10;4.79366507145;False;L;8;a;1;232;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;5;0;0;None;None;0;1187;RUBEN;149.29;6.13;2;1325;7;6
vs12;ruben;4;2;25-janv-13;917;Ent1;500;400;2000;1;11;4.6708752501;False;X;4;a;1;249;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;795;RUBEN;193;8.65;0;934;4;3
vs12;ruben;4;2;25-janv-13;917;Ent1;500;400;2000;1;12;2.69544044911;True;X;16;z;1;232;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;6;0;0;None;None;0;675;RUBEN;162.75;7.09;0;811;4;3
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;1;0.336064069726;False;X;8;z;1;484;None;None;None;None;None;None;None;None;None;B;2535;4;Vert;0;7;0;0;None;None;0;907;RUBEN;228;6.15;0;1044;4;3
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;2;3.10182701132;True;L;8;z;1;626;None;None;None;None;None;None;None;None;None;B;3601;5;Vert;0;2;0;0;None;None;0;1548;RUBEN;203.14;6.23;0;1686;7;6
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;3;2.72127259425;True;X;8;a;1;532;None;None;None;None;None;None;None;None;None;A;2967;2;Rouge;0;2;0;0;None;None;0;816;RUBEN;204;8.09;0;950;4;3
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;4;0.969374786254;False;X;16;a;1;275;None;None;None;None;None;None;None;None;None;A;1922;2;Rouge;0;10;0;0;None;None;0;669;RUBEN;156.25;8.67;0;805;4;3
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;5;4.09134985305;True;L;16;a;1;532;None;None;None;None;None;None;None;None;None;C;1360;6;Rouge;0;16;0;0;None;None;0;2368;RUBEN;191.82;4.97;0;2505;11;10
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;6;6.15321284543;False;L;16;a;1;264;None;None;None;None;None;None;None;None;None;B;1790;4;Rouge;0;16;0;0;None;None;0;918;RUBEN;233;5.25;0;1056;4;3
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;7;1.89040141001;False;L;8;a;1;360;None;None;None;None;None;None;None;None;None;B;2894;5;Rouge;0;2;0;0;None;None;0;837;RUBEN;157.6;6;0;972;5;4
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;8;6.26671257241;True;X;4;z;1;630;None;None;None;None;None;None;None;None;None;A;2056;2;Vert;0;2;0;0;None;None;0;311;RUBEN;197.5;6.07;0;446;2;1
vs12;ruben;4;2;25-janv-13;919;Ent2;500;400;2000;1;9;5.6851859481;True;X;16;a;1;402;None;None;None;None;None;None;None;None;None;A;1970;2;Rouge;0;6;0;0;None;None;0;801;RUBEN;203;4.77;0;936;4;3
vs12;ruben;4;2;25-janv-13;920;Ent2;500;400;2000;1;10;0.18115107978;False;L;4;z;1;417;None;None;None;None;None;None;None;None;None;A;1904;2;Vert;0;2;0;0;None;None;0;843;RUBEN;212.75;5.65;0;978;4;3
vs12;ruben;4;2;25-janv-13;920;Ent2;500;400;2000;1;11;0.909121357226;True;L;4;a;1;423;None;None;None;None;None;None;None;None;None;A;1992;2;Rouge;0;3;0;0;None;None;0;892;RUBEN;314;3.87;0;1029;3;2
vs12;ruben;4;2;25-janv-13;920;Ent2;500;400;2000;1;12;3.96384475333;False;X;4;z;1;411;None;None;None;None;None;None;None;None;None;B;1241;5;Vert;0;1;0;0;None;None;0;766;RUBEN;182.75;8.74;0;903;4;3
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;1;0.946093351386;True;L;16;a;1;483;None;None;None;None;None;None;None;None;None;A;2923;3;Rouge;0;4;0;0;None;None;0;701;RUBEN;187.75;3.85;0;862;4;3
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;2;4.63225629753;True;X;4;z;1;393;None;None;None;None;None;None;None;None;None;A;1945;2;Vert;0;3;0;0;None;None;0;349;RUBEN;180.5;9.58;0;483;2;2
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;3;5.54058981121;True;L;4;a;1;339;None;None;None;None;None;None;None;None;None;B;1340;4;Rouge;0;1;0;0;None;None;0;922;RUBEN;183.4;5.37;0;1056;5;4
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;4;1.43586387535;False;X;8;z;1;347;None;None;None;None;None;None;None;None;None;C;2032;6;Vert;0;8;0;0;None;None;0;1411;RUBEN;221.5;5.98;0;1544;6;5
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;5;6.26796738078;True;L;4;a;1;487;None;None;None;None;None;None;None;None;None;B;1914;4;Rouge;0;4;0;0;None;None;0;1422;RUBEN;200.17;7.07;0;1555;6;5
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;6;2.83272141757;False;X;8;a;1;191;None;None;None;None;None;None;None;None;None;A;3671;3;Rouge;0;7;0;0;None;None;0;465;RUBEN;248;3.97;0;599;2;2
vs12;ruben;4;2;25-janv-13;921;mixed;500;400;2000;1;7;3.25811545567;False;L;4;N;0;1500;None;None;None;None;None;None;None;None;None;D;3043;9;Rouge;0;1;0;0;None;None;0;2688;RUBEN;217.8;6.47;0;2828;10;9
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;8;2.4163996472;True;L;16;N;0;1500;None;None;None;None;None;None;None;None;None;D;2060;10;Rouge;0;9;0;0;None;None;0;0;RUBEN;196.46;4.79;0;3151;13;12
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;9;1.58505183383;True;L;8;z;1;272;None;None;None;None;None;None;None;None;None;A;2067;3;Vert;0;7;0;0;None;None;0;693;RUBEN;164.75;11.91;0;829;4;4
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;10;0.622530776424;False;X;4;a;1;46;None;None;None;None;None;None;None;None;None;A;2093;2;Rouge;0;2;0;0;None;None;0;749;RUBEN;125.2;8.76;0;887;5;4
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;11;5.56281599606;False;X;16;z;1;269;None;None;None;None;None;None;None;None;None;A;2834;2;Vert;0;1;0;0;None;None;0;0;RUBEN;446.33;4.81;0;3147;6;5
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;12;1.47698308036;True;L;4;a;1;14;None;None;None;None;None;None;None;None;None;A;3665;2;Rouge;0;4;0;0;None;None;0;0;RUBEN;222.11;4.41;0;3149;9;8
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;13;4.74686370079;True;X;8;z;1;327;None;None;None;None;None;None;None;None;None;B;1764;4;Vert;0;4;0;0;None;None;0;385;RUBEN;234;8.13;0;524;2;1
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;14;2.93145693249;True;X;16;z;1;424;None;None;None;None;None;None;None;None;None;A;2320;0;Vert;0;14;0;0;None;None;0;647;RUBEN;171.25;3.59;0;783;4;3
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;15;0.0747158275823;False;X;4;a;1;232;None;None;None;None;None;None;None;None;None;A;1758;2;Rouge;0;1;0;0;None;None;0;419;RUBEN;248;8.38;0;554;2;1
vs12;ruben;4;2;25-janv-13;922;mixed;500;400;2000;1;16;3.70426499027;False;L;8;a;1;309;None;None;None;None;None;None;None;None;None;C;1056;6;Rouge;0;6;0;0;None;None;0;1117;RUBEN;208.2;8.3;0;1249;5;4
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;17;3.15667280441;False;X;16;z;1;1136;None;None;None;None;None;None;None;None;None;A;2566;3;Vert;0;1;0;0;None;None;0;0;RUBEN;449.5;4.65;0;3155;6;5
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;18;2.77501737478;True;X;4;a;1;750;None;None;None;None;None;None;None;None;None;A;1922;2;Rouge;0;1;0;0;None;None;0;533;RUBEN;187.67;8.41;0;667;3;2
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;19;3.53408503385;False;L;16;a;1;427;None;None;None;None;None;None;None;None;None;C;1032;6;Rouge;0;13;0;0;None;None;0;994;RUBEN;249.25;5.21;0;1128;4;3
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;20;5.12825183522;False;L;4;N;0;1500;None;None;None;None;None;None;None;None;None;D;2282;8;Rouge;0;3;0;0;None;None;0;0;RUBEN;310.33;5.67;0;3149;6;6
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;21;3.8027109456;False;L;8;z;1;498;None;None;None;None;None;None;None;None;None;A;2181;3;Vert;0;3;0;0;None;None;0;2613;RUBEN;262.78;7.15;0;2750;9;8
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;22;4.53739635983;True;L;8;a;1;263;None;None;None;None;None;None;None;None;None;B;2010;5;Rouge;0;2;0;0;None;None;0;2681;RUBEN;353.29;8.11;0;2818;7;6
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;23;3.98861665539;False;L;4;z;1;757;None;None;None;None;None;None;None;None;None;A;2351;3;Vert;0;1;0;0;None;None;0;0;RUBEN;567.4;7.88;0;3145;5;4
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;24;3.32017187657;True;X;16;a;1;270;None;None;None;None;None;None;None;None;None;A;1849;2;Rouge;0;11;0;0;None;None;0;0;RUBEN;245.67;5.26;0;3151;9;8
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;25;4.16297303207;True;X;4;z;1;243;None;None;None;None;None;None;None;None;None;B;1874;5;Vert;0;3;0;0;None;None;0;2739;RUBEN;882;3.83;0;2875;3;2
vs12;ruben;4;2;25-janv-13;923;mixed;500;400;2000;1;26;3.35940740865;False;X;16;a;1;585;None;None;None;None;None;None;None;None;None;A;2436;0;Rouge;0;11;0;0;None;None;0;524;RUBEN;185;4.88;2;661;3;2
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;27;3.92971908376;True;X;8;N;0;1500;None;None;None;None;None;None;None;None;None;A;1346;3;Vert;0;1;0;0;None;None;0;0;RUBEN;292;4.34;0;3147;9;8
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;28;2.64023969081;False;L;8;a;1;528;None;None;None;None;None;None;None;None;None;B;1064;5;Rouge;0;1;0;0;None;None;0;1271;RUBEN;199;5.18;0;1406;6;5
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;29;5.34231587282;True;X;8;a;1;265;None;None;None;None;None;None;None;None;None;A;1469;0;Rouge;0;2;0;0;None;None;0;429;RUBEN;257;8.42;0;570;2;1
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;30;0.568924673633;False;X;4;N;0;1500;None;None;None;None;None;None;None;None;None;A;1714;0;Rouge;0;2;0;0;None;None;0;0;RUBEN;219.82;2.39;2;3145;11;10
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;31;1.97657193983;False;L;16;z;1;427;None;None;None;None;None;None;None;None;None;A;1486;2;Vert;0;16;0;0;None;None;0;398;RUBEN;146.33;3.99;0;533;3;2
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;32;4.6448557454;False;X;8;a;1;102;None;None;None;None;None;None;None;None;None;A;2679;2;Rouge;0;7;0;0;None;None;0;329;RUBEN;212.5;5.71;0;468;2;1
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;33;2.11815346667;True;L;16;a;1;342;None;None;None;None;None;None;None;None;None;B;2643;5;Rouge;0;11;0;0;None;None;0;2349;RUBEN;193.9;4.95;0;2483;10;9
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;34;3.22936597503;True;X;16;a;1;182;None;None;None;None;None;None;None;None;None;A;2530;2;Rouge;0;4;0;0;None;None;0;603;RUBEN;224.67;3.7;0;743;3;2
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;35;2.63287502609;True;L;8;a;1;450;None;None;None;None;None;None;None;None;None;C;1560;6;Rouge;0;5;0;0;None;None;0;2183;RUBEN;202.62;5.58;0;2318;8;7
vs12;ruben;4;2;25-janv-13;924;mixed;500;400;2000;1;36;2.57531039754;False;L;16;a;1;831;None;None;None;None;None;None;None;None;None;B;2066;5;Rouge;0;3;0;0;None;None;0;2169;RUBEN;188.7;4.83;0;2305;10;10
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;1;5.53909591285;True;X;16;a;1;374;None;None;None;None;None;None;None;None;None;A;3057;1;Rouge;0;4;0;0;None;None;0;764;RUBEN;198.25;3.77;0;897;4;3
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;2;3.67387989212;False;X;8;a;1;247;None;None;None;None;None;None;None;None;None;A;1469;0;Rouge;0;7;0;0;None;None;0;1298;RUBEN;447;3.76;0;1434;3;2
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;3;2.06995061599;True;L;4;z;1;278;None;None;None;None;None;None;None;None;None;B;900;5;Vert;0;4;0;0;None;None;0;469;RUBEN;166.67;7.63;0;603;3;2
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;4;4.01918968545;False;L;8;a;1;342;None;None;None;None;None;None;None;None;None;C;1005;7;Rouge;0;1;0;0;None;None;0;1423;RUBEN;224;5.78;2;1560;6;5
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;5;0.472053336322;False;L;8;a;1;412;None;None;None;None;None;None;None;None;None;A;1194;3;Rouge;0;8;0;0;None;None;0;708;RUBEN;166.75;7.76;2;847;4;3
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;6;0.765553786422;True;L;8;a;1;384;None;None;None;None;None;None;None;None;None;B;1580;4;Rouge;0;7;0;0;None;None;0;643;RUBEN;167.75;4.59;0;777;4;3
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;7;1.760980891;False;X;4;a;1;47;None;None;None;None;None;None;None;None;None;A;1312;1;Rouge;0;4;0;0;None;None;0;598;RUBEN;211.33;8.12;0;733;3;2
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;8;4.57620787654;False;X;8;z;1;113;None;None;None;None;None;None;None;None;None;A;1129;2;Vert;0;3;0;0;None;None;0;687;RUBEN;172;6.52;0;824;4;3
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;9;4.29531807303;False;X;4;a;1;343;None;None;None;None;None;None;None;None;None;A;1513;2;Rouge;0;1;0;0;None;None;0;614;RUBEN;158.25;5.15;2;749;4;3
vs12;ruben;4;2;25-janv-13;926;mixed;500;400;2000;2;10;5.75261593408;False;L;4;z;1;349;None;None;None;None;None;None;None;None;None;C;964;7;Vert;0;2;0;0;None;None;0;1123;RUBEN;220.8;6.54;0;1262;5;4
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;11;4.10277934969;True;L;8;a;1;275;None;None;None;None;None;None;None;None;None;B;1155;4;Rouge;0;6;0;0;None;None;0;734;RUBEN;184;5.45;0;868;4;3
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;12;2.8468867622;True;L;16;z;1;421;None;None;None;None;None;None;None;None;None;D;1332;10;Vert;0;13;0;0;None;None;0;2728;RUBEN;199.67;5.77;0;2862;12;11
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;13;2.47619012702;False;L;16;a;1;262;None;None;None;None;None;None;None;None;None;B;828;5;Rouge;0;11;0;0;None;None;0;1200;RUBEN;212.2;4.76;2;1336;5;5
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;14;3.83011468397;False;X;16;a;1;232;None;None;None;None;None;None;None;None;None;A;1016;2;Rouge;0;7;0;0;None;None;0;1010;RUBEN;195;5.21;2;1144;5;4
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;15;4.55060676391;False;L;8;a;1;221;None;None;None;None;None;None;None;None;None;A;1279;2;Rouge;0;3;0;0;None;None;0;970;RUBEN;179.2;7.14;0;1104;5;4
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;16;3.64347295406;False;L;4;N;0;1500;None;None;None;None;None;None;None;None;None;A;2251;3;Vert;0;3;0;0;None;None;0;0;RUBEN;422.29;3.08;0;3150;7;6
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;17;4.82929428746;True;X;16;a;1;241;None;None;None;None;None;None;None;None;None;A;1668;2;Rouge;0;13;0;0;None;None;0;536;RUBEN;173;0;0;672;3;3
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;18;1.69114999436;False;X;16;a;1;377;None;None;None;None;None;None;None;None;None;A;1898;2;Rouge;0;10;0;0;None;None;0;386;RUBEN;227;7.09;2;522;2;1
vs12;ruben;4;2;25-janv-13;927;mixed;500;400;2000;2;19;0.0249271144172;True;X;16;z;1;311;None;None;None;None;None;None;None;None;None;B;2889;5;Vert;0;1;0;0;None;None;0;634;RUBEN;216;9.27;0;771;3;2
