manip;subject;session;order;mm;tm;trialType;iti;fixDur;stimDur;nBlock;nTrial;alpha;present;targType;nItems;resp;acc;rt;confidence;estNItems;estTime;confidenceRT;estNItemsRT;estTimeRT;RecRT;Erreur;PostTest;Rec2Type;RecRT2;Rec2;couleur;Prime;CordCible;CordPrime;Yes/No;AV/AP;Diff;PostTest;RECORDING_SESSION_LABEL;AVERAGE_FIXATION_DURATION;AVERAGE_SACCADE_AMPLITUDE;BLINK_COUNT;BUTTON_PRESS_COUNT;FIXATION_COUNT;IP_DURATION;SACCADE_COUNT;;
vs12;gom;4;2;08Feb2013;1420;mixed;500;400;2000;6;4;6.04906640203;False;L;4;z;1;385;None;None;None;None;None;None;None;None;None;A;2345;0;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1346;Ent2;500;400;2000;1;7;4.96047782922;True;X;16;a;1;1015;None;None;None;None;None;None;None;None;None;A;3984;0;Rouge;0;11;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1411;mixed;500;400;2000;4;10;4.15116337244;True;L;4;a;1;342;None;None;None;None;None;None;None;None;None;A;2997;1;Rouge;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1423;mixed;500;400;2000;6;32;3.925576688;True;X;16;a;1;312;None;None;None;None;None;None;None;None;None;B;2353;5;Rouge;0;12;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1353;mixed;500;400;2000;1;7;6.093573418;False;X;8;a;1;535;None;None;None;None;None;None;None;None;None;A;2666;3;Rouge;0;6;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1400;mixed;500;400;2000;2;23;3.93221203515;True;X;4;a;1;1022;None;None;None;None;None;None;None;None;None;A;2230;0;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1341;Ent1;500;400;2000;1;2;1.21192668073;True;X;8;a;1;438;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;7;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1430;mixed;500;400;2000;8;18;3.82976600884;True;X;4;z;1;578;None;None;None;None;None;None;None;None;None;A;2088;0;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1406;mixed;500;400;2000;3;10;2.02456280841;True;X;4;z;1;323;None;None;None;None;None;None;None;None;None;A;2807;0;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1401;mixed;500;400;2000;2;27;2.55432768065;False;X;4;z;1;366;None;None;None;None;None;None;None;None;None;A;1824;0;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1355;mixed;500;400;2000;1;26;4.84656077301;False;X;4;a;1;601;None;None;None;None;None;None;None;None;None;A;2319;0;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1339;Ent1;500;400;2000;1;4;5.82666586394;False;L;4;z;1;445;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1355;mixed;500;400;2000;1;29;6.26055497311;False;X;4;a;1;597;None;None;None;None;None;None;None;None;None;A;5128;0;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1338;Ent1;500;400;2000;1;12;3.18110424682;True;L;16;a;1;1022;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;13;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1425;mixed;500;400;2000;7;12;0.255122606775;True;L;4;a;1;263;None;None;None;None;None;None;None;None;None;A;1277;0;Rouge;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1345;Ent2;500;400;2000;1;1;3.24529948799;True;X;8;a;1;378;None;None;None;None;None;None;None;None;None;A;5485;3;Rouge;0;8;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1352;mixed;500;400;2000;1;4;0.950866372029;True;X;8;a;1;531;None;None;None;None;None;None;None;None;None;A;10365;3;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1427;mixed;500;400;2000;7;24;2.73295625638;False;L;4;a;1;225;None;None;None;None;None;None;None;None;None;A;1297;0;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1342;Ent1;500;400;2000;1;8;5.20870612033;True;L;4;z;1;509;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1340;Ent1;500;400;2000;1;6;1.17448278488;False;X;8;a;1;579;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1416;mixed;500;400;2000;5;8;1.08989865634;False;X;4;z;1;290;None;None;None;None;None;None;None;None;None;A;1441;0;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1432;mixed;500;400;2000;8;36;2.23988467648;False;X;8;z;1;272;None;None;None;None;None;None;None;None;None;A;2781;1;Vert;0;5;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1410;mixed;500;400;2000;4;3;4.06365344403;False;L;16;z;1;300;None;None;None;None;None;None;None;None;None;A;3157;1;Vert;0;15;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1415;mixed;500;400;2000;5;7;3.54659708877;False;X;8;z;1;326;None;None;None;None;None;None;None;None;None;A;1301;0;Vert;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1431;mixed;500;400;2000;8;28;2.37568282218;True;X;8;z;1;282;None;None;None;None;None;None;None;None;None;A;1876;1;Vert;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1339;Ent1;500;400;2000;1;6;1.1605125136;False;X;8;a;1;582;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1431;mixed;500;400;2000;8;21;5.57717544796;True;L;4;z;1;312;None;None;None;None;None;None;None;None;None;A;1728;0;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1426;mixed;500;400;2000;7;20;0.211179420916;True;L;4;z;1;306;None;None;None;None;None;None;None;None;None;A;1887;2;Vert;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1427;mixed;500;400;2000;7;26;2.6842721562;False;X;4;a;1;288;None;None;None;None;None;None;None;None;None;A;1572;0;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1412;mixed;500;400;2000;4;24;1.16905461451;True;X;16;a;1;301;None;None;None;None;None;None;None;None;None;A;2168;3;Rouge;0;8;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1412;mixed;500;400;2000;4;18;1.3126513686;False;L;4;a;1;295;None;None;None;None;None;None;None;None;None;A;1997;0;Rouge;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1416;mixed;500;400;2000;5;12;5.663299978;False;L;8;z;1;299;None;None;None;None;None;None;None;None;None;A;2241;3;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1426;mixed;500;400;2000;7;17;5.11150525337;True;X;8;z;1;341;None;None;None;None;None;None;None;None;None;A;1552;0;Vert;0;8;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1423;mixed;500;400;2000;6;31;5.18415682804;True;X;4;z;1;344;None;None;None;None;None;None;None;None;None;A;3448;1;Vert;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1415;mixed;500;400;2000;5;5;0.440976630855;True;X;16;a;1;340;None;None;None;None;None;None;None;None;None;A;2605;0;Rouge;0;13;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1417;mixed;500;400;2000;5;24;4.71224698472;False;L;4;a;1;335;None;None;None;None;None;None;None;None;None;A;2037;0;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1354;mixed;500;400;2000;1;14;3.20711834043;True;L;8;N;0;1000;None;None;None;None;None;None;None;None;None;A;2633;0;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1423;mixed;500;400;2000;6;33;1.73299750889;True;L;4;a;1;356;None;None;None;None;None;None;None;None;None;A;3130;3;Rouge;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1346;Ent2;500;400;2000;1;8;1.83852886516;False;X;4;a;1;585;None;None;None;None;None;None;None;None;None;A;3221;0;Rouge;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1411;mixed;500;400;2000;4;16;3.47965460728;True;X;8;z;1;340;None;None;None;None;None;None;None;None;None;A;1550;1;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1419;mixed;500;400;2000;5;35;0.599401123594;False;L;4;z;1;288;None;None;None;None;None;None;None;None;None;A;2148;0;Vert;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1432;mixed;500;400;2000;8;31;5.81747558493;True;X;8;a;1;379;None;None;None;None;None;None;None;None;None;A;893;0;Rouge;0;7;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1417;mixed;500;400;2000;5;18;0.947363269761;False;X;16;z;1;367;None;None;None;None;None;None;None;None;None;A;1435;0;Vert;0;11;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1420;mixed;500;400;2000;6;2;4.12906245161;False;X;16;z;1;322;None;None;None;None;None;None;None;None;None;A;2458;1;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1426;mixed;500;400;2000;7;19;3.99776618448;False;X;16;z;1;352;None;None;None;None;None;None;None;None;None;A;1855;0;Vert;0;7;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1401;mixed;500;400;2000;2;29;3.24218636348;True;X;4;a;1;336;None;None;None;None;None;None;None;None;None;A;2078;0;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1340;Ent1;500;400;2000;1;11;5.22864715774;True;X;4;a;1;628;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1410;mixed;500;400;2000;4;6;4.4403376814;True;L;4;a;1;312;None;None;None;None;None;None;None;None;None;A;3465;1;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1409;mixed;500;400;2000;3;35;1.52631085888;False;X;16;a;1;409;None;None;None;None;None;None;None;None;None;A;1918;0;Rouge;0;12;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1408;mixed;500;400;2000;3;26;1.24487108738;False;L;8;z;1;418;None;None;None;None;None;None;None;None;None;A;3060;3;Vert;0;8;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1422;mixed;500;400;2000;6;24;5.71166226366;True;X;4;z;1;301;None;None;None;None;None;None;None;None;None;A;1574;0;Vert;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1400;mixed;500;400;2000;2;24;1.32469455653;False;L;16;z;1;303;None;None;None;None;None;None;None;None;None;A;2129;3;Vert;0;13;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1420;mixed;500;400;2000;6;9;2.94473632744;True;L;4;z;1;294;None;None;None;None;None;None;None;None;None;A;2341;0;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1423;mixed;500;400;2000;6;35;1.42853406183;True;X;4;z;1;381;None;None;None;None;None;None;None;None;None;A;4462;3;Vert;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1422;mixed;500;400;2000;6;25;4.88789416167;True;X;8;z;1;387;None;None;None;None;None;None;None;None;None;A;1279;0;Vert;0;7;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1427;mixed;500;400;2000;7;31;3.77385052132;True;X;16;a;1;354;None;None;None;None;None;None;None;None;None;A;968;0;Rouge;0;9;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1430;mixed;500;400;2000;8;20;5.98982188021;False;L;4;z;1;391;None;None;None;None;None;None;None;None;None;A;1274;0;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1410;mixed;500;400;2000;4;7;4.03736812705;False;X;8;a;1;437;None;None;None;None;None;None;None;None;None;A;5373;3;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1429;mixed;500;400;2000;8;4;1.95051513723;False;X;4;a;1;283;None;None;None;None;None;None;None;None;None;A;3551;0;Rouge;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1358;mixed;500;400;2000;2;2;0.422338600767;False;X;8;a;1;891;None;None;None;None;None;None;None;None;None;A;2622;1;Rouge;0;7;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1426;mixed;500;400;2000;7;16;0.603342186527;True;X;8;a;1;344;None;None;None;None;None;None;None;None;None;A;2012;1;Rouge;0;8;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1356;mixed;500;400;2000;1;31;3.14328064488;False;L;16;z;1;473;None;None;None;None;None;None;None;None;None;A;3059;3;Vert;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1424;mixed;500;400;2000;7;2;1.60920337794;True;X;4;z;1;434;None;None;None;None;None;None;None;None;None;A;4284;2;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1355;mixed;500;400;2000;1;28;2.34970826604;False;X;8;z;1;552;None;None;None;None;None;None;None;None;None;A;1898;0;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1355;mixed;500;400;2000;1;27;4.69211797372;True;X;4;a;1;557;None;None;None;None;None;None;None;None;None;A;2329;0;Rouge;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1401;mixed;500;400;2000;2;33;3.25914738462;True;X;8;z;1;353;None;None;None;None;None;None;None;None;None;A;1706;0;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1417;mixed;500;400;2000;5;23;5.2668431204;False;X;4;z;1;383;None;None;None;None;None;None;None;None;None;A;2150;1;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1424;mixed;500;400;2000;7;4;3.352106652;False;X;8;z;1;461;None;None;None;None;None;None;None;None;None;A;5565;2;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1426;mixed;500;400;2000;7;18;5.25710977308;False;X;4;a;1;612;None;None;None;None;None;None;None;None;None;A;1768;0;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1356;mixed;500;400;2000;1;35;3.68847472647;False;L;16;a;1;381;None;None;None;None;None;None;None;None;None;A;3645;2;Rouge;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1359;mixed;500;400;2000;2;9;4.74894573756;True;X;8;a;1;724;None;None;None;None;None;None;None;None;None;A;3863;0;Rouge;0;8;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1340;Ent1;500;400;2000;1;11;1.45882822245;True;X;4;z;1;376;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1341;Ent1;500;400;2000;1;11;0.551650878012;True;X;4;z;1;374;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1424;mixed;500;400;2000;7;3;3.99697789032;False;X;4;a;1;390;None;None;None;None;None;None;None;None;None;A;4308;1;Rouge;0;2;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1358;mixed;500;400;2000;2;1;2.05516774858;True;L;4;z;1;787;None;None;None;None;None;None;None;None;None;A;6234;1;Vert;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1407;mixed;500;400;2000;3;22;0.363547961508;True;L;4;a;1;753;None;None;None;None;None;None;None;None;None;A;5361;3;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1356;mixed;500;400;2000;1;36;3.67233199889;True;L;4;a;1;677;None;None;None;None;None;None;None;None;None;A;1809;0;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1341;Ent1;500;400;2000;1;1;2.81352355973;True;X;16;a;0;511;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;7;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1341;Ent1;500;400;2000;1;1;3.66044607821;True;X;16;z;1;540;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;5;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1339;Ent1;500;400;2000;1;9;2.97016464428;False;X;16;z;1;544;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1339;Ent1;500;400;2000;1;3;2.59981084896;False;X;4;a;1;608;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1431;mixed;500;400;2000;8;27;1.75528291861;True;X;16;z;1;382;None;None;None;None;None;None;None;None;None;A;3969;3;Vert;0;10;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1352;mixed;500;400;2000;1;5;3.21046318062;False;X;4;z;1;701;None;None;None;None;None;None;None;None;None;A;4853;1;Vert;0;4;0;0;None;None;0;GOM;3000;0;0;0;1;3000;0;;
vs12;gom;4;2;08Feb2013;1410;mixed;500;400;2000;4;1;0.81554928712;True;X;4;0;0;None;None;None;None;None;None;None;None;None;A;None;None;Rouge;0;2;0;0;None;None;0;0;GOM;267.5;0;1;0;2;640;2;;
vs12;gom;4;2;08Feb2013;1426;mixed;500;400;2000;7;21;2.82834224262;False;L;16;0;0;None;None;None;None;None;None;None;None;None;A;None;None;Rouge;0;8;0;0;None;None;0;0;GOM;353;2;0;0;8;3000;8;;
vs12;gom;4;2;08Feb2013;1342;Ent1;500;400;2000;1;6;0.773295216523;False;X;8;a;1;434;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;7;0;0;None;None;0;GOM;1628;0.07;1;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1340;Ent1;500;400;2000;1;5;3.99415530238;False;L;8;0;0;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;8;0;0;None;None;0;0;GOM;36.67;0.07;0;0;3;643;3;;
vs12;gom;4;2;08Feb2013;1339;Ent1;500;400;2000;1;12;0.585359274521;True;L;16;a;0;1064;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;16;0;0;None;None;0;GOM;826.67;0.08;0;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1338;Ent1;500;400;2000;1;3;0.29959395634;False;X;4;z;1;459;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;GOM;906.33;0.08;0;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1431;mixed;500;400;2000;8;22;0.0161354884595;False;X;4;z;1;420;None;None;None;None;None;None;None;None;None;A;1387;1;Vert;0;2;0;0;None;None;0;GOM;2644;0.12;1;0;1;3000;1;;
vs12;gom;4;2;08Feb2013;1342;Ent1;500;400;2000;1;9;0.348999002375;False;X;16;a;1;729;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;14;0;0;None;None;0;GOM;1582;0.13;1;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1338;Ent1;500;400;2000;1;2;1.94558731864;True;X;8;N;0;1000;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;GOM;2100;0.15;0;0;1;3000;1;;
vs12;gom;4;2;08Feb2013;1418;mixed;500;400;2000;5;31;5.87051586169;True;X;4;z;1;366;None;None;None;None;None;None;None;None;None;A;2909;0;Vert;0;2;0;0;None;None;0;GOM;1865.5;0.16;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1340;Ent1;500;400;2000;1;3;2.68956124387;False;X;4;z;1;348;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;2;0;0;None;None;0;GOM;1612;0.17;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1342;Ent1;500;400;2000;1;7;3.95305832032;False;L;16;z;1;338;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;5;0;0;None;None;0;GOM;1831.5;0.18;1;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1342;Ent1;500;400;2000;1;5;3.95384158033;False;L;8;z;1;335;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;GOM;1035.33;0.19;1;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1425;mixed;500;400;2000;7;5;1.94991794937;True;L;8;a;1;334;None;None;None;None;None;None;None;None;None;B;2260;5;Rouge;0;3;0;0;None;None;0;GOM;1658;0.2;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1418;mixed;500;400;2000;5;27;4.61436902549;False;X;4;a;1;274;None;None;None;None;None;None;None;None;None;A;1500;0;Rouge;0;1;0;0;None;None;0;GOM;1740;0.21;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1420;mixed;500;400;2000;6;7;0.792171337066;False;X;8;z;1;363;None;None;None;None;None;None;None;None;None;B;3146;4;Vert;0;3;0;0;None;None;0;GOM;1214.67;0.21;0;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1412;mixed;500;400;2000;4;22;2.35322765783;True;X;16;z;1;340;None;None;None;None;None;None;None;None;None;A;3343;3;Vert;0;14;0;0;None;None;0;GOM;1851;0.22;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1352;mixed;500;400;2000;1;3;3.15560768825;True;X;8;a;1;498;None;None;None;None;None;None;None;None;None;A;7779;0;Rouge;0;4;0;0;None;None;0;GOM;2135;0.23;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1406;mixed;500;400;2000;3;11;1.09516191928;False;L;16;z;1;415;None;None;None;None;None;None;None;None;None;B;3960;5;Vert;0;6;0;0;None;None;0;GOM;1655.5;0.23;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1339;Ent1;500;400;2000;1;8;5.8970345252;True;L;4;z;0;1201;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;GOM;458.33;0.23;1;0;3;3000;3;;
vs12;gom;4;2;08Feb2013;1353;mixed;500;400;2000;1;9;3.24972090046;False;L;4;z;1;353;None;None;None;None;None;None;None;None;None;A;2750;0;Vert;0;3;0;0;None;None;0;GOM;1661.5;0.24;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1416;mixed;500;400;2000;5;13;0.0303812861316;False;L;4;a;1;319;None;None;None;None;None;None;None;None;None;A;2846;2;Rouge;0;2;0;0;None;None;0;GOM;1671.5;0.24;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1401;mixed;500;400;2000;2;35;1.19286856265;False;L;4;z;1;354;None;None;None;None;None;None;None;None;None;A;1266;0;Vert;0;3;0;0;None;None;0;GOM;1766.5;0.24;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1411;mixed;500;400;2000;4;17;5.55376413509;False;L;4;a;1;669;None;None;None;None;None;None;None;None;None;B;6102;5;Rouge;0;2;0;0;None;None;0;GOM;1673;0.25;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1421;mixed;500;400;2000;6;13;6.25643212015;False;L;8;a;1;324;None;None;None;None;None;None;None;None;None;C;2171;6;Rouge;0;4;0;0;None;None;0;GOM;1020.67;0.25;1;0;3;3000;1;;
vs12;gom;4;2;08Feb2013;1341;Ent1;500;400;2000;1;4;0.86835690814;False;L;4;N;0;1000;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;GOM;1053.33;0.25;1;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1427;mixed;500;400;2000;7;33;5.92580507787;True;X;4;a;1;328;None;None;None;None;None;None;None;None;None;A;1466;3;Rouge;0;1;0;0;None;None;0;GOM;1101.67;0.25;0;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1359;mixed;500;400;2000;2;13;2.86541913756;True;X;4;z;1;479;None;None;None;None;None;None;None;None;None;A;7339;0;Vert;0;1;0;0;None;None;0;GOM;1660.5;0.25;0;0;2;3000;1;;
vs12;gom;4;2;08Feb2013;1427;mixed;500;400;2000;7;25;0.840341358188;False;X;8;a;1;352;None;None;None;None;None;None;None;None;None;A;1190;0;Rouge;0;2;0;0;None;None;0;GOM;1104;0.26;0;0;3;3000;2;;
vs12;gom;4;2;08Feb2013;1352;mixed;500;400;2000;1;2;2.80720331051;False;X;8;N;0;1000;None;None;None;None;None;None;None;None;None;A;8193;1;Rouge;0;3;0;0;None;None;0;GOM;1214;0.26;0;0;3;3000;2;;
