manip;subject;session;order;mm;tm;trialType;iti;fixDur;stimDur;nBlock;nTrial;alpha;present;targType;nItems;resp;acc;rt;confidence;estNItems;estTime;confidenceRT;estNItemsRT;estTimeRT;RecRT;Erreur;PostTest;Rec2Type;RecRT2;Rec2;couleur;Prime;CordCible;CordPrime;Yes/No;AV/AP;Diff;PostTest;RECORDING_SESSION_LABEL;AVERAGE_FIXATION_DURATION;AVERAGE_SACCADE_AMPLITUDE;BLINK_COUNT;BUTTON_PRESS_COUNT;FIXATION_COUNT;IP_DURATION;SACCADE_COUNT;;
vs12;elo;4;2;08Feb2013;1636;mixed;500;400;2000;6;13;0.570321441974;True;X;16;a;1;648;None;None;None;None;None;None;None;None;None;A;974;1;Rouge;0;1;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1636;mixed;500;400;2000;6;22;1.31203858887;True;L;8;z;1;408;None;None;None;None;None;None;None;None;None;A;722;1;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1636;mixed;500;400;2000;6;14;2.58052609648;False;X;4;a;1;363;None;None;None;None;None;None;None;None;None;A;768;1;Rouge;0;1;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1637;mixed;500;400;2000;6;30;5.32753490548;True;X;4;z;1;366;None;None;None;None;None;None;None;None;None;A;1189;1;Vert;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1642;mixed;500;400;2000;8;2;0.905992783654;True;X;16;a;1;341;None;None;None;None;None;None;None;None;None;A;983;1;Rouge;0;14;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1644;mixed;500;400;2000;8;25;0.316246732974;False;X;8;a;1;450;None;None;None;None;None;None;None;None;None;A;667;1;Rouge;0;6;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1630;mixed;500;400;2000;5;10;1.71947989806;True;X;4;a;1;382;None;None;None;None;None;None;None;None;None;A;936;1;Rouge;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1619;mixed;500;400;2000;3;6;4.00413089908;False;L;4;a;1;609;None;None;None;None;None;None;None;None;None;A;1229;1;Rouge;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1631;mixed;500;400;2000;5;27;5.88207115593;True;X;8;a;1;398;None;None;None;None;None;None;None;None;None;A;1035;1;Rouge;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1631;mixed;500;400;2000;5;25;4.53496490862;False;L;4;a;1;393;None;None;None;None;None;None;None;None;None;A;627;1;Rouge;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1610;mixed;500;400;2000;1;5;2.6575524787;False;L;16;z;1;749;None;None;None;None;None;None;None;None;None;A;1057;3;Vert;0;16;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1559;Ent1;500;400;2000;1;4;4.13702363504;True;L;4;a;1;183;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1559;Ent1;500;400;2000;1;2;0.559654147249;False;X;4;N;0;1000;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1643;mixed;500;400;2000;8;9;5.14252298082;False;L;4;z;1;147;None;None;None;None;None;None;None;None;None;A;2014;1;Vert;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1602;Ent1;500;400;2000;1;12;5.06611668076;False;L;4;a;1;414;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1640;mixed;500;400;2000;7;23;2.21167983619;False;X;16;a;1;487;None;None;None;None;None;None;None;None;None;A;1409;1;Rouge;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1634;mixed;500;400;2000;6;1;5.57809740657;False;X;8;a;1;424;None;None;None;None;None;None;None;None;None;A;890;1;Rouge;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1642;mixed;500;400;2000;8;1;1.93760674091;True;X;4;z;1;439;None;None;None;None;None;None;None;None;None;A;1246;1;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1629;mixed;500;400;2000;5;3;3.83193568024;False;L;16;a;1;532;None;None;None;None;None;None;None;None;None;A;633;1;Rouge;0;12;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1629;mixed;500;400;2000;5;2;0.334546368458;False;X;8;a;1;531;None;None;None;None;None;None;None;None;None;A;854;1;Rouge;0;5;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1629;mixed;500;400;2000;5;8;0.935346248731;True;L;8;a;1;507;None;None;None;None;None;None;None;None;None;A;812;1;Rouge;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1636;mixed;500;400;2000;6;21;2.34285349763;False;X;16;z;1;500;None;None;None;None;None;None;None;None;None;A;688;1;Vert;0;1;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1623;mixed;500;400;2000;4;2;0.47479623692;False;X;4;z;1;515;None;None;None;None;None;None;None;None;None;A;1356;1;Vert;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1644;mixed;500;400;2000;8;16;0.826090386726;True;L;16;z;0;1401;None;None;None;None;None;None;None;None;None;D;1574;8;Rouge;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1620;mixed;500;400;2000;3;20;3.09867051883;False;X;16;a;1;592;None;None;None;None;None;None;None;None;None;A;955;1;Rouge;0;16;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1621;mixed;500;400;2000;3;33;1.79314934569;False;X;16;z;1;582;None;None;None;None;None;None;None;None;None;A;741;1;Vert;0;6;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1619;mixed;500;400;2000;3;8;6.10197077937;True;X;8;a;1;619;None;None;None;None;None;None;None;None;None;A;903;1;Rouge;0;7;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1600;Ent1;500;400;2000;1;3;5.69941162422;False;X;8;z;1;324;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;5;3.43261218343;True;X;4;z;1;333;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;2;0.872935211511;False;X;4;a;1;397;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1601;Ent1;500;400;2000;1;3;5.33125982191;False;X;8;z;1;344;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1600;Ent1;500;400;2000;1;11;5.60908717613;False;X;16;a;1;383;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;8;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1600;Ent1;500;400;2000;1;2;2.77936618938;False;X;4;a;1;380;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1619;mixed;500;400;2000;3;1;0.199287614478;False;X;4;z;1;633;None;None;None;None;None;None;None;None;None;A;1053;1;Vert;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1615;mixed;500;400;2000;2;8;2.51156578641;True;X;8;z;1;610;None;None;None;None;None;None;None;None;None;A;1027;1;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1558;Ent1;500;400;2000;1;11;4.35597387905;False;X;16;z;1;1066;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;14;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1602;Ent1;500;400;2000;1;4;0.363079805619;True;L;4;z;1;431;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1626;mixed;500;400;2000;4;35;0.790067726058;False;X;4;z;1;497;None;None;None;None;None;None;None;None;None;A;1204;1;Vert;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1610;mixed;500;400;2000;1;3;1.92220220956;False;X;4;z;1;391;None;None;None;None;None;None;None;None;None;A;1387;1;Vert;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1638;mixed;500;400;2000;7;1;5.28847047658;True;L;8;z;1;687;None;None;None;None;None;None;None;None;None;A;2090;1;Vert;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1559;Ent1;500;400;2000;1;3;6.1156151532;False;X;8;z;1;552;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1616;mixed;500;400;2000;2;23;2.21100929169;False;L;16;z;1;908;None;None;None;None;None;None;None;None;None;C;1339;6;Vert;0;11;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1615;mixed;500;400;2000;2;10;4.76214339069;True;X;8;z;1;686;None;None;None;None;None;None;None;None;None;A;970;1;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1614;mixed;500;400;2000;2;3;4.07286227899;False;L;4;z;1;493;None;None;None;None;None;None;None;None;None;A;1544;1;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1643;mixed;500;400;2000;8;8;3.0021598647;True;L;16;N;0;1000;None;None;None;None;None;None;None;None;None;D;1795;9;Vert;0;10;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1620;mixed;500;400;2000;3;18;0.813253342073;False;X;8;z;1;1247;None;None;None;None;None;None;None;None;None;A;1655;3;Vert;0;2;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1557;Ent1;500;400;2000;1;10;3.52652001198;True;X;8;a;1;1230;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;8;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1557;Ent1;500;400;2000;1;9;5.72918328497;True;L;8;a;1;1334;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1602;Ent1;500;400;2000;1;5;6.26654767556;True;X;4;z;1;1319;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;4;0;0;None;None;0;ELO;3000;0;0;0;1;3000;0;;
vs12;elo;4;2;08Feb2013;1600;Ent1;500;400;2000;1;9;0.50242948835;True;L;8;z;1;316;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;2;0;0;None;None;0;ELO;1138.67;0;2;0;3;3000;3;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;8;2.1915184012;True;L;16;z;1;420;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;ELO;231.33;0;4;0;9;3000;10;;
vs12;elo;4;2;08Feb2013;1600;Ent1;500;400;2000;1;7;5.94102306431;True;X;16;0;0;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;0;ELO;253.5;0;1;0;2;642;2;;
vs12;elo;4;2;08Feb2013;1559;Ent1;500;400;2000;1;5;6.13312800103;True;X;4;a;1;389;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;2;0;0;None;None;0;ELO;620.8;0;1;0;5;3000;5;;
vs12;elo;4;2;08Feb2013;1614;mixed;500;400;2000;2;1;5.52081433171;True;L;8;N;0;1000;None;None;None;None;None;None;None;None;None;A;1961;3;Vert;0;4;0;0;None;None;0;ELO;891.25;0;1;0;4;3000;4;;
vs12;elo;4;2;08Feb2013;1607;Ent2;500;400;2000;1;5;2.33862912116;False;L;4;a;1;438;None;None;None;None;None;None;None;None;None;A;2831;2;Rouge;0;4;0;0;None;None;0;ELO;932.25;0;1;0;4;3000;4;;
vs12;elo;4;2;08Feb2013;1626;mixed;500;400;2000;4;31;1.85730179676;False;X;8;z;1;366;None;None;None;None;None;None;None;None;None;A;753;1;Vert;0;4;0;0;None;None;0;ELO;1502;0.05;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1635;mixed;500;400;2000;6;8;5.667820148;True;X;16;a;0;572;None;None;None;None;None;None;None;None;None;A;2612;1;Vert;0;13;0;0;None;None;0;ELO;1567.5;0.07;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1558;Ent1;500;400;2000;1;3;3.59750896323;False;X;8;z;1;803;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;8;0;0;None;None;0;ELO;2077.5;0.07;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1643;mixed;500;400;2000;8;13;2.17846149855;False;X;4;a;1;626;None;None;None;None;None;None;None;None;None;A;2205;1;Rouge;0;2;0;0;None;None;0;ELO;1279.5;0.11;2;0;2;3000;2;;
vs12;elo;4;2;08Feb2013;1625;mixed;500;400;2000;4;20;4.74413923914;True;L;4;a;1;710;None;None;None;None;None;None;None;None;None;A;683;1;Rouge;0;2;0;0;None;None;0;ELO;1518;0.13;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1557;Ent1;500;400;2000;1;4;2.63974969801;True;L;4;z;1;2999;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;ELO;1690;0.13;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1620;mixed;500;400;2000;3;17;1.44267207003;True;X;16;a;1;867;None;None;None;None;None;None;None;None;None;A;1259;1;Rouge;0;3;0;0;None;None;0;ELO;2383.5;0.18;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1621;mixed;500;400;2000;3;30;4.88607488431;True;X;16;z;1;684;None;None;None;None;None;None;None;None;None;A;1112;1;Vert;0;13;0;0;None;None;0;ELO;1206;0.19;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;9;0.437543567383;True;L;8;z;1;321;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;5;0;0;None;None;0;ELO;1235.33;0.19;1;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1631;mixed;500;400;2000;5;28;5.1745215307;True;L;4;a;1;1025;None;None;None;None;None;None;None;None;None;A;1110;3;Rouge;0;1;0;0;None;None;0;ELO;2136;0.21;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1643;mixed;500;400;2000;8;14;5.1708502065;False;X;8;a;1;547;None;None;None;None;None;None;None;None;None;A;622;1;Rouge;0;3;0;0;None;None;0;ELO;1507;0.22;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1641;mixed;500;400;2000;7;36;2.76442223708;False;L;8;z;1;408;None;None;None;None;None;None;None;None;None;A;1395;1;Vert;0;5;0;0;None;None;0;ELO;1627;0.23;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1600;Ent1;500;400;2000;1;5;3.94585333808;True;X;4;z;1;344;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;1;0;0;None;None;0;ELO;1954;0.27;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1624;mixed;500;400;2000;4;15;5.59631066198;True;X;16;z;1;463;None;None;None;None;None;None;None;None;None;A;623;1;Vert;0;7;0;0;None;None;0;ELO;1842.5;0.28;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1645;mixed;500;400;2000;8;36;1.50058031942;False;X;16;a;1;344;None;None;None;None;None;None;None;None;None;A;548;1;Rouge;0;9;0;0;None;None;0;ELO;1562.5;0.29;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1557;Ent1;500;400;2000;1;5;6.00565615788;True;X;4;N;0;1000;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;3;0;0;None;None;0;ELO;2314;0.31;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1641;mixed;500;400;2000;7;35;4.76732347521;False;X;8;z;1;380;None;None;None;None;None;None;None;None;None;A;852;1;Vert;0;4;0;0;None;None;0;ELO;1505.5;0.32;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1624;mixed;500;400;2000;4;16;2.46106486429;True;L;8;a;1;477;None;None;None;None;None;None;None;None;None;A;790;1;Rouge;0;5;0;0;None;None;0;ELO;1855.5;0.33;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1640;mixed;500;400;2000;7;15;3.98886172165;True;X;4;z;1;353;None;None;None;None;None;None;None;None;None;A;608;1;Vert;0;1;0;0;None;None;0;ELO;1527.5;0.38;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1635;mixed;500;400;2000;6;6;4.57124912431;False;L;8;z;1;634;None;None;None;None;None;None;None;None;None;B;666;4;Vert;0;7;0;0;None;None;0;ELO;1742.5;0.38;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1644;mixed;500;400;2000;8;17;0.492464800473;True;X;8;z;1;522;None;None;None;None;None;None;None;None;None;A;1088;3;Vert;0;7;0;0;None;None;0;ELO;1873.5;0.38;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1617;mixed;500;400;2000;2;34;5.84649975795;True;X;8;a;1;659;None;None;None;None;None;None;None;None;None;A;1376;1;Rouge;0;3;0;0;None;None;0;ELO;548.6;0.38;3;0;5;3000;4;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;3;5.10139588702;False;X;8;z;1;382;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;6;0;0;None;None;0;ELO;1618.5;0.4;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1611;mixed;500;400;2000;1;12;0.935644281995;False;L;4;N;0;1000;None;None;None;None;None;None;None;None;None;A;1905;2;Vert;0;3;0;0;None;None;0;ELO;2991;0.41;0;0;1;3000;1;;
vs12;elo;4;2;08Feb2013;1631;mixed;500;400;2000;5;33;3.02744381578;False;X;4;z;1;725;None;None;None;None;None;None;None;None;None;A;1134;3;Vert;0;3;0;0;None;None;0;ELO;1041;0.46;2;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1645;mixed;500;400;2000;8;32;3.26680780799;False;L;8;z;1;296;None;None;None;None;None;None;None;None;None;A;554;1;Vert;0;5;0;0;None;None;0;ELO;1063.33;0.47;0;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;10;2.61045315457;True;X;8;a;1;2994;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;1;0;0;None;None;0;ELO;872;0.48;0;0;4;3000;3;;
vs12;elo;4;2;08Feb2013;1617;mixed;500;400;2000;2;33;0.759633535508;False;L;8;a;1;615;None;None;None;None;None;None;None;None;None;A;1052;3;Rouge;0;8;0;0;None;None;0;ELO;1745;0.49;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1559;Ent1;500;400;2000;1;7;1.61426564258;True;X;16;z;1;422;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;5;0;0;None;None;0;ELO;971.5;0.5;1;0;4;3000;3;;
vs12;elo;4;2;08Feb2013;1629;mixed;500;400;2000;5;5;3.07555655108;False;X;4;0;0;None;None;None;None;None;None;None;None;None;A;None;None;Vert;0;2;0;0;None;None;0;0;ELO;698.5;0.51;1;0;2;1604;1;;
vs12;elo;4;2;08Feb2013;1640;mixed;500;400;2000;7;17;0.939746583552;False;X;8;z;1;505;None;None;None;None;None;None;None;None;None;A;671;1;Vert;0;6;0;0;None;None;0;ELO;189.11;0.57;5;0;9;3000;8;;
vs12;elo;4;2;08Feb2013;1619;mixed;500;400;2000;3;4;4.72155002763;False;X;4;a;1;849;None;None;None;None;None;None;None;None;None;A;1464;1;Rouge;0;2;0;0;None;None;0;ELO;2207.5;0.57;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1630;mixed;500;400;2000;5;21;5.90292755482;True;X;4;a;1;513;None;None;None;None;None;None;None;None;None;A;836;1;Rouge;0;1;0;0;None;None;0;ELO;1434.5;0.58;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;1;3.39311095966;False;L;8;a;1;511;None;None;None;None;None;None;None;None;None;None;None;None;Rouge;0;6;0;0;None;None;0;ELO;447.67;0.59;2;0;3;3000;3;;
vs12;elo;4;2;08Feb2013;1636;mixed;500;400;2000;6;15;2.60356139614;False;L;4;z;1;396;None;None;None;None;None;None;None;None;None;A;811;1;Vert;0;1;0;0;None;None;0;ELO;1668;0.6;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1557;Ent1;500;400;2000;1;3;3.58580330662;False;X;8;z;1;121;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;8;0;0;None;None;0;ELO;916.33;0.6;1;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1614;mixed;500;400;2000;2;5;2.95161114019;True;L;4;z;1;688;None;None;None;None;None;None;None;None;None;A;1487;1;Vert;0;2;0;0;None;None;0;ELO;1219.33;0.61;0;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1625;mixed;500;400;2000;4;25;6.11184458379;False;L;4;z;1;553;None;None;None;None;None;None;None;None;None;A;893;1;Vert;0;3;0;0;None;None;0;ELO;784.67;0.61;2;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1610;mixed;500;400;2000;1;10;2.7616096258;True;L;4;a;1;627;None;None;None;None;None;None;None;None;None;A;2713;2;Rouge;0;1;0;0;None;None;0;ELO;1920.5;0.62;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1621;mixed;500;400;2000;3;24;5.68909291643;True;X;8;z;1;501;None;None;None;None;None;None;None;None;None;A;1648;1;Vert;0;2;0;0;None;None;0;ELO;898.5;0.62;1;0;4;3000;3;;
vs12;elo;4;2;08Feb2013;1619;mixed;500;400;2000;3;2;2.20463547022;False;L;8;a;1;458;None;None;None;None;None;None;None;None;None;A;1220;3;Rouge;0;3;0;0;None;None;0;ELO;1081.67;0.63;0;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1620;mixed;500;400;2000;3;19;4.57653180885;True;X;16;z;1;457;None;None;None;None;None;None;None;None;None;A;897;1;Vert;0;10;0;0;None;None;0;ELO;1164.33;0.64;1;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1626;mixed;500;400;2000;4;36;4.04212018121;True;X;4;z;1;468;None;None;None;None;None;None;None;None;None;A;1259;1;Vert;0;4;0;0;None;None;0;ELO;1718.5;0.64;0;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1615;mixed;500;400;2000;2;12;2.14863283547;False;X;16;z;1;375;None;None;None;None;None;None;None;None;None;A;837;1;Vert;0;13;0;0;None;None;0;ELO;803.5;0.65;1;0;4;3000;3;;
vs12;elo;4;2;08Feb2013;1630;mixed;500;400;2000;5;13;1.24706452846;True;X;8;a;1;941;None;None;None;None;None;None;None;None;None;A;925;1;Rouge;0;5;0;0;None;None;0;ELO;1027.67;0.66;1;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1639;mixed;500;400;2000;7;2;4.94106214179;False;L;4;z;1;572;None;None;None;None;None;None;None;None;None;A;805;1;Vert;0;1;0;0;None;None;0;ELO;1564.5;0.66;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1612;mixed;500;400;2000;1;30;0.832260241916;False;X;8;a;1;621;None;None;None;None;None;None;None;None;None;A;953;1;Rouge;0;3;0;0;None;None;0;ELO;1089.67;0.67;0;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1612;mixed;500;400;2000;1;29;2.34698755629;True;X;16;a;1;646;None;None;None;None;None;None;None;None;None;A;1243;1;Rouge;0;16;0;0;None;None;0;ELO;1971.5;0.68;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1612;mixed;500;400;2000;1;27;2.05047918298;True;X;16;z;1;607;None;None;None;None;None;None;None;None;None;A;1466;1;Vert;0;5;0;0;None;None;0;ELO;1332;0.69;2;0;2;3000;2;;
vs12;elo;4;2;08Feb2013;1602;Ent1;500;400;2000;1;6;2.90144141423;False;L;16;z;1;599;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;15;0;0;None;None;0;ELO;1440;0.71;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1637;mixed;500;400;2000;6;34;2.53513469136;True;X;8;z;1;402;None;None;None;None;None;None;None;None;None;A;538;1;Vert;0;3;0;0;None;None;0;ELO;617.6;0.71;2;0;5;3000;4;;
vs12;elo;4;2;08Feb2013;1642;mixed;500;400;2000;8;3;0.0756652713737;True;X;4;a;1;393;None;None;None;None;None;None;None;None;None;A;1154;1;Rouge;0;1;0;0;None;None;0;ELO;1734.5;0.72;1;0;2;3000;1;;
vs12;elo;4;2;08Feb2013;1639;mixed;500;400;2000;7;9;3.56220013154;True;X;4;a;1;345;None;None;None;None;None;None;None;None;None;A;678;1;Rouge;0;4;0;0;None;None;0;ELO;1055.33;0.73;1;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1639;mixed;500;400;2000;7;6;2.7224581893;True;X;4;a;1;384;None;None;None;None;None;None;None;None;None;A;1128;1;Rouge;0;3;0;0;None;None;0;ELO;1073.67;0.73;0;0;3;3000;2;;
vs12;elo;4;2;08Feb2013;1617;mixed;500;400;2000;2;35;3.25354792365;False;X;8;a;1;451;None;None;None;None;None;None;None;None;None;A;1241;1;Rouge;0;2;0;0;None;None;0;ELO;726.4;0.73;0;0;5;3000;4;;
vs12;elo;4;2;08Feb2013;1603;Ent1;500;400;2000;1;11;5.18215317544;False;X;16;z;1;312;None;None;None;None;None;None;None;None;None;None;None;None;Vert;0;5;0;0;None;None;0;ELO;771.5;0.73;1;0;4;3000;3;;
vs12;elo;4;2;08Feb2013;1624;mixed;500;400;2000;4;14;1.14916401368;True;L;8;z;1;727;None;None;None;None;None;None;None;None;None;A;841;1;Vert;0;3;0;0;None;None;0;ELO;662.5;0.74;2;0;4;3000;3;;
