trialId,targType,couleur,is_target
227,X,Vert,1
228,X,Vert,1
229,L,Rouge,1
230,X,Vert,1
231,X,Vert,1
232,L,Vert,1
233,X,Rouge,1
234,X,Rouge,1
235,X,Rouge,1
236,X,Vert,1
237,L,Vert,1
238,X,Vert,1
239,L,Rouge,1
240,X,Rouge,1
241,L,Vert,1
242,L,Vert,1
243,L,Rouge,1
244,X,Vert,1
245,L,Vert,1
246,L,Vert,1
247,X,Rouge,1
248,X,Rouge,1
249,L,Rouge,1
250,X,Rouge,1
251,L,Vert,1
252,X,Vert,1
253,L,Rouge,1
254,L,Rouge,1
255,L,Rouge,1
256,L,Rouge,1
257,X,Vert,1
258,X,Vert,1
259,X,Vert,1
260,X,Vert,1
261,L,Vert,1
262,L,Vert,1
263,L,Rouge,1
264,X,Vert,1
265,X,Rouge,1
266,L,Vert,1
267,X,Vert,1
268,L,Rouge,1
269,X,Rouge,1
270,L,Vert,1
271,L,Vert,1
272,L,Vert,1
273,X,Vert,1
274,L,Rouge,1
275,X,Vert,1
276,X,Vert,1
277,X,Vert,1
278,X,Vert,1
279,L,Rouge,1
280,L,Rouge,1
281,L,Rouge,1
282,X,Rouge,1
283,L,Vert,1
284,X,Rouge,1
285,L,Rouge,1
286,X,Vert,1
287,L,Vert,1
288,X,Rouge,1
289,X,Vert,1
290,L,Vert,1
291,X,Rouge,1
292,L,Rouge,1
293,X,Rouge,1
294,L,Rouge,1
295,L,Vert,1
296,X,Vert,1
297,X,Vert,1
298,L,Rouge,1
299,X,Vert,1
300,L,Vert,1
301,X,Vert,1
302,L,Rouge,1
303,X,Rouge,1
304,X,Vert,1
305,L,Vert,1
306,X,Vert,1
307,L,Vert,1
308,L,Rouge,1
309,L,Vert,1
310,X,Rouge,1
311,X,Vert,1
312,L,Rouge,1
313,X,Rouge,1
314,X,Rouge,1
315,L,Vert,1
316,L,Vert,1
317,X,Rouge,1
318,X,Rouge,1
319,L,Vert,1
320,L,Vert,1
321,L,Vert,1
322,X,Rouge,1
323,L,Vert,1
324,L,Vert,1
325,X,Rouge,1
326,X,Vert,1
327,X,Vert,1
328,L,Vert,1
329,L,Vert,1
330,X,Rouge,1
331,X,Vert,1
332,X,Rouge,1
333,L,Rouge,1
334,X,Vert,1
335,L,Rouge,1
336,L,Rouge,1
337,X,Vert,1
338,L,Vert,1
339,L,Vert,1
340,X,Vert,1
341,L,Vert,1
342,X,Rouge,1
343,L,Rouge,1
344,X,Rouge,1
345,L,Rouge,1
346,L,Vert,1
347,X,Vert,1
348,X,Rouge,1
349,X,Vert,1
350,L,Vert,1
351,L,Rouge,1
352,X,Rouge,1
353,L,Vert,1
354,X,Vert,1
355,L,Vert,1
356,X,Rouge,1
357,L,Rouge,1
358,L,Vert,1
359,X,Vert,1
360,X,Vert,1
361,X,Rouge,1
362,L,Rouge,1
363,X,Vert,1
364,X,Vert,1
365,X,Rouge,1
366,L,Rouge,1
367,L,Rouge,1
368,L,Vert,1
369,L,Vert,1
370,X,Vert,1
371,L,Vert,1
372,X,Rouge,1
373,X,Rouge,1
374,X,Rouge,1
375,X,Rouge,1
376,L,Rouge,1
377,X,Rouge,1
378,L,Vert,1
379,L,Rouge,1
380,X,Rouge,1
381,X,Rouge,1
382,X,Rouge,1
383,X,Vert,1
384,X,Vert,1
385,X,Rouge,1
386,X,Vert,1
387,X,Vert,1
388,L,Vert,1
389,L,Rouge,1
390,X,Vert,1
391,L,Vert,1
392,L,Rouge,1
393,L,Rouge,1
394,L,Vert,1
395,L,Vert,1
396,L,Vert,1
397,X,Vert,1
398,L,Rouge,1
399,X,Vert,1
400,X,Rouge,1
401,L,Vert,1
402,X,Vert,1
403,L,Vert,1
404,L,Rouge,1
405,L,Vert,1
406,L,Rouge,1
407,X,Rouge,1
408,L,Rouge,1
409,X,Vert,1
410,X,Vert,1
411,L,Vert,1
412,X,Vert,1
413,X,Vert,1
414,X,Vert,1
415,L,Rouge,1
416,X,Vert,1
417,L,Rouge,1
418,X,Rouge,1
419,L,Rouge,1
420,X,Rouge,1
421,L,Rouge,1
422,L,Vert,1
423,L,Vert,1
424,X,Rouge,1
425,L,Rouge,1
426,L,Vert,1
427,L,Rouge,1
428,X,Rouge,1
429,L,Vert,1
430,L,Rouge,1
431,L,Rouge,1
432,X,Rouge,1
433,L,Rouge,1
434,X,Vert,1
435,X,Rouge,1
436,L,Vert,1
437,X,Vert,1
438,L,Vert,1
439,X,Vert,1
440,L,Vert,1
441,X,Rouge,1
442,L,Rouge,1
443,X,Vert,1
444,X,Rouge,1
445,X,Vert,1
446,L,Rouge,1
447,L,Rouge,1
448,X,Vert,1
449,L,Vert,1
450,X,Vert,1
451,X,Rouge,1
452,L,Rouge,1
453,X,Vert,1
454,X,Rouge,1
455,X,Rouge,1
456,X,Rouge,1
457,L,Vert,1
458,L,Rouge,1
459,X,Rouge,1
460,L,Vert,1
461,X,Vert,1
462,L,Rouge,1
463,X,Vert,1
464,L,Rouge,1
465,L,Rouge,1
466,L,Rouge,1
467,X,Vert,1
468,X,Rouge,1
469,X,Vert,1
470,L,Vert,1
471,L,Vert,1
472,L,Vert,1
473,L,Rouge,1
474,L,Rouge,1
475,X,Rouge,1
476,L,Vert,1
477,X,Rouge,1
478,L,Vert,1
479,X,Vert,1
480,X,Vert,1
481,X,Vert,1
482,L,Vert,1
483,X,Rouge,1
484,X,Rouge,1
485,X,Rouge,1
486,L,Vert,1
487,X,Vert,1
488,L,Rouge,1
489,X,Rouge,1
490,X,Rouge,1
491,X,Rouge,1
492,X,Vert,1
493,L,Vert,1
494,X,Rouge,1
495,X,Rouge,1
496,X,Rouge,1
497,L,Vert,1
498,L,Vert,1
499,L,Vert,1
500,X,Vert,1
501,X,Vert,1
502,L,Rouge,1
503,X,Vert,1
504,L,Vert,1
505,L,Vert,1
506,L,Rouge,1
507,L,Rouge,1
508,L,Vert,1
509,L,Rouge,1
510,X,Rouge,1
511,X,Rouge,1
512,X,Vert,1
513,L,Rouge,1
514,L,Rouge,1
515,L,Vert,1
516,L,Vert,1
517,X,Vert,1
518,L,Vert,1
519,X,Rouge,1
520,X,Rouge,1
521,L,Vert,1
522,X,Vert,1
523,L,Rouge,1
524,X,Vert,1
525,L,Vert,1
526,L,Vert,1
527,X,Vert,1
528,X,Rouge,1
529,X,Rouge,1
530,L,Rouge,1
531,L,Vert,1
532,X,Vert,1
533,X,Vert,1
534,L,Rouge,1
535,X,Vert,1
536,X,Rouge,1
537,L,Vert,1
538,L,Rouge,1
539,X,Rouge,1
540,L,Vert,1
541,L,Vert,1
542,X,Rouge,1
543,L,Rouge,1
544,X,Rouge,1
545,X,Vert,1
546,X,Rouge,1
547,L,Vert,1
548,X,Vert,1
549,L,Vert,1
550,L,Vert,1
551,L,Rouge,1
552,L,Vert,1
553,L,Rouge,1
554,L,Vert,1
555,X,Rouge,1
556,X,Vert,1
557,X,Vert,1
558,X,Rouge,1
559,X,Vert,1
560,X,Rouge,1
561,L,Rouge,1
562,L,Vert,1
563,L,Rouge,1
564,X,Rouge,1
565,L,Rouge,1
566,L,Rouge,1
567,L,Rouge,1
568,X,Vert,1
569,L,Vert,1
570,L,Vert,1
571,X,Vert,1
572,X,Rouge,1
573,X,Rouge,1
574,L,Vert,1
575,X,Vert,1
576,L,Vert,1
577,L,Vert,1
578,X,Vert,1
579,X,Rouge,1
580,L,Vert,1
581,X,Vert,1
582,L,Rouge,1
583,L,Vert,1
584,L,Rouge,1
585,L,Vert,1
586,X,Rouge,1
587,X,Rouge,1
588,X,Rouge,1
589,X,Rouge,1
590,L,Vert,1
591,L,Rouge,1
592,L,Rouge,1
593,L,Rouge,1
594,X,Vert,1
595,X,Vert,1
596,L,Vert,1
597,X,Vert,1
598,L,Rouge,1
599,L,Vert,1
600,X,Rouge,1
601,L,Rouge,1
602,X,Rouge,1
603,L,Vert,1
604,X,Vert,1
605,X,Rouge,1
606,X,Vert,1
607,X,Rouge,1
608,L,Vert,1
609,L,Rouge,1
610,X,Rouge,1
611,L,Rouge,1
612,L,Rouge,1
613,X,Rouge,1
614,L,Vert,1
615,L,Rouge,1
616,L,Vert,1
617,X,Rouge,1
618,X,Rouge,1
619,L,Rouge,1
620,X,Rouge,1
621,L,Vert,1
622,X,Vert,1
623,X,Vert,1
624,X,Rouge,1
625,X,Vert,1
626,L,Vert,1
627,X,Vert,1
628,X,Vert,1
629,L,Vert,1
630,X,Rouge,1
631,L,Rouge,1
632,X,Vert,1
633,L,Vert,1
634,X,Vert,1
635,L,Rouge,1
636,X,Vert,1
637,L,Rouge,1
638,L,Vert,1
639,X,Rouge,1
640,X,Vert,1
641,X,Rouge,1
642,X,Vert,1
643,X,Rouge,1
644,L,Rouge,1
645,L,Rouge,1
646,L,Vert,1
647,L,Rouge,1
648,X,Rouge,1
649,X,Vert,1
650,L,Rouge,1
651,L,Rouge,1
652,X,Vert,1
653,L,Rouge,1
654,X,Vert,1
655,L,Rouge,1
656,L,Rouge,1
657,X,Vert,1
658,L,Rouge,1
659,L,Rouge,1
660,X,Vert,1
661,X,Rouge,1
662,X,Rouge,1
663,L,Rouge,1
664,L,Vert,1
665,X,Rouge,1
666,X,Vert,1
667,L,Vert,1
668,L,Vert,1
669,X,Rouge,1
670,X,Rouge,1
671,L,Vert,1
672,L,Rouge,1
673,L,Vert,1
674,X,Vert,1
675,X,Rouge,1
676,X,Vert,1
677,L,Vert,1
678,L,Vert,1
679,L,Vert,1
680,X,Vert,1
681,X,Vert,1
682,L,Rouge,1
683,X,Vert,1
684,L,Rouge,1
685,X,Vert,1
686,L,Vert,1
687,L,Rouge,1
688,X,Rouge,1
689,L,Rouge,1
690,X,Vert,1
691,L,Vert,1
692,X,Vert,1
693,L,Vert,1
694,X,Vert,1
695,L,Vert,1
696,L,Rouge,1
697,X,Rouge,1
698,X,Vert,1
699,L,Vert,1
700,L,Rouge,1
701,X,Rouge,1
702,L,Vert,1
703,X,Rouge,1
704,X,Vert,1
705,X,Vert,1
706,L,Vert,1
707,L,Rouge,1
708,X,Rouge,1
709,X,Rouge,1
710,L,Vert,1
711,L,Rouge,1
712,L,Vert,1
713,X,Vert,1
714,X,Rouge,1
715,X,Rouge,1
716,L,Rouge,1
717,L,Rouge,1
718,L,Vert,1
719,X,Rouge,1
720,X,Vert,1
721,X,Vert,1
722,X,Vert,1
723,L,Rouge,1
724,L,Vert,1
725,L,Vert,1
726,L,Rouge,1
727,L,Vert,1
728,L,Rouge,1
729,X,Rouge,1
730,X,Vert,1
731,X,Rouge,1
732,L,Vert,1
733,L,Vert,1
734,L,Vert,1
735,L,Rouge,1
736,X,Vert,1
737,X,Vert,1
738,X,Vert,1
739,X,Vert,1
740,L,Vert,1
741,X,Rouge,1
742,L,Vert,1
743,X,Rouge,1
744,X,Rouge,1
745,L,Vert,1
746,X,Rouge,1
747,L,Vert,1
748,L,Rouge,1
749,L,Vert,1
750,X,Vert,1
751,L,Rouge,1
752,X,Rouge,1
753,L,Vert,1
754,X,Rouge,1
755,X,Vert,1
756,X,Rouge,1
757,L,Vert,1
758,L,Rouge,1
759,X,Rouge,1
760,X,Vert,1
761,X,Rouge,1
762,L,Rouge,1
763,X,Vert,1
764,L,Vert,1
765,L,Rouge,1
766,L,Vert,1
767,L,Vert,1
768,X,Vert,1
769,X,Rouge,1
770,X,Rouge,1
771,X,Rouge,1
772,L,Rouge,1
773,X,Rouge,1
774,L,Rouge,1
775,L,Rouge,1
776,L,Vert,1
777,L,Vert,1
778,L,Vert,1
779,L,Rouge,1
780,X,Rouge,1
781,X,Rouge,1
782,X,Rouge,1
783,X,Vert,1
784,L,Rouge,1
785,X,Vert,1
786,X,Vert,1
787,L,Vert,1
788,X,Rouge,1
789,X,Rouge,1
790,L,Rouge,1
791,L,Rouge,1
792,X,Vert,1
793,L,Rouge,1
794,L,Rouge,1
795,X,Rouge,1
796,X,Rouge,1
797,X,Rouge,1
798,L,Vert,1
799,X,Rouge,1
800,X,Rouge,1
801,X,Vert,1
802,L,Rouge,1
803,X,Rouge,1
804,L,Rouge,1
805,L,Rouge,1
806,L,Vert,1
807,L,Vert,1
808,L,Rouge,1
809,L,Vert,1
810,L,Rouge,1
811,L,Vert,1
812,L,Vert,1
813,X,Rouge,1
814,X,Vert,1
815,L,Vert,1
816,X,Vert,1
817,X,Vert,1
818,L,Vert,1
819,X,Vert,1
820,X,Rouge,1
821,X,Vert,1
822,X,Rouge,1
823,L,Rouge,1
824,X,Rouge,1
825,L,Vert,1
826,L,Vert,1
827,X,Rouge,1
828,X,Rouge,1
829,X,Vert,1
830,L,Vert,1
831,L,Vert,1
832,X,Rouge,1
833,X,Vert,1
834,L,Vert,1
835,L,Vert,1
836,X,Rouge,1
837,X,Rouge,1
838,L,Rouge,1
839,L,Rouge,1
840,X,Vert,1
841,X,Rouge,1
842,X,Rouge,1
843,L,Rouge,1
844,L,Vert,1
845,L,Rouge,1
846,L,Vert,1
847,L,Vert,1
848,X,Vert,1
849,X,Vert,1
850,X,Vert,1
851,L,Rouge,1
852,X,Rouge,1
853,L,Vert,1
854,L,Vert,1
855,L,Vert,1
856,X,Vert,1
857,L,Rouge,1
858,X,Rouge,1
859,X,Rouge,1
860,X,Vert,1
861,X,Vert,1
862,X,Vert,1
863,L,Vert,1
864,L,Rouge,1
865,X,Rouge,1
866,X,Vert,1
867,L,Rouge,1
868,X,Vert,1
869,L,Rouge,1
870,L,Vert,1
871,X,Vert,1
872,L,Vert,1
873,L,Rouge,1
874,L,Rouge,1
875,X,Rouge,1
876,X,Vert,1
877,L,Rouge,1
878,L,Vert,1
879,L,Vert,1
880,X,Rouge,1
881,X,Rouge,1
882,L,Rouge,1
883,X,Rouge,1
884,X,Vert,1
885,L,Rouge,1
886,L,Vert,1
887,L,Rouge,1
888,X,Rouge,1
889,X,Rouge,1
890,X,Rouge,1
891,X,Rouge,1
892,L,Vert,1
893,X,Vert,1
894,X,Vert,1
895,L,Vert,1
896,L,Vert,1
897,L,Rouge,1
898,X,Rouge,1
899,X,Rouge,1
900,L,Rouge,1
901,X,Rouge,1
902,X,Rouge,1
903,X,Rouge,1
904,X,Rouge,1
905,X,Rouge,1
906,L,Rouge,1
907,L,Rouge,1
908,X,Rouge,1
909,L,Vert,1
910,L,Rouge,1
911,X,Rouge,1
912,X,Rouge,1
913,L,Vert,1
914,X,Vert,1
915,X,Vert,1
916,L,Rouge,1
917,X,Vert,1
918,X,Rouge,1
919,L,Rouge,1
920,L,Vert,1
921,X,Vert,1
922,X,Rouge,1
923,L,Rouge,1
924,X,Vert,1
925,L,Rouge,1
926,X,Rouge,1
927,X,Rouge,1
928,X,Rouge,1
929,L,Vert,1
930,L,Vert,1
931,L,Vert,1
932,L,Vert,1
933,L,Rouge,1
934,L,Rouge,1
935,L,Rouge,1
936,L,Rouge,1
937,L,Vert,1
938,L,Vert,1
939,L,Rouge,1
940,X,Rouge,1
941,X,Rouge,1
942,X,Vert,1
943,X,Rouge,1
944,X,Rouge,1
945,X,Rouge,1
946,X,Vert,1
947,L,Rouge,1
948,L,Vert,1
949,L,Vert,1
950,X,Rouge,1
951,L,Vert,1
952,X,Vert,1
953,L,Rouge,1
954,X,Vert,1
955,L,Vert,1
956,L,Vert,1
957,L,Vert,1
958,X,Vert,1
959,L,Rouge,1
960,X,Rouge,1
961,X,Rouge,1
962,X,Rouge,1
963,L,Vert,1
964,X,Rouge,1
965,X,Vert,1
966,X,Vert,1
967,L,Vert,1
968,X,Vert,1
969,L,Rouge,1
970,L,Rouge,1
971,L,Vert,1
972,L,Rouge,1
973,L,Vert,1
974,X,Rouge,1
975,L,Rouge,1
976,L,Rouge,1
977,X,Vert,1
978,L,Vert,1
979,L,Vert,1
980,X,Vert,1
981,X,Vert,1
982,L,Rouge,1
983,X,Vert,1
984,X,Rouge,1
985,L,Rouge,1
986,X,Vert,1
987,L,Vert,1
988,L,Rouge,1
989,X,Vert,1
990,L,Vert,1
991,L,Rouge,1
992,X,Rouge,1
993,X,Vert,1
994,L,Vert,1
995,X,Rouge,1
996,X,Rouge,1
997,L,Vert,1
998,L,Vert,1
999,X,Rouge,1
1000,X,Rouge,1
1001,X,Vert,1
1002,X,Vert,1
1003,L,Vert,1
1004,L,Vert,1
1005,L,Vert,1
1006,X,Rouge,1
1007,X,Rouge,1
1008,L,Vert,1
1009,X,Vert,1
1010,X,Rouge,1
1011,X,Vert,1
1012,X,Rouge,1
1013,L,Rouge,1
1014,L,Vert,1
1015,L,Rouge,1
1016,L,Vert,1
1017,L,Vert,1
1018,X,Vert,1
1019,L,Vert,1
1020,L,Rouge,1
1021,X,Rouge,1
1022,L,Rouge,1
1023,X,Rouge,1
1024,X,Rouge,1
1025,L,Rouge,1
1026,L,Vert,1
1027,X,Rouge,1
1028,X,Rouge,1
1029,L,Vert,1
1030,L,Rouge,1
1031,L,Rouge,1
1032,L,Vert,1
1033,X,Vert,1
1034,L,Vert,1
1035,L,Rouge,1
1036,X,Rouge,1
1037,X,Vert,1
1038,X,Vert,1
1039,X,Rouge,1
1040,X,Rouge,1
1041,X,Rouge,1
1042,X,Rouge,1
1043,L,Vert,1
1044,L,Vert,1
1045,L,Vert,1
1046,L,Vert,1
1047,X,Vert,1
1048,L,Vert,1
1049,L,Vert,1
1050,L,Vert,1
1051,L,Vert,1
1052,L,Rouge,1
1053,X,Rouge,1
1054,L,Rouge,1
1055,L,Rouge,1
1056,L,Vert,1
1057,L,Rouge,1
1058,X,Rouge,1
1059,X,Vert,1
1060,X,Rouge,1
1061,X,Rouge,1
1062,L,Rouge,1
1063,L,Rouge,1
1064,X,Rouge,1
1065,X,Rouge,1
1066,X,Vert,1
1067,X,Vert,1
1068,L,Vert,1
1069,X,Rouge,1
1070,X,Rouge,1
1071,X,Rouge,1
1072,L,Rouge,1
1073,X,Vert,1
1074,X,Vert,1
1075,L,Rouge,1
1076,L,Rouge,1
1077,X,Vert,1
1078,X,Vert,1
1079,X,Vert,1
1080,L,Rouge,1
1081,X,Vert,1
1082,X,Vert,1
1083,X,Vert,1
1084,X,Vert,1
1085,X,Rouge,1
1086,L,Rouge,1
1087,L,Rouge,1
1088,X,Rouge,1
1089,L,Vert,1
1090,L,Vert,1
1091,X,Rouge,1
1092,X,Vert,1
1093,L,Rouge,1
1094,L,Vert,1
1095,L,Rouge,1
1096,L,Vert,1
1097,L,Rouge,1
1098,X,Vert,1
1099,X,Vert,1
1100,L,Vert,1
1101,X,Rouge,1
1102,L,Vert,1
1103,X,Rouge,1
1104,X,Rouge,1
1105,L,Vert,1
1106,L,Vert,1
1107,L,Vert,1
1108,X,Vert,1
1109,X,Vert,1
1110,X,Rouge,1
1111,L,Rouge,1
1112,L,Rouge,1
1113,X,Vert,1
1114,L,Rouge,1
1115,L,Rouge,1
1116,X,Vert,1
1117,X,Rouge,1
1118,L,Vert,1
1119,X,Vert,1
1120,X,Vert,1
1121,X,Vert,1
1122,L,Vert,1
1123,X,Rouge,1
1124,X,Rouge,1
1125,L,Rouge,1
1126,X,Vert,1
1127,X,Vert,1
1128,L,Rouge,1
1129,L,Rouge,1
1130,X,Vert,1
1131,L,Rouge,1
1132,X,Vert,1
1133,X,Vert,1
1134,X,Vert,1
1135,L,Vert,1
1136,L,Rouge,1
1137,L,Vert,1
1138,L,Vert,1
1139,X,Rouge,1
1140,X,Rouge,1
1141,L,Vert,1
1142,X,Vert,1
1143,L,Rouge,1
1144,L,Rouge,1
1145,X,Vert,1
1146,L,Rouge,1
1147,L,Rouge,1
1148,X,Vert,1
1149,L,Rouge,1
1150,L,Rouge,1
1151,X,Rouge,1
1152,L,Rouge,1
1153,X,Rouge,1
1154,L,Rouge,1
1155,X,Vert,1
1156,X,Rouge,1
1157,L,Vert,1
1158,X,Rouge,1
1159,X,Vert,1
1160,X,Rouge,1
1161,L,Vert,1
1162,L,Rouge,1
1163,X,Vert,1
1164,L,Vert,1
1165,L,Vert,1
1166,L,Vert,1
1167,X,Vert,1
1168,X,Vert,1
1169,L,Rouge,1
1170,L,Vert,1
1171,X,Vert,1
1172,X,Rouge,1
1173,L,Rouge,1
1174,X,Rouge,1
1175,X,Rouge,1
1176,L,Vert,1
1177,L,Vert,1
1178,L,Vert,1
1179,X,Vert,1
1180,L,Rouge,1
1181,X,Vert,1
1182,L,Vert,1
1183,X,Vert,1
1184,L,Rouge,1
1185,X,Vert,1
1186,L,Rouge,1
1187,X,Vert,1
1188,L,Vert,1
1189,X,Vert,1
1190,L,Vert,1
1191,L,Vert,1
1192,X,Rouge,1
1193,X,Vert,1
1194,L,Rouge,1
1195,L,Rouge,1
1196,X,Rouge,1
1197,L,Vert,1
1198,X,Vert,1
1199,L,Rouge,1
1200,L,Vert,1
1201,X,Rouge,1
1202,X,Rouge,1
1203,X,Rouge,1
1204,X,Rouge,1
1205,X,Vert,1
1206,L,Vert,1
1207,L,Vert,1
1208,L,Vert,1
1209,X,Rouge,1
1210,X,Vert,1
1211,L,Rouge,1
1212,X,Vert,1
1213,X,Vert,1
1214,L,Vert,1
1215,X,Vert,1
1216,L,Vert,1
1217,X,Vert,1
1218,L,Vert,1
1219,L,Vert,1
1220,L,Vert,1
1221,X,Vert,1
1222,X,Rouge,1
1223,L,Rouge,1
1224,L,Vert,1
1225,L,Rouge,1
1226,L,Vert,1
1227,X,Rouge,1
1228,X,Vert,1
1229,X,Rouge,1
1230,L,Vert,1
1231,L,Rouge,1
1232,X,Rouge,1
1233,L,Vert,1
1234,X,Vert,1
1235,L,Rouge,1
1236,L,Rouge,1
1237,X,Rouge,1
1238,L,Vert,1
1239,L,Rouge,1
1240,X,Vert,1
1241,L,Vert,1
1242,X,Vert,1
1243,L,Rouge,1
1244,L,Rouge,1
1245,L,Vert,1
1246,L,Rouge,1
1247,X,Vert,1
1248,X,Rouge,1
1249,X,Vert,1
1250,L,Rouge,1
1251,X,Rouge,1
1252,X,Rouge,1
1253,X,Vert,1
1254,L,Rouge,1
1255,X,Vert,1
1256,X,Rouge,1
1257,L,Vert,1
1258,L,Rouge,1
1259,X,Rouge,1
1260,X,Vert,1
1261,X,Vert,1
1262,X,Vert,1
1263,L,Rouge,1
1264,L,Rouge,1
1265,X,Vert,1
1266,L,Vert,1
1267,L,Vert,1
1268,X,Rouge,1
1269,X,Rouge,1
1270,X,Vert,1
1271,L,Rouge,1
1272,X,Rouge,1
1273,L,Vert,1
1274,X,Rouge,1
1275,L,Rouge,1
1276,L,Vert,1
1277,L,Rouge,1
1278,L,Vert,1
1279,L,Rouge,1
1280,X,Vert,1
1281,L,Rouge,1
1282,X,Vert,1
1283,X,Rouge,1
1284,X,Rouge,1
1285,L,Vert,1
1286,X,Vert,1
1287,X,Rouge,1
1288,X,Vert,1
1289,L,Vert,1
1290,X,Vert,1
1291,L,Vert,1
1292,L,Rouge,1
1293,X,Vert,1
1294,L,Rouge,1
1295,X,Rouge,1
1296,L,Rouge,1
1297,L,Rouge,1
1298,X,Rouge,1
1299,L,Vert,1
1300,X,Vert,1
1301,X,Rouge,1
1302,L,Vert,1
