manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,RecRT,Erreur,Rec2Type,RecRT2,Rec2,couleur,Prime,CordCible,CordPrime,Yes/No,AV/AP,Diff,PostTest,DiffTime,RECORDING_SESSION_LABEL,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,BUTTON_PRESS_COUNT,DURATION,FIXATION_COUNT,SACCADE_COUNT,training,task,trialId
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,6,5.74738759193,1,L,8,z,1,448,,,,,,,,,,,,Vert,0,6,0,0,,,0,1018,JULES2,149.33,7.35,42,1152,6,5,0,L among T,990
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,7,3.76746782213,0,L,8,a,1,298,,,,,,,,,,,,Rouge,0,3,0,0,,,0,1163,JULES2,147.71,6.42,44,1299,7,6,0,L among T,991
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,8,4.10623545302,0,X,4,a,1,278,,,,,,,,,,,,Rouge,0,1,0,0,,,0,291,JULES2,178.5,3,14,429,2,2,0,X among T,992
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,9,1.54385886367,1,X,16,z,1,330,,,,,,,,,,,,Vert,0,13,0,0,,,0,751,JULES2,144.6,4.81,32,885,5,4,0,X among T,993
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,10,2.71279036904,1,L,4,z,1,358,,,,,,,,,,,,Vert,0,4,0,0,,,0,764,JULES2,122.6,5.28,32,898,5,4,0,L among T,994
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,11,0.384891904947,1,X,4,a,1,432,,,,,,,,,,,,Rouge,0,1,0,0,,,0,1486,JULES2,158.75,7.17,56,1623,8,7,0,X among T,995
vs12,jules2,4,2,21-janv-13,1324,Ent1,500,400,2000,1,12,5.05127736874,1,X,8,a,1,643,,,,,,,,,,,,Rouge,0,6,0,0,,,0,583,JULES2,114.4,3.41,26,719,5,4,0,X among T,996
vs12,jules2,4,2,21-janv-13,1325,Ent2,500,400,2000,1,1,3.50546279972,0,L,4,z,1,261,,,,,,,,,A,6805,2,Vert,0,3,0,0,,,0,930,JULES2,110,4.89,32,1066,7,6,0,L among T,997
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,2,2.70998600028,0,L,8,z,1,611,,,,,,,,,A,2530,1,Vert,0,6,0,0,,,0,879,JULES2,131.83,4.7,30,1013,6,5,0,L among T,998
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,3,2.90941563451,1,X,16,a,1,574,,,,,,,,,C,1733,7,Rouge,0,4,0,0,,,0,1719,JULES2,131.36,4.52,52,1858,11,10,0,X among T,999
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,4,1.46816105013,1,X,8,a,1,418,,,,,,,,,A,2871,3,Rouge,0,8,0,0,,,0,725,JULES2,136,5.81,24,858,5,4,0,X among T,1000
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,5,5.98365111123,1,X,4,z,1,460,,,,,,,,,A,2423,2,Vert,0,2,0,0,,,0,565,JULES2,139.5,6.05,20,705,4,3,0,X among T,1001
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,6,3.71763130761,0,X,16,z,1,652,,,,,,,,,A,2468,3,Vert,0,8,0,0,,,0,696,JULES2,132.8,2.86,26,830,5,4,0,X among T,1002
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,7,3.52318462475,1,L,16,z,1,640,,,,,,,,,B,2305,4,Vert,0,1,0,0,,,0,999,JULES2,112.38,4.14,38,1137,8,7,0,L among T,1003
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,8,2.54644106622,0,L,16,z,1,652,,,,,,,,,B,1170,5,Vert,0,16,0,0,,,0,2081,JULES2,146.08,4.31,68,2215,12,12,0,L among T,1004
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,9,4.66444312796,1,L,4,z,1,429,,,,,,,,,B,1378,4,Vert,0,3,0,0,,,0,656,JULES2,122,6.14,22,790,5,4,0,L among T,1005
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,10,1.53366819066,0,X,8,a,1,469,,,,,,,,,B,2154,5,Rouge,0,3,0,0,,,0,1625,JULES2,130.5,5.47,55,1761,10,9,0,X among T,1006
vs12,jules2,4,2,21-janv-13,1326,Ent2,500,400,2000,1,11,6.00827873181,0,X,4,a,1,357,,,,,,,,,D,2344,8,Rouge,0,2,0,0,,,0,251,JULES2,152.5,5.62,12,385,2,2,0,X among T,1007
vs12,jules2,4,2,21-janv-13,1327,Ent2,500,400,2000,1,12,2.52248811952,1,L,8,z,1,460,,,,,,,,,B,2394,4,Vert,0,7,0,0,,,0,710,JULES2,103.17,4.67,24,846,6,5,0,L among T,1008
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,1,3.7204387807,1,X,4,z,1,422,,,,,,,,,A,4835,2,Vert,0,4,0,0,,,0,654,JULES2,170.5,6.65,26,814,4,3,0,X among T,1009
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,2,4.13691440274,0,X,16,a,1,515,,,,,,,,,A,1256,3,Rouge,0,8,0,0,,,0,805,JULES2,116.67,4.92,28,939,6,5,0,X among T,1010
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,3,2.34986137106,0,X,16,z,1,572,,,,,,,,,A,2591,2,Vert,0,2,0,0,,,0,683,JULES2,131,3.26,24,816,5,4,0,X among T,1011
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,4,4.07602151999,1,X,4,a,1,335,,,,,,,,,A,1859,2,Rouge,0,3,0,0,,,0,652,JULES2,126.4,4.65,22,786,5,4,0,X among T,1012
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,5,0.791473984062,0,L,8,a,1,915,,,,,,,,,A,2402,3,Rouge,0,2,0,0,,,0,989,JULES2,144,5.53,37,1125,6,5,0,L among T,1013
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,6,1.91674139913,1,L,16,z,1,398,,,,,,,,,A,1296,3,Vert,0,11,0,0,,,0,1114,JULES2,124,4.01,41,1248,8,7,0,L among T,1014
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,7,5.65435958745,1,L,8,a,1,391,,,,,,,,,B,2099,5,Rouge,0,4,0,0,,,0,2240,JULES2,117.13,6.05,82,2373,15,14,0,L among T,1015
vs12,jules2,4,2,21-janv-13,1328,mixed,500,400,2000,1,8,3.37888079652,0,L,16,N,0,1500,,,,,,,,,C,2757,6,Vert,0,3,0,0,,,0,2557,JULES2,132.44,4.24,88,2692,16,15,0,L among T,1016
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,9,1.54022386353,0,L,8,z,1,739,,,,,,,,,B,1830,4,Vert,0,8,0,0,,,0,653,JULES2,132.4,3.94,28,788,5,4,0,L among T,1017
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,10,2.84044450536,1,X,8,z,1,449,,,,,,,,,A,1917,3,Vert,0,5,0,0,,,0,2553,JULES2,201.55,5.88,90,2690,11,10,0,X among T,1018
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,11,4.13654669244,0,L,8,z,1,306,,,,,,,,,A,2146,2,Vert,0,1,0,0,,,0,637,JULES2,157,6.24,24,770,4,3,0,L among T,1019
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,12,4.95418756277,1,L,16,N,0,1500,,,,,,,,,C,2513,7,Rouge,0,15,0,0,,,0,0,JULES2,130.56,3.99,108,3151,18,17,0,L among T,1020
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,13,1.54133242777,1,X,16,a,1,390,,,,,,,,,B,3411,4,Rouge,0,2,0,0,,,0,1322,JULES2,171.71,4.26,46,1455,7,6,0,X among T,1021
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,14,2.55959270644,1,L,16,a,1,342,,,,,,,,,D,2329,9,Rouge,0,7,0,0,,,0,610,JULES2,120,3.19,26,746,5,4,0,L among T,1022
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,15,0.996453016104,0,X,4,a,1,409,,,,,,,,,B,2336,5,Rouge,0,4,0,0,,,0,729,JULES2,113,4.68,26,863,6,5,0,X among T,1023
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,16,5.88760439177,0,X,8,a,1,827,,,,,,,,,A,3061,3,Rouge,0,1,0,0,,,0,526,JULES2,127.5,4.85,22,661,4,3,0,X among T,1024
vs12,jules2,4,2,21-janv-13,1329,mixed,500,400,2000,1,17,1.67358635932,1,L,8,a,1,499,,,,,,,,,A,1797,0,Rouge,0,4,0,0,,,0,612,JULES2,163.75,3.49,24,745,4,3,0,L among T,1025
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,18,5.39301419136,0,L,4,z,1,68,,,,,,,,,A,2167,2,Vert,0,3,0,0,,,0,477,JULES2,166.67,6.17,18,614,3,2,0,L among T,1026
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,19,0.566981418351,0,X,16,a,1,372,,,,,,,,,A,1356,2,Rouge,0,15,0,0,,,0,874,JULES2,159.6,3.34,30,1009,5,4,0,X among T,1027
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,20,3.58361779647,0,X,8,a,1,556,,,,,,,,,A,4151,2,Rouge,0,2,0,0,,,0,522,JULES2,187,5.67,22,659,3,2,0,X among T,1028
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,21,2.8229744506,1,L,4,z,1,587,,,,,,,,,A,3690,2,Vert,0,2,0,0,,,0,464,JULES2,145.33,5.82,19,599,3,3,0,L among T,1029
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,22,4.38434245299,0,L,4,a,1,511,,,,,,,,,C,1875,7,Rouge,0,2,0,0,,,0,1431,JULES2,99.9,5.9,52,1566,10,9,0,L among T,1030
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,23,5.81237278993,1,L,4,a,1,229,,,,,,,,,B,2927,4,Rouge,0,3,0,0,,,0,527,JULES2,111,5.17,20,662,4,4,0,L among T,1031
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,24,4.01518954084,0,L,16,a,0,1283,,,,,,,,,C,2456,7,Vert,0,12,0,0,,,0,1019,JULES2,153.67,3.78,36,1154,6,6,0,L among T,1032
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,25,1.39212392346,0,X,8,z,1,349,,,,,,,,,B,2012,4,Vert,0,8,0,0,,,0,471,JULES2,122.75,3.46,17,605,4,3,0,X among T,1033
vs12,jules2,4,2,21-janv-13,1330,mixed,500,400,2000,1,26,1.5836468787,1,L,8,z,1,328,,,,,,,,,A,1469,1,Vert,0,5,0,0,,,0,633,JULES2,155.75,5.25,24,769,4,3,0,L among T,1034
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,27,4.16604219339,0,L,4,a,1,311,,,,,,,,,A,2034,0,Rouge,0,2,0,0,,,0,844,JULES2,155,4.71,28,979,5,4,0,L among T,1035
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,28,4.42025657083,0,X,4,a,1,481,,,,,,,,,A,1592,0,Rouge,0,3,0,0,,,0,714,JULES2,243.67,5.82,26,851,3,2,0,X among T,1036
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,29,2.72672876106,1,X,8,N,0,1500,,,,,,,,,A,1674,1,Vert,0,3,0,0,,,0,0,JULES2,485.67,5.67,100,3152,6,5,0,X among T,1037
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,30,1.71497441781,1,X,4,z,1,503,,,,,,,,,A,2055,1,Vert,0,3,0,0,,,0,1145,JULES2,215.8,5.56,40,1278,5,4,0,X among T,1038
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,31,1.42842332381,0,X,4,a,1,630,,,,,,,,,C,2021,7,Rouge,0,2,0,0,,,0,1047,JULES2,159.17,5.42,36,1182,6,5,0,X among T,1039
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,32,3.5597392965,1,X,8,a,1,392,,,,,,,,,B,2961,4,Rouge,0,8,0,0,,,0,958,JULES2,134.67,5.59,36,1093,6,5,0,X among T,1040
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,33,2.11684362909,1,X,16,a,1,282,,,,,,,,,A,2301,2,Rouge,0,4,0,0,,,0,521,JULES2,141.5,2.98,21,655,4,3,0,X among T,1041
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,34,2.89659963204,1,X,16,a,1,864,,,,,,,,,A,2710,2,Rouge,0,2,0,0,,,0,647,JULES2,141.25,4.84,24,783,4,3,0,X among T,1042
vs12,jules2,4,2,21-janv-13,1331,mixed,500,400,2000,1,35,1.90868193491,1,L,4,z,1,433,,,,,,,,,B,1099,4,Vert,0,2,0,0,,,0,673,JULES2,101.17,3.21,26,809,6,5,0,L among T,1043
vs12,jules2,4,2,21-janv-13,1332,mixed,500,400,2000,1,36,1.71929422947,0,L,16,z,1,352,,,,,,,,,B,5097,4,Vert,0,8,0,0,,,0,1464,JULES2,163.25,4.77,46,1599,8,7,0,L among T,1044
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,1,2.20827391115,1,L,8,z,1,776,,,,,,,,,A,3588,2,Vert,0,2,0,0,,,0,1397,JULES2,156.38,6.37,38,1556,8,7,0,L among T,1045
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,2,2.9034210653,0,L,8,z,1,675,,,,,,,,,C,1763,6,Vert,0,8,0,0,,,0,1735,JULES2,116.83,5.69,50,1868,12,11,0,L among T,1046
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,3,4.66418271353,0,X,4,z,1,229,,,,,,,,,B,1582,4,Vert,0,4,0,0,,,0,580,JULES2,200.33,8.03,18,714,3,2,0,X among T,1047
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,4,1.76872024561,0,L,16,z,1,311,,,,,,,,,A,1752,3,Vert,0,12,0,0,,,0,1427,JULES2,125.5,4.21,40,1559,10,9,0,L among T,1048
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,5,0.570655884324,0,L,8,z,1,339,,,,,,,,,A,1577,1,Vert,0,2,0,0,,,0,324,JULES2,130,3.93,12,458,3,2,0,L among T,1049
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,6,3.3196726441,1,L,8,z,1,698,,,,,,,,,A,1631,1,Vert,0,4,0,0,,,0,968,JULES2,213,5.23,32,1100,4,3,0,L among T,1050
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,7,2.85870529206,1,L,4,z,1,246,,,,,,,,,A,1342,1,Vert,0,2,0,0,,,0,335,JULES2,207.5,6.15,14,470,2,1,0,L among T,1051
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,8,2.44344719064,1,L,16,a,1,371,,,,,,,,,D,2227,8,Rouge,0,2,0,0,,,0,2481,JULES2,129.94,4.27,76,2616,16,15,0,L among T,1052
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,9,3.03327056363,1,X,16,z,0,795,,,,,,,,,B,5389,4,Rouge,0,5,0,0,,,0,1831,JULES2,136.55,4.08,54,1966,11,10,0,X among T,1053
vs12,jules2,4,2,21-janv-13,1334,mixed,500,400,2000,2,10,5.95927971994,0,L,16,a,1,467,,,,,,,,,B,2302,4,Rouge,0,9,0,0,,,0,741,JULES2,140.2,4.55,24,873,5,4,0,L among T,1054
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,11,4.96620652515,1,L,16,a,1,383,,,,,,,,,A,2186,2,Rouge,0,14,0,0,,,0,530,JULES2,141.5,3.44,18,666,4,3,0,L among T,1055
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,12,4.33722521229,0,L,4,z,1,758,,,,,,,,,A,3214,2,Vert,0,2,0,0,,,0,322,JULES2,197.5,7.4,14,455,2,1,0,L among T,1056
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,13,4.32571184276,1,L,8,a,1,426,,,,,,,,,C,3386,6,Rouge,0,5,0,0,,,0,1229,JULES2,158.14,5.49,42,1366,7,6,0,L among T,1057
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,14,1.73978721619,0,X,8,a,1,287,,,,,,,,,B,1994,4,Rouge,0,5,0,0,,,0,952,JULES2,107.12,3.95,32,1087,8,7,0,X among T,1058
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,15,2.62799017686,1,X,4,z,1,297,,,,,,,,,B,2264,5,Vert,0,2,0,0,,,0,689,JULES2,172.5,6.67,24,824,4,3,0,X among T,1059
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,16,6.12131246025,0,X,4,a,1,1001,,,,,,,,,B,2061,5,Rouge,0,3,0,0,,,0,613,JULES2,157.5,6.26,22,746,4,3,0,X among T,1060
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,17,2.05418565373,1,X,8,a,1,295,,,,,,,,,A,4355,3,Rouge,0,2,0,0,,,0,611,JULES2,133.5,5.94,22,745,4,3,0,X among T,1061
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,18,2.75527869086,1,L,4,a,1,332,,,,,,,,,B,1334,4,Rouge,0,4,0,0,,,0,611,JULES2,148.75,6.66,22,744,4,3,0,L among T,1062
vs12,jules2,4,2,21-janv-13,1335,mixed,500,400,2000,2,19,5.80046428553,1,L,16,a,1,711,,,,,,,,,A,1446,3,Rouge,0,8,0,0,,,0,1007,JULES2,133,3.87,28,1142,7,6,0,L among T,1063
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,20,5.16410970913,0,X,4,a,1,314,,,,,,,,,A,3323,2,Rouge,0,3,0,0,,,0,467,JULES2,177,3.79,18,601,3,2,0,X among T,1064
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,21,4.71931180228,1,X,8,a,1,298,,,,,,,,,A,1680,1,Rouge,0,5,0,0,,,0,499,JULES2,130.25,3.16,18,634,4,3,0,X among T,1065
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,22,0.386779980413,0,X,16,z,1,386,,,,,,,,,A,1741,1,Vert,0,5,0,0,,,0,498,JULES2,120,3.35,18,633,4,4,0,X among T,1066
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,23,1.29773913438,1,X,8,z,1,1018,,,,,,,,,A,2591,0,Vert,0,2,0,0,,,0,439,JULES2,155.33,8.57,16,575,3,2,0,X among T,1067
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,24,3.32262098479,1,L,4,z,1,309,,,,,,,,,B,2387,5,Vert,0,3,0,0,,,0,1087,JULES2,203.8,6.43,34,1224,5,4,0,L among T,1068
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,25,0.601814090281,0,X,16,a,1,328,,,,,,,,,A,1349,3,Rouge,0,11,0,0,,,0,831,JULES2,156.8,3.63,28,968,5,4,0,X among T,1069
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,26,2.70426404782,0,X,16,a,1,492,,,,,,,,,A,3149,2,Rouge,0,14,0,0,,,0,785,JULES2,146.8,5.03,24,922,5,4,0,X among T,1070
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,27,5.43524987785,1,X,4,a,1,342,,,,,,,,,A,3199,2,Rouge,0,4,0,0,,,0,476,JULES2,169.67,6.46,14,610,3,2,0,X among T,1071
vs12,jules2,4,2,21-janv-13,1336,mixed,500,400,2000,2,28,3.63193186462,0,L,16,a,1,619,,,,,,,,,A,2643,3,Rouge,0,5,0,0,,,0,817,JULES2,233.5,8.08,22,953,2,2,0,L among T,1072
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,29,1.07931171494,1,X,16,z,1,501,,,,,,,,,A,4265,1,Vert,0,8,0,0,,,0,698,JULES2,171,3.53,22,832,4,3,0,X among T,1073
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,30,2.17949873381,0,X,8,z,1,496,,,,,,,,,A,3373,1,Vert,0,6,0,0,,,0,679,JULES2,241.67,4.65,22,814,3,2,0,X among T,1074
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,31,5.69365632613,0,L,4,a,1,289,,,,,,,,,C,1761,6,Rouge,0,4,0,0,,,0,943,JULES2,212.75,8.59,28,1077,4,3,0,L among T,1075
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,32,3.2817823335,0,L,8,a,1,339,,,,,,,,,A,1867,1,Rouge,0,3,0,0,,,0,1233,JULES2,158.14,3.89,36,1370,7,6,0,L among T,1076
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,33,1.2540432227,1,X,4,z,1,456,,,,,,,,,B,1641,5,Vert,0,1,0,0,,,0,770,JULES2,168.75,6.87,28,902,4,3,0,X among T,1077
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,34,3.7844381489,1,X,16,z,1,494,,,,,,,,,A,1618,3,Vert,0,10,0,0,,,0,503,JULES2,180.67,5.26,20,642,3,2,0,X among T,1078
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,35,1.34662643149,0,X,8,z,1,289,,,,,,,,,A,2306,2,Vert,0,2,0,0,,,0,620,JULES2,119.2,5.21,18,757,5,4,0,X among T,1079
vs12,jules2,4,2,21-janv-13,1337,mixed,500,400,2000,2,36,4.68911034869,0,L,4,a,1,266,,,,,,,,,C,1597,7,Rouge,0,4,0,0,,,0,1055,JULES2,124.86,5.88,32,1189,7,6,0,L among T,1080
vs12,jules2,4,2,21-janv-13,1339,mixed,500,400,2000,3,1,3.58695459421,1,X,8,z,1,339,,,,,,,,,A,2527,0,Vert,0,7,0,0,,,0,601,JULES2,135.6,1.95,20,763,5,4,0,X among T,1081
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,2,5.98804175093,0,X,8,z,1,352,,,,,,,,,A,1681,3,Vert,0,4,0,0,,,0,456,JULES2,167.67,3.8,16,589,3,2,0,X among T,1082
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,3,3.63430529257,1,X,16,z,1,551,,,,,,,,,A,2101,1,Vert,0,15,0,0,,,0,486,JULES2,174.67,7.84,12,621,3,2,0,X among T,1083
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,4,0.553794168684,0,X,16,z,1,315,,,,,,,,,A,1894,1,Vert,0,3,0,0,,,0,476,JULES2,176,4.51,16,608,3,2,0,X among T,1084
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,5,2.83656805969,0,X,16,a,1,531,,,,,,,,,A,2106,3,Rouge,0,13,0,0,,,0,858,JULES2,168.4,4.69,20,995,5,4,0,X among T,1085
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,6,4.2205287801,0,L,16,a,1,462,,,,,,,,,B,2329,4,Rouge,0,5,0,0,,,0,1553,JULES2,152.56,4.06,36,1691,9,9,0,L among T,1086
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,7,4.42004112606,1,L,8,a,1,282,,,,,,,,,A,1524,3,Rouge,0,8,0,0,,,0,666,JULES2,168.5,4.85,16,803,4,3,0,L among T,1087
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,8,1.10525142334,1,X,4,a,1,442,,,,,,,,,A,2503,2,Rouge,0,2,0,0,,,0,489,JULES2,182.67,4.57,14,625,3,2,0,X among T,1088
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,9,5.69822692105,1,L,16,z,1,506,,,,,,,,,A,1539,3,Vert,0,2,0,0,,,0,848,JULES2,167.4,3.81,20,983,5,4,0,L among T,1089
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,10,2.09453859141,0,L,4,z,1,653,,,,,,,,,A,1377,3,Vert,0,4,0,0,,,0,665,JULES2,171,4.71,20,804,4,3,0,L among T,1090
vs12,jules2,4,2,21-janv-13,1340,mixed,500,400,2000,3,11,2.26340538943,0,X,16,a,1,639,,,,,,,,,A,2689,3,Rouge,0,2,0,0,,,0,1096,JULES2,127.29,5.1,25,1229,7,6,0,X among T,1091
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,12,0.412288145611,1,X,16,z,1,435,,,,,,,,,A,2688,3,Vert,0,16,0,0,,,0,405,JULES2,131.67,4.92,12,542,3,3,0,X among T,1092
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,13,0.946972385181,1,L,4,a,1,397,,,,,,,,,A,2025,2,Rouge,0,4,0,0,,,0,696,JULES2,173.25,5.65,18,831,4,3,0,L among T,1093
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,14,4.59267773103,0,L,4,z,1,295,,,,,,,,,A,1349,2,Vert,0,2,0,0,,,0,461,JULES2,155.33,5,12,601,3,3,0,L among T,1094
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,15,5.24850441662,1,L,8,a,1,488,,,,,,,,,A,2320,3,Rouge,0,7,0,0,,,0,943,JULES2,123.29,4.28,22,1079,7,6,0,L among T,1095
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,16,2.99243165289,1,L,8,N,0,1500,,,,,,,,,A,2693,3,Vert,0,7,0,0,,,0,0,JULES2,196.8,3.3,66,3147,10,10,0,L among T,1096
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,17,0.0734122275561,0,L,8,a,1,653,,,,,,,,,C,1305,7,Rouge,0,3,0,0,,,0,1575,JULES2,173.38,4.7,40,1711,8,7,0,L among T,1097
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,18,0.266239174683,1,X,16,z,1,746,,,,,,,,,C,1116,6,Vert,0,7,0,0,,,0,1202,JULES2,153.29,5.15,28,1338,7,6,0,X among T,1098
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,19,1.36370253736,0,X,4,z,1,309,,,,,,,,,B,2058,4,Vert,0,3,0,0,,,0,751,JULES2,189.75,6.23,18,886,4,3,0,X among T,1099
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,20,5.16540657925,0,L,8,z,1,424,,,,,,,,,A,2806,3,Vert,0,8,0,0,,,0,1645,JULES2,268,3.58,38,1779,6,5,0,L among T,1100
vs12,jules2,4,2,21-janv-13,1341,mixed,500,400,2000,3,21,5.75481091356,0,X,8,a,1,401,,,,,,,,,B,1118,4,Rouge,0,5,0,0,,,0,1022,JULES2,155.5,4.25,24,1160,6,5,0,X among T,1101
vs12,jules2,4,2,21-janv-13,1342,mixed,500,400,2000,3,22,6.04655948262,0,L,8,z,1,269,,,,,,,,,A,947,3,Vert,0,4,0,0,,,0,651,JULES2,158.25,6.32,14,786,4,3,0,L among T,1102
vs12,jules2,4,2,21-janv-13,1342,mixed,500,400,2000,3,23,6.27435583248,0,X,4,a,1,268,,,,,,,,,A,986,2,Rouge,0,2,0,0,,,0,892,JULES2,225,4.53,18,1028,4,3,0,X among T,1103
