manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,RecRT,Erreur,Rec2Type,RecRT2,Rec2,couleur,Prime,CordCible,CordPrime,Yes/No,AV/AP,Diff,PostTest,RECORDING_SESSION_LABEL,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,BLINK_COUNT,BUTTON_PRESS_COUNT,FIXATION_COUNT,IP_DURATION,SACCADE_COUNT,V48,V49,training,task,trialId
vs12,gar,4,2,06Feb2013,1235,mixed,500,400,2000,8,28,3.84416628679,0,L,4,a,1,564,,,,,,,,,A,1212,1,Rouge,0,3,0,0,,,0,GAR,1123,0.59,0,64,3,3000,2,,,0,L among T,2002
vs12,gar,4,2,06Feb2013,1231,mixed,500,400,2000,7,27,4.03555942159,0,L,4,a,1,983,,,,,,,,,A,1498,1,Rouge,0,2,0,0,,,0,GAR,1915,0.61,0,62,2,3000,1,,,0,L among T,2003
vs12,gar,4,2,06Feb2013,1225,mixed,500,400,2000,6,23,0.309005877394,0,X,8,z,1,511,,,,,,,,,A,3956,1,Vert,0,2,0,0,,,0,GAR,809.25,0.61,0,72,4,3000,3,,,0,X among T,2004
vs12,gar,4,2,06Feb2013,1228,mixed,500,400,2000,7,3,0.855879379726,0,X,4,a,1,296,,,,,,,,,A,2179,1,Rouge,0,2,0,0,,,0,GAR,1171,0.62,0,70,3,3000,2,,,0,X among T,2005
vs12,gar,4,2,06Feb2013,1212,mixed,500,400,2000,4,5,3.42582137933,1,X,16,z,1,309,,,,,,,,,A,3401,0,Vert,0,6,0,0,,,0,GAR,1670,0.63,0,76,2,3000,1,,,0,X among T,2006
vs12,gar,4,2,06Feb2013,1212,mixed,500,400,2000,4,11,4.43586793737,0,X,4,a,1,982,,,,,,,,,A,2096,0,Rouge,0,3,0,0,,,0,GAR,1425.33,0.64,0,72,3,3000,2,,,0,X among T,2007
vs12,gar,4,2,06Feb2013,1202,mixed,500,400,2000,2,25,5.49154654336,1,X,8,a,1,1213,,,,,,,,,A,2511,0,Rouge,0,1,0,0,,,0,GAR,1299.33,0.65,0,93,3,3000,2,,,0,X among T,2008
vs12,gar,4,2,06Feb2013,1235,mixed,500,400,2000,8,27,1.63437881151,1,L,4,a,1,576,,,,,,,,,A,1500,0,Rouge,0,3,0,0,,,0,GAR,1097,0.66,0,70,3,3000,2,,,0,L among T,2009
vs12,gar,4,2,06Feb2013,1231,mixed,500,400,2000,7,34,3.30038029217,1,X,4,z,1,282,,,,,,,,,A,1463,2,Vert,0,4,0,0,,,0,GAR,885,0.67,0,59,4,3000,3,,,0,X among T,2010
vs12,gar,4,2,06Feb2013,1151,Ent2,500,400,2000,1,11,2.84749577784,0,X,16,a,1,392,,,,,,,,,A,2142,0,Rouge,0,9,0,0,,,0,GAR,1988,0.67,0,110,2,3000,1,,,0,X among T,2011
vs12,gar,4,2,06Feb2013,1223,mixed,500,400,2000,6,15,5.54688251433,0,X,4,a,1,284,,,,,,,,,A,1664,0,Rouge,0,3,0,0,,,0,GAR,1106.67,0.68,0,74,3,3000,2,,,0,X among T,2012
vs12,gar,4,2,06Feb2013,1219,mixed,500,400,2000,5,23,1.11254391143,1,X,8,a,1,289,,,,,,,,,A,1349,1,Rouge,0,6,0,0,,,0,GAR,1764,0.69,0,80,2,3000,1,,,0,X among T,2013
vs12,gar,4,2,06Feb2013,1228,mixed,500,400,2000,7,6,0.260776883065,0,L,8,z,1,398,,,,,,,,,A,2024,1,Vert,0,5,0,0,,,0,GAR,1853,0.69,0,64,2,3000,1,,,0,L among T,2014
vs12,gar,4,2,06Feb2013,1145,Ent1,500,400,2000,1,3,1.29897071715,1,X,4,z,1,282,,,,,,,,,,,,Vert,0,3,0,0,,,0,GAR,951.25,0.72,0,114,4,3000,3,,,0,X among T,2015
vs12,gar,4,2,06Feb2013,1233,mixed,500,400,2000,8,7,5.06897941995,1,L,8,a,1,540,,,,,,,,,A,1365,3,Rouge,0,2,0,0,,,0,GAR,1885.5,0.73,0,70,2,3000,1,,,0,L among T,2016
vs12,gar,4,2,06Feb2013,1214,mixed,500,400,2000,4,23,4.83702821042,0,L,4,z,1,533,,,,,,,,,A,1652,0,Vert,0,4,0,0,,,0,GAR,1350,0.74,0,70,3,3000,2,,,0,L among T,2017
vs12,gar,4,2,06Feb2013,1218,mixed,500,400,2000,5,15,5.64072319267,0,X,4,a,1,293,,,,,,,,,A,1796,0,Rouge,0,1,0,0,,,0,GAR,1772.5,0.74,0,82,2,3000,1,,,0,X among T,2018
vs12,gar,4,2,06Feb2013,1214,mixed,500,400,2000,4,24,5.36666044529,0,X,16,z,1,713,,,,,,,,,A,2566,2,Vert,0,13,0,0,,,0,GAR,803.5,0.74,0,72,4,3000,3,,,0,X among T,2019
vs12,gar,4,2,06Feb2013,1208,mixed,500,400,2000,3,36,4.23843941,0,L,8,z,1,248,,,,,,,,,A,1857,1,Vert,0,3,0,0,,,0,GAR,1152,0.75,0,78,3,3000,2,,,0,L among T,2020
vs12,gar,4,2,06Feb2013,1228,mixed,500,400,2000,7,9,0.0400018726008,0,L,8,z,1,294,,,,,,,,,A,1495,0,Vert,0,1,0,0,,,0,GAR,1103.67,0.75,0,64,3,3000,2,,,0,L among T,2021
vs12,gar,4,2,06Feb2013,1157,mixed,500,400,2000,1,22,4.87959281948,0,X,4,a,1,386,,,,,,,,,A,2247,0,Rouge,0,2,0,0,,,0,GAR,1838.5,0.75,0,98,2,3000,1,,,0,X among T,2022
vs12,gar,4,2,06Feb2013,1226,mixed,500,400,2000,6,33,3.8343074229,1,X,8,a,1,1057,,,,,,,,,A,2641,1,Rouge,0,6,0,0,,,0,GAR,1146.67,0.76,0,70,3,3000,2,,,0,X among T,2023
vs12,gar,4,2,06Feb2013,1156,mixed,500,400,2000,1,11,5.49298106396,0,L,4,a,1,1140,,,,,,,,,A,2885,0,Rouge,0,3,0,0,,,0,GAR,2252.5,0.76,0,96,2,3000,1,,,0,L among T,2024
vs12,gar,4,2,06Feb2013,1212,mixed,500,400,2000,4,9,3.76351669278,0,L,4,z,1,273,,,,,,,,,A,1776,1,Vert,0,1,0,0,,,0,GAR,1746.5,0.77,0,68,2,3000,1,,,0,L among T,2025
vs12,gar,4,2,06Feb2013,1234,mixed,500,400,2000,8,18,5.65768164549,0,X,4,z,1,301,,,,,,,,,A,1921,1,Vert,0,1,0,0,,,0,GAR,657.6,0.77,0,62,5,3000,4,,,0,X among T,2026
vs12,gar,4,2,06Feb2013,1223,mixed,500,400,2000,6,13,3.02034425602,0,X,8,z,1,331,,,,,,,,,A,1437,0,Vert,0,5,0,0,,,0,GAR,1095,0.78,0,72,3,3000,2,,,0,X among T,2027
vs12,gar,4,2,06Feb2013,1208,mixed,500,400,2000,3,29,1.08309938933,1,X,8,z,1,276,,,,,,,,,A,2078,1,Vert,0,1,0,0,,,0,GAR,1778.5,0.78,0,84,2,3000,1,,,0,X among T,2028
vs12,gar,4,2,06Feb2013,1222,mixed,500,400,2000,6,8,3.0112852974,1,L,4,a,1,301,,,,,,,,,A,5493,2,Rouge,0,3,0,0,,,0,GAR,1198.67,0.79,0,76,3,3000,2,,,0,L among T,2029
vs12,gar,4,2,06Feb2013,1202,mixed,500,400,2000,2,24,2.8710688034,0,X,4,z,1,327,,,,,,,,,A,3346,0,Vert,0,2,0,0,,,0,GAR,1288.67,0.79,0,92,3,3000,2,,,0,X among T,2030
vs12,gar,4,2,06Feb2013,1205,mixed,500,400,2000,3,8,5.18429442761,0,L,4,a,1,1430,,,,,,,,,A,2156,2,Rouge,0,1,0,0,,,0,GAR,1085.67,0.8,0,91,3,3000,2,,,0,L among T,2031
vs12,gar,4,2,06Feb2013,1230,mixed,500,400,2000,7,22,2.05760296122,1,X,4,z,1,292,,,,,,,,,A,1195,1,Vert,0,4,0,0,,,0,GAR,876,0.81,0,64,4,3000,3,,,0,X among T,2032
vs12,gar,4,2,06Feb2013,1223,mixed,500,400,2000,6,11,1.89520146445,0,L,8,a,1,271,,,,,,,,,A,2982,1,Rouge,0,5,0,0,,,0,GAR,1174,0.83,0,72,3,3000,2,,,0,L among T,2033
vs12,gar,4,2,06Feb2013,1223,mixed,500,400,2000,6,12,5.32249361697,1,X,16,a,1,346,,,,,,,,,A,1259,0,Rouge,0,8,0,0,,,0,GAR,1195,0.83,0,64,3,3000,2,,,0,X among T,2034
vs12,gar,4,2,06Feb2013,1230,mixed,500,400,2000,7,23,6.04239965897,1,L,4,a,1,313,,,,,,,,,A,2769,0,Rouge,0,4,0,0,,,0,GAR,782,0.84,0,60,4,3000,3,,,0,L among T,2035
vs12,gar,4,2,06Feb2013,1214,mixed,500,400,2000,4,28,1.69742639947,1,L,4,z,1,438,,,,,,,,,A,6251,1,Vert,0,3,0,0,,,0,GAR,1893.5,0.87,0,76,2,3000,1,,,0,L among T,2036
vs12,gar,4,2,06Feb2013,1213,mixed,500,400,2000,4,18,4.20181783153,1,X,8,z,1,297,,,,,,,,,A,2535,1,Vert,0,8,0,0,,,0,GAR,886,0.88,0,76,4,3000,3,,,0,X among T,2037
vs12,gar,4,2,06Feb2013,1229,mixed,500,400,2000,7,12,0.446191244485,0,X,4,z,1,408,,,,,,,,,A,1394,1,Vert,0,1,0,0,,,0,GAR,1227.33,0.88,0,68,3,3000,2,,,0,X among T,2038
vs12,gar,4,2,06Feb2013,1218,mixed,500,400,2000,5,16,4.67012998237,1,L,8,a,1,512,,,,,,,,,A,2745,1,Rouge,0,5,0,0,,,0,GAR,1100,0.91,0,80,3,3000,2,,,0,L among T,2039
vs12,gar,4,2,06Feb2013,1233,mixed,500,400,2000,8,12,5.7971348495,1,X,8,z,1,277,,,,,,,,,A,3143,1,Vert,0,6,0,0,,,0,GAR,1783,0.91,0,65,2,3000,1,,,0,X among T,2040
vs12,gar,4,2,06Feb2013,1157,mixed,500,400,2000,1,26,1.80705477817,0,X,8,z,1,417,,,,,,,,,A,2687,0,Vert,0,8,0,0,,,0,GAR,1122.67,0.91,0,96,3,3000,2,,,0,X among T,2041
vs12,gar,4,2,06Feb2013,1224,mixed,500,400,2000,6,20,1.40371743042,1,X,4,a,1,293,,,,,,,,,A,4436,1,Rouge,0,2,0,0,,,0,GAR,1899.5,0.91,0,72,2,3000,1,,,0,X among T,2042
vs12,gar,4,2,06Feb2013,1215,mixed,500,400,2000,4,35,5.70929574282,1,L,4,z,1,366,,,,,,,,,A,3058,1,Vert,0,1,0,0,,,0,GAR,1522.5,0.94,0,80,2,3000,1,,,0,L among T,2043
vs12,gar,4,2,06Feb2013,1234,mixed,500,400,2000,8,16,2.37761200123,1,L,8,z,1,241,,,,,,,,,A,9587,2,Vert,0,5,0,0,,,0,GAR,1748.5,0.96,0,62,2,3000,1,,,0,L among T,2044
vs12,gar,4,2,06Feb2013,1211,mixed,500,400,2000,4,3,0.808178286797,0,L,16,z,1,295,,,,,,,,,A,2410,2,Vert,0,2,0,0,,,0,GAR,877.25,1.03,0,84,4,3000,3,,,0,L among T,2045
vs12,gar,4,2,06Feb2013,1220,mixed,500,400,2000,5,33,1.39716778885,1,X,4,a,1,275,,,,,,,,,A,4205,1,Rouge,0,2,0,0,,,0,GAR,876.5,1.04,0,78,4,3000,3,,,0,X among T,2046
vs12,gar,4,2,06Feb2013,1156,mixed,500,400,2000,1,13,0.491655492024,1,L,16,z,0,1363,,,,,,,,,B,3537,5,Rouge,0,9,0,0,,,0,GAR,1841,1.05,0,96,2,3000,1,,,0,L among T,2047
vs12,gar,4,2,06Feb2013,1227,mixed,500,400,2000,6,35,1.76359231343,1,X,4,a,1,976,,,,,,,,,A,2325,1,Rouge,0,1,0,0,,,0,GAR,552,1.1,0,66,6,3000,5,,,0,X among T,2048
vs12,gar,4,2,06Feb2013,1218,mixed,500,400,2000,5,18,4.07339920189,0,L,4,a,1,242,,,,,,,,,A,2617,1,Rouge,0,2,0,0,,,0,GAR,1638,1.1,0,82,2,3000,1,,,0,L among T,2049
vs12,gar,4,2,06Feb2013,1144,Ent1,500,400,2000,1,4,1.13035985098,1,X,16,a,1,406,,,,,,,,,,,,Rouge,0,10,0,0,,,0,GAR,1064.67,1.11,0,115,3,3000,2,,,0,X among T,2050
vs12,gar,4,2,06Feb2013,1207,mixed,500,400,2000,3,27,3.34020075903,0,L,4,z,0,293,,,,,,,,,A,1542,1,Rouge,0,1,0,0,,,0,GAR,1180.33,1.12,0,82,3,3000,2,,,0,L among T,2051
vs12,gar,4,2,06Feb2013,1202,mixed,500,400,2000,2,18,2.77171700548,1,X,4,z,1,300,,,,,,,,,A,1848,0,Vert,0,4,0,0,,,0,GAR,1199.33,1.13,0,92,3,3000,2,,,0,X among T,2052
vs12,gar,4,2,06Feb2013,1232,mixed,500,400,2000,8,4,0.538774917441,0,X,8,a,1,258,,,,,,,,,A,1525,1,Rouge,0,5,0,0,,,0,GAR,1148.33,1.14,0,74,3,3000,2,,,0,X among T,2053
vs12,gar,4,2,06Feb2013,1226,mixed,500,400,2000,6,32,3.93627075494,1,X,16,z,1,363,,,,,,,,,A,2769,1,Vert,0,9,0,0,,,0,GAR,1221,1.16,0,66,3,3000,2,,,0,X among T,2054
vs12,gar,4,2,06Feb2013,1218,mixed,500,400,2000,5,19,0.0746169502643,0,X,8,z,1,941,,,,,,,,,A,2153,1,Vert,0,6,0,0,,,0,GAR,1260.67,1.16,0,80,3,3000,2,,,0,X among T,2055
vs12,gar,4,2,06Feb2013,1228,mixed,500,400,2000,7,2,5.67709155708,0,X,16,z,1,488,,,,,,,,,A,3836,1,Vert,0,13,0,0,,,0,GAR,1965,1.17,0,70,2,3000,1,,,0,X among T,2056
vs12,gar,4,2,06Feb2013,1201,mixed,500,400,2000,2,11,5.09496139177,0,X,8,z,1,340,,,,,,,,,A,1213,0,Vert,0,4,0,0,,,0,GAR,1807.5,1.25,0,93,2,3000,1,,,0,X among T,2057
vs12,gar,4,2,06Feb2013,1224,mixed,500,400,2000,6,22,2.79995563168,1,L,8,a,1,343,,,,,,,,,A,3820,2,Rouge,0,7,0,0,,,0,GAR,1785,1.26,0,74,2,3000,1,,,0,L among T,2058
vs12,gar,4,2,06Feb2013,1157,mixed,500,400,2000,1,19,0.287933737203,0,L,4,a,1,446,,,,,,,,,A,2984,1,Rouge,0,1,0,0,,,0,GAR,1232.67,1.31,0,100,3,3000,2,,,0,L among T,2059
vs12,gar,4,2,06Feb2013,1200,mixed,500,400,2000,2,6,5.48085394079,0,L,8,z,1,283,,,,,,,,,A,4299,3,Vert,0,5,0,0,,,0,GAR,1810.5,1.31,0,96,2,3000,1,,,0,L among T,2060
vs12,gar,4,2,06Feb2013,1144,Ent1,500,400,2000,1,10,4.8289527889,1,L,4,z,1,397,,,,,,,,,,,,Vert,0,1,0,0,,,0,GAR,976.25,1.33,0,116,4,3000,3,,,0,L among T,2061
vs12,gar,4,2,06Feb2013,1212,mixed,500,400,2000,4,13,4.93357611917,1,L,8,z,1,303,,,,,,,,,A,1749,1,Vert,0,6,0,0,,,0,GAR,1745.5,1.38,0,72,2,3000,1,,,0,L among T,2062
vs12,gar,4,2,06Feb2013,1145,Ent1,500,400,2000,1,8,5.8166695815,0,X,4,z,1,336,,,,,,,,,,,,Vert,0,1,0,0,,,0,GAR,962.25,1.39,0,116,4,3000,3,,,0,X among T,2063
vs12,gar,4,2,06Feb2013,1211,mixed,500,400,2000,4,1,1.82415709346,1,L,8,N,0,1000,,,,,,,,,B,4647,5,Vert,0,8,0,0,,,0,GAR,1624.5,1.42,0,76,2,3000,1,,,0,L among T,2064
vs12,gar,4,2,06Feb2013,1233,mixed,500,400,2000,8,6,5.25838805913,0,L,8,z,1,500,,,,,,,,,A,1425,3,Vert,0,7,0,0,,,0,GAR,737.2,1.44,0,70,5,3000,4,,,0,L among T,2065
vs12,gar,4,2,06Feb2013,1152,Ent2,500,400,2000,1,12,2.04482200688,0,L,4,a,1,895,,,,,,,,,A,2906,1,Rouge,0,1,0,0,,,0,GAR,2236,1.49,0,110,2,3000,1,,,0,L among T,2066
vs12,gar,4,2,06Feb2013,1222,mixed,500,400,2000,6,6,1.07178435367,1,L,4,a,1,382,,,,,,,,,A,3908,2,Rouge,0,4,0,0,,,0,GAR,1224,1.52,0,74,3,3000,2,,,0,L among T,2067
vs12,gar,4,2,06Feb2013,1201,mixed,500,400,2000,2,12,5.54792038525,1,L,8,z,1,587,,,,,,,,,A,2435,2,Vert,0,6,0,0,,,0,GAR,484.88,1.57,0,96,8,3000,7,,,0,L among T,2068
vs12,gar,4,2,06Feb2013,1214,mixed,500,400,2000,4,25,6.20329069876,0,L,8,z,1,375,,,,,,,,,A,2842,1,Vert,0,1,0,0,,,0,GAR,1517,1.59,0,76,2,3000,1,,,0,L among T,2069
vs12,gar,4,2,06Feb2013,1155,mixed,500,400,2000,1,10,5.26081558345,0,X,4,z,1,893,,,,,,,,,A,1597,0,Vert,0,2,0,0,,,0,GAR,1023.75,1.62,0,102,4,3000,3,,,0,X among T,2070
vs12,gar,4,2,06Feb2013,1233,mixed,500,400,2000,8,14,0.377094331477,1,L,8,z,1,315,,,,,,,,,A,1610,1,Vert,0,7,0,0,,,0,GAR,698.4,1.65,0,68,5,3000,4,,,0,L among T,2071
vs12,gar,4,2,06Feb2013,1200,mixed,500,400,2000,2,3,1.7196728596,1,L,8,N,0,1000,,,,,,,,,B,3527,4,Vert,0,8,0,0,,,0,GAR,1186,1.67,0,92,3,3000,2,,,0,L among T,2072
vs12,gar,4,2,06Feb2013,1217,mixed,500,400,2000,5,4,3.31583740864,1,L,4,z,1,401,,,,,,,,,A,2041,0,Vert,0,4,0,0,,,0,GAR,1195,1.68,0,78,3,3000,2,,,0,L among T,2073
vs12,gar,4,2,06Feb2013,1203,mixed,500,400,2000,2,28,4.75708902954,1,X,4,a,1,369,,,,,,,,,A,3991,1,Rouge,0,4,0,0,,,0,GAR,714,1.7,0,90,5,3000,4,,,0,X among T,2074
vs12,gar,4,2,06Feb2013,1217,mixed,500,400,2000,5,9,2.12209650148,0,L,4,a,1,252,,,,,,,,,A,5896,1,Rouge,0,4,0,0,,,0,GAR,684.2,1.73,0,80,5,3000,4,,,0,L among T,2075
vs12,gar,4,2,06Feb2013,1143,Ent1,500,400,2000,1,11,0.372177369459,0,L,16,0,0,,,,,,,,,,,,Vert,0,9,0,0,,,0,0,GAR,195.67,1.74,0,24,3,635,2,,,0,L among T,2076
vs12,gar,4,2,06Feb2013,1157,mixed,500,400,2000,1,20,5.57743439784,0,X,8,a,1,418,,,,,,,,,A,1326,0,Rouge,0,8,0,0,,,0,GAR,1215,1.75,0,106,3,3000,2,,,0,X among T,2077
vs12,gar,4,2,06Feb2013,1202,mixed,500,400,2000,2,22,0.960258909471,0,L,8,z,1,964,,,,,,,,,A,2386,1,Vert,0,6,0,0,,,0,GAR,1078,1.76,0,88,3,3000,2,,,0,L among T,2078
vs12,gar,4,2,06Feb2013,1220,mixed,500,400,2000,5,31,5.68518655962,0,L,4,N,0,1000,,,,,,,,,A,8564,1,Vert,0,3,0,0,,,0,GAR,1423.67,1.77,0,78,3,3000,2,,,0,L among T,2079
vs12,gar,4,2,06Feb2013,1222,mixed,500,400,2000,6,3,3.86666941165,1,L,4,z,1,289,,,,,,,,,A,3217,1,Vert,0,1,0,0,,,0,GAR,865,1.81,0,76,4,3000,3,,,0,L among T,2080
vs12,gar,4,2,06Feb2013,1231,mixed,500,400,2000,7,36,5.29520500658,1,L,4,a,1,472,,,,,,,,,A,5946,2,Rouge,0,1,0,0,,,0,GAR,926,1.82,0,64,4,3000,3,,,0,L among T,2081
vs12,gar,4,2,06Feb2013,1231,mixed,500,400,2000,7,28,0.704827888793,1,L,16,a,1,246,,,,,,,,,A,2579,2,Rouge,0,8,0,0,,,0,GAR,570.5,1.89,0,60,6,3000,5,,,0,L among T,2082
vs12,gar,4,2,06Feb2013,1151,Ent2,500,400,2000,1,6,4.47874557707,1,L,4,a,1,935,,,,,,,,,A,6606,2,Rouge,0,4,0,0,,,0,GAR,1111.25,1.94,0,106,4,3000,3,,,0,L among T,2083
vs12,gar,4,2,06Feb2013,1145,Ent1,500,400,2000,1,9,5.06019825107,0,L,4,z,1,250,,,,,,,,,,,,Vert,0,3,0,0,,,0,GAR,897.75,1.96,0,116,4,3000,3,,,0,L among T,2084
vs12,gar,4,2,06Feb2013,1205,mixed,500,400,2000,3,11,0.0482016399375,1,X,4,a,1,332,,,,,,,,,A,2112,0,Rouge,0,4,0,0,,,0,GAR,1170.67,1.99,0,90,3,3000,2,,,0,X among T,2085
vs12,gar,4,2,06Feb2013,1151,Ent2,500,400,2000,1,10,0.703583696152,0,X,8,a,1,625,,,,,,,,,A,5961,0,Rouge,0,7,0,0,,,0,GAR,2034.5,2.02,0,108,2,3000,1,,,0,X among T,2086
vs12,gar,4,2,06Feb2013,1228,mixed,500,400,2000,7,7,2.21672803949,1,L,8,z,1,1383,,,,,,,,,A,1712,2,Vert,0,2,0,0,,,0,GAR,1151.75,2.07,0,66,4,3000,3,,,0,L among T,2087
vs12,gar,4,2,06Feb2013,1155,mixed,500,400,2000,1,5,1.43503009425,1,X,4,z,1,1433,,,,,,,,,A,4837,2,Vert,0,3,0,0,,,0,GAR,593.88,2.07,0,107,8,3000,7,,,0,X among T,2088
vs12,gar,4,2,06Feb2013,1230,mixed,500,400,2000,7,25,6.26740740847,1,X,16,a,1,608,,,,,,,,,A,1927,3,Rouge,0,13,0,0,,,0,GAR,583,2.09,0,62,5,3000,4,,,0,X among T,2089
vs12,gar,4,2,06Feb2013,1222,mixed,500,400,2000,6,5,1.1368523772,1,L,16,z,1,324,,,,,,,,,A,2527,3,Vert,0,11,0,0,,,0,GAR,1178.33,2.11,0,76,3,3000,2,,,0,L among T,2090
vs12,gar,4,2,06Feb2013,1207,mixed,500,400,2000,3,26,4.90550170074,0,L,8,a,1,712,,,,,,,,,A,1761,1,Rouge,0,7,0,0,,,0,GAR,546.71,2.12,0,82,7,3000,6,,,0,L among T,2091
vs12,gar,4,2,06Feb2013,1156,mixed,500,400,2000,1,14,2.80870096579,0,L,4,z,0,903,,,,,,,,,A,6534,3,Rouge,0,4,0,0,,,0,GAR,934,2.15,0,92,4,3000,3,,,0,L among T,2092
vs12,gar,4,2,06Feb2013,1220,mixed,500,400,2000,5,34,3.76205739734,0,L,8,N,0,1000,,,,,,,,,A,5378,2,Vert,0,3,0,0,,,0,GAR,1529.33,2.2,0,72,3,3000,2,,,0,L among T,2093
vs12,gar,4,2,06Feb2013,1216,mixed,500,400,2000,5,2,5.97633773898,1,X,16,z,1,313,,,,,,,,,A,3143,1,Vert,0,3,0,0,,,0,GAR,1179.67,2.22,0,82,3,3000,2,,,0,X among T,2094
vs12,gar,4,2,06Feb2013,1213,mixed,500,400,2000,4,19,2.15885498419,0,L,8,z,1,823,,,,,,,,,A,2424,2,Vert,0,1,0,0,,,0,GAR,663.17,2.28,0,72,6,3000,5,,,0,L among T,2095
vs12,gar,4,2,06Feb2013,1217,mixed,500,400,2000,5,8,0.238583102827,1,L,16,a,1,327,,,,,,,,,A,1996,1,Rouge,0,16,0,0,,,0,GAR,1096.67,2.29,0,72,3,3000,2,,,0,L among T,2096
vs12,gar,4,2,06Feb2013,1231,mixed,500,400,2000,7,33,3.25936777081,0,X,8,z,1,246,,,,,,,,,A,1863,2,Vert,0,7,0,0,,,0,GAR,637.4,2.3,0,62,5,3000,4,,,0,X among T,2097
vs12,gar,4,2,06Feb2013,1145,Ent1,500,400,2000,1,7,3.59212665856,1,X,8,z,1,324,,,,,,,,,,,,Vert,0,7,0,0,,,0,GAR,954.25,2.32,0,116,4,3000,3,,,0,X among T,2098
vs12,gar,4,2,06Feb2013,1231,mixed,500,400,2000,7,35,3.60233708347,1,X,16,z,1,735,,,,,,,,,A,1882,1,Vert,0,1,0,0,,,0,GAR,1000,2.34,0,62,3,3000,2,,,0,X among T,2099
vs12,gar,4,2,06Feb2013,1218,mixed,500,400,2000,5,17,0.783324330336,1,X,4,a,1,921,,,,,,,,,A,8806,0,Rouge,0,2,0,0,,,0,GAR,804.25,2.34,0,76,4,3000,3,,,0,X among T,2100
vs12,gar,4,2,06Feb2013,1225,mixed,500,400,2000,6,27,2.18057338776,1,L,8,a,1,1250,,,,,,,,,A,13286,2,Rouge,0,1,0,0,,,0,GAR,1233,2.36,0,74,3,3000,2,,,0,L among T,2101
vs12,gar,4,2,06Feb2013,1235,mixed,500,400,2000,8,29,2.0017804333,1,L,4,a,1,651,,,,,,,,,A,1033,1,Rouge,0,2,0,0,,,0,GAR,750.4,2.37,0,62,5,3000,4,,,0,L among T,2102
vs12,gar,4,2,06Feb2013,1230,mixed,500,400,2000,7,18,4.66181179878,1,X,16,z,1,257,,,,,,,,,A,5824,0,Vert,0,10,0,0,,,0,GAR,751.25,2.37,0,60,4,3000,3,,,0,X among T,2103
vs12,gar,4,2,06Feb2013,1202,mixed,500,400,2000,2,20,4.99435416605,1,L,4,a,1,419,,,,,,,,,A,2031,1,Rouge,0,2,0,0,,,0,GAR,961.5,2.37,0,89,4,3000,3,,,0,L among T,2104
vs12,gar,4,2,06Feb2013,1203,mixed,500,400,2000,2,34,5.12073379917,0,X,4,a,1,260,,,,,,,,,A,2576,0,Rouge,0,1,0,0,,,0,GAR,857.75,2.38,0,100,4,3000,3,,,0,X among T,2105
vs12,gar,4,2,06Feb2013,1218,mixed,500,400,2000,5,14,2.50182166119,1,X,4,a,1,276,,,,,,,,,A,2106,0,Rouge,0,1,0,0,,,0,GAR,425.75,2.53,0,78,8,3000,7,,,0,X among T,2106
vs12,gar,4,2,06Feb2013,1230,mixed,500,400,2000,7,26,2.13793167424,1,L,8,z,1,293,,,,,,,,,A,1596,2,Vert,0,4,0,0,,,0,GAR,865.5,2.61,0,60,4,3000,3,,,0,L among T,2107
vs12,gar,4,2,06Feb2013,1143,Ent1,500,400,2000,1,4,4.63388175614,1,X,16,0,0,,,,,,,,,,,,Vert,0,16,0,0,,,0,0,GAR,430.5,2.63,0,70,4,1814,3,,,0,X among T,2108
vs12,gar,4,2,06Feb2013,1225,mixed,500,400,2000,6,25,5.52858386069,0,L,16,a,1,1006,,,,,,,,,A,3201,2,Rouge,0,4,0,0,,,0,GAR,1865.5,2.66,0,82,2,3000,1,,,0,L among T,2109
vs12,gar,4,2,06Feb2013,1233,mixed,500,400,2000,8,11,0.562761654869,1,L,16,a,1,300,,,,,,,,,A,3688,2,Rouge,0,14,0,0,,,0,GAR,879.25,2.66,0,62,4,3000,3,,,0,L among T,2110
vs12,gar,4,2,06Feb2013,1207,mixed,500,400,2000,3,25,0.87975470119,1,L,8,a,1,537,,,,,,,,,A,2090,3,Rouge,0,8,0,0,,,0,GAR,463,2.68,0,80,8,3000,7,,,0,L among T,2111
vs12,gar,4,2,06Feb2013,1234,mixed,500,400,2000,8,15,3.00953284862,1,L,16,N,0,1000,,,,,,,,,B,3243,5,Vert,0,7,0,0,,,0,GAR,1109.33,2.69,0,70,3,3000,2,,,0,L among T,2112
vs12,gar,4,2,06Feb2013,1235,mixed,500,400,2000,8,25,0.475431420934,0,L,8,a,1,293,,,,,,,,,A,1242,2,Rouge,0,3,0,0,,,0,GAR,806,2.75,0,66,4,3000,3,,,0,L among T,2113
vs12,gar,4,2,06Feb2013,1157,mixed,500,400,2000,1,21,1.4666334564,1,L,4,z,1,313,,,,,,,,,A,1288,0,Vert,0,1,0,0,,,0,GAR,1221.67,2.75,0,100,3,3000,2,,,0,L among T,2114
