manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,RecRT,Erreur,Rec2Type,RecRT2,Rec2,couleur,Prime,CordCible,CordPrime,Yes/No,AV/AP,Diff,PostTest,RECORDING_SESSION_LABEL,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,BLINK_COUNT,BUTTON_PRESS_COUNT,FIXATION_COUNT,IP_DURATION,SACCADE_COUNT,V48,V49,training,task,trialId
vs12,ber,4,2,08Feb2013,1202,mixed,500,400,2000,3,4,0.055241248039,0,L,16,a,1,312,,,,,,,,,C,789,6,Rouge,0,6,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,355
vs12,ber,4,2,08Feb2013,1208,mixed,500,400,2000,4,24,1.65740563526,1,L,8,a,1,317,,,,,,,,,A,1022,2,Rouge,0,5,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,356
vs12,ber,4,2,08Feb2013,1214,mixed,500,400,2000,6,3,0.515347701979,0,L,8,a,1,272,,,,,,,,,A,1067,3,Rouge,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,357
vs12,ber,4,2,08Feb2013,1215,mixed,500,400,2000,6,18,5.89174047416,1,X,16,a,1,296,,,,,,,,,A,1211,0,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,358
vs12,ber,4,2,08Feb2013,1218,mixed,500,400,2000,7,4,1.61814679067,0,L,4,a,1,305,,,,,,,,,A,1236,2,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,359
vs12,ber,4,2,08Feb2013,1223,mixed,500,400,2000,8,16,3.80615899069,1,X,8,a,1,386,,,,,,,,,B,2988,4,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,360
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,28,4.53600579175,1,L,4,z,1,315,,,,,,,,,A,578,1,Vert,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,361
vs12,ber,4,2,08Feb2013,1216,mixed,500,400,2000,6,20,2.76453066813,1,L,16,a,1,326,,,,,,,,,C,1121,6,Rouge,0,14,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,362
vs12,ber,4,2,08Feb2013,1221,mixed,500,400,2000,7,34,0.56962146177,1,L,8,z,1,343,,,,,,,,,A,1329,1,Vert,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,363
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,14,2.54938201429,1,X,8,z,1,351,,,,,,,,,A,1136,0,Vert,0,6,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,364
vs12,ber,4,2,08Feb2013,1206,mixed,500,400,2000,4,2,1.53219744399,0,X,4,z,1,288,,,,,,,,,A,1144,1,Vert,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,365
vs12,ber,4,2,08Feb2013,1218,mixed,500,400,2000,7,7,5.81440819089,0,X,16,a,1,365,,,,,,,,,A,1017,0,Rouge,0,10,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,366
vs12,ber,4,2,08Feb2013,1152,mixed,500,400,2000,1,8,2.70383163173,1,X,16,a,1,283,,,,,,,,,A,1001,1,Rouge,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,367
vs12,ber,4,2,08Feb2013,1223,mixed,500,400,2000,8,23,0.548520157511,0,L,16,a,1,286,,,,,,,,,A,1811,2,Rouge,0,7,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,368
vs12,ber,4,2,08Feb2013,1152,mixed,500,400,2000,1,7,4.67468983194,0,X,8,a,1,301,,,,,,,,,A,933,0,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,369
vs12,ber,4,2,08Feb2013,1219,mixed,500,400,2000,7,12,3.34034407112,1,X,16,z,1,421,,,,,,,,,A,1248,2,Vert,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,370
vs12,ber,4,2,08Feb2013,1208,mixed,500,400,2000,4,25,0.458157515962,1,L,16,a,1,322,,,,,,,,,A,1048,2,Rouge,0,6,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,371
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,34,0.498762354161,1,L,16,a,1,310,,,,,,,,,A,917,2,Rouge,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,372
vs12,ber,4,2,08Feb2013,1210,mixed,500,400,2000,5,1,1.80675226101,0,L,8,a,1,402,,,,,,,,,A,1234,3,Rouge,0,8,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,373
vs12,ber,4,2,08Feb2013,1222,mixed,500,400,2000,8,11,4.98539333307,1,X,8,a,1,345,,,,,,,,,A,1735,0,Rouge,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,374
vs12,ber,4,2,08Feb2013,1153,mixed,500,400,2000,1,19,3.77997826846,1,L,16,z,1,438,,,,,,,,,A,812,2,Vert,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,375
vs12,ber,4,2,08Feb2013,1222,mixed,500,400,2000,8,12,2.07126889073,0,X,8,z,1,385,,,,,,,,,A,1313,0,Vert,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,376
vs12,ber,4,2,08Feb2013,1150,Ent2,500,400,2000,1,8,2.83779575145,1,X,16,a,1,326,,,,,,,,,A,1066,0,Rouge,0,9,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,377
vs12,ber,4,2,08Feb2013,1214,mixed,500,400,2000,6,5,2.45409770988,1,L,16,z,1,444,,,,,,,,,C,1742,6,Vert,0,8,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,378
vs12,ber,4,2,08Feb2013,1216,mixed,500,400,2000,6,27,1.18911003743,0,X,4,a,1,256,,,,,,,,,A,1158,1,Rouge,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,379
vs12,ber,4,2,08Feb2013,1214,mixed,500,400,2000,6,7,3.78277140874,1,X,4,a,1,436,,,,,,,,,A,4646,1,Rouge,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,380
vs12,ber,4,2,08Feb2013,1214,mixed,500,400,2000,6,2,3.85077705128,0,L,16,a,1,305,,,,,,,,,B,747,4,Rouge,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,381
vs12,ber,4,2,08Feb2013,1145,Ent1,500,400,2000,1,3,2.9804989743,0,X,4,a,1,247,,,,,,,,,,,,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,382
vs12,ber,4,2,08Feb2013,1204,mixed,500,400,2000,3,19,3.5146733788,1,X,16,a,1,532,,,,,,,,,A,824,3,Rouge,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,383
vs12,ber,4,2,08Feb2013,1202,mixed,500,400,2000,3,3,2.4410042276,1,L,8,z,1,364,,,,,,,,,A,1156,3,Vert,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,384
vs12,ber,4,2,08Feb2013,1222,mixed,500,400,2000,8,7,1.25289079421,1,X,16,a,1,263,,,,,,,,,B,1013,4,Rouge,0,10,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,385
vs12,ber,4,2,08Feb2013,1215,mixed,500,400,2000,6,17,4.12766591146,1,X,4,z,1,467,,,,,,,,,A,939,1,Vert,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,386
vs12,ber,4,2,08Feb2013,1149,Ent2,500,400,2000,1,4,1.7659609331,0,X,4,a,1,644,,,,,,,,,A,10865,3,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,387
vs12,ber,4,2,08Feb2013,1158,mixed,500,400,2000,2,2,3.37413745588,1,L,4,a,1,264,,,,,,,,,B,905,4,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,388
vs12,ber,4,2,08Feb2013,1150,Ent2,500,400,2000,1,10,2.90515783949,0,L,8,a,1,688,,,,,,,,,A,1199,1,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,389
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,9,1.95290660119,1,X,4,z,1,257,,,,,,,,,A,865,1,Vert,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,390
vs12,ber,4,2,08Feb2013,1150,Ent2,500,400,2000,1,7,2.3130954025,1,X,4,a,1,330,,,,,,,,,A,2348,3,Rouge,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,391
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,15,3.90604653102,0,L,4,a,1,461,,,,,,,,,A,801,3,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,392
vs12,ber,4,2,08Feb2013,1215,mixed,500,400,2000,6,10,0.287608183942,0,L,4,a,1,624,,,,,,,,,A,1497,2,Rouge,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,393
vs12,ber,4,2,08Feb2013,1221,mixed,500,400,2000,7,33,3.83144511234,1,L,4,z,1,562,,,,,,,,,A,1074,0,Vert,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,394
vs12,ber,4,2,08Feb2013,1143,Ent1,500,400,2000,1,3,0.56563489351,0,X,4,a,1,430,,,,,,,,,,,,Rouge,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,395
vs12,ber,4,2,08Feb2013,1145,Ent1,500,400,2000,1,1,3.67029762963,0,L,8,z,1,437,,,,,,,,,,,,Vert,0,5,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,396
vs12,ber,4,2,08Feb2013,1158,mixed,500,400,2000,2,5,4.87847320012,0,L,4,z,1,299,,,,,,,,,A,711,1,Vert,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,397
vs12,ber,4,2,08Feb2013,1154,mixed,500,400,2000,1,33,0.141935821646,1,L,16,a,1,274,,,,,,,,,A,757,3,Rouge,0,9,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,398
vs12,ber,4,2,08Feb2013,1214,mixed,500,400,2000,6,1,3.84226397685,1,L,4,a,1,495,,,,,,,,,A,1985,1,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,399
vs12,ber,4,2,08Feb2013,1151,mixed,500,400,2000,1,1,1.77852468063,1,X,8,z,1,441,,,,,,,,,A,1570,0,Vert,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,400
vs12,ber,4,2,08Feb2013,1202,mixed,500,400,2000,3,2,1.59024706442,1,L,4,z,1,289,,,,,,,,,A,663,1,Vert,0,1,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,401
vs12,ber,4,2,08Feb2013,1206,mixed,500,400,2000,4,1,5.66279896645,0,X,16,a,1,394,,,,,,,,,A,786,1,Rouge,0,14,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,402
vs12,ber,4,2,08Feb2013,1200,mixed,500,400,2000,2,32,3.38024901619,1,X,16,z,1,383,,,,,,,,,A,826,2,Vert,0,15,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,403
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,13,3.03415523451,0,X,8,a,1,456,,,,,,,,,A,613,1,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,404
vs12,ber,4,2,08Feb2013,1159,mixed,500,400,2000,2,18,0.223795310875,0,L,16,a,1,278,,,,,,,,,A,1002,1,Rouge,0,6,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,405
vs12,ber,4,2,08Feb2013,1213,mixed,500,400,2000,5,35,1.37928912086,0,X,4,a,1,297,,,,,,,,,A,1017,1,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,406
vs12,ber,4,2,08Feb2013,1216,mixed,500,400,2000,6,23,2.50209238358,1,X,16,a,1,260,,,,,,,,,A,919,1,Rouge,0,8,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,407
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,12,6.12757989832,0,L,16,z,1,422,,,,,,,,,A,1241,3,Vert,0,5,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,408
vs12,ber,4,2,08Feb2013,1206,mixed,500,400,2000,4,3,4.25185838962,1,X,16,a,1,297,,,,,,,,,A,1047,3,Rouge,0,3,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,409
vs12,ber,4,2,08Feb2013,1200,mixed,500,400,2000,2,28,3.87561245571,1,X,4,a,1,283,,,,,,,,,A,1119,1,Rouge,0,2,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,410
vs12,ber,4,2,08Feb2013,1208,mixed,500,400,2000,4,28,1.80195490225,1,X,8,z,1,364,,,,,,,,,A,1226,1,Vert,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,X among T,411
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,17,3.70630198915,1,L,16,z,1,459,,,,,,,,,A,1133,2,Vert,0,4,0,0,,,0,BER,3000,0,0,0,1,3000,0,,,0,L among T,412
vs12,ber,4,2,08Feb2013,1142,Ent1,500,400,2000,1,5,0.529608561374,1,X,16,0,0,,,,,,,,,,,,Vert,0,10,0,0,,,0,0,BER,117.5,0,0,0,2,639,3,,,0,X among T,413
vs12,ber,4,2,08Feb2013,1149,Ent2,500,400,2000,1,3,2.47770659396,0,L,4,a,1,421,,,,,,,,,B,1995,4,Rouge,0,4,0,0,,,0,BER,1883.5,0.05,0,0,2,3000,1,,,0,L among T,414
vs12,ber,4,2,08Feb2013,1223,mixed,500,400,2000,8,18,5.92283346598,1,L,4,z,1,285,,,,,,,,,A,560,1,Vert,0,1,0,0,,,0,BER,535.17,0.05,0,0,6,3000,5,,,0,L among T,415
vs12,ber,4,2,08Feb2013,1204,mixed,500,400,2000,3,22,2.16722596143,1,X,4,a,1,281,,,,,,,,,A,792,1,Rouge,0,1,0,0,,,0,BER,2180,0.07,0,0,2,3000,1,,,0,X among T,416
vs12,ber,4,2,08Feb2013,1223,mixed,500,400,2000,8,21,1.94020128837,0,L,16,a,1,249,,,,,,,,,C,687,7,Rouge,0,10,0,0,,,0,BER,1659.5,0.07,0,0,2,3000,1,,,0,L among T,417
vs12,ber,4,2,08Feb2013,1220,mixed,500,400,2000,7,26,0.241799169578,1,L,8,z,1,496,,,,,,,,,B,1492,4,Vert,0,8,0,0,,,0,BER,398.57,0.07,0,0,7,3000,7,,,0,L among T,418
vs12,ber,4,2,08Feb2013,1142,Ent1,500,400,2000,1,6,0.0188341609324,0,L,16,0,0,,,,,,,,,,,,Rouge,0,15,0,0,,,0,0,BER,56.6,0.07,0,0,5,642,4,,,0,L among T,419
vs12,ber,4,2,08Feb2013,1223,mixed,500,400,2000,8,25,2.1187614135,0,X,8,z,1,474,,,,,,,,,A,643,1,Vert,0,5,0,0,,,0,BER,1614,0.09,0,0,2,3000,1,,,0,X among T,420
vs12,ber,4,2,08Feb2013,1142,Ent1,500,400,2000,1,7,0.247730822822,1,X,8,z,1,289,,,,,,,,,,,,Vert,0,7,0,0,,,0,BER,104.5,0.09,0,0,22,3000,22,,,0,X among T,421
vs12,ber,4,2,08Feb2013,1208,mixed,500,400,2000,4,29,5.10416484663,1,X,4,z,1,377,,,,,,,,,A,743,1,Vert,0,1,0,0,,,0,BER,2039.5,0.1,0,0,2,3000,1,,,0,X among T,422
vs12,ber,4,2,08Feb2013,1153,mixed,500,400,2000,1,30,4.41775020561,0,L,16,0,0,,,,,,,,,,,,Vert,0,6,0,0,,,0,0,BER,62.44,0.1,0,0,9,957,9,,,0,L among T,423
vs12,ber,4,2,08Feb2013,1142,Ent1,500,400,2000,1,11,1.57504894513,1,L,16,0,0,,,,,,,,,,,,Vert,0,1,0,0,,,0,0,BER,1,0.11,0,0,1,642,1,,,0,L among T,424
vs12,ber,4,2,08Feb2013,1143,Ent1,500,400,2000,1,4,5.89467699538,1,X,4,a,1,294,,,,,,,,,,,,Rouge,0,2,0,0,,,0,BER,1887.5,0.11,0,0,2,3000,1,,,0,X among T,425
vs12,ber,4,2,08Feb2013,1153,mixed,500,400,2000,1,29,2.90651221862,1,X,4,0,0,,,,,,,,,,,,Rouge,0,2,0,0,,,0,0,BER,83.83,0.11,0,0,12,1645,11,,,0,X among T,426
vs12,ber,4,2,08Feb2013,1210,mixed,500,400,2000,5,6,0.68124291285,0,X,4,z,1,348,,,,,,,,,A,1176,1,Vert,0,2,0,0,,,0,BER,1691.5,0.12,0,0,2,3000,1,,,0,X among T,427
vs12,ber,4,2,08Feb2013,1222,mixed,500,400,2000,8,13,2.54485537655,1,L,4,a,1,268,,,,,,,,,A,1040,1,Rouge,0,2,0,0,,,0,BER,550.8,0.12,0,0,5,3000,4,,,0,L among T,428
vs12,ber,4,2,08Feb2013,1202,mixed,500,400,2000,3,1,1.60672290251,0,X,4,z,1,299,,,,,,,,,A,1700,1,Vert,0,2,0,0,,,0,BER,1966,0.13,0,0,2,3000,1,,,0,X among T,429
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,36,4.32544034024,0,X,4,z,1,384,,,,,,,,,A,1337,1,Vert,0,2,0,0,,,0,BER,1633.5,0.13,0,0,2,3000,1,,,0,X among T,430
vs12,ber,4,2,08Feb2013,1219,mixed,500,400,2000,7,10,3.85791214393,1,L,8,a,1,413,,,,,,,,,B,1273,4,Rouge,0,3,0,0,,,0,BER,1688.5,0.13,0,0,2,3000,1,,,0,L among T,431
vs12,ber,4,2,08Feb2013,1158,mixed,500,400,2000,2,3,2.08808518425,0,L,16,z,1,489,,,,,,,,,C,739,6,Vert,0,1,0,0,,,0,BER,1844.5,0.13,0,0,2,3000,1,,,0,L among T,432
vs12,ber,4,2,08Feb2013,1210,mixed,500,400,2000,5,4,0.906643884809,0,L,4,z,1,340,,,,,,,,,A,556,3,Vert,0,2,0,0,,,0,BER,2002.5,0.13,0,0,2,3000,1,,,0,L among T,433
vs12,ber,4,2,08Feb2013,1141,Ent1,500,400,2000,1,8,0.437856687086,0,L,4,a,0,759,,,,,,,,,,,,Vert,0,4,0,0,,,0,BER,468,0.14,0,0,5,3000,4,,,0,L among T,434
vs12,ber,4,2,08Feb2013,1208,mixed,500,400,2000,4,31,3.47389643354,0,L,4,a,1,309,,,,,,,,,A,1255,1,Rouge,0,1,0,0,,,0,BER,803,0.14,0,0,4,3000,3,,,0,L among T,435
vs12,ber,4,2,08Feb2013,1151,mixed,500,400,2000,1,2,3.74133250237,0,L,4,a,1,460,,,,,,,,,A,1547,0,Rouge,0,2,0,0,,,0,BER,1249.33,0.14,0,0,3,3000,2,,,0,L among T,436
vs12,ber,4,2,08Feb2013,1152,mixed,500,400,2000,1,14,5.98469065903,0,L,8,z,1,343,,,,,,,,,A,829,2,Vert,0,3,0,0,,,0,BER,179.07,0.14,0,0,14,3000,13,,,0,L among T,437
vs12,ber,4,2,08Feb2013,1220,mixed,500,400,2000,7,28,6.16836101209,1,X,8,z,1,328,,,,,,,,,A,2256,2,Vert,0,2,0,0,,,0,BER,92.5,0.14,0,0,10,3000,10,,,0,X among T,438
vs12,ber,4,2,08Feb2013,1211,mixed,500,400,2000,5,11,5.02622144981,0,X,16,z,1,392,,,,,,,,,A,1507,3,Vert,0,13,0,0,,,0,BER,242.56,0.15,0,0,9,3000,8,,,0,X among T,439
vs12,ber,4,2,08Feb2013,1141,Ent1,500,400,2000,1,2,0.452639206261,0,X,16,z,1,450,,,,,,,,,,,,Vert,0,8,0,0,,,0,BER,546.57,0.15,0,0,7,3000,6,,,0,X among T,440
vs12,ber,4,2,08Feb2013,1204,mixed,500,400,2000,3,30,2.89236786235,0,L,16,a,1,369,,,,,,,,,C,1186,7,Rouge,0,9,0,0,,,0,BER,800.5,0.15,0,0,4,3000,3,,,0,L among T,441
vs12,ber,4,2,08Feb2013,1145,Ent1,500,400,2000,1,10,4.74466149982,1,L,4,a,1,351,,,,,,,,,,,,Rouge,0,1,0,0,,,0,BER,1184,0.16,0,0,3,3000,2,,,0,L among T,442
vs12,ber,4,2,08Feb2013,1219,mixed,500,400,2000,7,18,2.47851420377,0,L,4,z,1,343,,,,,,,,,A,1858,0,Vert,0,1,0,0,,,0,BER,1851,0.16,0,0,2,3000,1,,,0,L among T,443
vs12,ber,4,2,08Feb2013,1204,mixed,500,400,2000,3,24,1.13987343368,0,X,8,z,1,299,,,,,,,,,A,818,1,Vert,0,2,0,0,,,0,BER,1258.33,0.16,0,0,3,3000,2,,,0,X among T,444
vs12,ber,4,2,08Feb2013,1159,mixed,500,400,2000,2,23,1.05601304514,0,L,8,a,1,309,,,,,,,,,A,712,1,Rouge,0,8,0,0,,,0,BER,792.8,0.16,0,0,5,3000,4,,,0,L among T,445
vs12,ber,4,2,08Feb2013,1217,mixed,500,400,2000,6,31,5.16079598532,0,X,16,a,1,542,,,,,,,,,A,1244,0,Rouge,0,7,0,0,,,0,BER,1113,0.17,0,0,3,3000,2,,,0,X among T,446
vs12,ber,4,2,08Feb2013,1211,mixed,500,400,2000,5,8,4.21526823966,1,X,4,z,1,995,,,,,,,,,A,1032,1,Vert,0,1,0,0,,,0,BER,1663,0.17,0,0,2,3000,1,,,0,X among T,447
vs12,ber,4,2,08Feb2013,1206,mixed,500,400,2000,4,5,1.68675987726,1,L,8,z,1,362,,,,,,,,,B,842,4,Vert,0,7,0,0,,,0,BER,1671,0.17,0,0,2,3000,1,,,0,L among T,448
vs12,ber,4,2,08Feb2013,1221,mixed,500,400,2000,7,32,0.692170717543,0,L,8,z,1,304,,,,,,,,,A,1132,0,Vert,0,3,0,0,,,0,BER,1816,0.17,0,0,2,3000,1,,,0,L among T,449
vs12,ber,4,2,08Feb2013,1153,mixed,500,400,2000,1,27,2.21509811234,0,X,16,a,1,309,,,,,,,,,A,1927,1,Rouge,0,9,0,0,,,0,BER,1011.33,0.17,0,0,3,3000,2,,,0,X among T,450
vs12,ber,4,2,08Feb2013,1207,mixed,500,400,2000,4,11,1.55819021391,1,L,4,0,0,,,,,,,,,,,,Rouge,0,2,0,0,,,0,0,BER,1103.5,0.17,1,0,2,2451,1,,,0,L among T,451
vs12,ber,4,2,08Feb2013,1145,Ent1,500,400,2000,1,11,2.73585720807,1,L,16,z,1,233,,,,,,,,,,,,Vert,0,13,0,0,,,0,BER,1600.5,0.17,0,0,2,3000,1,,,0,L among T,452
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,32,0.246697508059,1,L,16,z,1,362,,,,,,,,,D,973,8,Vert,0,5,0,0,,,0,BER,482.33,0.17,0,0,6,3000,5,,,0,L among T,453
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,27,3.85065948138,0,L,4,z,1,311,,,,,,,,,A,2763,2,Vert,0,1,0,0,,,0,BER,761.5,0.17,0,0,4,3000,3,,,0,L among T,454
vs12,ber,4,2,08Feb2013,1152,mixed,500,400,2000,1,11,0.580313987982,1,L,4,z,1,1038,,,,,,,,,A,1948,2,Vert,0,4,0,0,,,0,BER,811.5,0.17,0,0,4,3000,3,,,0,L among T,455
vs12,ber,4,2,08Feb2013,1153,mixed,500,400,2000,1,25,3.94327550908,1,X,16,a,1,304,,,,,,,,,A,1072,1,Rouge,0,16,0,0,,,0,BER,1154,0.18,0,0,4,3000,3,,,0,X among T,456
vs12,ber,4,2,08Feb2013,1212,mixed,500,400,2000,5,26,0.951840415364,0,L,8,z,1,304,,,,,,,,,C,775,7,Vert,0,7,0,0,,,0,BER,1478,0.18,0,0,2,3000,2,,,0,L among T,457
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,35,2.95923452969,1,L,8,a,1,283,,,,,,,,,A,2066,0,Rouge,0,6,0,0,,,0,BER,1082.67,0.18,0,0,3,3000,2,,,0,L among T,458
vs12,ber,4,2,08Feb2013,1205,mixed,500,400,2000,3,32,0.327494505995,0,X,16,z,1,283,,,,,,,,,A,855,1,Vert,0,13,0,0,,,0,BER,1164.25,0.18,0,0,4,3000,3,,,0,X among T,459
vs12,ber,4,2,08Feb2013,1222,mixed,500,400,2000,8,6,1.77604360811,0,X,4,z,1,270,,,,,,,,,A,787,1,Vert,0,2,0,0,,,0,BER,1192.33,0.18,0,0,3,3000,2,,,0,X among T,460
vs12,ber,4,2,08Feb2013,1159,mixed,500,400,2000,2,20,4.16142942973,1,L,16,a,1,299,,,,,,,,,C,647,6,Rouge,0,15,0,0,,,0,BER,1746.5,0.18,0,0,2,3000,1,,,0,L among T,461
vs12,ber,4,2,08Feb2013,1224,mixed,500,400,2000,8,30,1.4069493245,0,L,16,a,1,293,,,,,,,,,C,981,7,Rouge,0,15,0,0,,,0,BER,315.11,0.18,0,0,9,3000,8,,,0,L among T,462
vs12,ber,4,2,08Feb2013,1200,mixed,500,400,2000,2,35,0.0906637128455,0,L,8,a,1,332,,,,,,,,,A,642,1,Rouge,0,7,0,0,,,0,BER,979.5,0.18,0,0,4,3000,3,,,0,L among T,463
vs12,ber,4,2,08Feb2013,1220,mixed,500,400,2000,7,24,4.07451285623,1,L,16,a,1,369,,,,,,,,,A,1933,3,Rouge,0,3,0,0,,,0,BER,1285.33,0.19,0,0,3,3000,2,,,0,L among T,464
vs12,ber,4,2,08Feb2013,1204,mixed,500,400,2000,3,28,2.88504808663,0,L,4,a,1,332,,,,,,,,,A,1629,3,Rouge,0,1,0,0,,,0,BER,1522.33,0.19,0,0,3,3000,2,,,0,L among T,465
vs12,ber,4,2,08Feb2013,1206,mixed,500,400,2000,4,4,5.4981145751,0,L,16,z,1,336,,,,,,,,,C,634,6,Vert,0,7,0,0,,,0,BER,1789.5,0.19,0,0,2,3000,1,,,0,L among T,466
vs12,ber,4,2,08Feb2013,1152,mixed,500,400,2000,1,13,1.5374901579,0,X,8,z,1,540,,,,,,,,,A,996,1,Vert,0,4,0,0,,,0,BER,444.88,0.19,0,0,8,3000,7,,,0,X among T,467
vs12,ber,4,2,08Feb2013,1209,mixed,500,400,2000,4,33,2.69308323991,0,L,8,z,1,304,,,,,,,,,A,995,2,Vert,0,4,0,0,,,0,BER,1442,0.2,0,0,3,3000,2,,,0,L among T,468
vs12,ber,4,2,08Feb2013,1151,mixed,500,400,2000,1,5,3.95291729102,0,L,16,a,1,291,,,,,,,,,A,1465,2,Rouge,0,10,0,0,,,0,BER,2991,0.2,0,0,1,3000,1,,,0,L among T,469
vs12,ber,4,2,08Feb2013,1215,mixed,500,400,2000,6,13,3.60072832731,1,X,16,a,1,418,,,,,,,,,A,1416,0,Rouge,0,6,0,0,,,0,BER,1163.33,0.2,0,0,3,3000,2,,,0,X among T,470
vs12,ber,4,2,08Feb2013,1154,mixed,500,400,2000,1,36,5.81537721985,1,X,4,z,1,311,,,,,,,,,A,1443,2,Vert,0,2,0,0,,,0,BER,1193.33,0.2,0,0,3,3000,2,,,0,X among T,471
