trialId,targType,couleur,is_target
111,X,Rouge,1
112,X,Vert,1
113,L,Vert,1
114,L,Rouge,1
115,X,Rouge,1
116,L,Rouge,1
117,L,Rouge,1
118,X,Rouge,1
119,L,Vert,1
120,X,Rouge,1
121,L,Rouge,1
122,X,Vert,1
123,X,Rouge,1
124,X,Vert,1
125,X,Rouge,1
126,L,Rouge,1
127,L,Vert,1
128,X,Rouge,1
129,X,Vert,1
130,L,Vert,1
131,L,Vert,1
132,X,Rouge,1
133,L,Rouge,1
134,X,Rouge,1
135,L,Rouge,1
136,L,Vert,1
137,L,Vert,1
138,X,Vert,1
139,X,Rouge,1
140,L,Rouge,1
141,X,Vert,1
142,X,Rouge,1
143,X,Rouge,1
144,X,Vert,1
145,X,Vert,1
146,L,Rouge,1
147,L,Vert,1
148,L,Rouge,1
149,L,Rouge,1
150,L,Vert,1
151,X,Vert,1
152,X,Rouge,1
153,L,Vert,1
154,X,Vert,1
155,L,Vert,1
156,X,Vert,1
157,L,Vert,1
158,X,Rouge,1
159,X,Rouge,1
160,L,Rouge,1
161,X,Rouge,1
162,L,Vert,1
163,X,Vert,1
164,L,Rouge,1
165,X,Vert,1
166,L,Vert,1
167,X,Vert,1
168,L,Rouge,1
169,X,Rouge,1
170,L,Vert,1
171,X,Rouge,1
172,X,Vert,1
173,L,Rouge,1
174,L,Vert,1
175,X,Rouge,1
176,L,Vert,1
177,X,Rouge,1
178,X,Rouge,1
179,X,Rouge,1
180,X,Vert,1
181,L,Vert,1
182,X,Vert,1
183,X,Vert,1
184,L,Vert,1
185,L,Rouge,1
186,L,Rouge,1
187,X,Rouge,1
188,X,Vert,1
189,L,Vert,1
190,X,Vert,1
191,X,Vert,1
192,L,Rouge,1
193,X,Vert,1
194,X,Vert,1
195,L,Rouge,1
196,L,Vert,1
197,L,Vert,1
198,X,Vert,1
199,X,Vert,1
200,X,Vert,1
201,X,0,1
202,L,Rouge,1
203,X,Vert,1
204,L,Vert,1
205,L,Vert,1
206,X,Rouge,1
207,L,Vert,1
208,L,Vert,1
209,X,Rouge,1
210,X,Vert,1
211,X,Vert,1
212,L,Rouge,1
213,L,Vert,1
214,X,Rouge,1
215,X,Vert,1
216,X,Vert,1
217,X,Vert,1
218,X,Rouge,1
219,L,Vert,1
220,L,Rouge,1
221,L,Rouge,1
222,L,Rouge,1
223,X,Rouge,1
224,L,Rouge,1
225,X,Rouge,1
226,L,Rouge,1
227,X,Vert,1
228,L,Vert,1
229,X,Rouge,1
230,X,Vert,1
231,L,Rouge,1
232,L,Rouge,1
233,L,Vert,1
234,X,Rouge,1
235,L,Vert,1
236,X,Vert,1
237,L,Rouge,1
238,L,Vert,1
239,L,Vert,1
240,X,Vert,1
241,L,Rouge,1
242,X,Vert,1
243,X,Vert,1
244,L,Vert,1
245,L,Vert,1
246,X,Rouge,1
247,X,Rouge,1
248,L,Rouge,1
249,X,Vert,1
250,L,Vert,1
251,X,Vert,1
252,L,Rouge,1
253,L,Vert,1
254,X,Vert,1
255,L,Rouge,1
256,X,Vert,1
257,L,Vert,1
258,L,Rouge,1
259,X,Vert,1
260,X,Vert,1
261,L,Vert,1
262,X,Rouge,1
263,L,Vert,1
264,L,Rouge,1
265,X,Vert,1
266,L,Vert,1
267,L,Rouge,1
268,X,Vert,1
269,X,Vert,1
270,X,Rouge,1
271,X,Rouge,1
272,L,Rouge,1
273,X,Vert,1
274,X,Rouge,1
275,X,0,1
276,X,Rouge,1
277,L,Vert,1
278,X,Vert,1
279,X,Rouge,1
280,X,Vert,1
281,X,Rouge,1
282,L,Vert,1
283,L,Rouge,1
284,L,Rouge,1
285,X,Vert,1
286,L,Rouge,1
287,L,Vert,1
288,L,0,1
289,L,Rouge,1
290,L,Rouge,1
291,L,Rouge,1
292,X,Rouge,1
293,X,Rouge,1
294,L,Vert,1
295,L,Vert,1
296,L,Vert,1
297,X,Vert,1
298,X,Rouge,1
299,X,Rouge,1
300,L,Vert,1
301,L,Rouge,1
302,L,Rouge,1
303,X,Rouge,1
304,X,Rouge,1
305,L,Vert,1
306,X,Rouge,1
307,X,Vert,1
308,X,Rouge,1
309,L,Rouge,1
310,X,Rouge,1
311,L,Vert,1
312,L,Vert,1
313,X,Vert,1
314,X,Vert,1
315,L,Vert,1
316,X,Vert,1
317,L,0,1
318,X,Vert,1
319,X,Vert,1
320,L,Rouge,1
321,X,0,1
322,X,Vert,1
323,L,Vert,1
324,L,0,1
325,L,Vert,1
326,L,0,1
327,L,Rouge,1
328,X,Vert,1
329,X,Rouge,1
330,L,Vert,1
331,X,Rouge,1
332,X,Rouge,1
333,L,Rouge,1
334,L,Rouge,1
335,L,0,1
336,X,Rouge,1
337,L,Rouge,1
338,X,0,1
339,X,Vert,1
340,X,Rouge,1
341,L,Vert,1
342,X,Rouge,1
343,L,Rouge,1
344,L,Rouge,1
345,L,Rouge,1
346,L,Vert,1
347,X,Rouge,1
348,L,Vert,1
349,L,Vert,1
350,X,Rouge,1
351,L,Vert,1
352,L,Vert,1
353,L,Rouge,1
354,X,Vert,1
355,L,Rouge,1
356,L,Rouge,1
357,L,Rouge,1
358,X,Rouge,1
359,L,Rouge,1
360,X,Rouge,1
361,L,Vert,1
362,L,Rouge,1
363,L,Vert,1
364,X,Vert,1
365,X,Vert,1
366,X,Rouge,1
367,X,Rouge,1
368,L,Rouge,1
369,X,Rouge,1
370,X,Vert,1
371,L,Rouge,1
372,L,Rouge,1
373,L,Rouge,1
374,X,Rouge,1
375,L,Vert,1
376,X,Vert,1
377,X,Rouge,1
378,L,Vert,1
379,X,Rouge,1
380,X,Rouge,1
381,L,Rouge,1
382,X,Rouge,1
383,X,Rouge,1
384,L,Vert,1
385,X,Rouge,1
386,X,Vert,1
387,X,Rouge,1
388,L,Rouge,1
389,L,Rouge,1
390,X,Vert,1
391,X,Rouge,1
392,L,Rouge,1
393,L,Rouge,1
394,L,Vert,1
395,X,Rouge,1
396,L,Vert,1
397,L,Vert,1
398,L,Rouge,1
399,L,Rouge,1
400,X,Vert,1
401,L,Vert,1
402,X,Rouge,1
403,X,Vert,1
404,X,Rouge,1
405,L,Rouge,1
406,X,Rouge,1
407,X,Rouge,1
408,L,Vert,1
409,X,Rouge,1
410,X,Rouge,1
411,X,Vert,1
412,L,Vert,1
413,X,0,1
414,L,Rouge,1
415,L,Vert,1
416,X,Rouge,1
417,L,Rouge,1
418,L,Vert,1
419,L,0,1
420,X,Vert,1
421,X,Vert,1
422,X,Vert,1
423,L,0,1
424,L,0,1
425,X,Rouge,1
426,X,0,1
427,X,Vert,1
428,L,Rouge,1
429,X,Vert,1
430,X,Vert,1
431,L,Rouge,1
432,L,Vert,1
433,L,Vert,1
434,L,Vert,1
435,L,Rouge,1
436,L,Rouge,1
437,L,Vert,1
438,X,Vert,1
439,X,Vert,1
440,X,Vert,1
441,L,Rouge,1
442,L,Rouge,1
443,L,Vert,1
444,X,Vert,1
445,L,Rouge,1
446,X,Rouge,1
447,X,Vert,1
448,L,Vert,1
449,L,Vert,1
450,X,Rouge,1
451,L,0,1
452,L,Vert,1
453,L,Vert,1
454,L,Vert,1
455,L,Vert,1
456,X,Rouge,1
457,L,Vert,1
458,L,Rouge,1
459,X,Vert,1
460,X,Vert,1
461,L,Rouge,1
462,L,Rouge,1
463,L,Rouge,1
464,L,Rouge,1
465,L,Rouge,1
466,L,Vert,1
467,X,Vert,1
468,L,Vert,1
469,L,Rouge,1
470,X,Rouge,1
471,X,Vert,1
472,X,Vert,1
473,X,Vert,1
474,X,Vert,1
475,X,Vert,1
476,L,Vert,1
477,L,Vert,1
478,X,Vert,1
479,X,Vert,1
480,X,Rouge,1
481,L,Vert,1
482,X,Rouge,1
483,L,Rouge,1
484,L,Vert,1
485,L,Rouge,1
486,X,Vert,1
487,X,Vert,1
488,L,Vert,1
489,X,Rouge,1
490,X,Rouge,1
491,X,Rouge,1
492,X,Rouge,1
493,X,Vert,1
494,X,Vert,1
495,X,Vert,1
496,L,Vert,1
497,X,Vert,1
498,X,Vert,1
499,X,Vert,1
500,X,Rouge,1
501,X,Vert,1
502,L,Rouge,1
503,X,Rouge,1
504,L,Vert,1
505,L,Vert,1
506,X,Rouge,1
507,L,Rouge,1
508,L,Vert,1
509,X,Rouge,1
510,L,Rouge,1
511,X,Vert,1
512,L,Vert,1
513,X,Vert,1
514,X,Rouge,1
515,L,Rouge,1
516,X,Rouge,1
517,X,Rouge,1
518,X,Rouge,1
519,L,Vert,1
520,L,Rouge,1
521,X,Vert,1
522,X,Vert,1
523,X,Rouge,1
524,X,Vert,1
525,L,Rouge,1
526,L,Vert,1
527,L,Vert,1
528,L,Vert,1
529,L,Rouge,1
530,L,Rouge,1
531,X,Rouge,1
532,L,Vert,1
533,L,Rouge,1
534,X,Rouge,1
535,L,Vert,1
536,L,Rouge,1
537,L,Vert,1
538,L,Vert,1
539,L,Vert,1
540,X,Rouge,1
541,X,Rouge,1
542,L,Rouge,1
543,L,Vert,1
544,X,Rouge,1
545,L,Rouge,1
546,L,Rouge,1
547,X,Vert,1
548,L,Rouge,1
549,L,Rouge,1
550,L,Rouge,1
551,X,0,1
552,L,Rouge,1
553,X,Vert,1
554,X,Vert,1
555,L,Vert,1
556,X,Vert,1
557,L,Vert,1
558,X,Rouge,1
559,X,Rouge,1
560,L,Vert,1
561,X,Vert,1
562,X,Rouge,1
563,L,Vert,1
564,L,Vert,1
565,L,Vert,1
566,X,0,1
567,L,Vert,1
568,L,Rouge,1
569,X,Vert,1
570,L,Rouge,1
571,L,Rouge,1
572,L,Rouge,1
573,X,Rouge,1
574,L,Rouge,1
575,L,Vert,1
576,X,Rouge,1
577,X,Vert,1
578,X,Rouge,1
579,X,Vert,1
580,L,Vert,1
581,X,Rouge,1
582,L,Vert,1
583,L,Rouge,1
584,X,Rouge,1
585,L,Vert,1
586,X,Vert,1
587,L,Vert,1
588,X,Rouge,1
589,X,Vert,1
590,X,Rouge,1
591,X,Rouge,1
592,X,Rouge,1
593,L,Rouge,1
594,X,Vert,1
595,X,Vert,1
596,L,Vert,1
597,L,Rouge,1
598,L,Rouge,1
599,L,Rouge,1
600,L,Rouge,1
601,L,Vert,1
602,L,Rouge,1
603,X,Rouge,1
604,X,Rouge,1
605,X,Rouge,1
606,X,Vert,1
607,X,Vert,1
608,L,Vert,1
609,L,Rouge,1
610,X,Rouge,1
611,X,Vert,1
612,X,Vert,1
613,X,Vert,1
614,X,Rouge,1
615,X,Rouge,1
616,L,Vert,1
617,L,Vert,1
618,X,Vert,1
619,X,Vert,1
620,X,Rouge,1
621,X,Vert,1
622,X,Vert,1
623,L,Rouge,1
624,L,Vert,1
625,X,Vert,1
626,X,Vert,1
627,L,Rouge,1
628,L,Vert,1
629,X,Vert,1
630,X,Rouge,1
631,L,0,1
632,X,Vert,1
633,X,Vert,1
634,X,Rouge,1
635,L,Rouge,1
636,X,Rouge,1
637,X,Rouge,1
638,X,Rouge,1
639,L,Vert,1
640,X,Vert,1
641,X,Rouge,1
642,L,Vert,1
643,X,Vert,1
644,L,Rouge,1
645,X,Vert,1
646,X,Rouge,1
647,L,Vert,1
648,L,Vert,1
649,L,0,1
650,L,0,1
651,X,Vert,1
652,X,0,1
653,X,Vert,1
654,X,Rouge,1
655,X,0,1
656,X,Vert,1
657,L,Vert,1
658,L,0,1
659,X,Rouge,1
660,X,Vert,1
661,L,0,1
662,X,Rouge,1
663,X,Rouge,1
664,L,0,1
665,L,0,1
666,X,Vert,1
667,L,Vert,1
668,L,Vert,1
669,L,Vert,1
670,L,Rouge,1
671,X,Rouge,1
672,L,Vert,1
673,X,Rouge,1
674,X,Vert,1
675,L,0,1
676,X,0,1
677,X,0,1
678,X,0,1
679,L,0,1
680,L,Vert,1
681,L,Vert,1
682,L,0,1
683,X,Vert,1
684,X,Vert,1
685,L,Vert,1
686,X,Rouge,1
687,X,Rouge,1
688,L,Vert,1
689,X,Vert,1
690,X,Vert,1
691,L,0,1
692,L,0,1
693,L,0,1
694,L,0,1
695,X,Rouge,1
696,L,Rouge,1
697,X,Vert,1
698,X,Vert,1
699,L,Vert,1
700,L,Vert,1
701,L,Rouge,1
702,X,Rouge,1
703,X,Vert,1
704,X,Vert,1
705,X,Rouge,1
706,X,Vert,1
707,X,Vert,1
708,X,Vert,1
709,L,Rouge,1
710,X,Rouge,1
711,L,Vert,1
712,X,Rouge,1
713,X,Vert,1
714,L,Vert,1
715,L,Vert,1
716,X,Vert,1
717,L,Vert,1
718,L,Rouge,1
719,L,Rouge,1
720,L,Rouge,1
721,X,Vert,1
722,X,Vert,1
723,X,Vert,1
724,L,Vert,1
725,X,Rouge,1
726,X,Rouge,1
727,X,Vert,1
728,X,Rouge,1
729,X,Rouge,1
730,L,Vert,1
731,L,Rouge,1
732,L,Rouge,1
733,L,Rouge,1
734,L,Rouge,1
735,X,Rouge,1
736,L,Vert,1
737,L,Vert,1
738,X,Rouge,1
739,X,Vert,1
740,X,Rouge,1
741,X,Vert,1
742,L,Vert,1
743,L,Rouge,1
744,L,Rouge,1
745,X,Rouge,1
746,L,Vert,1
747,X,Vert,1
748,L,Rouge,1
749,L,Vert,1
750,X,Vert,1
751,X,Rouge,1
752,X,Rouge,1
753,L,Rouge,1
754,L,Vert,1
755,X,Vert,1
756,L,Vert,1
757,X,Vert,1
758,L,Vert,1
759,L,Rouge,1
760,X,Rouge,1
761,X,Vert,1
762,L,Vert,1
763,L,Rouge,1
764,X,Vert,1
765,L,Vert,1
766,L,Vert,1
767,L,Vert,1
768,X,Vert,1
769,L,Rouge,1
770,X,Rouge,1
771,X,Rouge,1
772,L,Vert,1
773,X,Rouge,1
774,L,Vert,1
775,X,Vert,1
776,X,Rouge,1
777,X,Rouge,1
778,L,Vert,1
779,X,Vert,1
780,X,Vert,1
781,X,Vert,1
782,X,Vert,1
783,L,Vert,1
784,L,Rouge,1
785,L,Vert,1
786,L,Rouge,1
787,L,Rouge,1
788,X,Vert,1
789,X,Rouge,1
790,X,Rouge,1
791,L,Vert,1
792,L,Rouge,1
793,L,Rouge,1
794,L,Vert,1
795,X,Vert,1
796,X,Rouge,1
797,X,Rouge,1
798,X,Vert,1
799,X,Rouge,1
800,L,Vert,1
801,L,Rouge,1
802,X,Vert,1
803,L,Rouge,1
804,L,Vert,1
805,L,Vert,1
806,X,Rouge,1
807,L,Rouge,1
808,L,Vert,1
809,L,Rouge,1
810,X,Rouge,1
811,X,Vert,1
812,X,Rouge,1
813,L,Rouge,1
814,L,Rouge,1
815,L,Rouge,1
816,L,Rouge,1
817,L,Rouge,1
818,L,Rouge,1
819,X,Vert,1
820,X,Vert,1
821,X,Rouge,1
822,X,Vert,1
823,L,Vert,1
824,L,Rouge,1
825,L,Vert,1
826,X,Rouge,1
827,L,Rouge,1
828,L,Rouge,1
829,L,Rouge,1
830,X,Vert,1
831,L,Vert,1
832,X,Rouge,1
833,X,Rouge,1
834,X,Vert,1
835,X,Rouge,1
836,L,Vert,1
837,L,Vert,1
838,L,Rouge,1
839,X,Rouge,1
840,X,Vert,1
841,L,Vert,1
842,X,Rouge,1
843,L,Vert,1
844,L,Vert,1
845,L,Rouge,1
846,L,Vert,1
847,X,Rouge,1
848,X,Rouge,1
849,X,Vert,1
850,L,Rouge,1
851,L,Vert,1
852,L,Vert,1
853,X,Vert,1
854,X,Vert,1
855,L,Vert,1
856,L,Vert,1
857,L,Rouge,1
858,L,Vert,1
859,X,Rouge,1
860,X,Rouge,1
861,X,Vert,1
862,L,Vert,1
863,X,Vert,1
864,X,Vert,1
865,X,Vert,1
866,L,Rouge,1
867,X,Rouge,1
868,L,Rouge,1
869,X,Rouge,1
870,X,Rouge,1
871,L,Vert,1
872,L,Vert,1
873,X,Rouge,1
874,X,Rouge,1
875,L,Vert,1
876,L,Rouge,1
877,L,Vert,1
878,X,Rouge,1
879,X,Rouge,1
880,L,Vert,1
881,L,Rouge,1
882,L,Rouge,1
883,X,Rouge,1
884,L,Rouge,1
885,X,Rouge,1
886,L,Vert,1
887,X,Vert,1
888,L,Rouge,1
889,X,Vert,1
890,X,Vert,1
891,X,Vert,1
892,L,Rouge,1
893,X,Vert,1
894,L,Rouge,1
895,X,Rouge,1
896,X,Vert,1
897,L,Vert,1
898,X,Vert,1
899,L,0,1
900,L,Vert,1
901,L,Rouge,1
902,X,Rouge,1
903,L,Vert,1
904,X,Vert,1
905,X,Rouge,1
906,L,Rouge,1
907,L,Rouge,1
908,X,Rouge,1
909,X,Rouge,1
910,X,Vert,1
911,X,Rouge,1
912,L,Rouge,1
913,X,Rouge,1
914,L,Vert,1
915,L,Vert,1
916,X,Rouge,1
917,L,Rouge,1
918,L,Vert,1
919,X,Rouge,1
920,X,Rouge,1
921,L,0,1
922,L,Rouge,1
923,X,Rouge,1
924,X,Vert,1
925,X,Vert,1
926,X,Rouge,1
927,L,Vert,1
928,X,Vert,1
929,X,Rouge,1
930,X,Vert,1
931,L,Rouge,1
932,X,Vert,1
933,L,Vert,1
934,X,Rouge,1
935,X,Rouge,1
936,L,0,1
937,L,Rouge,1
938,X,Vert,1
939,X,Rouge,1
940,X,Rouge,1
941,X,0,1
942,X,Vert,1
943,L,Vert,1
944,X,Vert,1
945,L,Rouge,1
946,L,Rouge,1
947,X,Rouge,1
948,L,Rouge,1
949,L,Vert,1
950,L,Rouge,1
951,X,Rouge,1
952,L,Vert,1
953,X,Rouge,1
954,X,Rouge,1
955,L,Rouge,1
956,L,Rouge,1
957,X,Vert,1
958,L,Rouge,1
959,X,Vert,1
960,X,Vert,1
961,X,Rouge,1
962,L,Rouge,1
963,X,Rouge,1
964,X,Vert,1
965,X,Rouge,1
966,L,Rouge,1
967,L,Rouge,1
968,L,Vert,1
969,X,Vert,1
970,L,Rouge,1
971,L,Rouge,1
972,X,Vert,1
973,L,Vert,1
974,X,Vert,1
975,L,Rouge,1
976,L,Vert,1
977,L,Vert,1
978,X,Vert,1
979,L,Rouge,1
980,X,Rouge,1
981,X,Rouge,1
982,X,Vert,1
983,X,Rouge,1
984,X,Vert,1
985,X,Rouge,1
986,X,Rouge,1
987,L,Rouge,1
988,L,Vert,1
989,X,Vert,1
990,X,0,1
991,L,Vert,1
992,L,Vert,1
993,L,Rouge,1
994,X,0,1
995,L,Rouge,1
996,X,Vert,1
997,X,Vert,1
998,X,Rouge,1
999,X,Vert,1
1000,X,Rouge,1
1001,X,Vert,1
1002,X,Vert,1
1003,L,0,1
1004,X,Vert,1
1005,X,Vert,1
1006,L,Vert,1
1007,X,Rouge,1
1008,X,Rouge,1
1009,X,Rouge,1
1010,L,0,1
1011,L,Vert,1
1012,X,Vert,1
1013,L,Vert,1
1014,L,Rouge,1
1015,X,Vert,1
1016,L,Rouge,1
1017,X,Rouge,1
1018,L,Vert,1
1019,L,Rouge,1
1020,X,Rouge,1
1021,L,0,1
1022,L,Vert,1
1023,L,Vert,1
1024,L,Vert,1
1025,X,Rouge,1
1026,L,Vert,1
1027,X,Vert,1
1028,X,Rouge,1
1029,X,Rouge,1
1030,L,Rouge,1
1031,L,Vert,1
1032,X,Rouge,1
1033,L,Rouge,1
1034,L,Rouge,1
1035,L,Vert,1
1036,L,Rouge,1
1037,X,Vert,1
1038,L,Vert,1
1039,L,Vert,1
1040,L,Rouge,1
1041,L,Vert,1
1042,L,Vert,1
1043,L,Rouge,1
1044,L,Rouge,1
1045,L,Vert,1
1046,L,Vert,1
1047,L,Rouge,1
1048,X,Vert,1
1049,L,Rouge,1
1050,L,Rouge,1
1051,X,Rouge,1
1052,X,Vert,1
1053,X,Vert,1
1054,X,Rouge,1
1055,X,Vert,1
1056,L,Vert,1
1057,X,Vert,1
1058,L,Rouge,1
1059,L,Vert,1
1060,X,Vert,1
1061,X,Rouge,1
1062,L,Vert,1
1063,L,Vert,1
1064,L,Vert,1
1065,L,Vert,1
1066,X,Vert,1
1067,L,Vert,1
1068,L,Rouge,1
1069,X,Vert,1
1070,L,Vert,1
1071,X,Rouge,1
1072,X,Rouge,1
1073,L,Vert,1
1074,X,Rouge,1
1075,L,Vert,1
1076,X,Rouge,1
1077,X,Vert,1
1078,X,Rouge,1
1079,X,Rouge,1
1080,X,Rouge,1
1081,L,Rouge,1
1082,X,Rouge,1
1083,L,Rouge,1
1084,L,Vert,1
1085,L,Rouge,1
1086,X,Rouge,1
1087,L,Vert,1
1088,L,Rouge,1
1089,X,Rouge,1
1090,X,Rouge,1
1091,X,Vert,1
1092,L,Rouge,1
1093,X,Rouge,1
1094,L,Rouge,1
1095,X,Vert,1
1096,X,Vert,1
1097,L,Rouge,1
1098,X,Rouge,1
1099,X,Vert,1
1100,X,Rouge,1
1101,X,Vert,1
1102,X,Vert,1
1103,X,Rouge,1
1104,X,Vert,1
1105,X,Rouge,1
1106,X,Rouge,1
1107,X,Vert,1
1108,X,Vert,1
1109,X,Vert,1
1110,L,Vert,1
1111,X,Vert,1
1112,X,Vert,1
1113,L,Vert,1
1114,X,Vert,1
1115,L,Vert,1
1116,X,Vert,1
1117,L,Vert,1
1118,L,Vert,1
1119,X,Vert,1
1120,X,Rouge,1
1121,L,Rouge,1
1122,X,Vert,1
1123,L,Vert,1
1124,L,Vert,1
1125,X,0,1
1126,X,Rouge,1
1127,L,Vert,1
1128,L,Rouge,1
1129,X,Vert,1
1130,X,Vert,1
1131,X,Vert,1
1132,X,Rouge,1
1133,L,Rouge,1
1134,L,Vert,1
1135,X,Rouge,1
1136,X,Vert,1
1137,L,Vert,1
1138,L,Rouge,1
1139,X,Rouge,1
1140,L,Vert,1
1141,X,Vert,1
1142,X,Vert,1
1143,X,Rouge,1
1144,X,Vert,1
1145,X,Vert,1
1146,L,Rouge,1
1147,X,Vert,1
1148,L,Vert,1
1149,X,Vert,1
1150,X,Rouge,1
1151,X,Vert,1
1152,L,Vert,1
1153,X,Vert,1
1154,L,Vert,1
1155,X,Rouge,1
1156,L,Rouge,1
1157,X,Vert,1
1158,X,0,1
1159,X,Vert,1
1160,X,Rouge,1
1161,X,Rouge,1
1162,L,Rouge,1
1163,L,Vert,1
1164,X,Vert,1
1165,L,Vert,1
1166,L,Vert,1
1167,L,Rouge,1
1168,X,Vert,1
1169,L,Rouge,1
1170,X,Vert,1
1171,X,Vert,1
1172,X,Vert,1
1173,X,Rouge,1
1174,L,Vert,1
1175,X,Rouge,1
1176,X,Rouge,1
1177,X,Vert,1
1178,L,Vert,1
1179,X,Vert,1
1180,X,Rouge,1
1181,X,Rouge,1
1182,X,Rouge,1
1183,X,Rouge,1
1184,X,Vert,1
1185,L,Vert,1
1186,L,Vert,1
1187,L,Vert,1
1188,L,Vert,1
1189,L,Rouge,1
1190,X,Rouge,1
1191,X,Vert,1
1192,L,Vert,1
1193,L,Rouge,1
1194,L,Vert,1
1195,X,Rouge,1
1196,L,Vert,1
1197,L,Vert,1
1198,X,Rouge,1
1199,L,Rouge,1
1200,L,Rouge,1
1201,X,Rouge,1
1202,L,Rouge,1
1203,X,Vert,1
1204,L,0,1
1205,X,Rouge,1
1206,L,Rouge,1
1207,L,Vert,1
1208,L,Vert,1
1209,L,Vert,1
1210,X,Rouge,1
1211,L,Rouge,1
1212,L,Rouge,1
1213,L,Rouge,1
1214,X,Rouge,1
1215,L,Rouge,1
1216,L,Rouge,1
1217,L,Vert,1
1218,L,Vert,1
1219,X,Vert,1
1220,L,Vert,1
1221,L,Rouge,1
1222,X,Vert,1
1223,X,Rouge,1
1224,X,Vert,1
1225,X,Vert,1
1226,X,Rouge,1
1227,X,Vert,1
1228,X,Rouge,1
1229,X,Rouge,1
1230,X,Rouge,1
1231,L,Vert,1
1232,L,Vert,1
1233,L,Rouge,1
1234,X,Rouge,1
1235,L,Vert,1
1236,X,Rouge,1
1237,L,0,1
1238,L,Rouge,1
1239,L,Rouge,1
1240,X,Vert,1
1241,L,Vert,1
1242,L,Vert,1
1243,X,Rouge,1
1244,X,Rouge,1
1245,L,Rouge,1
1246,X,Vert,1
1247,X,Vert,1
1248,L,Vert,1
1249,X,Vert,1
1250,X,Rouge,1
1251,L,Rouge,1
1252,L,Rouge,1
1253,X,Vert,1
1254,L,Vert,1
1255,L,Rouge,1
1256,L,Vert,1
1257,L,Rouge,1
1258,X,Vert,1
1259,L,Rouge,1
1260,X,Rouge,1
1261,X,Vert,1
1262,L,0,1
1263,L,Vert,1
1264,X,Vert,1
1265,X,Rouge,1
1266,X,Vert,1
1267,L,Vert,1
1268,X,Rouge,1
1269,L,Rouge,1
1270,X,Rouge,1
1271,X,Rouge,1
1272,L,0,1
1273,L,Rouge,1
1274,X,Vert,1
1275,X,Vert,1
1276,X,Vert,1
1277,X,Rouge,1
1278,X,Vert,1
1279,L,Rouge,1
1280,L,Rouge,1
1281,L,Vert,1
1282,L,Vert,1
1283,X,Vert,1
1284,X,Rouge,1
1285,L,Rouge,1
1286,X,Rouge,1
1287,X,Rouge,1
1288,X,Rouge,1
1289,X,Rouge,1
1290,L,Rouge,1
1291,X,Rouge,1
1292,X,Rouge,1
1293,X,Rouge,1
1294,X,Rouge,1
1295,L,Vert,1
1296,X,Rouge,1
1297,L,Vert,1
1298,L,Rouge,1
1299,X,Vert,1
1300,L,Rouge,1
1301,X,Vert,1
1302,X,Rouge,1
1303,L,Rouge,1
1304,L,Vert,1
1305,X,Rouge,1
1306,X,Vert,1
1307,L,Vert,1
1308,L,Rouge,1
1309,L,Rouge,1
1310,L,Vert,1
1311,L,Vert,1
1312,L,Vert,1
1313,X,Vert,1
1314,X,Vert,1
